"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"217","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300003","1993-05-22","","03","폐업","2","폐업","2000-09-26","","","","033 241 5225","","200-111","강원특별자치도 춘천시 소양로1가 79-3","","","진형자동차공업사","2003-01-24 19:00:14","I","2023-06-13 00:00:00","자동차 종합 수리업","","","대기배출업소관리","자동차 종합 수리업","5종","","8","312","8","312","2211209289",
"218","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300005","1993-07-14","","03","폐업","2","폐업","2010-03-04","","","","0332419694","","","강원특별자치도 춘천시 후평동 899","강원특별자치도 춘천시 후석로228번길 24 (후평동)","200-759","석사주공2단지관리사무소","2014-01-06 17:29:37","I","2023-06-13 00:00:00","","266486.95579791","485717.826747467","대기배출업소관리","","3종","","5","357","5","357","2218000439",
"219","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300008","1993-06-03","","03","폐업","2","폐업","2008-06-11","","","","0332442236","","","강원특별자치도 춘천시 서면 신매리 461-4","","","신흥정미소","2010-01-18 20:30:03","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","90","8","90","",
"220","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300012","1993-06-03","","03","폐업","2","폐업","2003-01-14","","","","033263 8436","","200-920","강원특별자치도 춘천시 남면 가정리 557-3","","","가정정미소","2003-01-14 13:16:49","I","2023-06-13 00:00:00","곡물 도정업","","","대기배출업소관리","곡물 도정업","5종","","8","60","8","60","",
"221","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300013","1993-06-03","","03","폐업","2","폐업","2010-07-19","","","","033261 6165","","","강원특별자치도 춘천시 동산면 원창리 887-3","","","대우정미소","2010-07-20 10:03:25","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","90","8","90","",
"222","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300014","1993-06-03","","03","폐업","2","폐업","2006-07-31","","","","033261 0205","","200-910","강원특별자치도 춘천시 남산면 방곡리 302","강원특별자치도 춘천시 남산면 갯골길 40","","방곡정미소","2006-07-31 15:55:26","I","2023-06-13 00:00:00","곡물 도정업","256130.72588368","477576.430059502","대기배출업소관리","곡물 도정업","5종","","8","70","8","70","",
"223","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300015","1993-06-03","","03","폐업","2","폐업","2003-08-18","","","","0332511186","","200-860","강원특별자치도 춘천시 사북면 고성리 681-4","강원특별자치도 춘천시 사북면 춘화로 571","200-862","고성정미소","2014-01-06 17:40:15","I","2023-06-13 00:00:00","","262630.279928385","498753.536154076","대기배출업소관리","","5종","","8","60","8","60","2213150402",
"224","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199300016","1993-06-03","","03","폐업","2","폐업","2009-07-14","","","","0332433312","","","강원특별자치도 춘천시 사북면 오탄리 195-2","강원특별자치도 춘천시 사북면 사내천로 1352","200-863","오탄정미소","2014-01-06 17:42:02","I","2023-06-13 00:00:00","","254543.646882911","504592.813598248","대기배출업소관리","","5종","","8","30","8","30","",
"225","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000017","2000-12-11","","03","폐업","2","폐업","2007-05-28","","","","033 2547901","","200-150","강원특별자치도 춘천시 우두동 402","강원특별자치도 춘천시 충열로 83  (우두동)","","강원도농업기술원","2007-05-28 14:04:37","I","2023-06-13 00:00:00","농림수산업 행정","264475.065165501","489144.157913075","대기배출업소관리","농림수산업 행정","5종","","8","300","8","300","2218300084",
"226","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000019","2000-12-11","","03","폐업","2","폐업","2006-04-26","","","","033 2616061","","200-880","강원특별자치도 춘천시 동내면 학곡리 사서함114-20호","","","제1군견훈련소","2006-05-24 08:58:54","I","2023-06-13 00:00:00","국방 행정","","","대기배출업소관리","국방 행정","5종","","4","45","4","45","",
"227","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000020","2000-12-11","","03","폐업","2","폐업","2002-07-18","","","","033 2492876","","200-700","강원특별자치도 춘천시 봉의동 15","강원특별자치도 춘천시 중앙로 1  (봉의동)","","강원도청","2002-07-18 13:15:16","I","2023-06-13 00:00:00","지방행정 집행기관","264161.625099424","487252.702443066","대기배출업소관리","지방행정 집행기관","5종","","2","276","2","276","",
"228","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000021","2000-12-11","","03","폐업","2","폐업","2002-03-09","","","","033 2632240","","200-910","강원특별자치도 춘천시 남산면 백양리 379-1, 379-2번지","","","중앙개발(주)","2003-01-24 19:18:37","I","2023-06-13 00:00:00","토목 건설업","","","대기배출업소관리","토목 건설업","5종","","24","360","24","360","",
"229","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000024","2000-07-08","","03","폐업","2","폐업","2004-06-30","","","","033 2582613","","200-140","강원특별자치도 춘천시 사농동 218-5","강원특별자치도 춘천시 화목원길 24  (사농동)","","강원도산림개발연구원","2005-12-15 14:06:28","I","2023-06-13 00:00:00","농림수산업 행정","263713.312701279","491433.342569779","대기배출업소관리","농림수산업 행정","5종","","5","300","5","300","2218300013",
"230","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000025","2000-04-24","","03","폐업","2","폐업","2001-03-20","","","","033262 7231","","200-170","강원특별자치도 춘천시 퇴계동","","","(주)한양","2001-03-20 19:13:17","I","2023-06-13 00:00:00","종합 건설업","","","대기배출업소관리","종합 건설업","","","0","0","0","0","",
"231","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000026","2000-07-08","","03","폐업","2","폐업","2001-04-16","","","","033250 5251","","200-820","강원특별자치도 춘천시 신북읍 용산리","","","한국전력공사춘천발전소","2001-04-19 14:31:18","I","2023-06-13 00:00:00","발전업","","","대기배출업소관리","발전업","","","0","0","0","0","",
"232","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100001","2001-01-08","","03","폐업","2","폐업","2004-06-30","","","","033 2539280","","200-090","강원특별자치도 춘천시 효자동 427-45","강원특별자치도 춘천시 효자로73번길 4  (효자동)","","강원도지방경철청","2004-07-13 19:53:27","I","2023-06-13 00:00:00","경찰","264263.098703184","485550.950700316","대기배출업소관리","경찰","5종","","2","300","2","300","2218300065",
"233","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100002","2001-01-16","","03","폐업","2","폐업","2008-03-13","","","","033250 3546","","","강원특별자치도 춘천시 사농동 133-1","강원특별자치도 춘천시 마장길 39  (사농동)","","춘천시농수산물도매시장관리소","2008-03-13 10:36:26","I","2023-06-13 00:00:00","","263849.369142938","489958.470585472","대기배출업소관리","","5종","","8","300","8","300","",
"234","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100003","2001-02-23","","03","폐업","2","폐업","2006-08-18","","","","033258 5221","","200-140","강원특별자치도 춘천시 사농동 84","강원특별자치도 춘천시 영서로 2854  (사농동)","","강원도교육청","2006-08-18 17:38:09","I","2023-06-13 00:00:00","사회서비스 관리 행정","263759.970466272","489659.150888624","대기배출업소관리","사회서비스 관리 행정","5종","","0","53","0","53","",
"235","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100004","2001-12-10","","03","폐업","2","폐업","2010-01-20","","","","033 2618651","","","강원특별자치도 춘천시 남산면 강촌리 517 516-1번지","","","상인산업(주)","2010-01-20 15:21:42","I","2023-06-13 00:00:00","","253111.069871071","480270.365965947","대기배출업소관리","","5종","","24","360","24","360","2238101765",
"236","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100005","2001-06-05","","03","폐업","2","폐업","2005-06-10","","","","031582 2181","","","강원특별자치도 춘천시 남산면 방하리 198","","","(주)남이섬","2010-01-17 15:17:16","I","2023-06-13 00:00:00","","246222.531678854","476683.992337235","대기배출업소관리","","4종","","8","300","8","300","2218500337",
"237","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100006","2001-07-10","","03","폐업","2","폐업","2007-05-14","","","","","","","강원특별자치도 춘천시 후평동 725-13 725-11","강원특별자치도 춘천시 춘천로 343  (후평동,725-11)","","르노자동차정비공장","2010-01-17 15:59:34","I","2023-06-13 00:00:00","","265813.639138294","487114.038767736","대기배출업소관리","","5종","","2","306","2","306","2210467173",
"238","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100009","2001-10-19","","03","폐업","2","폐업","2006-03-02","","","","033261 8651","","200-911","강원특별자치도 춘천시 남산면 방곡리 241","","","엘지건설(주)","2006-05-24 08:59:43","I","2023-06-13 00:00:00","종합 건설업","256418.600290571","476945.788124122","대기배출업소관리","종합 건설업","5종","","8","300","8","300","1048118121",
"239","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200100010","2001-12-21","","03","폐업","2","폐업","2018-12-26","","","","033-264-9033","","","강원특별자치도 춘천시 퇴계동 406-23","강원특별자치도 춘천시 역전옛길 33 (퇴계동)","","중앙자동차정비공장","2018-12-26 17:30:29","I","2023-06-13 00:00:00","자동차 종합 수리업","264383.910970239","484424.734498597","대기배출업소관리","자동차 종합 수리업","5종","","8","300","8","300","2210524337",
"240","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200200011","2002-11-26","","03","폐업","2","폐업","2012-07-27","","","","033257 2757","","","강원특별자치도 춘천시 근화동 236","강원특별자치도 춘천시 소양로 30  (근화동)","","정각공업사","2012-08-10 13:40:12","I","2023-06-13 00:00:00","","263012.223977202","486429.44517655","대기배출업소관리","","5종","","5","300","5","300","",
"241","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200300001","2003-05-02","","03","폐업","2","폐업","2017-12-22","","","","033-815-2009","","","강원특별자치도 춘천시 퇴계동 864-3","강원특별자치도 춘천시 퇴계공단길 34 (퇴계동)","24427","(주)제니스","2017-12-22 16:21:45","I","2023-06-13 00:00:00","화장품 제조업","264634.295095175","482750.275058289","대기배출업소관리","화장품 제조업","5종","","8","300","8","300","2218119973",
"242","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198200001","1982-10-19","","03","폐업","2","폐업","2004-01-07","","","","033 254 3402","","200-113","강원특별자치도 춘천시 소양로3가 180","강원특별자치도 춘천시 금강로 30  (소양로3가)","","낙원목욕탕","2004-01-07 16:20:07","I","2023-06-13 00:00:00","욕탕업","263773.345710859","486758.193082647","대기배출업소관리","욕탕업","5종","","13","280","13","280","2211604773",
"243","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198300001","1983-06-28","","03","폐업","2","폐업","2006-02-28","","","","033 259 2377","","200-160","강원특별자치도 춘천시 후평동 95","강원특별자치도 춘천시 수풍골길 7  (후평동)","","한국전력공사강원지사직원사택","2006-05-24 09:01:13","I","2023-06-13 00:00:00","그외 기타 분류안된 사업지원 서비스업","266048.761081114","487096.096452579","대기배출업소관리","그외 기타 분류안된 사업지원 서비스업","5종","","8","300","8","300","2218202673",
"244","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198300002","1983-12-20","","03","폐업","2","폐업","2004-12-09","","","","033 252 6385","","200-092","강원특별자치도 춘천시 효자동 305-2","강원특별자치도 춘천시 공지로 263  (효자동)","","태양목욕탕","2004-12-09 17:43:02","I","2023-06-13 00:00:00","욕탕업","264605.737068491","484979.301556598","대기배출업소관리","욕탕업","5종","","3","300","3","300","2213808859",
"245","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400001","1984-05-07","","03","폐업","2","폐업","2007-12-24","","","","0332528501","","","강원특별자치도 춘천시 효자동 709-7","강원특별자치도 춘천시 남춘로61번길 4-1 (효자동)","200-953","장안목욕탕","2013-12-26 17:23:28","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","6","280","6","280","2211128483",
"246","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400002","1984-06-01","","03","폐업","2","폐업","2001-05-10","","","","0332521192","","200-020","강원특별자치도 춘천시 봉의동 산 15-3","강원특별자치도 춘천시 봉의산길 31 (봉의동)","200-020","춘천세종호텔(주)","2013-12-26 17:38:06","I","2023-06-13 00:00:00","","264259.640056584","487347.859811794","대기배출업소관리","","5종","","24","365","24","365","2218100232",
"247","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400003","1984-06-12","","03","폐업","2","폐업","2003-02-04","","","","0332546252","","200-160","강원특별자치도 춘천시 후평동 668-5","강원특별자치도 춘천시 보안길 51 (후평동)","200-955","후평목욕탕","2013-12-26 17:40:58","I","2023-06-13 00:00:00","","266013.265662639","486538.991782986","대기배출업소관리","","5종","","14","351","14","351","2212623686",
"248","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400004","1984-08-08","","03","폐업","2","폐업","2006-10-09","","","","033 252 8159","","","강원특별자치도 춘천시 후평동 67-73","강원특별자치도 춘천시 보안길 51  (후평동)","","부안목욕탕","2010-01-18 10:40:05","I","2023-06-13 00:00:00","","266013.265662639","486538.991782986","대기배출업소관리","","5종","","12","275","12","275","2214402195",
"249","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400005","1984-11-14","","03","폐업","2","폐업","2010-08-06","","","","0332524566","","","강원특별자치도 춘천시 운교동 181-2","강원특별자치도 춘천시 춘천로170번길 5 (운교동)","200-080","계림목욕탕","2013-12-26 17:43:09","I","2023-06-13 00:00:00","욕탕업","264455.753606792","486181.178189515","대기배출업소관리","욕탕업","5종","","5","286","5","286","2212119775",
"250","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198400006","1984-12-03","","03","폐업","2","폐업","2003-07-03","","","","033 254 8887","","200-090","강원특별자치도 춘천시 효자동 615-2","강원특별자치도 춘천시 서부대성로205번길 3  (효자동)","","효자목욕탕","2003-07-03 13:49:38","I","2023-06-13 00:00:00","욕탕업","265147.084767634","486014.903645034","대기배출업소관리","욕탕업","5종","","13","328","13","328","2211129823",
"251","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198500001","1985-09-06","","03","폐업","2","폐업","2003-05-15","","","","033 258 3200","","","강원특별자치도 춘천시 중앙로1가 60-1","강원특별자치도 춘천시 중앙로 31  (중앙로1가)","","한국은행 춘천지점","2003-05-15 18:39:07","I","2023-06-13 00:00:00","중앙 은행","264078.275036837","486840.78947789","대기배출업소관리","중앙 은행","5종","","4","90","4","90","2218302345",
"252","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198600001","1986-08-06","","03","폐업","2","폐업","2002-04-17","","","","033 252 3543","","200-090","강원특별자치도 춘천시 효자동 672-6","","","삼성제재소","2003-01-24 19:15:09","I","2023-06-13 00:00:00","일반 제재업","264026.191445302","485495.763746493","대기배출업소관리","일반 제재업","5종","","3","300","3","300","2211060093",
"253","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198600002","1986-10-29","","03","폐업","2","폐업","2001-05-19","","","","033253 6934","","200-090","강원특별자치도 춘천시 효자동 678-12","","","백합목욕탕","2001-05-19 10:58:16","I","2023-06-13 00:00:00","욕탕업","263901.408866775","485888.188695422","대기배출업소관리","욕탕업","5종","","15","300","15","300","2211006158",
"254","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198600003","1986-12-24","","03","폐업","2","폐업","2016-05-24","","","","033 263 2803","","","강원특별자치도 춘천시 서면 안보리 471-1","강원특별자치도 춘천시 서면 율장길 123-39","","(주)광진산업","2016-05-24 16:54:56","I","2023-06-13 00:00:00","","250272.139714084","483383.772967648","대기배출업소관리","","4종","","10","300","10","300","2218102114",
"255","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198700001","1987-07-22","","03","폐업","2","폐업","2015-03-10","","","","033 252 9001","","","강원특별자치도 춘천시 효자동 676","강원특별자치도 춘천시 춘천로 136 (효자동)","","춘천우체국","2015-03-11 08:44:42","I","2023-06-13 00:00:00","","264160.178901277","486044.957681983","대기배출업소관리","","5종","","4","107","4","107","2218300352",
"256","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198800001","1988-01-14","","03","폐업","2","폐업","2007-03-30","","","","033 257 8948","","200-070","강원특별자치도 춘천시 조양동 90-1","","","녹십자정형외과","2007-03-30 14:47:08","I","2023-06-13 00:00:00","일반 의원","","","대기배출업소관리","일반 의원","5종","","8","300","8","300","2219601517",
"257","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200000022","2000-12-11","","03","폐업","2","폐업","2004-07-22","","","","033 2632335","","200-910","강원특별자치도 춘천시 남산면 백양리 469 470-1","강원특별자치도 춘천시 남산면 서백길 192  (470-1)","","구산토건(주)","2004-07-22 16:23:24","I","2023-06-13 00:00:00","토목 건설업","248987.681763698","481203.452689951","대기배출업소관리","토목 건설업","5종","","24","360","24","360","",
"258","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200300002","2003-05-30","","03","폐업","2","폐업","2006-02-20","","","","033 2420447","","200-853","강원특별자치도 춘천시 동면 월곡리 241","강원특별자치도 춘천시 동면 금옥길 228","","대일광업(주)","2006-05-24 09:04:18","I","2023-06-13 00:00:00","그외 기타 비금속광물 광업","270734.852854577","491124.008645061","대기배출업소관리","그외 기타 비금속광물 광업","5종","","8","300","8","300","",
"259","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200300003","2003-07-03","","03","폐업","2","폐업","2016-06-09","","","","033 2623181","","","강원특별자치도 춘천시 퇴계동 863","","","대용교구","2016-06-09 18:26:51","I","2023-06-13 00:00:00","","264653.266103618","483019.543445994","대기배출업소관리","","4종","","8","300","8","300","",
"260","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201100002","2011-04-19","","03","폐업","2","폐업","2014-12-02","","","","0332413045","","","강원특별자치도 춘천시 동내면 신촌리 601-1","강원특별자치도 춘천시 동내면 동내로 50-11","","삼성산업","2014-12-05 11:05:58","I","2023-06-13 00:00:00","재생용 재료 수집 및 판매업","266600.782759828","483159.458025434","대기배출업소관리","재생용 재료 수집 및 판매업","5종","","8","300","","0","2210561778",
"261","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201100001","2011-01-05","","03","폐업","2","폐업","","","","","0313528179","","","강원특별자치도 춘천시 동내면 거두리 1155","강원특별자치도 춘천시 동내면 거두단지2길 50","","(주)국전약품","2012-11-19 14:10:10","I","2023-06-13 00:00:00","의약품 제조업","268897.693487821","485080.757238187","대기배출업소관리","의약품 제조업","5종","","10","250","10","250","2088125074",
"262","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201200003","2012-05-23","","03","폐업","2","폐업","2013-07-17","","","","033-244-9745","","","강원특별자치도 춘천시 남산면 창촌리 300-11","강원특별자치도 춘천시 남산면 보매기길 86","","(주)네오유엠시","2013-07-18 14:41:32","I","2023-06-13 00:00:00","동 제련, 정련 및 합금 제조업","256255.649397124","475999.548306213","대기배출업소관리","동 제련, 정련 및 합금 제조업","4종","동 인고트","8","300","8","300","2218138591",
"263","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198800002","1988-02-11","","03","폐업","2","폐업","2004-04-16","","","","0332420116","","200-030","강원특별자치도 춘천시 요선동 5-11","강원특별자치도 춘천시 서부대성로44번길 12-2 (요선동)","200-030","삼보장 여관","2013-12-26 17:46:48","I","2023-06-13 00:00:00","","263914.31813663","486887.613974721","대기배출업소관리","","5종","","12","300","12","300","2210502567",
"264","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198800004","1988-10-21","","03","폐업","2","폐업","2003-12-18","","","","0332564329","","200-959","강원특별자치도 춘천시 후평동 733-1","강원특별자치도 춘천시 삭주로 190 (후평동)","200-959","만천목욕탕","2013-12-26 17:49:23","I","2023-06-13 00:00:00","","266034.569940184","487345.525535365","대기배출업소관리","","5종","","15","353","15","353","2212628380",
"265","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198800005","1988-10-21","","03","폐업","2","폐업","2010-03-04","","","","033255 4235","","","강원특별자치도 춘천시 후평동 846","강원특별자치도 춘천시 삭주로 113  (후평동)","","후평현대1차아파트","2010-03-09 09:29:12","I","2023-06-13 00:00:00","","265242.30366497","487115.559585053","대기배출업소관리","","3종","","3","365","3","365","2218000138",
"266","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900002","1989-09-25","","03","폐업","2","폐업","2001-11-30","","","","033240 6226","","200-090","강원특별자치도 춘천시 효자동 349-2","강원특별자치도 춘천시 백령로 15  (효자동)","","춘천 지방병무청","2003-01-24 19:15:33","I","2023-06-13 00:00:00","일반 공공 행정","264724.970869134","485095.099377436","대기배출업소관리","일반 공공 행정","5종","","5","180","5","180","2218300110",
"267","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200400001","2004-07-02","","03","폐업","2","폐업","2009-02-09","","","","033 2626412","","","강원특별자치도 춘천시 퇴계동 861-12","강원특별자치도 춘천시 퇴계공단1길 56-9  (퇴계동)","","서울경금속열기(주)","2010-01-05 14:08:40","I","2023-06-13 00:00:00","","265011.266872169","482702.268185061","대기배출업소관리","","4종","","8","300","8","300","",
"268","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200400002","2004-09-06","","03","폐업","2","폐업","2004-09-07","","","","","","200-190","강원특별자치도 춘천시 온의동 온의교~남춘천교 공지천일원","","","(주)신도시종합건설","2005-12-07 16:52:29","I","2023-06-13 00:00:00","토목 건설업","","","대기배출업소관리","토목 건설업","","","0","0","0","0","",
"269","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200500001","2005-04-28","","03","폐업","2","폐업","2015-08-31","","","","0332603407","","","강원특별자치도 춘천시 남산면 창촌리 300-17","강원특별자치도 춘천시 남산면 보매기길 75","200-911","(주)엔지브이아이","2015-09-01 10:40:20","I","2023-06-13 00:00:00","","256216.405368518","475885.317574698","대기배출업소관리","","5종","","8","300","8","300","2218117048",
"270","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200500002","2005-07-14","","03","폐업","2","폐업","2009-07-07","","","","024142674","","","강원특별자치도 춘천시 남면 후동리 13-2,13-1, 14","강원특별자치도 춘천시 남면 소주고개로 277-10","200-922","(주)동진레미콘","2014-01-06 18:15:47","I","2023-06-13 00:00:00","","255042.57758428","473395.483571196","대기배출업소관리","","5종","","8","365","8","365","",
"271","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200500003","2005-08-24","","03","폐업","2","폐업","2011-03-02","","","","0332419351","","","강원특별자치도 춘천시 동면 월곡리 579 외7필지","","","삼성물산(주)","2011-03-07 19:28:06","I","2023-06-13 00:00:00","토목 건설업","271660.766227888","493305.630862003","대기배출업소관리","토목 건설업","4종","","8","360","8","360","1358516616",
"272","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200500004","2005-12-12","","03","폐업","2","폐업","2009-09-24","","","","","","","강원특별자치도 춘천시 동산면 군자리 762","","","벽산중기산업(주)","2009-09-25 10:04:57","I","2023-06-13 00:00:00","","265662.591344191","472782.935099647","대기배출업소관리","","5종","","8","300","8","300","",
"273","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021200600002","2006-11-15","","03","폐업","2","폐업","2009-11-05","","","","033 433 0708","","","강원특별자치도 춘천시 동산면 조양리","","","케이테크개발(주)","2009-11-06 09:43:47","I","2023-06-13 00:00:00","","","","대기배출업소관리","","5종","","8","200","8","200","2158174855",
"274","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900003","1989-10-25","","03","폐업","2","폐업","2013-01-07","","","","0332539301","","","강원특별자치도 춘천시 근화동 786-1","강원특별자치도 춘천시 공지로 643 (근화동)","200-931","성신양회(주)","2014-01-06 17:05:12","I","2023-06-13 00:00:00","","263232.11469675","487657.291473271","대기배출업소관리","","5종","","24","365","24","365","2218502335",
"275","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900004","1989-11-07","","03","폐업","2","폐업","2005-01-18","","","","033 2534881","","200-070","강원특별자치도 춘천시 조양동 6-225","강원특별자치도 춘천시 시청길 36  (조양동)","","한림목욕탕","2005-01-18 11:21:46","I","2023-06-13 00:00:00","욕탕업","264272.332956677","486763.232699745","대기배출업소관리","욕탕업","4종","","14","300","14","300","2210852775",
"276","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900005","1989-12-09","","03","폐업","2","폐업","2007-02-07","","","","033256 0666","","200-113","강원특별자치도 춘천시 소양로3가 67-2","강원특별자치도 춘천시 금강로13번길 18  (소양로3가)","","덕수장여관목욕탕","2007-02-07 17:42:29","I","2023-06-13 00:00:00","욕탕업","263726.927315959","487007.058325417","대기배출업소관리","욕탕업","5종","","16","300","16","300","",
"277","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900006","1989-12-27","","03","폐업","2","폐업","2003-12-01","","","","0332430225","","","강원특별자치도 춘천시 석사동 180","강원특별자치도 춘천시 안마산로 308 (석사동)","200-933","(주)코아블","2014-01-06 17:09:17","I","2023-06-13 00:00:00","","265635.784799156","482934.444588383","대기배출업소관리","","5종","","16","300","16","300","2218117806",
"278","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021198900007","1989-12-29","","03","폐업","2","폐업","2004-04-29","","","","033260 1233","","200-810","강원특별자치도 춘천시 신동면 정족리 1007-1","강원특별자치도 춘천시 신동면 칠전동길 72","","(주)두산기업","2004-06-28 20:01:57","I","2023-06-13 00:00:00","골프장 운영업","263329.19876502","482733.108274384","대기배출업소관리","골프장 운영업","5종","","12","340","12","340","2218103087",
"279","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199000002","1990-02-07","","03","폐업","2","폐업","2010-03-04","","","","033252 9015","","","강원특별자치도 춘천시 후평동 427","강원특별자치도 춘천시 후석로326번길 13  (후평동)","","후평현대2차아파트","2010-03-09 09:30:34","I","2023-06-13 00:00:00","","266001.512632461","486808.654719106","대기배출업소관리","","3종","","4","241","4","241","2218001006",
"280","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021201300003","2013-07-18","","03","폐업","2","폐업","2014-11-26","","","","0332449745","","","강원특별자치도 춘천시 남산면 창촌리 300-11","강원특별자치도 춘천시 남산면 보매기길 86","","(주)네오유엠시","2014-12-05 11:05:07","I","2023-06-13 00:00:00","동 제련, 정련 및 합금 제조업","256255.649397124","475999.548306213","대기배출업소관리","동 제련, 정련 및 합금 제조업","4종","","8","300","8","300","2218138591",
"281","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199000001","1990-12-17","","03","폐업","2","폐업","2020-01-23","","","","0332564584","","","강원특별자치도 춘천시 근화동 786-1","강원특별자치도 춘천시 공지로 643 (근화동)","200-931","근화자동차정비공장","2020-01-29 09:08:46","I","2023-06-13 00:00:00","자동차 종합 수리업","263232.11469675","487657.291473271","대기배출업소관리","자동차 종합 수리업","5종","","3","300","3","300","2212592584",
"282","대기오염물질배출시설설치사업장","09_30_08_P","4181000","418100021199400008","1994-03-24","","03","폐업","2","폐업","2007-10-04","","","","","","","강원특별자치도 춘천시 남산면 창촌리 37-2","강원특별자치도 춘천시 남산면 창말길 55","","한진오토","2007-10-04 11:02:48","I","2023-06-13 00:00:00","","257117.823992709","476417.117343136","대기배출업소관리","","","","8","300","8","300","",
