"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"258","유료직업소개소","11_50_02_P","4191000","2019419028614500006","2019-04-16","","01","영업/정상","20","영업중","","","","","0337623237","","","강원특별자치도 원주시 중앙동 258번지","강원특별자치도 원주시 평원로 3 (중앙동)","26429","선구인력","2024-07-09 15:37:47","U","2024-07-11 02:40:00","","284449.927758119","427707.568540322","개인","유료",
"259","유료직업소개소","11_50_02_P","4191000","2019419028614500007","2019-05-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 846번지 2호","강원특별자치도 원주시 장미공원길 25-2, 5층 (단계동)","26436","대성인력","2023-04-14 15:56:43","I","2023-06-13 00:00:00","","282541.777717022","427608.085964108","개인","유료",
"260","유료직업소개소","11_50_02_P","4191000","2020419028614500003","2020-03-31","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 1574번지 12호","강원특별자치도 원주시 구곡길 36, 1층 (단구동)","26486","드림간병","2024-07-08 14:05:18","U","2024-07-10 02:40:00","","284033.205","424900.82","개인","유료",
"261","유료직업소개소","11_50_02_P","4191000","2003419011511500013","2003-04-16","","01","영업/정상","20","영업중","","","","","0337450349","","","강원특별자치도 원주시 문막읍 건등리 1714-6","강원특별자치도 원주시 문막읍 건등로 6-12","26370","문막인력","2025-06-30 13:24:37","U","2025-07-02 02:40:00","","272461.166998319","423530.348652893","개인","유료",
"262","유료직업소개소","11_50_02_P","4191000","2006419013311500010","2006-03-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 290번지 10호","강원특별자치도 원주시 원일로 211 (학성동)","220-964","성락인력개발","2023-12-19 15:35:27","U","2023-12-21 02:40:00","","283579.106761829","428585.499944706","개인","유료",
"263","유료직업소개소","11_50_02_P","4191000","2006419013311500024","2006-09-11","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 365-7","강원특별자치도 원주시 평원로 140-2, 1층 (학성동)","26414","아라유료직업소개소","2023-04-14 11:11:57","I","2023-06-13 00:00:00","","283729.108511631","428606.541285552","개인","유료",
"264","유료직업소개소","11_50_02_P","4191000","2022419028614500014","2022-08-03","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 명륜동 303-17","강원특별자치도 원주시 남원로 635, 2층 201호 (명륜동)","26441","CNK글로벌컨설팅","2023-10-20 16:04:41","U","2023-10-22 02:40:00","","284313.319375683","426836.312256317","개인","유료",
"265","유료직업소개소","11_50_02_P","4191000","2022419028614500015","2022-09-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 1114-4","강원특별자치도 원주시 서원대로 117, 2층 (단계동)","26437","조이원케어","2023-04-11 10:40:58","I","2023-06-13 00:00:00","","282006.407186476","427603.639921703","개인","유료",
"266","유료직업소개소","11_50_02_P","4191000","2022419028614500016","2022-09-21","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 태장동 1379-4 북원상가 뒤쪽 주차장 옆","","","대륙인력","2023-04-11 10:40:08","I","2023-06-13 00:00:00","","","","개인","유료",
"267","유료직업소개소","11_50_02_P","4191000","2022419028614500017","2022-09-29","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 1673-8","강원특별자치도 원주시 단관길 104-12, 2층 201호 (단구동)","26490","휴먼스토리 인력개발원","2024-05-16 14:51:42","U","2024-05-18 02:40:00","","284791.173482531","424639.411556298","개인","유료",
"268","유료직업소개소","11_50_02_P","4191000","2023419032314500001","2023-01-05","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 문막읍 동화리 1542-7","강원특별자치도 원주시 문막읍 왕건로 44, 1층","26368","알파인력","2023-04-11 10:37:36","I","2023-06-13 00:00:00","","273440.737643119","424936.885600923","개인","유료",
"269","유료직업소개소","11_50_02_P","4191000","2023419032314500002","2023-02-02","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 귀래면 운남리 539-2","강원특별자치도 원주시 귀래면 운남길 19","26503","귀래인력사무소","2023-04-11 10:36:18","I","2023-06-13 00:00:00","","278664.039490383","408006.11234306","개인","유료",
"270","유료직업소개소","11_50_02_P","4191000","2023419032314500003","2023-02-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 290-19","강원특별자치도 원주시 남원로 620, 2층 (개운동)","26446","착한동양 동양인력","2025-09-16 14:07:12","U","2025-09-18 02:40:00","","284282.447131182","426691.227381155","개인","유료",
"271","유료직업소개소","11_50_02_P","4191000","2023419032314500004","2023-03-13","","01","영업/정상","20","영업중","","","","","0337359990","","","강원특별자치도 원주시 단계동 112","강원특별자치도 원주시 원문로 156, 2층 (단계동)","26408","Cho-ah Outsourcing","2025-03-18 13:35:01","U","2025-03-20 02:40:00","","282504.159921123","428621.930318077","개인","유료",
"272","유료직업소개소","11_50_02_P","4191000","2023419032314500005","2023-03-14","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 일산동 264-9","강원특별자치도 원주시 천사로 150, 2층 (일산동)","26425","주식회사 하임","2024-03-27 13:46:26","U","2024-03-29 02:40:00","","283330.059841076","427847.380254807","법인","유료",
"273","유료직업소개소","11_50_02_P","4191000","2023419032314500006","2023-05-16","","01","영업/정상","20","영업중","","","","","0337353370","","","강원특별자치도 원주시 판부면 서곡리 1989-15","강원특별자치도 원주시 판부면 매봉길 10-3, 103호","26399","엄지아이산후케어","2023-05-19 10:50:09","I","2023-06-13 00:00:00","","283450.711396674","424768.374064318","개인","유료",
"274","유료직업소개소","11_50_02_P","4191000","2023419032314500007","2023-04-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 관설동 1678-1","강원특별자치도 원주시 라옹정길 51-7, 3층층 308호 (관설동)","26471","가람HR","2023-05-26 10:25:54","I","2023-06-13 00:00:00","","285089.879245195","424673.140420394","개인","유료",
"275","유료직업소개소","11_50_02_P","4191000","2008419014914500010","2008-10-29","","01","영업/정상","20","영업중","","","","","033 765 1982","","","강원특별자치도 원주시 개운동 406번지 13호","강원특별자치도 원주시 치악로 1748 (개운동)","","개운인력","2023-04-14 11:06:18","I","2023-06-13 00:00:00","","284683.022474577","426707.983746154","개인","유료",
"276","유료직업소개소","11_50_02_P","4191000","2009419018614500001","2009-09-23","","01","영업/정상","20","영업중","","","","","033 762 2778","","","강원특별자치도 원주시 학성동 331번지 3호","강원특별자치도 원주시 평원로 106, 2층 (학성동)","26414","강원간병","2023-04-14 11:05:00","I","2023-06-13 00:00:00","","283941.362208516","428390.618857503","개인","유료",
"277","유료직업소개소","11_50_02_P","4191000","2009419018614500004","2009-12-08","","01","영업/정상","20","영업중","","","","","033 744 3337","","","강원특별자치도 원주시 태장동 1388-12","강원특별자치도 원주시 현충로322번길 13 (태장동)","26318","굿모닝인력","2023-04-26 10:20:07","I","2023-06-13 00:00:00","","283969.359459258","431549.004296898","개인","유료",
"278","유료직업소개소","11_50_02_P","4191000","2010419019114500001","2010-03-09","","01","영업/정상","20","영업중","","","","","033 762 6090","","","강원특별자치도 원주시 명륜동 26 남부시장","강원특별자치도 원주시 치악로 1803, 남부시장 2층 70~71호 (명륜동)","26441","패밀리 케어라이프","2025-07-10 13:16:24","U","2025-07-12 02:40:00","","284505.128476342","427202.926014401","개인","유료",
"279","유료직업소개소","11_50_02_P","4191000","2022419028614500012","2022-07-29","","01","영업/정상","20","영업중","","","","","033007635553","","","강원특별자치도 원주시 관설동 1493-5","강원특별자치도 원주시 치악로 1535, 4층 (관설동)","26471","주식회사 우리마더","2024-07-08 14:00:25","U","2024-07-10 02:40:00","","285390.940946271","424762.207531501","법인","유료",
"280","유료직업소개소","11_50_02_P","4191000","2011419020314500007","2011-08-11","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 우산동 218-22","강원특별자치도 원주시 우무개로 79, 1층 (우산동)","26345","대림인력기획","2025-09-22 15:19:46","U","2025-09-24 02:40:00","","282613.357034025","429656.272011207","개인","유료",
"281","유료직업소개소","11_50_02_P","4191000","2012419019114500004","2012-02-15","","01","영업/정상","20","영업중","","","","","033 766 0052","","","강원특별자치도 원주시 태장동 51-2","강원특별자치도 원주시 육판길 114 (태장동)","26323","강원종합철거인력","2023-04-13 16:36:56","I","2023-06-13 00:00:00","","285655.560164066","428737.656327857","개인","유료",
"282","유료직업소개소","11_50_02_P","4191000","2012419019114500005","2012-02-24","","01","영업/정상","20","영업중","","","","","0337319800","","","강원특별자치도 원주시 개운동 442-3","강원특별자치도 원주시 단구로 236(개운동)","26448","솔로몬인력","2023-04-13 16:23:42","I","2023-06-13 00:00:00","","284384.285556922","426044.70639458","개인","유료",
"283","유료직업소개소","11_50_02_P","4191000","2014419019114500015","2014-08-14","","01","영업/정상","20","영업중","","","","","0337651949","","","강원특별자치도 원주시 무실동 643-7","강원특별자치도 원주시 만대로 200-22, 403호 (무실동)","26385","(주)일드림","2023-11-08 17:42:12","U","2023-11-10 02:40:00","","281804.811406974","425845.799313995","법인","유료",
"284","유료직업소개소","11_50_02_P","4191000","2015419019114500005","2015-04-09","","01","영업/정상","20","영업중","","","","","0337483050","","","강원특별자치도 원주시 개운동 203-65","강원특별자치도 원주시 치악로 1732-67(개운동)","26444","원주건설인력","2023-04-13 10:41:54","I","2023-06-13 00:00:00","","285135.657418864","426679.400136022","개인","유료",
"285","유료직업소개소","11_50_02_P","4191000","1996419011511500001","1996-11-01","","01","영업/정상","20","영업중","","","","","0337445599","","","강원특별자치도 원주시 인동 222-11 우리은행","강원특별자치도 원주시 원일로 38, 우리은행 (인동)","26429","(합)한국인력직업소개소","2023-04-14 14:52:16","I","2023-06-13 00:00:00","","284394.503173561","427586.982097336","법인","유료",
"286","유료직업소개소","11_50_02_P","4191000","2001419011511500004","2001-03-15","","01","영업/정상","20","영업중","","","","","0337451800","","","강원특별자치도 원주시 우산동 89번지 4호","강원특별자치도 원주시 우산초교길 3, 2층 (우산동)","26343","강남인력","2025-01-21 10:52:05","U","2025-01-23 02:40:00","","283207.899162257","429857.787011396","개인","유료",
"287","유료직업소개소","11_50_02_P","4191000","2012419019114500016","2012-12-10","","01","영업/정상","20","영업중","","","","","033 7488899","","","강원특별자치도 원주시 단구동 626번지 9호","강원특별자치도 원주시 치악로 1639, 2층 (단구동)","26450","고려공사","2025-07-30 15:48:18","U","2025-08-01 02:40:00","","284953.388911272","425669.406988032","개인","유료",
"288","유료직업소개소","11_50_02_P","4191000","2012419019114500017","2012-12-10","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 중앙동 28번지 8호 3층","강원특별자치도 원주시 원일로 130 (중앙동)","220-904","중앙종합인력건물청소","2023-10-11 18:49:14","U","2023-10-13 02:40:00","","283928.445666938","428079.579159533","개인","유료",
"289","유료직업소개소","11_50_02_P","4191000","2017419019114500008","2017-05-02","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 173번지 1호 단구새마을금고","강원특별자치도 원주시 치악로 1630, 단구새마을금고 지하1층 (단구동)","26451","단구인력센터","2024-12-11 14:36:21","U","2024-12-13 02:40:00","","285030.380714967","425596.990061181","개인","유료",
"290","유료직업소개소","11_50_02_P","4191000","2017419019114500014","2017-11-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 문막읍 문막리 263번지 17호","강원특별자치도 원주시 문막읍 문막시장1길 47, 2층","26373","서희직업소개소","2023-04-19 19:32:40","I","2023-06-13 00:00:00","","272315.441761805","422948.437963614","개인","유료",
"291","유료직업소개소","11_50_02_P","4191000","2017419019114500017","2017-11-27","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 1085-3","강원특별자치도 원주시 원문로 93, 2층 (학성동)","26412","우리인력하우징","2024-04-23 13:57:11","U","2024-04-25 02:40:00","","282902.902704817","428673.328083349","개인","유료",
"292","유료직업소개소","11_50_02_P","4191000","2017419019114500018","2017-12-26","","01","영업/정상","20","영업중","","","","","0337440093","","","강원특별자치도 원주시 학성동 203-7","강원특별자치도 원주시 평원로 89 (학성동)","26415","둥지인력","2023-05-16 11:08:47","I","2023-06-13 00:00:00","","283998.451380681","428281.324629935","개인","유료",
"293","유료직업소개소","11_50_02_P","4191000","2018419028614500002","2018-04-03","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 383","강원특별자치도 원주시 치악로 1794, 2층 (개운동)","26443","현대인력","2023-04-13 09:57:38","I","2023-06-13 00:00:00","","284594.510323085","427166.404267194","개인","유료",
"294","유료직업소개소","11_50_02_P","4191000","2020419028614500004","2020-04-07","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 인동 186번지 5호","강원특별자치도 원주시 원일로 8, 1층 (인동)","26429","하나인력","2024-07-08 13:56:41","U","2024-07-10 02:40:00","","284502.132672672","427391.452697737","개인","유료",
"295","유료직업소개소","11_50_02_P","4191000","2020419028614500005","2020-04-24","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 일산동 264번지 47호 1층","강원특별자치도 원주시 남산로 128 (일산동)","26425","삼성인력","2024-02-08 09:08:25","U","2024-02-11 02:40:00","","283258.350500507","427767.794996542","개인","유료",
"296","유료직업소개소","11_50_02_P","4191000","2020419028614500008","2020-05-19","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 우산동 157번지 덕원아파트 상가동 201호","강원특별자치도 원주시 원문로100번길 90, 상가동 201호 (우산동, 덕원아파트)","26406","베테랑인력","2023-04-11 12:14:55","I","2023-06-13 00:00:00","","282857.483457581","429383.775920692","개인","유료",
"297","유료직업소개소","11_50_02_P","4191000","2020419028614500013","2020-12-10","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 무실동 1850-1","강원특별자치도 원주시 능라동길 42, 프라임시티 4층 401호 (무실동)","26392","루디아 메디칼 컨설팅","2024-07-12 13:06:50","U","2024-07-14 02:40:00","","282280.547693665","426159.939676681","개인","유료",
"298","유료직업소개소","11_50_02_P","4191000","2020419028614500014","2020-12-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 우산동 242-5","강원특별자치도 원주시 우산로 15 (우산동)","26344","다음인력","2023-12-21 18:41:37","U","2023-12-23 02:40:00","","282830.233941891","429754.979458966","개인","유료",
"299","유료직업소개소","11_50_02_P","4191000","2021419028614500002","2021-02-17","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 382-8","강원특별자치도 원주시 개봉교길 7(개운동)","26443","동서인력","2023-04-11 12:08:43","I","2023-06-13 00:00:00","","284643.798945839","427225.97266052","개인","유료",
"300","유료직업소개소","11_50_02_P","4191000","2021419028614500004","2021-04-14","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 중앙동 258","강원특별자치도 원주시 평원로 3, 3층 (중앙동)","26429","선우인력공사","2024-07-30 15:23:21","U","2024-08-01 02:40:00","","284449.927758119","427707.568540322","개인","유료",
"301","유료직업소개소","11_50_02_P","4191000","2021419028614500005","2021-04-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 147-13","강원특별자치도 원주시 원문로 107, 1층 (단계동)","26411","라온드림 인력개발","2024-04-26 10:06:27","U","2024-04-28 02:40:00","","282793.486635181","428685.023401122","개인","유료",
"302","유료직업소개소","11_50_02_P","4191000","2021419028614500006","2019-05-09","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 중앙동 57 자유시장","강원특별자치도 원주시 중앙시장길 11, 2층 13-4호 (중앙동, 자유시장)","26428","참조은간병협회","2023-04-14 16:04:54","I","2023-06-13 00:00:00","","284005.234706843","428073.8236109","개인","유료",
"303","유료직업소개소","11_50_02_P","4191000","2021419028614500007","2021-04-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 부론면 법천리 1449-14","강원특별자치도 원주시 부론면 법천시장길 65","26498","강경직업소개소","2023-04-13 16:41:18","I","2023-06-13 00:00:00","","266517.683127889","411966.109980657","개인","유료",
"304","유료직업소개소","11_50_02_P","4191000","2011419020314500001","2011-03-09","","01","영업/정상","20","영업중","","","","","033 766 6651","","","강원특별자치도 원주시 우산동 133-3","강원특별자치도 원주시 북원로2425번길 2, 2층 (우산동)","26407","송도인력","2023-04-13 18:04:10","I","2023-06-13 00:00:00","","283175.599900652","429212.212825724","개인","유료",
"305","유료직업소개소","11_50_02_P","4191000","2018419028614500009","2018-07-26","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1913번지 4호","강원특별자치도 원주시 건강로 25, 서영에비뉴1차 102호 (반곡동)","26464","신원주인력사무소","2023-12-01 14:52:03","U","2023-12-03 02:40:00","","287502.659388413","425235.263753653","개인","유료",
"306","유료직업소개소","11_50_02_P","4191000","2007419015311500002","2007-03-27","","01","영업/정상","20","영업중","","","","","003307623237","","","강원특별자치도 원주시  258번지 1통 1반","강원특별자치도 원주시 평원로 3 (중앙동)","220-904","신우인력공사","2024-07-17 15:06:02","U","2024-07-19 02:40:00","","284449.927758119","427707.568540322","개인","유료",
"307","유료직업소개소","11_50_02_P","4191000","2010419019114500010","2010-06-23","","01","영업/정상","20","영업중","","","","","033 765 4500","","","강원특별자치도 원주시 원동 88-2","강원특별자치도 원주시 원일로 23, 1층 (원동)","26432","대한인력개발","2023-04-13 18:07:24","I","2023-06-13 00:00:00","","284418.128764171","427457.058590998","개인","유료",
"308","유료직업소개소","11_50_02_P","4191000","2010419019114500013","2010-07-14","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 388번지","강원특별자치도 원주시 도말리길 96, 2층 (개운동)","26443","하이트인력","2024-07-11 09:40:28","U","2024-07-13 02:40:00","","284742.321178288","427275.322609915","개인","유료",
"309","유료직업소개소","11_50_02_P","4191000","2003419011511500039","2003-04-16","","01","영업/정상","20","영업중","","","","","0033766 2204","","","강원특별자치도 원주시 명륜동 303-17","강원특별자치도 원주시 남원로 635, 1층 (명륜동)","26441","평화인력공사","2023-04-14 13:14:46","I","2023-06-13 00:00:00","","284313.319375683","426836.312256317","개인","유료",
"310","유료직업소개소","11_50_02_P","4191000","2004419011511500003","2007-03-07","","01","영업/정상","20","영업중","","","","","033 734 8360","","","강원특별자치도 원주시 학성동 302번지 4호","강원특별자치도 원주시 평원로 131 (학성동)","","우진인력","2025-03-21 17:24:40","U","2025-03-23 02:40:00","","283750.567363334","428531.107961749","개인","유료",
"311","유료직업소개소","11_50_02_P","4191000","2004419011511500004","2004-04-22","","01","영업/정상","20","영업중","","","","","033 744 1604","","","강원특별자치도 원주시 학성동 290번지 18호","강원특별자치도 원주시 원일로 201 (학성동)","220-964","개미인력철거공사","2025-06-30 13:19:54","U","2025-07-02 02:40:00","","283615.34715982","428530.388344169","개인","유료",
"312","유료직업소개소","11_50_02_P","4191000","2004419011511500006","2004-05-06","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 130번지 30호 6통 4반","강원특별자치도 원주시 치악로 1570 (단구동)","","창조인력공사","2024-12-11 14:35:23","U","2024-12-13 02:40:00","","285214.116509572","425030.944394364","개인","유료",
"313","유료직업소개소","11_50_02_P","4191000","2005419011511500001","2005-02-05","","01","영업/정상","20","영업중","","","","","033 763 1150","","","강원특별자치도 원주시 명륜동 26번지 남부시장2층","강원특별자치도 원주시 치악로 1803 (명륜동,남부시장2층)","","대흥인력","2025-06-16 15:14:24","U","2025-06-18 02:40:00","","284505.128476342","427202.926014401","개인","유료",
"314","유료직업소개소","11_50_02_P","4191000","2003419011511500028","2003-09-02","","01","영업/정상","20","영업중","","","","","0337669080","","","강원특별자치도 원주시 단구동 128번지 17호","강원특별자치도 원주시 서원대로 529 (단구동)","","제일인력 철거개발","2023-08-21 17:48:19","U","2023-08-23 02:40:00","","285131.935077097","425101.544071435","개인","유료",
"315","유료직업소개소","11_50_02_P","4191000","2024419100714500011","2024-08-26","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 430-22","강원특별자치도 원주시 원일로 208, 1층 (학성동)","26415","동행인력","2024-08-26 13:26:58","I","2024-08-28 00:13:22","","283625.24574178","428582.032119907","개인","유료",
"316","유료직업소개소","11_50_02_P","4191000","2024419100714500012","2024-10-10","","01","영업/정상","20","영업중","","","","","0337354444","","","강원특별자치도 원주시 판부면 금대리 1135","강원특별자치도 원주시 판부면 치악로 1125","26504","바른 글로벌인력","2024-10-10 11:22:52","I","2024-10-12 00:12:32","","287884.643425157","421600.028134643","법인","유료",
"317","유료직업소개소","11_50_02_P","4191000","2024419100714500008","2024-07-05","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 관설동 1728-14","강원특별자치도 원주시 관설안길 19-3, 1층 상가 좌측호 (관설동)","26472","화평가족케어","2024-07-05 16:43:24","I","2024-07-07 00:14:31","","285148.981948475","424388.739348051","개인","유료",
"318","유료직업소개소","11_50_02_P","4191000","2024419100714500007","2024-07-01","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 807-1 세경3차아파트","강원특별자치도 원주시 백간길 55, 세경3차아파트 201-A호 (단계동)","26410","일가자 인력(원주점)","2024-07-03 13:59:34","U","2024-07-05 02:40:00","","282350.250504186","428239.899901682","개인","유료",
"319","유료직업소개소","11_50_02_P","4191000","2024419100714500010","2024-08-01","","01","영업/정상","20","영업중","","","","","0337639004","","","강원특별자치도 원주시 인동 72-18","강원특별자치도 원주시 중앙로 14, 2층 (인동)","26429","천사손길간병","2025-07-11 15:28:18","U","2025-07-13 02:40:00","","284515.302230658","427513.396351228","개인","유료",
"320","유료직업소개소","11_50_02_P","4191000","2024419100714500009","2024-07-24","","01","영업/정상","20","영업중","","","","","0337625550","","","강원특별자치도 원주시 단계동 213-1","강원특별자치도 원주시 천사로 87, 1층 (단계동)","26419","예건종합기획","2025-06-16 15:45:23","U","2025-06-18 02:40:00","","282771.41192993","427750.87435624","개인","유료",
"321","유료직업소개소","11_50_02_P","4191000","2024419100714500006","2024-04-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 586-3","강원특별자치도 원주시 관후길 46, 2층 202호 (단구동)","26450","패밀리인력개발","2025-03-25 18:01:14","U","2025-03-27 02:40:00","","284618.082691713","425638.838425981","개인","유료",
"322","유료직업소개소","11_50_02_P","4191000","2024419100714500004","2024-03-25","","01","영업/정상","20","영업중","","","","","16881761","","","강원특별자치도 원주시 개운동 382-32","강원특별자치도 원주시 개봉교길 21, 1층 (개운동)","26443","동행컴퍼니","2025-03-04 15:38:58","U","2025-03-06 02:40:00","","284712.998158203","427296.392306552","개인","유료",
"323","유료직업소개소","11_50_02_P","4191000","2025419100714500012","2025-10-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 명륜동 710-3 행운명륜3차아파트 상가 205호","강원특별자치도 원주시 예술관길 30, 행운명륜3차아파트 상가 2층 205호 (명륜동)","26479","해바라기 간병","2025-10-16 17:29:49","I","2025-10-18 00:20:01","","283374.714353191","426066.544557779","개인","유료",
"324","유료직업소개소","11_50_02_P","4191000","2024419100714500001","2024-02-04","","01","영업/정상","20","영업중","","","","","0337321992","","","강원특별자치도 원주시 단계동 794-13","강원특별자치도 원주시 북원로2246번길 45, 1층 (단계동)","26424","한마음일자리센터","2024-02-04 12:02:52","I","2024-02-06 00:16:03","","282943.313699741","427372.969328468","개인","유료",
"325","유료직업소개소","11_50_02_P","4191000","2025419100714500010","2025-08-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단계동 807 단계롯데아파트","강원특별자치도 원주시 백간길 49, 상가동 103호 (단계동, 단계롯데아파트)","26410","무한물산인력","2025-08-28 16:54:20","I","2025-08-30 00:20:01","","282236.430167486","428286.543171374","개인","유료",
"326","유료직업소개소","11_50_02_P","4191000","2025419100714500006","2025-03-25","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 388-6","강원특별자치도 원주시 도말리길 90 (개운동)","26443","희망인력사무소","2025-06-16 15:38:15","U","2025-06-18 02:40:00","","284756.173657084","427236.717665251","개인","유료",
"327","유료직업소개소","11_50_02_P","4191000","2025419100714500007","2025-04-16","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 우산동 50-11","강원특별자치도 원주시 북원로 2605-3, 상가동 (우산동)","26336","주식회사 라이프올즈","2025-04-16 13:24:10","I","2025-04-18 00:10:33","","283530.870911815","430936.391810641","법인","유료",
"328","유료직업소개소","11_50_02_P","4191000","2023419100714500011","2023-12-28","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 무실동 1641-5 에이스주차타워2","강원특별자치도 원주시 시청로 76, 에이스주차타워2 202호 (무실동)","26388","무실인력사무소","2023-12-28 18:33:38","I","2023-12-30 00:16:41","","282054.307419082","426491.35127632","개인","유료",
"329","유료직업소개소","11_50_02_P","4191000","2023419100714500007","2023-10-23","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 우산동 127-54","강원특별자치도 원주시 북원로2425번길 25-11, B01호 (우산동)","26407","OK종합인력사무소","2023-10-23 19:54:47","I","2023-10-25 00:17:39","","283045.541169201","429292.53881374","개인","유료",
"330","유료직업소개소","11_50_02_P","4191000","2023419100714500008","2023-04-27","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 반곡동 287","강원특별자치도 원주시 한가터길 18 (반곡동)","26463","모두인력","2025-10-14 09:52:39","U","2025-10-16 02:40:00","","288109.219793073","426108.435915624","개인","유료",
"331","유료직업소개소","11_50_02_P","4191000","2023419100714500009","2023-11-14","","01","영업/정상","20","영업중","","","","","0337343335","","","강원특별자치도 원주시 관설동 1737-9","강원특별자치도 원주시 관설안길 10, 1층 (관설동)","26472","주식회사 도원","2025-09-29 15:59:27","U","2025-10-01 02:40:00","","285126.019078746","424481.358078115","법인","유료",
"332","유료직업소개소","11_50_02_P","4191000","2023419100714500010","2023-11-30","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 개운동 384-42","강원특별자치도 원주시 개봉교길 10 (개운동)","26443","탑크린직업소개소","2023-11-30 10:29:21","I","2023-12-02 00:16:59","","284670.078827731","427201.282452413","개인","유료",
"333","유료직업소개소","11_50_02_P","4191000","2025419100714500002","2025-01-22","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 단구동 1599-4 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 500, 원주프리미엄아울렛 4층 402-J17호 (단구동)","26487","원주의료간병협회","2025-01-22 14:39:04","I","2025-01-24 00:11:16","","284818.874360771","425225.032426821","개인","유료",
"334","유료직업소개소","11_50_02_P","4191000","2024419100714500013","2024-12-04","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 학성동 998-1","강원특별자치도 원주시 남산로 224, 2층 (학성동)","26416","지정인력","2024-12-04 08:52:38","I","2024-12-06 00:11:59","","283494.256493481","428583.313192715","개인","유료",
"335","유료직업소개소","11_50_02_P","4191000","2025419100714500001","2025-01-20","","01","영업/정상","20","영업중","","","","","","","","강원특별자치도 원주시 문막읍 건등리 1625-3","강원특별자치도 원주시 문막읍 왕건로 33-2, 2층","26368","현진","2025-01-20 17:34:10","I","2025-01-22 00:11:07","","273440.84355747","424813.720421288","개인","유료",
