"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"77","무료직업소개소","11_50_01_P","4231000","2020423010914500002","2020-03-06","","01","영업/정상","20","영업중","","","","","0336350675","","","","강원특별자치도 속초시 동해대로 4219 (교동)","24855","속초시니어클럽","2020-03-06 13:13:24","I","2023-06-13 00:00:00","","338098.268562337","522608.073275998","법인","무료",
"78","무료직업소개소","11_50_01_P","4231000","2024423101414500001","2024-01-16","","01","영업/정상","20","영업중","","","","","0336353523","","","","강원특별자치도 속초시 번영로 184, 세광빌딩 2, 4층 (영랑동)","24809","사단법인 속초YWCA","2024-01-16 17:35:56","I","2024-01-20 00:16:22","","339201.372668543","524747.611848991","법인","무료",
"79","무료직업소개소","11_50_01_P","4231000","2005423005111200001","2005-12-28","","03","폐업","40","폐업","2010-02-05","","","","","","","강원특별자치도 속초시 교동 799번지 141호 6통 3반","강원특별자치도 속초시 만리공원길 31 (교동)","","속초시근로자종합복지관무료직업소개소","2010-02-05 14:02:38","I","2023-06-13 00:00:00","","337490.218699397","523253.63854409","개인","무료",
"80","무료직업소개소","11_50_01_P","4231000","2016423007814500001","2016-04-20","","03","폐업","40","폐업","2019-07-02","","","","0336350675","","","","강원특별자치도 속초시 동해대로 4219 (교동)","24855","속초시니어클럽","2019-07-03 09:08:41","I","2023-06-13 00:00:00","","338098.268562337","522608.073275998","법인","무료",
"81","무료직업소개소","11_50_01_P","4241000","2013424013014500004","2013-10-17","","01","영업/정상","20","영업중","","","","","0335756736","","","강원특별자치도 삼척시 남양동 327번지 4호 삼척시 노인회","강원특별자치도 삼척시 중앙시장2길 8, 삼척시 노인회 (남양동)","25920","(사)대한노인회 삼척시지회","2020-07-16 20:24:29","I","2023-06-13 00:00:00","","391629.677184994","440101.482516485","법인","무료",
"82","무료직업소개소","11_50_01_P","4241000","2016424011314500003","2016-05-25","","01","영업/정상","20","영업중","","","","","0335746560","","","","강원특별자치도 삼척시 중앙시장길 71 (남양동, 삼척시니어클럽)","25920","삼척시니어클럽","2022-12-16 14:13:04","I","2023-06-13 00:00:00","","","","개인","무료",
"83","무료직업소개소","11_50_01_P","4241000","2017424011314500002","2017-03-27","","01","영업/정상","20","영업중","","","","","0335750905","","","","강원특별자치도 삼척시 중앙로 28, 201호 (사직동, 삼척장애인종합복지센터)","25930","강원도지적발달장애인복지협회 삼척시지부","2023-01-15 17:11:36","I","2023-06-13 00:00:00","","392608.719332317","438787.556123547","법인","무료",
"84","무료직업소개소","11_50_01_P","4241000","1998424001011200001","1998-09-03","","03","폐업","40","폐업","2015-06-15","","","","033 572 2531","","","강원특별자치도 삼척시 적노동 196호 21통 7반","강원특별자치도 삼척시 적노길 21-8 (적노동)","","삼척농업협동조합무료직업소개소","2015-06-16 10:18:52","I","2023-06-13 00:00:00","","392831.156504978","437226.776212385","법인","무료",
"85","무료직업소개소","11_50_01_P","4241000","2010424011314500001","2010-01-14","","03","폐업","40","폐업","2015-06-12","","","","5747952","","245-150","강원특별자치도 삼척시 사직동 425번지 7호","","","삼척시사회복지협의회","2015-06-15 09:51:25","I","2023-06-13 00:00:00","","392184.348202745","439093.343980976","법인","무료",
"86","무료직업소개소","11_50_01_P","4241000","2012424013014500002","2012-02-01","","03","폐업","40","폐업","2024-11-12","","","","033 574 1658","","","강원특별자치도 삼척시 원당동 170 삼척지역자활센터","강원특별자치도 삼척시 원당로 4, 삼척지역자활센터 (원당동)","25918","사회복지법인 삼육재단 삼척지역자활센터","2024-11-13 08:57:40","U","2024-11-15 02:40:00","","390496.952096994","439623.440131798","법인","무료",
"87","무료직업소개소","11_50_01_P","4241000","2014424013014500001","2014-06-13","","03","폐업","40","폐업","2020-06-29","","","","0335753351","","","","강원특별자치도 삼척시 중앙로 38 (사직동)","245-150","한국노총강원본부 삼척지역지부","2020-06-29 16:05:27","I","2023-06-13 00:00:00","","392512.936439527","438839.357094078","법인","무료",
"88","무료직업소개소","11_50_01_P","4251000","2017425012114500003","2017-03-21","","01","영업/정상","20","영업중","","","","","0334330662","","","","강원특별자치도 홍천읍 희망로4길 10","25134","대한노인회홍천군지회","2021-01-19 09:14:46","I","2023-06-13 00:00:00","","278002.160919644","465947.326627699","법인","무료",
"89","무료직업소개소","11_50_01_P","4251000","2025425102214500001","2025-04-28","","01","영업/정상","20","영업중","","","","","033 432 8801","","","","강원특별자치도 홍천군 홍천읍 너브내길 127, 1층","25132","사회복지법인 홍천군사회복지협의회 홍천시니어클럽","2025-04-28 13:56:46","I","2025-04-30 00:20:21","","278609.375643064","465897.746623419","법인","무료",
"90","무료직업소개소","11_50_01_P","4251000","2024425102214500002","2024-01-30","","03","폐업","40","폐업","2025-01-22","","","","033 430 8700","","","","강원특별자치도 홍천군 홍천읍 태학여내길 80-3","25126","사회복지법인 홍천군사회복지협의회 홍천군노인복지관","2025-01-23 08:39:30","U","2025-01-25 02:40:00","","279926.157726518","468211.634862923","법인","무료",
"91","무료직업소개소","11_50_01_P","4261000","2017426008814500001","2017-05-24","","01","영업/정상","20","영업중","","","","","033 344 6065","","","강원특별자치도 횡성군 횡성읍 읍하리 119-1","강원특별자치도 횡성군 횡성읍 횡성로 393, 6층","25234","(사)대한노인회 횡성군지회","2025-03-17 11:24:00","U","2025-03-19 02:40:00","","287055.047351441","443336.762110989","개인","무료",
"92","무료직업소개소","11_50_01_P","4261000","2020426008814500001","2020-01-29","","01","영업/정상","20","영업중","","","","","033 345 9898","","","강원특별자치도 횡성군 횡성읍 읍상리 471","강원특별자치도 횡성군 횡성읍 한우로 338, 1층 101호","25230","횡성시니어클럽","2024-08-02 11:23:25","U","2024-08-04 02:40:00","","287455.904420686","443088.592642956","법인","무료",
"93","무료직업소개소","11_50_01_P","4261000","2022426010214500001","2022-01-07","","01","영업/정상","20","영업중","","","","","033 343 9092","","","강원특별자치도 횡성군 횡성읍 읍하리 385-3","강원특별자치도 횡성군 횡성읍 한우로 223","25218","횡성군 장애인 일자리 지원센터","2025-05-21 17:48:13","U","2025-05-23 02:40:00","","286818.156788849","443986.173800532","법인","무료",
"94","무료직업소개소","11_50_01_P","4261000","2012426006314500001","2012-02-06","","03","폐업","40","폐업","2022-10-20","","","","033 343 7134","","","","강원특별자치도 횡성군 횡성읍 어사매로 41","225-807","(사)열린사회","2022-10-20 15:40:42","I","2023-06-13 00:00:00","","287679.684928831","443462.557280288","법인","무료",
"95","무료직업소개소","11_50_01_P","4271000","2005427004211200001","2005-12-21","","01","영업/정상","20","영업중","","","","","033 375 6065","","","강원특별자치도 영월군 영월읍 덕포리 577번지","강원특별자치도 영월군 영월읍 중리1길 6","26229","영월군노인취업지원센터","2023-07-17 11:24:46","U","2023-07-19 02:40:00","","331170.21938698","409517.877347864","법인","무료",
"96","무료직업소개소","11_50_01_P","4271000","2022427007714500002","2022-12-08","","01","영업/정상","20","영업중","","","","","033 373 0199","","","강원특별자치도 영월군 영월읍 덕포리 668-5","강원특별자치도 영월군 영월읍 중앙로 225, 바른빌딩 402호","26231","영월군사회복지협의회","2023-11-02 14:45:18","U","2023-11-04 02:40:00","","331213.682947277","408851.626919062","법인","무료",
"97","무료직업소개소","11_50_01_P","4281000","2013428009414500003","2013-07-19","","01","영업/정상","20","영업중","","","","","033 332 7104","","","강원특별자치도 평창군 평창읍 종부리 504","강원특별자치도 평창군 평창읍 종부로 61, 평창군사회복지센터 1층","25377","(사)대한노인회평창군지회","2021-08-25 14:19:26","I","2023-06-13 00:00:00","","322985.129660545","429641.52585884","법인","무료",
"98","무료직업소개소","11_50_01_P","4281000","2020428012314500001","2020-01-15","","01","영업/정상","20","영업중","","","","","033 332 7713","","","강원특별자치도 평창군 진부면 하진부리 147-8","강원특별자치도 평창군 진부면 진부새싹길 21","25325","평창시니어클럽","2020-07-09 16:07:15","I","2023-06-13 00:00:00","","337374.874189007","460623.547796766","법인","무료",
"99","무료직업소개소","11_50_01_P","4291000","2017429007214500001","2017-04-28","","01","영업/정상","20","영업중","","","","","0335622577","","","","강원특별자치도 정선군 정선읍 봉양7길 16","26130","대한노인회 정선군지부","2023-03-21 09:05:02","I","2023-06-13 00:00:00","","347359.699441858","431968.322531824","법인","무료",
"100","무료직업소개소","11_50_01_P","4291000","2019429009514500009","2019-12-18","","01","영업/정상","20","영업중","","","","","0335620325","","","강원특별자치도 정선군 정선읍 봉양리 144번지 5호","강원특별자치도 정선군 정선읍 봉양7길 16, 정선종합사회복지회관 별관 1층","26130","정선시니어클럽","2021-04-07 15:10:56","I","2023-06-13 00:00:00","","347359.699441858","431968.322531824","법인","무료",
"101","무료직업소개소","11_50_01_P","4301000","2017430008514500001","2017-03-14","","01","영업/정상","20","영업중","","","","","033 452 3390","","","강원특별자치도 철원군 갈말읍 신철원리 641-7 철원군 노인회관","강원특별자치도 철원군 갈말읍 삼부연로28번길 29, 철원군 노인회관","24049","대한노인회 철원군지회","2023-03-15 11:03:57","I","2023-06-13 00:00:00","","227312.127392355","515823.131600779","법인","무료",
"102","무료직업소개소","11_50_01_P","4301000","2017430008514500002","2017-03-20","","04","취소/말소/만료/정지/중지","70","등록취소","2018-04-16","","","","033452 1989","","","","강원특별자치도 갈말읍 삼부연로28번길 29 (대한노인회 철원군지회)","24049","대한노인회 철원군지회","2018-04-16 13:23:07","I","2023-06-13 00:00:00","","227312.127392355","515823.131600779","법인","무료",
"103","무료직업소개소","11_50_01_P","4311000","2017431005214500001","2017-01-09","","01","영업/정상","20","영업중","","","","","033 442 2620","","","","강원특별자치도 화천군 화천읍 중앙로10길 16 (노인회관)","24127","대한노인회 화천군지회","2019-05-22 15:04:25","I","2023-06-13 00:00:00","","261965.315734722","511336.438230921","법인","무료",
"104","무료직업소개소","11_50_01_P","4311000","2022431005214500001","2022-12-30","","01","영업/정상","20","영업중","","","","","0334421218","","","","강원특별자치도 화천군 화천읍 강변로 171","24115","화천시니어클럽","2025-02-20 15:13:34","U","2025-02-22 02:40:00","","261930.298591778","512410.686360968","법인","무료",
"105","무료직업소개소","11_50_01_P","4321000","2013432004714500003","2013-08-07","","01","영업/정상","20","영업중","","","","","4826065","","","강원특별자치도 양구군 양구읍 상리 214-3 양구노인복지센","강원특별자치도 양구군 양구읍 비봉로 46-11, 양구노인복지센터","24531","대한노인회양구군지회","2021-08-26 10:24:21","I","2023-06-13 00:00:00","","286531.649358456","511963.365689945","법인","무료",
"106","무료직업소개소","11_50_01_P","4331000","2020433008114500001","2020-02-17","","01","영업/정상","20","영업중","","","","","033 461 1868","","","","강원특별자치도 인제군 인제읍 인제로225번길 10-3, 장수노인회관","24630","대한노인회 인제군지회","2022-04-15 13:02:37","I","2023-06-13 00:00:00","","303003.456094468","508271.902688526","법인","무료",
"107","무료직업소개소","11_50_01_P","4331000","2020433008114500003","2020-03-24","","01","영업/정상","20","영업중","","","","","033 462 4868","","","","강원특별자치도 인제군 인제읍 비봉로44번길 29","24634","인제시니어클럽","2022-04-15 13:00:20","I","2023-06-13 00:00:00","","302773.213136035","507455.445740774","법인","무료",
"108","무료직업소개소","11_50_01_P","4331000","2022433008114500002","2022-05-11","","01","영업/정상","20","영업중","","","","","033 462 4868","","","","강원특별자치도 인제군 인제읍 비봉로44번길 29","24634","인제시니어클럽","2022-05-11 12:57:20","I","2023-06-13 00:00:00","","302773.213136035","507455.445740774","법인","무료",
"109","무료직업소개소","11_50_01_P","4331000","2022433008114500003","2022-05-11","","01","영업/정상","20","영업중","","","","","033 463 6065","","","","강원특별자치도 인제군 인제읍 인제로225번길 10-3, 장수노인회관","24630","대한노인회 인제군지회 취업지원센터","2022-05-20 10:05:15","I","2023-06-13 00:00:00","","303003.456094468","508271.902688526","법인","무료",
"110","무료직업소개소","11_50_01_P","4331000","2022433008114500004","2022-09-26","","03","폐업","40","폐업","2024-02-07","","","","033 461 1984","","","","강원특별자치도 인제군 인제읍 비봉로44번길 20","24634","사단법인 인제군새마을회","2024-02-07 15:18:30","U","2024-02-09 02:40:00","","302836.974732471","507534.159044452","법인","무료",
"111","무료직업소개소","11_50_01_P","4341000","2017434005914500002","2017-02-23","","01","영업/정상","20","영업중","","","","","033 681 8154","","","","강원특별자치도 고성군 간성읍 간성로67번길 7-4","24736","대한노인회 고성군지회","2025-02-11 20:05:32","U","2025-02-13 02:40:00","","328177.667751334","542745.258149","개인","무료",
"112","무료직업소개소","11_50_01_P","4341000","2022434009614500001","2022-12-26","","01","영업/정상","20","영업중","","","","","0336821010","","","강원특별자치도 고성군 거진읍 거진리 219-7","강원특별자치도 고성군 거진읍 벌평로 66-4","24711","고성시니어클럽","2024-11-06 18:14:03","U","2024-11-08 02:40:00","","326653.033945403","550564.186099373","법인","무료",
"113","무료직업소개소","11_50_01_P","4341000","2023434009614500001","2023-03-13","","01","영업/정상","20","영업중","","","","","","","","","강원특별자치도 고성군 죽왕면 송지호로 42, 해양심층수산업 고성진흥원","24747","(재)해양심층수산업 고성진흥원","2023-03-13 10:31:26","I","2023-06-13 00:00:00","","332820.250772276","537330.984755261","법인","무료",
"114","무료직업소개소","11_50_01_P","4351000","2017435005014500001","2017-04-24","","01","영업/정상","20","영업중","","","","","033 672 7277","","","강원특별자치도 양양군 양양읍 남문리 48-20","강원특별자치도 양양군 양양읍 남문1길 12","25030","(사)대한노인회 양양군지회","2020-07-16 17:41:01","I","2023-06-13 00:00:00","","342467.631650874","509294.807025624","법인","무료",
