"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수","사업자등록번호",
"542","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025201100007","2011-05-23","","01","영업/정상","11","영업","","","","","7640740","","","강원특별자치도 원주시 단구동 173-5","강원특별자치도 원주시 치악로 1626 (단구동)","","단구의료소비자생활협동조합 박애세종의원","2013-10-01 13:42:08","I","2023-06-13 00:00:00","","285052.428331271","425546.70669945","기타수질오염원관리","","","","","0","","0","2248155925",
"543","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025201100009","2011-06-29","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 태장동 864","","","대명건설기계정비공장","2021-09-29 15:30:01","I","2023-06-13 00:00:00","","284222.255762749","429488.685025612","기타수질오염원관리","","","","","0","","0","2241427602",
"544","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025201100010","2011-06-29","","01","영업/정상","11","영업","","","","","07082017600","","","강원특별자치도 원주시 명륜동 308-2","강원특별자치도 원주시 종각길 2 (명륜동)","26447","미래디지털포토","2016-08-03 09:31:44","I","2023-06-13 00:00:00","","283228.72718851","426931.639961947","기타수질오염원관리","","","","","0","","0","2241644532",
"545","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025201100005","2011-04-22","","01","영업/정상","11","영업","","","","","7328237","","","강원특별자치도 원주시 우산동 463-7","강원특별자치도 원주시 우산로 281 (우산동)","","고려유압","2013-10-01 13:33:11","I","2023-06-13 00:00:00","","283083.534585897","431635.160137765","기타수질오염원관리","","","","","0","","0","2240836906",
"546","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500002","2005-02-16","","01","영업/정상","11","영업","","","","","7667881","","220-844","강원특별자치도 원주시 흥업면 흥업리 586-5","강원특별자치도 원주시 흥업면 남원로 71","220-844","원주연세의원","2015-07-01 16:35:00","I","2023-06-13 00:00:00","","281473.471231231","422686.611099098","기타수질오염원관리","","","","","0","","0","2249050126",
"547","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000028","1997-07-15","","01","영업/정상","11","영업","","","","","7473386","","","강원특별자치도 원주시 소초면 장양리 162","","","원주수산","2021-10-27 17:15:47","I","2023-06-13 00:00:00","","286168.749656911","435039.256229113","기타수질오염원관리","","","","","0","","0","2249006576",
"548","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000033","1998-06-03","","01","영업/정상","11","영업","","","","","0337302893","","","강원특별자치도 원주시 지정면 월송리 산 179-0001","","","에이치디씨리조트 주식회사","2021-09-29 15:27:43","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","2248106308",
"549","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000034","1998-09-07","","01","영업/정상","11","영업","","","","","7324093","","","강원특별자치도 원주시 소초면 수암리 1370","강원특별자치도 원주시 소초면 장수1로 312-4","","(주)현대건설장비","2013-08-16 14:35:12","I","2023-06-13 00:00:00","","286506.901537407","432176.719838918","기타수질오염원관리","","","","","0","","0","2248139264",
"550","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000035","1998-10-12","","01","영업/정상","11","영업","","","","","7484040","","220-122","강원특별자치도 원주시 태장동 153-0004","","","성신공업사","2021-09-29 16:17:46","I","2023-06-13 00:00:00","","285206.722858154","429730.305845968","기타수질오염원관리","","","","","0","","0","2240284031",
"551","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000003","2000-05-31","","01","영업/정상","11","영업","","","","","","","220-180","강원특별자치도 원주시 관설동 1457","강원특별자치도 원주시 치악로 1517 (관설동)","","원흥산업","2021-09-29 15:00:53","I","2023-06-13 00:00:00","자동차 수리업","285513.868874503","424609.363699065","기타수질오염원관리","자동차 수리업","","","","0","","0","",
"552","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000007","1995-02-24","","01","영업/정상","11","영업","","","","","0337648858","","","강원특별자치도 원주시 신림면 황둔리 232","","","황둔수산","2025-10-27 12:56:33","U","2025-10-29 02:40:00","","305733.277226866","418136.771190729","기타수질오염원관리","","","","","0","","0","2241726583",
"553","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000008","1995-04-10","","01","영업/정상","11","영업","","","","","033-742-3533","","","강원특별자치도 원주시 학성동 94 94-1, 94-2, 99-5, 99-6, 94-12, 99-2, 136-6, 1099-12","강원특별자치도 원주시 강변로 577 (학성동)","26332","(자)신흥공업사","2025-05-26 16:30:39","U","2025-05-28 02:40:00","","284266.664712681","428502.904214885","기타수질오염원관리","","","","","0","","0","2248102957",
"554","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100069","2021-06-30","","01","영업/정상","11","영업","","","","","0337433001","","","강원특별자치도 원주시 무실동 1855-5","강원특별자치도 원주시 능라동길 60 (무실동)","26392","오렌즈 원주무실점(스타옵틱)","2021-06-30 13:44:16","I","2023-06-13 00:00:00","","282389.129230253","426182.239453651","기타수질오염원관리","","","","","0","","0","2240886901",
"555","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100066","2021-06-28","","01","영업/정상","11","영업","","","","","0337340327","","","강원특별자치도 원주시 문막읍 건등리 207-15","강원특별자치도 원주시 문막읍 원문로 1628","26371","라온안경원","2021-06-28 16:18:59","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","1624100505",
"556","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100056","2021-06-23","","01","영업/정상","11","영업","","","","","0337636831","","","강원특별자치도 원주시 단계동 1216","강원특별자치도 원주시 백간길 25 (단계동)","26409","안경박사원주점","2021-06-23 17:42:03","I","2023-06-13 00:00:00","","281978.751654311","428182.524236323","기타수질오염원관리","","","","","0","","0","8853500043",
"557","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100058","2021-06-23","","01","영업/정상","11","영업","","","","","0337489009","","","강원특별자치도 원주시 단계동 1121-2","강원특별자치도 원주시 서원대로 125-3 (단계동)","26437","안경카페","2021-06-23 17:44:19","I","2023-06-13 00:00:00","","282057.997307975","427562.695166079","기타수질오염원관리","","","","","0","","0","3092033861",
"558","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100005","2021-05-17","","01","영업/정상","11","영업","","","","","0337639007","","","강원특별자치도 원주시 개운동 404-12","강원특별자치도 원주시 개운로 65 (개운동)","26444","안경매니아","2021-05-17 09:34:13","I","2023-06-13 00:00:00","","284794.096299002","426785.068502612","기타수질오염원관리","","","","","0","","0","2241621811",
"559","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100004","2021-04-19","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 지정면 보통리 251-1","강원특별자치도 원주시 지정면 보통로 380","26356","삼성공업사","2022-01-19 17:13:57","I","2023-06-13 00:00:00","","277480.105170014","426795.113225533","기타수질오염원관리","","","","","0","","0","4590802171",
"560","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100027","2021-06-03","","01","영업/정상","11","영업","","","","","0337634004","","","강원특별자치도 원주시 무실동 1062-1 이마트","강원특별자치도 원주시 북원로 1928, 이마트 2층 (무실동)","26395","두쏠아이원주점","2021-06-03 09:06:05","I","2023-06-13 00:00:00","","281366.703634706","424684.582635502","기타수질오염원관리","","","","","0","","0","2323200665",
"561","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100034","2021-06-10","","01","영업/정상","11","영업","","","","","0337313585","","","강원특별자치도 원주시 단계동 879","강원특별자치도 원주시 로아노크로 1 (단계동)","26382","비케이주식회사 원주지점","2021-06-10 17:33:52","I","2023-06-13 00:00:00","","282167.335627698","427319.582816006","기타수질오염원관리","","","","","0","","0","4668500129",
"562","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100038","2021-06-15","","01","영업/정상","11","영업","","","","","0337356157","","","강원특별자치도 원주시 관설동 1701-1","강원특별자치도 원주시 나비허리길 148 (관설동)","26471","안경랜드 관설점","2025-07-29 13:47:06","U","2025-07-31 02:40:00","","285409.81841919","424585.65244391","기타수질오염원관리","","","","","0","","0","3997700111",
"563","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100043","2021-06-15","","01","영업/정상","11","영업","","","","","0337642930","","","강원특별자치도 원주시 단구동 1678-1","강원특별자치도 원주시 단구로 397, 1층 (단구동)","26490","안경나라 단관","2021-06-15 14:20:32","I","2023-06-13 00:00:00","","284653.046852234","424795.708219525","기타수질오염원관리","","","","","0","","0","8891800956",
"564","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100007","2021-05-20","","01","영업/정상","11","영업","","","","","0337605152","","","강원특별자치도 원주시 흥업면 매지리 1875 연세대학교","강원특별자치도 원주시 흥업면 연세대길 1, 연세대학교","26493","연세대구내안경원","2021-05-20 09:01:19","I","2023-06-13 00:00:00","","279802.842138498","420075.310262165","기타수질오염원관리","","","","","0","","0","2241469034",
"565","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100008","2021-05-20","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 학성동 1085-3","강원특별자치도 원주시 원문로 93 (학성동)","26412","고안경","2024-05-23 16:18:01","U","2024-05-25 02:40:00","","282902.902704817","428673.328083349","기타수질오염원관리","","","","","0","","0","6190177921",
"566","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100009","2021-05-25","","01","영업/정상","11","영업","","","","","0337641368","","","강원특별자치도 원주시 명륜동 115-6","강원특별자치도 원주시 남원로 639 (명륜동)","26441","안경나라","2021-05-25 17:16:32","I","2023-06-13 00:00:00","","284327.873583168","426888.425874996","기타수질오염원관리","","","","","0","","0","2240736888",
"567","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100049","2021-06-18","","01","영업/정상","11","영업","","","","","0337438577","","","강원특별자치도 원주시 관설동 1453 홈플러스","강원특별자치도 원주시 치악로 1489, 홈플러스 2층 (관설동)","26471","렌즈맨안경원(원주관설점)","2021-06-18 10:27:27","I","2023-06-13 00:00:00","","285677.402683418","424408.068770392","기타수질오염원관리","","","","","0","","0","2240991361",
"568","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100061","2021-06-23","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 우산동 660 상지대학교","강원특별자치도 원주시 상지대길 83, 상지대학교 행복기숙사 B1 (우산동)","26339","행복안경","2025-05-30 17:09:01","U","2025-06-01 02:40:00","","282151.822954944","430257.366976729","기타수질오염원관리","","","","","0","","0","2241373579",
"569","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100010","2021-05-25","","01","영업/정상","11","영업","","","","","0337652082","","","강원특별자치도 원주시 인동 242-16 원주가톨릭센터","강원특별자치도 원주시 원일로 28, 원주가톨릭센터 (인동)","26429","아이월드","2024-03-20 11:21:11","U","2024-03-22 02:40:00","","284427.759988708","427531.495309273","기타수질오염원관리","","","","","0","","0","2975400136",
"570","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100011","2021-05-25","","01","영업/정상","11","영업","","","","","0337486501","","","강원특별자치도 원주시 반곡동 2056-4","강원특별자치도 원주시 배울로 19, 1층 103호 (반곡동)","26466","아이즈온안경원","2021-05-25 17:16:40","I","2023-06-13 00:00:00","","286303.92359726","424639.692581146","기타수질오염원관리","","","","","0","","0","6400901396",
"571","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100017","2021-05-28","","01","영업/정상","11","영업","","","","","0337429979","","","강원특별자치도 원주시 무실동 1852-2","강원특별자치도 원주시 능라동길 75, 107호 (무실동)","26392","안경매니져 무실점","2021-10-28 16:19:25","I","2023-06-13 00:00:00","","282345.463563421","426053.001948438","기타수질오염원관리","","","","","0","","0","2240993340",
"572","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100018","2021-05-28","","01","영업/정상","11","영업","","","","","0337429901","","","강원특별자치도 원주시 행구동 1754-2","강원특별자치도 원주시 행구로 148 (행구동)","26456","안경매니져 행구점","2021-10-28 16:18:18","I","2023-06-13 00:00:00","","286107.211105468","427083.706907984","기타수질오염원관리","","","","","0","","0","2240993340",
"573","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100068","2021-06-28","","01","영업/정상","11","영업","","","","","0337427149","","","강원특별자치도 원주시 반곡동 1880-10 하나로마트 1층","강원특별자치도 원주시 양지로 26, 하나로마트 1층 (반곡동)","26465","아리안경콘텍트(원주혁신점)","2025-01-02 17:04:11","U","2025-01-04 02:40:00","안경 및 렌즈 소매업","286933.822944686","425186.306407447","기타수질오염원관리","안경 및 렌즈 소매업","","","","0","","0","6236100255",
"574","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202100037","2021-06-15","","01","영업/정상","11","영업","","","","","0337460019","","","강원특별자치도 원주시 단계동 875-6","강원특별자치도 원주시 서원대로 157 (단계동)","26436","안경백화점 터미널점","2024-01-09 15:56:24","U","2024-01-11 02:40:00","","282263.285","427352.095","기타수질오염원관리","","","","","0","","0","7061402103",
"575","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200200004","2002-04-25","","01","영업/정상","11","영업","","","","","7427440","","","강원특별자치도 원주시 가현동 64-8","강원특별자치도 원주시 가현로 20 (가현동)","220-140","첨단공업사","2017-11-23 16:29:34","I","2023-06-13 00:00:00","","283681.417958854","431982.369274497","기타수질오염원관리","","","","","0","","0","2240266956",
"576","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200300012","2003-08-04","","01","영업/정상","11","영업","","","","","033-761-7582","","220-940","강원특별자치도 원주시 단구동 143-95","강원특별자치도 원주시 서원대로 509 (단구동)","220-940","효성신경외과.내과","2013-12-16 17:42:19","I","2023-06-13 00:00:00","","284980.083713417","425211.042648751","기타수질오염원관리","","","","","0","","0","2249038632",
"577","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400006","2024-07-26","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 소초면 수암리 1082-5","강원특별자치도 원주시 소초면 신양선녀길 180","26308","대흥공업사","2024-08-02 11:06:01","U","2024-08-04 02:40:00","","286763.594106835","434979.250976194","기타수질오염원관리","","","","","0","","0","",
"578","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400005","2024-06-20","","01","영업/정상","11","영업","","","","","033-762-7963","","","강원특별자치도 원주시 무실동 1085-1","강원특별자치도 원주시 행가리1길 9, 101호 (무실동)","26396","꼼꼼안경","2024-11-14 11:29:26","U","2024-11-16 02:40:00","","281374.240784647","424918.432343278","기타수질오염원관리","","","","","0","","0","2033066118",
"579","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400007","2024-08-02","","01","영업/정상","11","영업","","","","","033-749-5511","","","강원특별자치도 원주시 무실동 441-8 외 34필지","강원특별자치도 원주시 로아노크로 30 (무실동)","26383","기아(주) 원주서비스센터","2024-11-14 11:30:44","U","2024-11-16 02:40:00","","281972.063530052","427042.387370136","기타수질오염원관리","","","","","0","","0","2248508814",
"580","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400001","2024-04-08","","01","영업/정상","11","영업","","","","","033-748-7743","","","강원특별자치도 원주시 문막읍 동화리 35-5","강원특별자치도 원주시 문막읍 보통로 181","26364","코팅나라","2024-11-14 11:27:39","U","2024-11-16 02:40:00","자동차 종합 수리업","275689.270988367","427001.063423339","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","3040935909",
"581","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400002","2024-04-09","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 지정면 신평리 981-4","","","원주섬강어업계영어조합법인","2024-11-14 11:28:01","U","2024-11-16 02:40:00","내수면 양식 어업","279438.430569571","430010.746232451","기타수질오염원관리","내수면 양식 어업","","","","0","","0","2248146386",
"582","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400003","2024-04-24","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 학성동 100 외 4필지(100, 94-5, 101, 102, 99-2)","강원특별자치도 원주시 강변로 579 (학성동)","26332","한성자동차(주)","2025-06-05 10:42:02","U","2025-06-08 02:40:00","","284168.006723504","428604.267998436","기타수질오염원관리","","","","","0","","0","1148652489",
"583","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202400004","2024-05-01","","01","영업/정상","11","영업","","","","","033-731-0011","","","강원특별자치도 원주시 문막읍 반계리 81-4","강원특별자치도 원주시 문막읍 작백동길 71","26361","현대공업사 주식회사","2024-11-14 11:28:59","U","2024-11-16 02:40:00","","270780.216211534","422325.272869584","기타수질오염원관리","","","","","0","","0","5748703246",
"584","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202500005","2025-08-12","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 관설동 298-3","강원특별자치도 원주시 치악로 1221-10, 1동 3층 (관설동)","26505","티에이오토 원주종합정비센터","2025-08-12 18:05:11","I","2025-08-15 00:20:12","","287088.174905423","422333.481678398","기타수질오염원관리","","","","","0","","0","5738503026",
"585","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202500004","2025-07-08","","01","영업/정상","11","영업","","","","","033-730-8932","","","강원특별자치도 원주시 우산동 400-3","강원특별자치도 원주시 우산로 208 (우산동)","26336","주식회사 농협사료 원주배합사료공장","2025-07-08 16:52:20","I","2025-07-10 00:20:01","","283146.306863365","431065.856749094","기타수질오염원관리","","","","","0","","0","2248523284",
"586","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202500003","2025-07-08","","01","영업/정상","11","영업","","","","","032-520-2114","","","강원특별자치도 원주시 흥업면 흥업리 1444-1 외 1필지","강원특별자치도 원주시 흥업면 사제로 198","26404","한국지엠원주서비스센터 원주흥업리 GM정비소","2025-07-08 16:52:16","I","2025-07-10 00:20:01","","280032.705086956","423814.395636881","기타수질오염원관리","","","","","0","","0","1228174534",
"587","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202500002","2025-03-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 무실동 1852-2","강원특별자치도 원주시 능라동길 75, 202호 (무실동)","26392","으뜸50안경-원주2호점","2025-03-13 16:54:42","I","2025-03-15 00:10:24","","282345.463563421","426053.001948438","기타수질오염원관리","","","","","0","","0","2071875688",
"588","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202300008","2023-10-17","","01","영업/정상","11","영업","","","","","033-762-3002","","","강원특별자치도 원주시 단구동 1512-3 한솔프라자 108호","강원특별자치도 원주시 서원대로 410, 한솔프라자 108호 (단구동)","26484","모디안경","2023-10-17 09:23:56","I","2023-10-19 00:17:36","안경 및 렌즈 소매업","284152.113549263","425730.460245435","기타수질오염원관리","안경 및 렌즈 소매업","","","","0","","0","5210902508",
"589","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202300004","2023-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 문막읍 반계리 1131-1","강원특별자치도 원주시 문막읍 원문로 2153","26361","부원공업사","2023-12-15 09:04:51","U","2023-12-17 02:40:00","","270556.713035437","422114.806265478","기타수질오염원관리","","","","","0","","0","5493700724",
"590","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202300005","2023-10-13","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 호저면 만종리 783-19","강원특별자치도 원주시 호저면 중부동3길 14","26377","원주자동차공업사","2023-10-13 10:11:47","I","2023-10-15 00:17:39","자동차 종합 수리업","279760.857000745","427272.961287903","기타수질오염원관리","자동차 종합 수리업","","","","0","","0","4681102442",
"591","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202300010","2023-10-25","","01","영업/정상","11","영업","","","","","033-764-8282","","","강원특별자치도 원주시 반곡동 1619-1","강원특별자치도 원주시 반곡길 130 (반곡동)","26457","(주)베스트상사","2023-10-25 10:57:06","I","2023-10-27 00:17:51","자동차 전문 수리업","285742.707327336","425977.768750141","기타수질오염원관리","자동차 전문 수리업","","","","0","","0","3408801720",
"592","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025202500001","2025-01-08","","01","영업/정상","11","영업","","","","","0338132727","","","강원특별자치도 원주시 태장동 770-6","강원특별자치도 원주시 현충로 11, 103호 (태장동)","26326","행복한 안경원","2025-01-08 17:30:08","I","2025-01-10 00:11:26","","284537.648215626","428741.171594053","기타수질오염원관리","","","","","0","","0","7280703180",
"593","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000112","2000-06-27","","03","폐업","2","폐업","2009-02-27","","","","0337645000","","","강원특별자치도 원주시 단구동 1465-1","강원특별자치도 원주시 송림길 50  (단구동)","","둘리사진관","2009-02-27 19:04:26","I","2023-06-13 00:00:00","","284384.67281935","425986.475042554","기타수질오염원관리","","","","","0","","0","2240298268",
"594","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200900004","2009-06-23","","03","폐업","2","폐업","2010-08-23","","","","0337617282","","","강원특별자치도 원주시 단구동 173-5 북원빌딩 2층.3층","강원특별자치도 원주시 치악로 1626 (단구동,북원빌딩 2층.3층)","","바른연합의원","2013-10-01 09:53:23","I","2023-06-13 00:00:00","","285052.428331271","425546.70669945","기타수질오염원관리","","","","","0","","0","1359060760",
"595","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200900005","2009-08-06","","03","폐업","2","폐업","2014-08-18","","","","0337318297","","","강원특별자치도 원주시 우산동 231-12","강원특별자치도 원주시 북원로2485번길 18 (우산동)","","미소 메디칼의원","2015-11-06 11:23:22","I","2023-06-13 00:00:00","","283060.042132572","429810.907163633","기타수질오염원관리","","","","","0","","0","1279050714",
"596","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200900007","2009-09-21","","03","폐업","2","폐업","2013-03-21","","","","7473475","","","강원특별자치도 원주시 단구동 1606-2 유림빌딩 2층","강원특별자치도 원주시 단구로 351 (단구동,유림빌딩 2층)","","연세마취통증의학과의원","2013-03-21 13:21:34","I","2023-06-13 00:00:00","","284894.169250523","425147.179621647","기타수질오염원관리","","","","","0","","0","2249024822",
"597","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200900016","2009-12-10","","03","폐업","2","폐업","2015-06-10","","","","7427582","","","강원특별자치도 원주시 단계동 803-2","강원특별자치도 원주시 무실로 182 (단계동)","220-937","마루종합동물병원","2015-06-10 17:41:53","I","2023-06-13 00:00:00","","283125.943357781","426975.404734288","기타수질오염원관리","","","","","0","","0","2241036724",
"598","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200100016","2001-01-22","","03","폐업","2","폐업","2014-10-23","","","","033-761-0072","","","강원특별자치도 원주시 명륜동 245-1","강원특별자치도 원주시 남원로 589-5 (명륜동)","220-947","킴스외과의원","2014-10-24 09:57:01","I","2023-06-13 00:00:00","","284039.941861312","426457.159682939","기타수질오염원관리","","","","","0","","0","2249602698",
"599","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200100020","2001-07-12","","03","폐업","2","폐업","2010-12-29","","","","","","220-904","강원특별자치도 원주시 중앙동 118-1","강원특별자치도 원주시 중앙로 87 (중앙동)","220-904","윤장운 마취통증의학과 의원","2013-12-16 16:53:48","I","2023-06-13 00:00:00","","284206.44312828","427841.90180906","기타수질오염원관리","","","","","0","","0","2249035450",
"600","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000107","2004-01-27","","03","폐업","2","폐업","2024-10-18","","","","033-749-5511","","","강원특별자치도 원주시 우산동 450","강원특별자치도 원주시 우산로 233 (우산동)","","기아(주) 원주서비스센터","2024-10-23 11:07:57","U","2024-10-25 02:40:00","","283060.551066545","431403.712356622","기타수질오염원관리","","","","","0","","0","2248508814",
"601","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200000109","2005-10-18","","03","폐업","2","폐업","2006-08-31","","","","","","220-904","강원특별자치도 원주시 중앙동 88-1","강원특별자치도 원주시 평원로 35 (중앙동)","220-904","TOP스튜디오","2013-12-16 16:10:45","I","2023-06-13 00:00:00","","284282.439059251","427924.953876775","기타수질오염원관리","","","","","0","","0","",
"602","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200100004","2001-06-18","","03","폐업","2","폐업","2009-10-07","","","","0337647775","","","강원특별자치도 원주시 부론면 법천리 735","","","영진수산","2010-12-23 11:47:51","I","2023-06-13 00:00:00","","267883.584255082","412933.779731279","기타수질오염원관리","","","","","0","","0","",
"603","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500003","2005-02-16","","03","폐업","2","폐업","2012-06-01","","","","","","220-961","강원특별자치도 원주시 태장동 1037-12","강원특별자치도 원주시 현충로 278 (태장동)","220-961","예림의원","2013-12-16 17:56:40","I","2023-06-13 00:00:00","","284023.928441517","431115.729412468","기타수질오염원관리","","","","","0","","0","1259031180",
"604","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500008","2005-03-07","","03","폐업","2","폐업","2010-05-19","","","","","","","강원특별자치도 원주시 일산동 352-8","강원특별자치도 원주시 남산로 73  (일산동)","","맘 스튜디오 원주점","2011-01-03 17:17:23","I","2023-06-13 00:00:00","","283489.397132315","427376.766904781","기타수질오염원관리","","","","","0","","0","2091433667",
"605","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500009","2005-03-17","","03","폐업","2","폐업","2008-07-18","","","","","","220-702","강원특별자치도 원주시 우산동 660","강원특별자치도 원주시 상지대길 83 (우산동)","220-702","상지대구내사진관","2013-12-16 17:59:30","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","기타수질오염원관리","","","","","0","","0","",
"606","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500263","2005-10-14","","03","폐업","2","폐업","2007-05-27","","","","","","","강원특별자치도 원주시 단구동 724-89","","","대일공업사","2011-01-03 17:29:14","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","",
"607","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200500268","1999-04-06","","03","폐업","2","폐업","2011-01-13","","","","","","","강원특별자치도 원주시 평원동 310-14","강원특별자치도 원주시 평원로 46  (평원동)","","이하우신경외과의원","2011-01-14 13:03:03","I","2023-06-13 00:00:00","","284275.658861805","427997.766273783","기타수질오염원관리","","","","","0","","0","",
"608","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200600004","2006-03-31","","03","폐업","2","폐업","2014-03-25","","","","","","","강원특별자치도 원주시 귀래면 주포리 307","","","호수집","2014-03-25 13:01:25","I","2023-06-13 00:00:00","","276967.011563238","407232.446531735","기타수질오염원관리","","","","","0","","0","2240264676",
"609","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200600006","2006-04-24","","03","폐업","2","폐업","2007-01-08","","","","","","220-120","강원특별자치도 원주시 태장동 1374-1","강원특별자치도 원주시 흥양로51번길 1  (태장동)","","정다운내과의원","2011-01-03 17:46:15","I","2023-06-13 00:00:00","의료업","284293.482086808","431753.074716255","기타수질오염원관리","의료업","","","","0","","0","2249045206",
"610","수질오염원설치시설(기타)","09_30_12_P","4191000","419100025200600013","2006-07-10","","03","폐업","2","폐업","2014-01-07","","","","","","","강원특별자치도 원주시 문막읍 취병리 923","강원특별자치도 원주시 문막읍 문막공단길 293","","제일자동차정비공업사","2014-01-07 17:12:46","I","2023-06-13 00:00:00","","","","기타수질오염원관리","","","","","0","","0","2241752456",
