"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"98","축산가공업","07_22_05_P","6530000","642000000420230005","2023-03-15","","01","영업/정상","0000","정상","","","","","","93.3","","강원특별자치도 춘천시 후평동  558번지 1호 하이테크타워 423호","강원특별자치도 춘천시 후석로420번길 7, 하이테크타워 423호(후평동)","","오지닭","2024-01-19 11:52:24","U","2024-01-21 02:40:00","식육가공업","265474.842593179","487512.552718902","축산물가공업","식육가공업","0","000","4",
"99","축산가공업","07_22_05_P","6530000","642000000420230006","2023-04-06","","01","영업/정상","0000","정상","","","","","0337477900","6985.73","","강원특별자치도 원주시 문막읍 동화리 1683번지 1호","강원특별자치도 원주시 문막읍 동화공단로 77-2","","(주)요즘","2024-10-21 14:03:35","U","2024-10-23 02:40:00","유가공업","","","축산물가공업","유가공업","0","L00","70",
"100","축산가공업","07_22_05_P","6530000","642000000420230007","2023-04-19","","01","영업/정상","0000","정상","","","","","","80.49","","강원특별자치도 춘천시 후평동  558번지 1호 하이테크 335호","강원특별자치도 춘천시 후석로420번길 7, 하이테크 335호 (후평동)","","형제 유통","2023-04-19 09:52:26","I","2023-06-13 00:00:00","식육가공업","265474.842593179","487512.552718902","축산물가공업","식육가공업","0","000","5",
"101","축산가공업","07_22_05_P","6530000","642000000420230008","2023-04-27","","01","영업/정상","0000","정상","","","","","0332530018","335.78","","강원특별자치도 춘천시 퇴계동  1250번지 0호","강원특별자치도 춘천시 퇴계공단2길 41 (퇴계동)","","엄마푸드","2023-07-25 17:11:11","U","2023-07-27 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","000","4",
"102","축산가공업","07_22_05_P","6530000","642000000420130030","2013-11-11","","01","영업/정상","0000","정상","","","","","","145.66","","강원특별자치도 속초시 조양동  1422번지 5호","강원특별자치도 속초시 부월길 97 (조양동)","217-812","삼보식품","2013-11-11 19:52:45","I","2023-06-13 00:00:00","식육가공업","340013.216218977","521914.749661919","축산물가공업","식육가공업","0","000","3",
"103","축산가공업","07_22_05_P","6530000","642000000420130033","2013-12-24","","01","영업/정상","0000","정상","","","","","0332635756","115.49","","강원특별자치도 춘천시 동내면 거두리 976번지 1호","강원특별자치도 춘천시 동내면 거두택지길4번길 19-2","200-883","서진식품","2021-03-11 15:16:10","I","2023-06-13 00:00:00","식육가공업","266221.636983501","483444.763371507","축산물가공업","식육가공업","0","000","1",
"104","축산가공업","07_22_05_P","6530000","642000000420140008","2014-04-14","","01","영업/정상","0000","정상","","","","","","290","","강원특별자치도 춘천시 후평동  244번지 2호","강원특별자치도 춘천시 공단로 49(후평동)","200-220","와와푸드","2022-10-17 13:05:54","I","2023-06-13 00:00:00","식육가공업","265762.81759874","487784.710502812","축산물가공업","식육가공업","0","000","0",
"105","축산가공업","07_22_05_P","6530000","642000000420150005","2015-05-12","","01","영업/정상","0000","정상","","","","","0332415740","126","","강원특별자치도 춘천시 퇴계동  369번지 41호","강원특별자치도 춘천시 퇴계로 81 (퇴계동)","200-943","알찬유통","2022-08-05 16:20:40","I","2023-06-13 00:00:00","식육가공업","264148.583773776","484731.160500003","축산물가공업","식육가공업","0","000","2",
"106","축산가공업","07_22_05_P","6530000","642000000420150015","2015-09-07","","01","영업/정상","0000","정상","","","","","0337649246","193.21","","강원특별자치도 원주시 관설동  1490번지 1호","강원특별자치도 원주시 나비허리길 117 (관설동)","","(주)조선돼지갈비","2024-11-11 17:28:46","U","2024-11-13 02:40:00","식육가공업","285279.46458453","424793.094603318","축산물가공업","식육가공업","0","L00","0",
"107","축산가공업","07_22_05_P","6530000","642000000420150018","2015-11-03","","01","영업/정상","0000","정상","","","","","0332519902","202.82","","강원특별자치도 춘천시 신동면 팔미리 160번지","강원특별자치도 춘천시 신동면 모오리길 54-80","","닭파라 주식회사","2017-07-10 18:07:40","I","2023-06-13 00:00:00","식육가공업","262249.691716326","481013.373698393","축산물가공업","식육가공업","0","L00","0",
"108","축산가공업","07_22_05_P","6530000","642000000420150019","2015-11-19","","01","영업/정상","0000","정상","","","","","0332541439","146.69","","강원특별자치도 춘천시 신북읍 천전리 520번지 17호","강원특별자치도 춘천시 신북읍 맥국2길 68","","금보식품","2023-11-06 10:59:57","U","2023-11-08 02:40:00","식육가공업","268461.038911121","493473.159735446","축산물가공업","식육가공업","0","000","0",
"109","축산가공업","07_22_05_P","6530000","642000000420150020","2015-11-19","","01","영업/정상","0000","정상","","","","","0332648488","201.13","","강원특별자치도 춘천시 동면 장학리 32번지 0호","강원특별자치도 춘천시 동면 만군길 332","","영자유통","2019-07-03 08:01:18","I","2023-06-13 00:00:00","식육가공업","267508.438171195","488642.252619908","축산물가공업","식육가공업","0","000","0",
"110","축산가공업","07_22_05_P","6530000","642000000420150022","2015-12-16","","01","영업/정상","0000","정상","","","","","0336529060","323.4","","강원특별자치도 강릉시 두산동  19번지 18호","강원특별자치도 강릉시 강변로692번길 4 (두산동)","","(주)대주식품","2015-12-16 17:52:41","I","2023-06-13 00:00:00","식육가공업","370390.864372355","475788.366840751","축산물가공업","식육가공업","0","L00","0",
"111","축산가공업","07_22_05_P","6530000","642000000420150023","2015-12-23","","01","영업/정상","0000","정상","","","","","0334359665","89.3","","강원특별자치도 홍천군 홍천읍 와동리 251번지 1호 라동","강원특별자치도 홍천군 홍천읍 설악로 2426, 라동","","MJ푸드","2023-12-29 11:49:50","U","2023-12-31 02:40:00","식육가공업","282870.909627082","470226.32514064","축산물가공업","식육가공업","0","000","0",
"112","축산가공업","07_22_05_P","6530000","642000000420160002","2016-01-07","","01","영업/정상","0000","정상","","","","","0333452771","423.24","","강원특별자치도 횡성군 우천면 법주리 720번지","강원특별자치도 횡성군 우천면 우천제2농공단지로 80","","(주)산마루미트","2016-07-25 11:52:33","I","2023-06-13 00:00:00","식육가공업","293939.821779632","439317.193952633","축산물가공업","식육가공업","0","L00","0",
"113","축산가공업","07_22_05_P","6530000","642000000420160003","2016-03-31","","01","영업/정상","0000","정상","","","","","","257.74","","강원특별자치도 평창군 대화면 상안미리 185번지 12호","강원특별자치도 평창군 대화면 상안미옛길 41","","보배유가공방","2024-03-18 16:19:59","U","2024-03-20 02:40:00","유가공업","325604.348011092","441576.348900317","축산물가공업","유가공업","0","000","1",
"114","축산가공업","07_22_05_P","6530000","642000000420160004","2016-05-30","","01","영업/정상","0000","정상","","","","","0337439580","467.98","","강원특별자치도 원주시 태장동  358번지","강원특별자치도 원주시 흥양로 130-6 (태장동)","","주식회사 태봉","2016-05-30 14:18:52","I","2023-06-13 00:00:00","식육가공업","285059.971481994","431616.773614657","축산물가공업","식육가공업","0","L00","0",
"115","축산가공업","07_22_05_P","6530000","642000000420160008","2016-10-04","","01","영업/정상","0000","정상","","","","","0336739293","221.88","","강원특별자치도 양양군 양양읍 포월리 300번지","강원특별자치도 양양군 양양읍 포월새말길 41-57","","거상에프앤비","2021-01-29 08:34:29","I","2023-06-13 00:00:00","식육가공업","342269.105351807","512226.703092854","축산물가공업","식육가공업","0","000","0",
"116","축산가공업","07_22_05_P","6530000","642000000420160011","2016-12-14","","01","영업/정상","0000","정상","","","","","","437.54","","강원특별자치도 속초시 대포동  978번지","강원특별자치도 속초시 농공단지2길 16-5 (대포동)","","만석 닭강정 대포점","2024-08-08 11:30:48","U","2024-08-10 02:40:00","식육가공업","339994.861084471","520334.151749662","축산물가공업","식육가공업","0","000","0",
"117","축산가공업","07_22_05_P","6530000","642000000420160012","2016-12-27","","01","영업/정상","0000","정상","","","","","","366.59","","강원특별자치도 춘천시 동내면 거두리 464번지 7호","강원특별자치도 춘천시 동내면 거두길 146","","성화푸드","2023-10-27 14:39:47","U","2023-10-29 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","000","0",
"118","축산가공업","07_22_05_P","6530000","642000000420170001","2017-03-14","","01","영업/정상","0000","정상","","","","","0334350083","494.43","","","강원특별자치도 홍천군 홍천읍 양지말길 22","","양지말화로구이식품","2022-12-08 18:18:00","I","2023-06-13 00:00:00","식육가공업","273299.293155922","462163.593071169","축산물가공업","식육가공업","0","000","10",
"119","축산가공업","07_22_05_P","6530000","642000000420170002","2017-04-13","","01","영업/정상","0000","정상","","","","","","257.23","","강원특별자치도 춘천시 석사동  162번지 10호","강원특별자치도 춘천시 스무숲3길 48(석사동)","","조은축산","2021-07-29 16:31:57","I","2023-06-13 00:00:00","식육가공업","266250.09116504","483038.899512446","축산물가공업","식육가공업","0","000","2",
"120","축산가공업","07_22_05_P","6530000","642000000420170003","2017-05-08","","01","영업/정상","0000","정상","","","","2023-05-22","0336388210","677","","","강원특별자치도 속초시 농공단지2길 33-5 (대포동)","","주식회사 동원푸드","2023-05-22 14:50:57","I","2023-06-13 00:00:00","식육가공업","340088.663356991","520230.63278282","축산물가공업","식육가공업","0","L00","9",
"121","축산가공업","07_22_05_P","6530000","642000000420170008","2017-11-27","","01","영업/정상","0000","정상","","","","2020-03-02","","101.7","","강원특별자치도 철원군 동송읍 상노리 578번지 0호","강원특별자치도 철원군 동송읍 상노로 233","","그 남자의 치즈가게","2020-03-03 17:42:40","I","2023-06-13 00:00:00","유가공업","219579.653273333","516995.28126443","축산물가공업","유가공업","0","L00","0",
"122","축산가공업","07_22_05_P","6530000","642000000420170009","2017-12-08","","01","영업/정상","0000","정상","","","","","0332552319","1056.5","","강원특별자치도 춘천시 신북읍 지내리 39번지 11호","강원특별자치도 춘천시 신북읍 은고개길 5","","주)씨엔에스테크","2023-05-08 13:06:13","I","2023-06-13 00:00:00","식육가공업","","","축산물가공업","식육가공업","0","L00","2",
"123","축산가공업","07_22_05_P","6530000","642000000420170010","2017-12-13","","01","영업/정상","0000","정상","","","","","0334585903","198","","강원특별자치도 철원군 김화읍 청양리 479번지 1호","강원특별자치도 철원군 김화읍 삼막골길 70","","농업회사법인 (주)진영","2019-10-15 16:57:12","I","2023-06-13 00:00:00","유가공업","234470.060980281","525991.984788594","축산물가공업","유가공업","0","L00","1",
"124","축산가공업","07_22_05_P","6530000","642000000420180001","2018-02-11","","01","영업/정상","0000","정상","","","","","0332528953","300","","강원특별자치도 춘천시 후평동  623번지 42호 3동 1호","강원특별자치도 춘천시 후석로462번길 21, 3동 1호 (후평동)","","주식회사 리투","2018-02-11 16:47:44","I","2023-06-13 00:00:00","식육가공업","265337.030473427","487891.43582197","축산물가공업","식육가공업","0","L00","3",
"125","축산가공업","07_22_05_P","6530000","653000000420240013","2024-09-12","","01","영업/정상","0000","정상","","","","","0334421131","655","","강원특별자치도 화천군 하남면 원천리 350번지 1호","강원특별자치도 화천군 하남면 가마니길 268","","농업회사법인금빛물결주식회사","2024-09-12 17:55:40","I","2024-09-14 00:12:56","식육가공업","258683.709200474","508859.129387797","축산물가공업","식육가공업","0","L00","0",
"126","축산가공업","07_22_05_P","6530000","653000000420240014","2024-10-29","","01","영업/정상","0000","정상","","","","","0332638933","291.09","","강원특별자치도 춘천시 동내면 거두리 462번지 22호","강원특별자치도 춘천시 동내면 거두길 159","","주식회사 여미푸드","2025-02-25 17:14:44","U","2025-02-27 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","0",
"127","축산가공업","07_22_05_P","6530000","653000000420240016","2024-11-14","","01","영업/정상","0000","정상","","","","","0336484775","165","","강원특별자치도 강릉시 대전동  921번지 3호","강원특별자치도 강릉시 사임당로 641-6, F107-2 (대전동)","","윤스디저트팩토리","2024-11-14 19:42:39","I","2024-11-16 00:12:02","유가공업","363385.981192507","478644.790314789","축산물가공업","유가공업","0","000","5",
"128","축산가공업","07_22_05_P","6530000","653000000420240015","2024-11-07","","01","영업/정상","0000","정상","","","","","07082503737","3182.81","","강원특별자치도 춘천시 퇴계동  860번지 4호","강원특별자치도 춘천시 퇴계농공로 118 (퇴계동)","","(주)베베쿡","2024-11-07 15:38:19","I","2024-11-09 00:12:08","식육가공업","265035.065252227","482597.730738469","축산물가공업","식육가공업","0","L00","77",
"129","축산가공업","07_22_05_P","6530000","653000000420240011","2024-07-05","","01","영업/정상","0000","정상","","","","","0334391000","257.5","","강원특별자치도 홍천군 두촌면 괘석리 130번지 0호","강원특별자치도 홍천군 두촌면 광석로 858-12","","세이지우드 홍천 산양목장","2024-07-05 10:21:49","I","2024-07-07 00:14:31","유가공업","","","축산물가공업","유가공업","0","L00","3",
"130","축산가공업","07_22_05_P","6530000","653000000420240009","2024-06-12","","01","영업/정상","0000","정상","","","","","","265.08","","강원특별자치도 춘천시 퇴계동  1274번지 0호","강원특별자치도 춘천시 퇴계공단2길 40 (퇴계동)","","주식회사 성문식품","2024-06-12 13:18:36","I","2024-06-14 00:14:14","식육가공업","","","축산물가공업","식육가공업","0","L00","7",
"131","축산가공업","07_22_05_P","6530000","653000000420240010","2024-06-12","","01","영업/정상","0000","정상","","","","","07041516591","1870.08","","강원특별자치도 춘천시 동산면 봉명리 1107번지 3호","강원특별자치도 춘천시 동산면 원무동길 108-25","","마마스 주식회사","2024-06-12 13:20:34","I","2024-06-14 00:14:14","식육가공업","","","축산물가공업","식육가공업","0","L00","26",
"132","축산가공업","07_22_05_P","6530000","653000000420240012","2024-07-24","","01","영업/정상","0000","정상","","","","","","58.75","","강원특별자치도 춘천시 동내면 거두리 978번지 7호","강원특별자치도 춘천시 동내면 거두택지길4번길 35","","(주)소담송하 F&B","2024-07-24 12:11:15","I","2024-07-26 00:14:27","식육가공업","266312.282155193","483434.340976848","축산물가공업","식육가공업","0","L00","2",
"133","축산가공업","07_22_05_P","6530000","653000000420240007","2024-05-13","","01","영업/정상","0000","정상","","","","","0337423327","299.27","","강원특별자치도 원주시 문막읍 궁촌리 2022번지 0호","강원특별자치도 원주시 문막읍 서들길 2, 나동","","원일디엠피 주식회사","2024-05-13 10:40:08","I","2024-05-15 00:14:39","식육가공업","273783.368835079","418557.707634739","축산물가공업","식육가공업","0","L00","5",
"134","축산가공업","07_22_05_P","6530000","653000000420240005","2024-04-11","","01","영업/정상","0000","정상","","","","","","413.2","","강원특별자치도 속초시 대포동  945번지 4호","강원특별자치도 속초시 농공단지1길 41 (대포동)","","주식회사 엠메이크잇자연푸드","2024-04-11 10:04:28","I","2024-04-13 00:15:07","식육가공업","339907.633763456","520056.309475073","축산물가공업","식육가공업","0","L00","5",
"135","축산가공업","07_22_05_P","6530000","653000000420240003","2024-03-08","","01","영업/정상","0000","정상","","","","","","92.3","","강원특별자치도 춘천시 동면 만천리 589번지 7호","강원특별자치도 춘천시 동면 만천로 76","","유일하계","2025-04-15 14:19:30","U","2025-04-17 02:40:00","식육가공업","267272.763780588","486637.488707729","축산물가공업","식육가공업","0","000","2",
"136","축산가공업","07_22_05_P","6530000","653000000420240004","2024-03-08","","01","영업/정상","0000","정상","","","","","0334341522","780.24","","강원특별자치도 홍천군 북방면 하화계리 2번지 3호","강원특별자치도 홍천군 북방면 중화계로 38","","주식회사 우진식품","2024-03-08 15:32:35","I","2024-03-10 00:15:35","식육가공업","276481.134145352","466127.274170124","축산물가공업","식육가공업","0","L00","13",
"137","축산가공업","07_22_05_P","6530000","653000000420240002","2024-03-06","","01","영업/정상","0000","정상","","","","","0332428817","109.31","","강원특별자치도 춘천시 후평동  558번지 1호 하이테크타워 313호","강원특별자치도 춘천시 후석로420번길 7, 하이테크타워 313호 (후평동)","","주식회사 바오로식품","2024-03-06 10:13:41","I","2024-03-08 00:15:56","식육가공업","265474.842593179","487512.552718902","축산물가공업","식육가공업","0","L00","4",
"138","축산가공업","07_22_05_P","6530000","653000000420250008","2025-09-05","","01","영업/정상","0000","정상","","","","","0337477790","271.25","","강원특별자치도 원주시 부론면 흥호리 96번지 1호","강원특별자치도 원주시 부론면 두둑말길 18","","로로에프엔비(주)","2025-09-05 15:01:28","I","2025-09-07 00:20:02","유가공업","268098.352694977","416060.937953614","축산물가공업","유가공업","0","L00","9",
"139","축산가공업","07_22_05_P","6530000","653000000420250006","2025-06-30","","01","영업/정상","0000","정상","","","","","0332553761","410","","강원특별자치도 춘천시 동면 감정리 501번지 0호","강원특별자치도 춘천시 동면 구룡당길 46-4","","주식회사 태범프레시","2025-10-30 12:53:55","U","2025-11-01 02:40:00","식육가공업","269297.802693219","488957.65395666","축산물가공업","식육가공업","0","L00","10",
"140","축산가공업","07_22_05_P","6530000","653000000420250004","2025-05-12","","01","영업/정상","0000","정상","","","","","0332551152","140.85","","강원특별자치도 춘천시 효자동  590번지 12호","강원특별자치도 춘천시 닥나무길 15 (효자동)","","주식회사 모닝이츠","2025-05-12 13:49:41","I","2025-05-14 00:20:35","식육가공업","263781.516255857","485435.534766059","축산물가공업","식육가공업","0","L00","0",
"141","축산가공업","07_22_05_P","6530000","653000000420250003","2025-05-08","","01","영업/정상","0000","정상","","","","","","543.69","","강원특별자치도 영월군 영월읍 팔괴리 1245번지 0호","강원특별자치도 영월군 영월읍 팔괴1농공단지길 33-7","","농업회사법인 주식회사 케이팜","2025-05-08 17:29:59","I","2025-05-10 00:20:31","식육가공업","330240.546564859","406868.691583746","축산물가공업","식육가공업","0","L00","0",
"142","축산가공업","07_22_05_P","6530000","653000000420250007","2025-07-14","","01","영업/정상","0000","정상","","","","","0332540026","155.25","","강원특별자치도 춘천시 근화동  264번지 18호","강원특별자치도 춘천시 공지로 477, 1층 (근화동)","","여명축산","2025-07-14 08:40:03","I","2025-07-16 00:20:13","식육가공업","262825.180268612","486075.607675909","축산물가공업","식육가공업","0","000","3",
"143","축산가공업","07_22_05_P","6530000","653000000420250005","2025-06-02","","01","영업/정상","0000","정상","","","","","0332448998","184","","강원특별자치도 춘천시 동내면 고은리 314번지 1호","강원특별자치도 춘천시 동내면 고은길 131","","동양축산","2025-06-02 17:39:47","I","2025-06-04 00:20:42","식육가공업","268594.216250254","482091.345929637","축산물가공업","식육가공업","0","000","0",
"144","축산가공업","07_22_05_P","6530000","653000000420230008","2023-12-18","","01","영업/정상","0000","정상","","","","","0333723222","116.74","","강원특별자치도 영월군 무릉도원면 무릉리 1040번지 2호","강원특별자치도 영월군 무릉도원면 무릉길 108-29","","농업회사법인 주식회사 에이치앤디","2024-05-30 18:44:55","U","2024-06-01 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","2",
"145","축산가공업","07_22_05_P","6530000","653000000420230006","2023-11-06","","01","영업/정상","0000","정상","","","","","0332541021","201.2","","강원특별자치도 춘천시 신북읍 산천리 315번지 10호","강원특별자치도 춘천시 신북읍 신북로 343","","주식회사 시우푸드","2024-05-20 14:11:06","U","2024-05-22 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","6",
"146","축산가공업","07_22_05_P","6530000","653000000420250002","2025-01-17","","01","영업/정상","0000","정상","","","","","0333420242","94.73","","강원특별자치도 횡성군 횡성읍 교항리 71번지 17호","강원특별자치도 횡성군 횡성읍 문예로 193","","농업회사법인(주)횡성맑","2025-01-17 15:11:30","I","2025-01-19 00:11:35","식육가공업","","","축산물가공업","식육가공업","0","L00","0",
"147","축산가공업","07_22_05_P","6530000","653000000420240017","2024-11-22","","01","영업/정상","0000","정상","","","","","0333431679","112.66","","강원특별자치도 횡성군 횡성읍 옥동리 58번지 1호","강원특별자치도 횡성군 횡성읍 태기로 640-18","","농업회사법인 주식회사 우유곳간","2024-11-22 08:39:11","I","2024-11-24 00:12:14","유가공업","","","축산물가공업","유가공업","0","L00","0",
"148","축산가공업","07_22_05_P","6530000","653000000420240018","2024-12-30","","01","영업/정상","0000","정상","","","","","0332610588","292.24","","강원특별자치도 춘천시 남산면 행촌리 456번지 1호","강원특별자치도 춘천시 남산면 충효로 398","","백년건강 주식회사","2025-02-25 15:17:53","U","2025-02-27 02:40:00","식육가공업","","","축산물가공업","식육가공업","0","L00","4",
"149","축산가공업","07_22_05_P","6530000","642000000420190004","2019-04-09","","02","휴업","0001","휴업","","2025-07-23","2026-07-22","","07088020419","179.97","","강원특별자치도 철원군 김화읍 도창리 405번지 1호","강원특별자치도 철원군 김화읍 도창로 419","","철원민들레유산양영농조합법인","2025-07-23 10:08:51","U","2025-07-25 02:40:00","유가공업","230886.968989939","529967.398151066","축산물가공업","유가공업","0","L00","1",
"150","축산가공업","07_22_05_P","6530000","642000000420210007","2021-05-11","","02","휴업","0001","휴업","","2024-08-01","2026-07-31","","","39.6","","강원특별자치도 태백시 화전동  60번지 11호","강원특별자치도 태백시 효자1길 27-2 (화전동)","","농업회사법인 백두대간 주식회사","2024-07-24 20:19:04","U","2024-07-26 02:40:00","유가공업","374390.264150825","410674.802882572","축산물가공업","유가공업","0","L00","2",
"151","축산가공업","07_22_05_P","6530000","642000000420210016","2021-10-07","","02","휴업","0001","휴업","","2025-07-15","2026-07-14","","0334360666","126.5","","강원특별자치도 홍천군 남면 화전리 1684번지 0호","강원특별자치도 홍천군 남면 흥성길 107","","주식회사 다원에프앤비","2025-07-15 09:40:39","U","2025-07-17 02:40:00","유가공업","265916.947899991","456870.890715769","축산물가공업","유가공업","0","L00","3",
"152","축산가공업","07_22_05_P","6530000","642000000420090009","2009-05-14","","02","휴업","0001","휴업","","2024-06-24","2027-06-24","","","108.5","200-933","강원특별자치도 춘천시 동면 만천리 255번지 1호","강원특별자치도 춘천시 동면 순환대로 1045","200-933","춘천소양강닭갈비","2024-06-25 10:44:47","U","2024-06-27 02:40:00","식육가공업","268206.121362684","485948.14036041","축산물가공업","식육가공업","0","000","2",
"153","축산가공업","07_22_05_P","6530000","642000000420110017","2011-09-01","","02","휴업","0001","휴업","","2024-12-01","2025-11-30","","","65.5","220-965","강원특별자치도 원주시 단구동  1631번지 13호","강원특별자치도 원주시 토지길 26 (단구동)","220-965","농업회사법인 혜밀 주식회사","2024-12-10 14:42:51","U","2024-12-12 02:40:00","식육가공업","284738.08055794","424899.656697518","축산물가공업","식육가공업","0","L00","4",
"154","축산가공업","07_22_05_P","6530000","642000000420180005","2018-03-28","","02","휴업","0001","휴업","","2025-02-28","2025-10-31","","","108.7","","강원특별자치도 춘천시 효자동  661번지 11호","강원특별자치도 춘천시 효자문길 26 (효자동)","","춘천닭갈비생산자 영농조합법인","2025-02-28 10:00:30","U","2025-03-02 02:40:00","식육가공업","264462.606802644","485857.410622419","축산물가공업","식육가공업","0","L00","1",
"155","축산가공업","07_22_05_P","6530000","642000000420180009","2018-05-08","","02","휴업","0001","휴업","","2024-03-15","2026-03-15","","0333437393","421.2","","강원특별자치도 횡성군 횡성읍 묵계리 61번지 0호","강원특별자치도 횡성군 횡성읍 청용길 35, 1동 2층","","횡성하동식품","2024-03-15 10:48:49","U","2024-03-17 02:40:00","식육가공업","286746.330201525","441500.410303809","축산물가공업","식육가공업","0","000","6",
"156","축산가공업","07_22_05_P","6530000","642000000420180015","2018-09-07","","02","휴업","0001","휴업","","2021-05-15","2027-05-15","","0337618084","164","","강원특별자치도 원주시 신림면 금창리 332번지 0호","강원특별자치도 원주시 신림면 치악로 355","","팜인(Farm 人)","2024-05-14 10:41:26","U","2024-05-16 02:40:00","유가공업","293338.578204136","417042.732234056","축산물가공업","유가공업","0","000","1",
"157","축산가공업","07_22_05_P","6530000","642000000420200010","2020-03-20","","02","휴업","0001","휴업","","2021-07-01","2024-12-31","","0336333525","31.6","","강원특별자치도 속초시 조양동  1039번지 1호","강원특별자치도 속초시 동해대로 4018 (조양동)","","예스닭강정","2024-02-26 16:51:23","U","2024-02-28 02:40:00","식육가공업","339692.930340288","521993.897947295","축산물가공업","식육가공업","0","000","3",
"158","축산가공업","07_22_05_P","6530000","642000000420200011","2020-03-26","","02","휴업","0001","휴업","","2022-06-15","","","07077106622","14546.9","","강원특별자치도 횡성군 우천면 상하가리 541번지 0호 동원시스템즈횡성공장","강원특별자치도 횡성군 우천면 우천산업단지로 75-13, 동원시스템즈횡성공장","","동원시스템즈 횡성공장","2022-12-30 11:17:28","I","2023-06-13 00:00:00","유가공업","293627.126992825","443355.930767678","축산물가공업","유가공업","0","L00","58",
"159","축산가공업","07_22_05_P","6530000","642000000420100008","2010-04-28","","02","휴업","0001","휴업","","2023-12-13","2025-12-31","","0336732233","331.56","","강원특별자치도 양양군 서면 서림리 130번지 2호","강원특별자치도 양양군 서면 구룡령로 2110-42","215-811","해담마을영농조합법인","2023-12-19 10:24:55","U","2023-12-21 02:40:00","식육가공업","334421.249969584","499100.836257187","축산물가공업","식육가공업","0","L00","4",
"160","축산가공업","07_22_05_P","6530000","642000000420230001","2023-01-10","","02","휴업","0001","휴업","","2025-09-15","2026-09-15","","0332516333","300","","강원특별자치도 춘천시 후평동  623번지 42호","강원특별자치도 춘천시 후석로462번길 21, 1동 1호(후평동)","","하나에프디 주식회사","2025-09-12 17:09:00","U","2025-09-14 02:40:00","식육가공업","265337.030473427","487891.43582197","축산물가공업","식육가공업","0","L00","7",
"161","축산가공업","07_22_05_P","6530000","642000000420130027","2013-11-04","","02","휴업","0001","휴업","","2025-06-27","2026-12-31","","0337645700","447.17","","강원특별자치도 원주시 귀래면 주포리 493번지 27호","강원특별자치도 원주시 귀래면 용돈길 77","220-852","농업회사법인 나린뜰 주식회사","2025-06-11 16:36:33","U","2025-06-13 02:40:00","알가공업","275290.862693258","407524.391947459","축산물가공업","알가공업","0","L00","1",
"162","축산가공업","07_22_05_P","6530000","642000000420140005","2014-03-04","","02","휴업","0001","휴업","","2024-12-01","2025-06-30","","0332635227","300","","","강원특별자치도 춘천시 후석로462번길 21, 2동 2호 (후평동)","200-957","주식회사 춘천닭갈비","2024-11-28 14:50:56","U","2024-11-30 02:40:00","식육가공업","265337.030473427","487891.43582197","축산물가공업","식육가공업","0","L00","6",
"163","축산가공업","07_22_05_P","6530000","653000000420240001","2024-01-25","","02","휴업","0001","휴업","","2025-02-19","2026-02-18","","07041147000","1036.01","","강원특별자치도 양양군 손양면 송현리 627번지 6호","강원특별자치도 양양군 손양면 연어길 1-40","","웰메이드웰니스","2025-02-19 14:57:10","U","2025-02-21 02:40:00","식육가공업","343711.908629517","510032.121103597","축산물가공업","식육가공업","0","L00","18",
"164","축산가공업","07_22_05_P","6530000","653000000420230007","2023-12-13","","02","휴업","0001","휴업","","2025-10-30","2026-12-30","","0332577117","72.41","","강원특별자치도 춘천시 동면 만천리 137번지 6호","강원특별자치도 춘천시 동면 금베이길 61-16, 1층","","한울푸드","2025-10-30 17:16:05","U","2025-11-01 02:40:00","식육가공업","268980.558067634","486301.039711573","축산물가공업","식육가공업","0","000","2",
"165","축산가공업","07_22_05_P","6530000","653000000420230002","2023-07-18","","03","폐업","0002","폐업","2024-01-26","","","","","45.15","","강원특별자치도 영월군 주천면 주천리 1255번지 4호","강원특별자치도 영월군 주천면 주천로 92","","홍이갈비","2024-01-29 11:54:27","U","2024-01-31 02:40:00","식육가공업","312457.546827317","419545.348449741","축산물가공업","식육가공업","0","000","2",
"166","축산가공업","07_22_05_P","6530000","642000000420120022","2012-07-16","","03","폐업","0002","폐업","2024-11-18","","","","","120.36","","강원특별자치도 횡성군 횡성읍 읍하리 486번지 4호","강원특별자치도 횡성군 문화체육로 17","225-808","횡성승민닭오리공판장","2024-11-12 18:04:23","U","2024-11-14 02:40:00","식육가공업","286984.713498076","444182.89656307","축산물가공업","식육가공업","0","000","2",
