"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업종구분명","설계감리업종류명","소속국가명","실질자본금",
"72","전력기술감리업체","09_28_12_P","6530000","201864200008600003","2018-08-13","","01","영업/정상","1","인허가","","","","","0316718816","","25246","강원특별자치도 횡성군 우천면 하대리 403번지","강원특별자치도 횡성군 우천면 하대2길 1","25246","(주)대한전기기술단","2025-09-08 10:55:47","U","2025-09-10 02:40:00","","295002.371988498","440095.951811552","감리업","종합감리업","","200000000",
"73","전력기술감리업체","09_28_12_P","6530000","201864200008600004","2018-08-28","","01","영업/정상","1","인허가","","","","","0332615055","","24387","강원특별자치도 춘천시 석사동 664번지","강원특별자치도 춘천시 후석로 44, 3층(석사동)","24387","주식회사 동서엔지니어링","2023-02-22 14:50:56","I","2023-06-13 00:00:00","","265225.168616533","484221.188490755","감리업","종합감리업","","350000000",
"74","전력기술감리업체","09_28_12_P","6530000","201364200008600005","2013-10-28","","01","영업/정상","1","인허가","","","","","0316718816","","25227","강원특별자치도 횡성군 횡성읍 읍상리 616-2 302호","강원특별자치도 횡성군 횡성읍 읍마남로25번길 14-9, 302호","25227","주식회사 도현전력기술단","2022-06-24 13:30:42","I","2023-06-13 00:00:00","","287768.576169224","443500.455411725","감리업","종합감리업","","0",
"75","전력기술감리업체","09_28_12_P","6530000","201864200008600005","2018-11-08","","01","영업/정상","1","인허가","","","","","0337418000","","26452","강원특별자치도 원주시 단구동 92-7","강원특별자치도 원주시 단구초교길 17 (단구동)","26452","(주)미래기술단","2018-11-08 11:01:29","I","2023-06-13 00:00:00","","285484.408473496","424920.677814291","감리업","전문감리업","","800000000",
"76","전력기술감리업체","09_28_12_P","6530000","201964200008600001","2019-01-15","","01","영업/정상","1","인허가","","","","","07050666360","","24632","강원특별자치도 인제군 인제읍 상동리 347-2","강원특별자치도 인제군 인제읍 인제로188번길 4, 2층","24632","(주)고려엔지니어링","2025-09-08 16:51:59","U","2025-09-10 02:40:00","","302735.359724817","507932.764721681","감리업","전문감리업","","300000000",
"77","전력기술감리업체","09_28_12_P","6530000","201964200008600003","2019-01-18","","01","영업/정상","1","인허가","","","","","0336511277","","25478","강원특별자치도 강릉시 포남동 1077-11","강원특별자치도 강릉시 보래미길 31 (포남동)","25478","주식회사 다보기술단","2019-01-18 09:35:50","I","2023-06-13 00:00:00","","368147.038669189","476184.776758945","감리업","전문감리업","대한민국","50000000",
"78","전력기술감리업체","09_28_12_P","6530000","202164200008600005","2021-05-04","","01","영업/정상","1","인허가","","","","","0335722220","","25920","강원특별자치도 삼척시 남양동 326-4 KB국민은행","강원특별자치도 삼척시 척주로 20, KB국민은행 3층 (남양동)","25920","주식회사 성안이엔씨","2024-03-06 16:38:00","U","2024-03-08 02:40:00","","391623.633502107","440170.317590525","감리업","전문감리업","","200000000",
"79","전력기술감리업체","09_28_12_P","6530000","202164200008600006","2021-06-10","","01","영업/정상","1","인허가","","","","","0336512128","","25567","강원특별자치도 강릉시 포남동 1293-2 청송아파트 상가동 302,303호","강원특별자치도 강릉시 하평2길 6, 청송아파트 상가동 302,303호 (포남동)","25567","주식회사 이엘이엔지","2021-11-01 13:39:43","I","2023-06-13 00:00:00","","368520.022146793","476017.703927829","감리업","종합감리업","","50000000",
"80","전력기술감리업체","09_28_12_P","6530000","202164200008600007","2021-07-14","","01","영업/정상","1","인허가","","","","","0336427172","","25549","강원특별자치도 강릉시 옥천동 369-4","강원특별자치도 강릉시 경강로 2193, 2층(옥천동)","25549","주식회사 윤이엔지","2021-07-14 17:49:46","I","2023-06-13 00:00:00","","367731.116868349","474864.747099951","감리업","전문감리업","","50000000",
"81","전력기술감리업체","09_28_12_P","6530000","202164200008600008","2021-08-09","","01","영업/정상","1","인허가","","","","","0333428506","","25234","강원특별자치도 횡성군 횡성읍 읍하리 415-1 2층 1호","강원특별자치도 횡성군 횡성읍 앞들서로 1, 2층 1호","25234","(주)대성종합엔지니어링","2021-08-09 13:31:30","I","2023-06-13 00:00:00","","287030.051802142","443279.872114574","감리업","전문감리업","","200000000",
"82","전력기술감리업체","09_28_12_P","6530000","202164200008600009","2021-10-06","","01","영업/정상","1","인허가","","","","","0338004008","","24729","강원특별자치도 고성군 간성읍 하리 21-15 이화슈퍼","강원특별자치도 고성군 간성읍 간성로 69-1, 이화슈퍼 2층","24729","주식회사 한국엔지니어링","2025-09-08 16:50:37","U","2025-09-10 02:40:00","","328136.647455502","542816.424728519","감리업","전문감리업","","200000000",
"83","전력기술감리업체","09_28_12_P","6530000","202164200008600011","2021-12-22","","01","영업/정상","1","인허가","","","","","07077086066","","24758","강원특별자치도 고성군 토성면 청간리 44-11","강원특별자치도 고성군 토성면 아야진해변길 12","24758","주식회사 에스씨전력기술","2022-03-31 15:51:51","I","2023-06-13 00:00:00","","336072.929856062","530531.561392803","감리업","전문감리업","","50000000",
"84","전력기술감리업체","09_28_12_P","6530000","202264200008600001","2022-02-07","","01","영업/정상","1","인허가","","","","","0336512010","","25480","강원특별자치도 강릉시 포남동 1228-1","강원특별자치도 강릉시 보래미하길 81, 2층(포남동)","25480","보성테크 주식회사","2022-02-07 15:46:10","I","2023-06-13 00:00:00","","368557.944613059","476558.941525803","감리업","전문감리업","","0",
"85","전력기술감리업체","09_28_12_P","6530000","202264200008600003","2022-05-23","","01","영업/정상","1","인허가","","","","","0332449105","","25512","강원특별자치도 강릉시 교동 1875-2","강원특별자치도 강릉시 교동광장로100번길 17-3, 301호 (교동)","25512","주식회사 지케이엔지니어링건축사사무소","2025-09-10 09:18:06","U","2025-09-12 02:40:00","","365203.220988727","475417.863520365","감리업","전문감리업","","50000000",
"86","전력기술감리업체","09_28_12_P","6530000","202264200008600004","2022-07-05","","01","영업/정상","1","인허가","","","","","0335338771","","25921","강원특별자치도 삼척시 남양동 24-4 건풍타운 201호","강원특별자치도 삼척시 척주로 9-24, 건풍타운 201호(남양동)","25921","지호이엔씨 주식회사","2022-10-04 11:31:40","I","2023-06-13 00:00:00","","391525.128039105","440236.441320173","감리업","전문감리업","","50000000",
"87","전력기술감리업체","09_28_12_P","6530000","202264200008600005","2022-07-15","","01","영업/정상","1","인허가","","","","","0332576360","","24370","강원특별자치도 춘천시 퇴계동 369-9 1629호","강원특별자치도 춘천시 남춘로 17, 1629호(퇴계동)","24370","주식회사 승이엔지","2022-07-15 16:20:12","I","2023-06-13 00:00:00","","264164.138221018","484758.925824151","감리업","전문감리업","","50000000",
"88","전력기술감리업체","09_28_12_P","6530000","202264200008600006","2022-09-23","","01","영업/정상","1","인허가","","","","","0337331997","","26460","강원특별자치도 원주시 반곡동 1860-5 506호","강원특별자치도 원주시 혁신로 19, 5층 506호(반곡동)","26460","주식회사 진화기술개발","2022-09-23 15:19:30","I","2023-06-13 00:00:00","","286530.401496353","425229.266366716","감리업","전문감리업","","50000000",
"89","전력기술감리업체","09_28_12_P","6530000","202264200008600007","2022-09-26","","01","영업/정상","1","인허가","","","","","0333332600","","25375","강원특별자치도 평창군 평창읍 중리 301-1","강원특별자치도 평창군 평창읍 백오로 178, 1층","25375","주식회사 오대엔지니어링","2022-09-26 14:18:25","I","2023-06-13 00:00:00","","323950.170382932","430401.142033495","감리업","전문감리업","","0",
"90","전력기술감리업체","09_28_12_P","6530000","202264200008600008","2022-09-30","","01","영업/정상","1","인허가","","","","","0336512128","","26023","강원특별자치도 태백시 황지동 215-7 2층","강원특별자치도 태백시 고원로 55 (황지동)","26023","주식회사 태백이엔지","2025-09-17 16:39:55","U","2025-09-19 02:40:00","","376523.073192718","408332.421012738","감리업","전문감리업","","50000000",
"91","전력기술감리업체","09_28_12_P","6530000","200964200008600005","2009-01-30","","01","영업/정상","1","인허가","","","","","","","24411","강원특별자치도 춘천시 신동면 팔미리 194-1","강원특별자치도 춘천시 신동면 모오리길 62","24411","주식회사 고려이엔씨","2025-09-08 11:01:33","U","2025-09-10 02:40:00","","261893.814056943","480433.805813828","감리업","종합감리업","","100000000",
"92","전력기술감리업체","09_28_12_P","6530000","202264200008600009","2022-11-16","","01","영업/정상","1","인허가","","","","","","","25503","강원특별자치도 강릉시 교동 162-195 3호","강원특별자치도 강릉시 임영로 198, 1층 3호(교동)","25503","강이엔지","2022-11-16 17:40:22","I","2023-06-13 00:00:00","","366669.450586933","474599.254533125","감리업","전문감리업","","50000000",
"93","전력기술감리업체","09_28_12_P","6530000","202364200008600001","2023-01-18","","01","영업/정상","1","인허가","","","","","0336559290","","25599","강원특별자치도 강릉시 회산동 226-13 103호","강원특별자치도 강릉시 관솔길 22-9, 103호(회산동)","25599","주식회사 제이엠엔지니어링","2023-01-18 14:54:06","I","2023-06-13 00:00:00","","364684.260225377","472383.398724495","감리업","전문감리업","","200000000",
"94","전력기술감리업체","09_28_12_P","6530000","202364200008600002","2023-01-27","","01","영업/정상","1","인허가","","","","","0332648049","","24388","강원특별자치도 춘천시 석사동 679-1","강원특별자치도 춘천시 후석로66번길 25, 2층(석사동)","24388","주식회사 화인건설이엔씨","2024-10-30 15:58:44","U","2024-11-01 02:40:00","","265523.522575749","484234.002559846","감리업","전문감리업","","200000000",
"95","전력기술감리업체","09_28_12_P","6530000","202465300008600005","2024-09-02","","01","영업/정상","1","인허가","","","","","0337428770","","26322","강원특별자치도 원주시 태장동 산 96-24","강원특별자치도 원주시 치악로 2239-14, 2층 (태장동)","26322","주식회사 유비이엔텍","2024-09-02 14:21:03","I","2024-09-04 00:13:26","","","","감리업","전문감리업","","50000000",
"96","전력기술감리업체","09_28_12_P","6530000","202465300008600006","2024-09-04","","01","영업/정상","1","인허가","","","","","0332514797","","24455","강원특별자치도 춘천시 퇴계동 529-34","강원특별자치도 춘천시 안마산로 112-5 (퇴계동)","24455","효창엔지니어링 주식회사","2024-09-04 14:09:02","I","2024-09-06 00:13:31","","263857.723744556","483663.849506182","감리업","전문감리업","","50000000",
"97","전력기술감리업체","09_28_12_P","6530000","202465300008600007","2024-09-09","","01","영업/정상","1","인허가","","","","","0337330540","","26302","강원특별자치도 원주시 호저면 광격리 739번지","강원특별자치도 원주시 호저면 영산길 51-28, 304호","26302","주식회사 세라엔지니어링","2024-09-09 16:25:25","I","2024-09-11 00:12:58","","282962.753618733","439208.67921537","감리업","전문감리업","","50000000",
"98","전력기술감리업체","09_28_12_P","6530000","202465300008600008","2024-09-09","","01","영업/정상","1","인허가","","","","","0332519701","","24370","강원특별자치도 춘천시 퇴계동 343-64","강원특별자치도 춘천시 퇴계로77번길 14, 202호 (퇴계동)","24370","주식회사 디엠이엔씨","2024-09-25 15:25:05","U","2024-09-27 02:40:00","","264193.072027596","484839.539377084","감리업","전문감리업","","0",
"99","전력기술감리업체","09_28_12_P","6530000","202465300008600009","2024-10-30","","01","영업/정상","1","인허가","","","","","0338132777","","26464","강원특별자치도 원주시 반곡동 1913-12 강원혁신지식산업센터","강원특별자치도 원주시 세계로 9, 강원혁신지식산업센터 402,403호 (반곡동)","26464","주식회사 에이원","2024-10-30 15:42:01","I","2024-11-01 00:12:59","","287584.773088221","425231.004067759","감리업","전문감리업","","50000000",
"100","전력기술감리업체","09_28_12_P","6530000","202465300008600004","2024-06-07","","01","영업/정상","1","인허가","","","","","0336512780","","25480","강원특별자치도 강릉시 포남동 1059-9","강원특별자치도 강릉시 보래미하길 59 (포남동)","25480","주식회사 강일엔지니어링","2024-06-07 17:36:44","I","2024-06-09 00:14:18","","368432.822959854","476389.757090361","감리업","전문감리업","","50000000",
"101","전력기술감리업체","09_28_12_P","6530000","202465300008600002","2024-03-04","","01","영업/정상","1","인허가","","","","","0336725507","","25023","강원특별자치도 양양군 양양읍 성내리 2-3","강원특별자치도 양양군 양양읍 군청길 12","25023","주식회사 현산엔지니어링","2024-03-04 14:56:25","I","2024-03-06 00:15:38","","342081.385538848","509314.630754196","감리업","전문감리업","","50000000",
"102","전력기술감리업체","09_28_12_P","6530000","202465300008600003","2024-03-05","","01","영업/정상","1","인허가","","","","","","","24211","강원특별자치도 춘천시 동면 지내리 133-17","강원특별자치도 춘천시 동면 가산로 35","24211","이티에스 이엔지","2024-03-05 16:24:52","I","2024-03-07 00:16:07","","268660.226518239","489691.870419477","감리업","전문감리업","","0",
"103","전력기술감리업체","09_28_12_P","6530000","202565300008600009","2025-04-23","","01","영업/정상","1","인허가","","","","","07044778503","","24360","강원특별자치도 춘천시 근화동 267-9","강원특별자치도 춘천시 공지로 453, 1동 11층 1116호 (근화동)","24360","동경전기 주식회사","2025-08-21 13:47:05","I","2025-08-23 00:20:01","","263022.957987012","485933.734077054","감리업","전문감리업","","11664000",
"104","전력기술감리업체","09_28_12_P","6530000","202565300008600010","2025-09-10","","01","영업/정상","1","인허가","","","","","0334329697","","25138","강원특별자치도 홍천군 홍천읍 진리 96-13","강원특별자치도 홍천군 홍천읍 신장대로 110, 101호","25138","(주)하람엔지니어링","2025-09-10 09:20:58","I","2025-09-12 00:20:11","","278297.286691623","465765.064338205","감리업","전문감리업","","51000000",
"105","전력기술감리업체","09_28_12_P","6530000","202565300008600011","2025-09-10","","01","영업/정상","1","인허가","","","","","0334348171","","25123","강원특별자치도 홍천군 홍천읍 희망리 100-2","강원특별자치도 홍천군 홍천읍 석화로 94","25123","(주)국일건설엔지니어링","2025-09-10 09:21:44","I","2025-09-12 00:20:11","","278307.847163762","466330.461001579","감리업","전문감리업","","300000000",
"106","전력기술감리업체","09_28_12_P","6530000","202565300008600007","2025-06-10","","01","영업/정상","1","인허가","","","","","0333459939","","25223","강원특별자치도 횡성군 횡성읍 북천리 115-56","강원특별자치도 횡성군 횡성읍 화성로 34, 2층","25223","주식회사 제이에스엔지니어링 건축사사무소","2025-06-10 14:12:00","I","2025-06-12 00:20:02","","287467.453545258","443941.235264624","감리업","전문감리업","","50000000",
"107","전력기술감리업체","09_28_12_P","6530000","202565300008600008","2025-06-11","","01","영업/정상","1","인허가","","","","","","","26021","강원특별자치도 태백시 황지동 95-19 KT태백지점","강원특별자치도 태백시 황지로 38, KT태백지점 3층 (황지동)","26021","주식회사 더줌이엔지","2025-06-11 11:22:41","I","2025-06-13 00:20:02","","376814.142944819","408567.495950426","감리업","전문감리업","","50000000",
"108","전력기술감리업체","09_28_12_P","6530000","202565300008600004","2025-04-03","","01","영업/정상","1","인허가","","","","","0336822319","","24764","강원특별자치도 고성군 토성면 봉포리 258-7","강원특별자치도 고성군 토성면 봉포4길 20, 201호","24764","세범엔지니어링 주식회사","2025-04-03 14:36:48","I","2025-04-05 00:10:22","","336625.353465885","528912.603704939","감리업","전문감리업","","350000000",
"109","전력기술감리업체","09_28_12_P","6530000","202565300008600005","2025-04-18","","01","영업/정상","1","인허가","","","","","0337644922","","26393","강원특별자치도 원주시 무실동 1822-1","강원특별자치도 원주시 시청로 160-1, 303호 (무실동)","26393","주식회사 수인이앤씨","2025-04-18 09:21:50","I","2025-04-20 00:10:19","","282659.50914439","425930.884233817","감리업","전문감리업","","0",
"110","전력기술감리업체","09_28_12_P","6530000","202565300008600006","2025-04-23","","01","영업/정상","1","인허가","","","","","","","26472","강원특별자치도 원주시 관설동 1743-17","강원특별자치도 원주시 관설안길 3-17, 102호 (관설동)","26472","주식회사 성안이엔지","2025-04-23 10:52:20","I","2025-04-25 00:10:02","","285255.402005201","424460.070595367","감리업","전문감리업","","0",
"111","전력기술감리업체","09_28_12_P","6530000","202365300008600005","2023-11-14","","01","영업/정상","1","인허가","","","","","0337447678","","26454","강원특별자치도 원주시 행구동 1779-20","강원특별자치도 원주시 동부순환로 325, 2층 (행구동)","26454","주식회사 이강이앤씨","2023-11-14 18:08:34","I","2023-11-16 00:17:12","","286343.86690718","427403.071486498","감리업","전문감리업","","50000000",
"112","전력기술감리업체","09_28_12_P","6530000","202565300008600003","2025-02-03","","01","영업/정상","1","인허가","","","","","0336824472","","24736","강원특별자치도 고성군 간성읍 신안리 246-4 모닝글로리","강원특별자치도 고성군 간성읍 간성로 39, 모닝글로리 202호","24736","반석설계기술단 주식회사","2025-02-03 12:22:47","I","2025-02-05 00:10:55","","328434.865243497","542778.093241845","감리업","전문감리업","","0",
"113","전력기술감리업체","09_28_12_P","6530000","202565300008600002","2025-01-24","","01","영업/정상","1","인허가","","","","","0336728816","","25013","강원특별자치도 양양군 양양읍 정손리 54-3","강원특별자치도 양양군 양양읍 정손길 75-2","25013","주식회사 동현엔지니어링","2025-01-24 12:17:40","I","2025-01-26 00:11:32","","","","감리업","전문감리업","","0",
"114","전력기술감리업체","09_28_12_P","6530000","202064200008600006","2020-08-13","","02","휴업","2","휴업","","2023-12-07","","","0337637333","","26348","강원특별자치도 원주시 호저면 만종리 1081-1","강원특별자치도 원주시 호저면 운동들1길 21-3","26348","금강이엔씨","2023-12-07 15:05:28","U","2023-12-09 02:40:00","","279440.67234248","428531.288561294","감리업","전문감리업","","0",
"115","전력기술감리업체","09_28_12_P","6530000","202365300008600001","2023-07-19","","03","폐업","3","폐업","2024-04-15","","","","0337477673","","26472","강원특별자치도 원주시 관설동 1721-4 202호","강원특별자치도 원주시 단관길 199, 2층 202호 (관설동)","26472","주식회사 한빛엔지니어링","2024-04-15 08:59:03","U","2024-04-17 02:40:00","","285270.600476483","424286.74429575","감리업","전문감리업","","50000000",
"116","전력기술감리업체","09_28_12_P","6530000","200664200008600005","2006-06-05","","03","폐업","3","폐업","2013-06-17","","","","0336351515","","217-810","강원특별자치도 속초시 동명동 466번지 57호","강원특별자치도 속초시 중앙로 184-3 (동명동)","217-810","(주)삼원엔지니어링","2013-12-19 14:14:07","I","2023-06-13 00:00:00","","339456.131423419","523870.445906561","감리업","전문감리업","대한민국","0",
"117","전력기술감리업체","09_28_12_P","6530000","202364200008600008","2023-04-04","","03","폐업","3","폐업","2025-08-26","","","","0332535355","","24267","강원특별자치도 춘천시 소양로2가 1번지 소양로현대아파트 101동 1105호","강원특별자치도 춘천시 모수물길 60, 101동 1105호 (소양로2가, 소양로현대아파트)","24267","주식회사 현광이앤씨","2025-08-26 17:05:59","U","2025-08-28 02:40:00","","263896.122997652","487632.740458328","감리업","전문감리업","","50000000",
"118","전력기술감리업체","09_28_12_P","6530000","200064200008600001","2000-02-01","","03","폐업","3","폐업","2021-07-30","","","","0336456440","","25567","강원특별자치도 강릉시 포남동 1293-2 청송아파트제상가동3층 302,303호","강원특별자치도 강릉시 하평2길 6, 청송아파트제상가동3층 302,303호 (포남동)","25567","대현설계감리사무소","2021-07-30 16:45:43","I","2023-06-13 00:00:00","","368520.022146793","476017.703927829","감리업","종합감리업","대한민국","0",
"119","전력기술감리업체","09_28_12_P","6530000","200064200008600002","2000-06-22","","03","폐업","3","폐업","2016-06-23","","","","0336421771","","","","강원특별자치도 강릉시 남구길 21-1 (포남동)","210-955","삼엔지니어링","2016-06-28 14:30:56","I","2023-06-13 00:00:00","","367819.408211632","475297.811848016","감리업","전문감리업","대한민국","0",
"120","전력기술감리업체","09_28_12_P","6530000","201164200008600001","2011-03-08","","03","폐업","3","폐업","2011-12-08","","","","0332505515","","200-835","강원특별자치도 춘천시 서면 신매리  36번지 8호","강원특별자치도 춘천시 서면 신샘밭로 49","","(주)테마디자인그룹","2011-12-08 10:00:16","I","2023-06-13 00:00:00","","262903.793084669","491286.41457003","감리업","종합감리업","","1475000060",
"121","전력기술감리업체","09_28_12_P","6530000","201164200008600005","2011-12-05","","03","폐업","3","폐업","2013-01-03","","","","0332565938","","200-852","강원특별자치도 춘천시 동면 만천리 148번지","강원특별자치도 춘천시 동면 금베이길 100","200-852","(주)대성그랜드","2013-01-03 11:26:21","I","2023-06-13 00:00:00","","269343.750632059","486307.346935433","감리업","전문감리업","","264877840",
"122","전력기술감리업체","09_28_12_P","6530000","201264200008600001","2012-10-19","","03","폐업","3","폐업","2014-07-29","","","","0317778600","","","","강원특별자치도 강릉시 수리골길 67 (교동)","210-922","(주)삼주이앤텍","2014-07-25 09:50:43","I","2023-06-13 00:00:00","","367053.458303678","476510.397600118","감리업","전문감리업","","50000000",
"123","전력기술감리업체","09_28_12_P","6530000","201364200008600003","2013-05-02","","03","폐업","3","폐업","2015-03-17","","","","0332565938","","","","강원특별자치도 춘천시 동면 금베이길 100","200-852","(주)대성그랜드","2015-03-17 14:03:06","I","2023-06-13 00:00:00","","269343.750632059","486307.346935433","감리업","전문감리업","","0",
"124","전력기술감리업체","09_28_12_P","6530000","201964200008600005","2019-05-16","","03","폐업","3","폐업","2020-01-20","","","","0334526586","","24031","강원특별자치도 철원군 갈말읍 문혜리 910-27","강원특별자치도 철원군 갈말읍 두루미로 139-1","24031","주식회사 태원","2020-01-22 11:09:05","I","2023-06-13 00:00:00","","227750.514018105","520586.157314825","감리업","전문감리업","","50000000",
"125","전력기술감리업체","09_28_12_P","6530000","202064200008600001","2020-02-14","","03","폐업","3","폐업","2020-06-30","","","","0334369005","","25126","강원특별자치도 홍천군 홍천읍 태학리 126-3","강원특별자치도 홍천군 홍천읍 홍천로 633","25126","한결엔지니어링","2020-07-02 11:35:38","I","2023-06-13 00:00:00","","279885.533131829","467446.285863184","감리업","전문감리업","","50000000",
"126","전력기술감리업체","09_28_12_P","6530000","202064200008600002","2020-02-24","","03","폐업","3","폐업","2025-10-16","","","","0338068060","","25918","강원특별자치도 삼척시 원당동 184-1","강원특별자치도 삼척시 원당로 7-16 (원당동)","25918","주식회사 한백엔지니어링","2025-10-16 17:49:32","U","2025-10-18 02:40:00","","390616.134234061","439741.758027806","감리업","전문감리업","","0",
"127","전력기술감리업체","09_28_12_P","6530000","201364200008600004","2013-12-12","","03","폐업","3","폐업","2021-04-05","","","","0332524509","","","","강원특별자치도 춘천시 동광길 6 (후평동)","24296","브이텍","2021-04-05 16:19:40","I","2023-06-13 00:00:00","","266234.215956113","487569.547727906","감리업","전문감리업","","0",
"128","전력기술감리업체","09_28_12_P","6530000","200564200008600005","2005-11-21","","03","폐업","3","폐업","2011-10-04","","","","0332630489","","200-934","강원특별자치도 춘천시 석사동 421번지 1호","강원특별자치도 춘천시 공지로 178 (석사동)","200-934","광장","2013-12-19 13:47:40","I","2023-06-13 00:00:00","","265406.386596906","484552.628667499","감리업","전문감리업","대한민국","0",
"129","전력기술감리업체","09_28_12_P","6530000","200064200008600003","2000-07-27","","03","폐업","3","폐업","2010-11-12","","","","0332553254","","200-070","강원특별자치도 춘천시 조양동  6-41","","","(주)시.공종합건축사사무소","2010-11-12 15:44:09","I","2023-06-13 00:00:00","","","","감리업","전문감리업","대한민국","0",
"130","전력기술감리업체","09_28_12_P","6530000","200164200008600001","2001-02-28","","03","폐업","3","폐업","2007-12-14","","","","0332639936","","200-180","강원특별자치도 춘천시 석사동  760-6","","","삼성새전기","2009-08-13 09:57:01","I","2023-06-13 00:00:00","","","","감리업","전문감리업","대한민국","0",
"131","전력기술감리업체","09_28_12_P","6530000","200164200008600002","2001-07-19","","03","폐업","3","폐업","","","","","0337444267","","","","강원특별자치도 원주시 관설안길 3-18 (관설동)","220-934","(주)도우엔지니어즈","2022-08-03 13:21:40","I","2023-06-13 00:00:00","","285236.346383166","424445.866334661","감리업","전문감리업","대한민국","0",
"132","전력기술감리업체","09_28_12_P","6530000","200564200008600002","2005-05-17","","03","폐업","3","폐업","","","","","0336437841","","","","강원특별자치도 강릉시 남구길30번길 16-1 (포남동)","210-955","동양전기통신기술","2015-09-01 12:57:25","I","2023-06-13 00:00:00","","367892.369862881","475477.287652162","감리업","전문감리업","대한민국","0",
"133","전력기술감리업체","09_28_12_P","6530000","200964200008600003","2009-08-20","","03","폐업","3","폐업","2017-07-10","","","","0336384585","","","강원특별자치도 속초시 대포동 산 53번지 41호","강원특별자치도 속초시 농공단지2길 14 (대포동)","24899","(주)금강엔지니어링","2017-07-10 18:46:11","I","2023-06-13 00:00:00","","339985.718720489","520388.505472476","감리업","전문감리업","","200000000",
"134","전력기술감리업체","09_28_12_P","6530000","200664200008600003","2006-01-20","","03","폐업","3","폐업","2008-04-17","","","","0332554347","","200-162","강원특별자치도 춘천시 후평2동  798-9번지","","","동양기술단","2008-05-14 15:58:33","I","2023-06-13 00:00:00","","","","감리업","전문감리업","대한민국","0",
"135","전력기술감리업체","09_28_12_P","6530000","200864200008600001","2008-02-13","","03","폐업","3","폐업","2012-12-27","","","","0332524509","","200-944","강원특별자치도 춘천시 퇴계동   861번지 2호 2층","강원특별자치도 춘천시 퇴계공단1길 56-11 (퇴계동,2층)","","주식회사 엘피스","2012-12-27 13:50:44","I","2023-06-13 00:00:00","","264997.304827709","482681.928725344","감리업","전문감리업","대한민국","50000000",
"136","전력기술감리업체","09_28_12_P","6530000","201664200008600002","2016-03-22","","03","폐업","3","폐업","2024-07-03","","","","0339105477","","","강원특별자치도 양구군 양구읍 정림리 2번지 1호","강원특별자치도 양구군 양구읍 양구새싹로 22","24542","우리ENG","2024-07-03 17:03:16","U","2024-07-05 02:40:00","","286580.564870003","511484.710942989","감리업","전문감리업","","50000000",
"137","전력기술감리업체","09_28_12_P","6530000","202164200008600004","2021-03-23","","03","폐업","3","폐업","2023-03-27","","","","","","24842","강원특별자치도 속초시 교동 627-291 나동 203호","강원특별자치도 속초시 번영로43번길 22, 나동 203호 (교동)","24842","(주)우람이앤씨","2023-03-27 15:53:13","I","2023-06-13 00:00:00","","338450.033458243","523727.233605853","감리업","전문감리업","","100000000",
"138","전력기술감리업체","09_28_12_P","6530000","202164200008600010","2021-11-09","","03","폐업","3","폐업","2023-01-09","","","","0336514582","","24765","강원특별자치도 고성군 토성면 봉포리 381번지 105동 207호","강원특별자치도 고성군 토성면 광포1길 7, 105동 207호","24765","주식회사 백촌이엔지","2023-01-09 17:43:15","I","2023-06-13 00:00:00","","336958.427900624","528399.701228777","감리업","전문감리업","","50000000",
"139","전력기술감리업체","09_28_12_P","6530000","202264200008600002","2022-03-02","","03","폐업","3","폐업","2022-07-05","","","","0336523525","","25477","강원특별자치도 강릉시 포남동 1090-17","강원특별자치도 강릉시 가작로 275, 3층(포남동)","25477","석주엔지니어링","2022-07-05 15:49:02","I","2023-06-13 00:00:00","","367804.200328505","475953.093958432","감리업","전문감리업","","58682000",
"140","전력기술감리업체","09_28_12_P","6530000","202465300008600001","2024-01-25","","03","폐업","3","폐업","2025-08-06","","","","0334348171","","25123","강원특별자치도 홍천군 홍천읍 희망리 100-2","강원특별자치도 홍천군 홍천읍 석화로 94","25123","주식회사 국일건설엔지니어링","2025-08-08 08:57:39","U","2025-08-10 02:40:00","","278307.847163762","466330.461001579","감리업","전문감리업","","0",
"141","전력기술감리업체","09_28_12_P","6530000","202565300008600001","2025-01-02","","03","폐업","3","폐업","2025-06-02","","","","0337356301","","26412","강원특별자치도 원주시 학성동 1019-5","강원특별자치도 원주시 원문로 59, 2층 201호 (학성동)","26412","주식회사 에스디포","2025-06-09 13:14:08","U","2025-06-12 02:40:00","","283148.784568029","428719.211508311","감리업","전문감리업","","0",
"142","전력기술감리업체","09_28_12_P","6530000","200964200008600002","2009-05-19","","04","취소/말소/만료/정지/중지","6","합병말소","","","","","0432728859","","219-811","강원특별자치도 고성군 현내면 대진1리  315번지","강원특별자치도 고성군 현내면 대진8길 9-9","","(주)지성파워","2022-07-28 13:01:24","I","2023-06-13 00:00:00","","323928.365358821","556456.739226319","감리업","종합감리업","대한민국","100000000",
