"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"106","사료제조업","02_04_05_P","6530000","642000050220150014","2015-04-15","","01","영업/정상","0000","정상","","","","","0336364020","","","강원특별자치도 속초시 대포동  932번지 4호","강원특별자치도 속초시 농공단지길 106 (대포동)","","초이골드푸드(ChoiGoldFood)","2021-08-12 09:03:40","I","2023-06-13 00:00:00","사료제조업(단미)","339784.214875077","520305.22953175","사료제조업","","0","000","0",
"107","사료제조업","02_04_05_P","6530000","642000050220150016","2015-05-18","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 거두단지1길 39","24398","(주)애드바이오텍","2015-07-02 15:03:43","I","2023-06-13 00:00:00","사료제조업(단미)","268610.125364766","485398.610453281","사료제조업","","0","000","0",
"108","사료제조업","02_04_05_P","6530000","642000050220150017","2015-05-18","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 거두단지1길 39","24398","(주)애드바이오텍","2015-07-02 15:04:18","I","2023-06-13 00:00:00","사료제조업(보조)","268610.125364766","485398.610453281","사료제조업","","0","000","0",
"109","사료제조업","02_04_05_P","6530000","642000050220150018","2015-05-18","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 거두단지1길 39","24398","(주)애드바이오텍","2015-07-02 15:04:48","I","2023-06-13 00:00:00","사료제조업(보조)","268610.125364766","485398.610453281","사료제조업","","0","000","0",
"110","사료제조업","02_04_05_P","6530000","642000050220220019","2022-03-31","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지 0호","강원특별자치도 춘천시 동내면 거두단지1길 39","24398","(주)애드바이오텍","2022-03-31 09:38:32","I","2023-06-13 00:00:00","사료제조업(보조)","268610.125364766","485398.610453281","사료제조업","","0","000","0",
"111","사료제조업","02_04_05_P","6530000","642000050220220020","2022-04-21","","01","영업/정상","0000","정상","","","","","0334354962","0","","강원특별자치도 홍천군 홍천읍 상오안리 688번지 1호","강원특별자치도 홍천군 홍천읍 농공단지길 23-16","","(주)비피도","2024-11-26 17:09:40","U","2024-11-28 02:40:00","사료제조업(배합)","272951.644379974","461691.147958264","사료제조업","","0","000","0",
"112","사료제조업","02_04_05_P","6530000","642000050220220021","2022-05-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 소양로2가  172번지 1호 신동아아파트 지하동 42호","강원특별자치도 춘천시 서부대성로 12, 지하동 42호(소양로2가, 신동아아파트)","","시니어펫","2023-07-24 15:48:58","U","2023-07-26 02:40:00","사료제조업(단미)","263675.833817836","487157.336209289","사료제조업","","0","000","0",
"113","사료제조업","02_04_05_P","6530000","642000050220220022","2022-05-12","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동  1586번지 0호 속초자이 2동 2205호","강원특별자치도 속초시 조양로 181, (조양동, 속초 자이)","","베스티멍","2024-01-19 14:26:01","U","2024-01-21 02:40:00","사료제조업(단미)","338337.386321023","521612.667476349","사료제조업","","0","000","0",
"114","사료제조업","02_04_05_P","6530000","642000050220220024","2022-05-18","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 퇴계동  888번지 5호","강원특별자치도 춘천시 공원4길 7(퇴계동)","24441","퍼피젤리","2022-05-18 10:30:25","I","2023-06-13 00:00:00","사료제조업(단미)","263738.162845492","484508.73968074","사료제조업","","0","000","0",
"115","사료제조업","02_04_05_P","6530000","642000050220220025","2022-05-24","","01","영업/정상","0000","정상","","","","","0337428941","","","강원특별자치도 원주시 우산동  333번지 3호","강원특별자치도 원주시 우산로 170(우산동)","26336","주식회사 금강사료","2022-05-24 08:34:32","I","2023-06-13 00:00:00","사료제조업(배합)","283109.703982423","430891.705554071","사료제조업","","0","000","0",
"116","사료제조업","02_04_05_P","6530000","642000050220210040","2021-06-01","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 철원군 철원읍 월하리 91번지 28호","강원특별자치도 철원군 철원읍 금학로 686","24001","월하미곡처리장","2021-06-01 15:55:50","I","2023-06-13 00:00:00","사료제조업(단미)","218583.513428444","527235.465987775","사료제조업","","0","000","0",
"117","사료제조업","02_04_05_P","6530000","642000050220220027","2022-06-07","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 삼척시 근덕면 매원리 475번지 0호","강원특별자치도 삼척시 근덕면 궁촌5길 155-108","25937","최정언산양목장","2022-06-07 13:12:57","I","2023-06-13 00:00:00","사료제조업(단미)","401877.118265091","424278.079903306","사료제조업","","0","000","0",
"118","사료제조업","02_04_05_P","6530000","642000050220220029","2022-06-23","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 동면 장학리 425번지 3호","강원특별자치도 춘천시 동면 소양강로 398","24210","지에스농장","2022-06-23 13:25:55","I","2023-06-13 00:00:00","사료제조업(단미)","266298.99677321","490961.76056182","사료제조업","","0","000","0",
"119","사료제조업","02_04_05_P","6530000","642000050220220030","2022-06-23","","01","영업/정상","0000","정상","","","","","0332586400","","","강원특별자치도 춘천시 후평동  198번지 60호","강원특별자치도 춘천시 소양강로 56(후평동)","24232","(주)에코비즈넷","2022-06-23 13:26:29","I","2023-06-13 00:00:00","사료제조업(보조)","265531.579503655","488113.88506095","사료제조업","","0","000","0",
"120","사료제조업","02_04_05_P","6530000","642000050220220031","2022-06-27","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 신동면 증리 880번지 13호","강원특별자치도 춘천시 신동면 실레길 38","24412","바이오아쿠아피드팩토리","2022-06-27 10:30:35","I","2023-06-13 00:00:00","사료제조업(보조)","263372.170278612","479846.406403619","사료제조업","","0","000","0",
"121","사료제조업","02_04_05_P","6530000","642000050220220032","2022-07-08","","01","영업/정상","0000","정상","","","","","0332428203","","","강원특별자치도 춘천시 동내면 거두리 417번지 12호","강원특별자치도 춘천시 동내면 순환대로 990-1","","(주)아름푸드","2022-07-08 18:02:50","I","2023-06-13 00:00:00","사료제조업(단미)","268377.028674752","485365.030320215","사료제조업","","0","000","0",
"122","사료제조업","02_04_05_P","6530000","642000050220220033","2022-07-19","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 삼마치리 879번지 0호","강원특별자치도 홍천군 홍천읍 독골길 15","","늘솔길","2022-07-19 17:30:05","I","2023-06-13 00:00:00","사료제조업(단미)","276398.610599915","456676.406353194","사료제조업","","0","000","0",
"123","사료제조업","02_04_05_P","6530000","642000050220220034","2022-08-01","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 36번지 5호","강원특별자치도 홍천군 홍천읍 닭바위2길 58, 101호","25129","몽쉘몽봉","2022-08-01 17:47:48","I","2023-06-13 00:00:00","사료제조업(단미)","279667.828994225","466412.18395342","사료제조업","","0","000","0",
"124","사료제조업","02_04_05_P","6530000","642000050220220035","2022-08-01","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 갈마곡리 36번지 5호","강원특별자치도 홍천군 홍천읍 닭바위2길 58, 101호","","몽쉘몽봉","2022-08-01 17:49:24","I","2023-06-13 00:00:00","사료제조업(단미)","279667.828994225","466412.18395342","사료제조업","","0","000","0",
"125","사료제조업","02_04_05_P","6530000","642000050220220036","2022-08-17","","01","영업/정상","0000","정상","","","","","0336352351","0","","강원특별자치도 속초시 대포동  932번지 0호","강원특별자치도 속초시 농공단지길 118(대포동)","","(주)청호씨푸드","2023-05-22 15:05:15","I","2023-06-13 00:00:00","사료제조업(배합)","339768.608068942","520393.684230785","사료제조업","","0","000","0",
"126","사료제조업","02_04_05_P","6530000","642000050220220037","2022-08-17","","01","영업/정상","0000","정상","","","","","0336352351","0","","강원특별자치도 속초시 대포동  932번지 0호","강원특별자치도 속초시 농공단지길 118(대포동)","","(주)청호씨푸드","2023-05-22 15:05:01","I","2023-06-13 00:00:00","사료제조업(단미)","339768.608068942","520393.684230785","사료제조업","","0","000","0",
"127","사료제조업","02_04_05_P","6530000","642000050220220038","2022-08-31","","01","영업/정상","0000","정상","","","","","0333441841","","","강원특별자치도 횡성군 우천면 오원리 814번지 0호","강원특별자치도 횡성군 우천면 전재로130번길 29-8","25250","(주)뉴트리케어","2022-08-31 16:32:49","I","2023-06-13 00:00:00","사료제조업(보조)","295931.600091226","438139.840581364","사료제조업","","0","000","0",
"128","사료제조업","02_04_05_P","6530000","642000050220220039","2022-09-15","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 인제군 북면 원통리 793번지 8호","강원특별자치도 인제군 북면 원통로128번길 25","","농업회사법인 린디미방(주)","2022-11-04 15:21:25","I","2023-06-13 00:00:00","사료제조업(단미)","","","사료제조업","","0","000","0",
"129","사료제조업","02_04_05_P","6530000","642000050220100008","2010-04-28","","01","영업/정상","0000","정상","","","","","","","225-874","강원특별자치도 횡성군 공근면 학담리 775번지 (영서로 150)","강원특별자치도 횡성군 공근면 영서로 150 ((영서로 150))","25208","횡성군농업기술센터","2015-07-08 15:44:36","I","2023-06-13 00:00:00","사료제조업(보조)","284906.194363119","447805.99552118","사료제조업","","0","O00","0",
"130","사료제조업","02_04_05_P","6530000","642000050220100010","2010-05-17","","01","영업/정상","0000","정상","","","","","0332412831","0","","강원특별자치도 춘천시 후평동  623번지 42호 4동 5호","강원특별자치도 춘천시 후석로462번길 21, 4동 5호 (후평동)","24232","(주)에스티알바이오텍","2025-09-30 15:16:30","U","2025-10-02 02:40:00","사료제조업(보조)","265337.030473427","487891.43582197","사료제조업","","0","000","0",
"131","사료제조업","02_04_05_P","6530000","642000050220100011","2010-06-14","","01","영업/정상","0000","정상","","","","","0337332020","","","강원특별자치도 원주시 문막읍 대둔리 31번지","강원특별자치도 원주시 문막읍 원문로 2636","","성진한아름산업(주)","2015-08-31 15:05:23","I","2023-06-13 00:00:00","사료제조업(수입)","268308.518531994","419496.797676892","사료제조업","","0","L00","0",
"132","사료제조업","02_04_05_P","6530000","642000050220100012","2010-06-25","","01","영업/정상","0000","정상","","","","","","0","250-803","강원특별자치도 홍천군 홍천읍 장전평리 365번지 10호","강원특별자치도 홍천군 홍천읍 영서로 1927","25119","(주)용성바이오","2015-07-14 09:57:27","I","2023-06-13 00:00:00","사료제조업(보조)","278502.614653558","460932.719469295","사료제조업","","0","L00","0",
"133","사료제조업","02_04_05_P","6530000","642000050220100013","2010-06-25","","01","영업/정상","0000","정상","","","","","","0","250-803","강원특별자치도 홍천군 홍천읍 장전평리 365번지 10호","강원특별자치도 홍천군 홍천읍 영서로 1927","25119","(주)용성바이오","2015-07-14 09:56:14","I","2023-06-13 00:00:00","사료제조업(단미)","278502.614653558","460932.719469295","사료제조업","","0","L00","0",
"134","사료제조업","02_04_05_P","6530000","642000050220100014","2010-07-01","","01","영업/정상","0000","정상","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리 15번지 2호","강원특별자치도 강릉시 강동면 임곡로 316-8","25627","현대특수사료(주)","2013-12-20 09:11:43","I","2023-06-13 00:00:00","사료제조업(수입)","375113.784889346","469054.52074079","사료제조업","","0","000","0",
"135","사료제조업","02_04_05_P","6530000","642000050220100015","2010-08-20","","01","영업/정상","0000","정상","","","","","0334330037","","","강원특별자치도 홍천군 북방면 북방리 427번지","강원특별자치도 홍천군 북방면 성동로 1125","","홍천사랑말 TMR","2021-01-12 09:53:42","I","2023-06-13 00:00:00","사료제조업(배합)","276273.650363814","476832.470608683","사료제조업","","0","L00","0",
"136","사료제조업","02_04_05_P","6530000","642000050220100016","2010-09-10","","01","영업/정상","0000","정상","","","","","0334304222","0","","강원특별자치도 홍천군 홍천읍 결운리 468번지","강원특별자치도 홍천군 홍천읍 홍천로 677","","홍천군농업기술센터","2022-11-02 17:38:33","I","2023-06-13 00:00:00","사료제조업(보조)","280226.239486459","467800.939479263","사료제조업","","0","000","0",
"137","사료제조업","02_04_05_P","6530000","642000050220100017","2010-11-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 흥업면 사제리 1343번지 201호","강원특별자치도 원주시 원문로 904, 2층 201호","","아우젠코리아","2017-12-21 11:00:57","I","2023-06-13 00:00:00","사료제조업(보조)","278169.735709563","427087.87850029","사료제조업","","0","000","0",
"138","사료제조업","02_04_05_P","6530000","642000050220170008","2017-04-12","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 북방면 역전평리 188번지 1호","강원특별자치도 홍천군 북방면 팔봉산로 2154-18","25111","창대사료","2017-04-12 16:07:39","I","2023-06-13 00:00:00","사료제조업(단미)","269289.315497028","469912.196105588","사료제조업","","0","000","0",
"139","사료제조업","02_04_05_P","6530000","642000050220170009","2017-05-12","","01","영업/정상","0000","정상","","","","","0336462738","0","","강원특별자치도 강릉시 대전동  915번지 6호","강원특별자치도 강릉시 과학단지로 24-19 (대전동)","","주식회사 웰빙엘에스","2018-04-12 13:37:29","I","2023-06-13 00:00:00","사료제조업(보조)","363116.877226929","478731.184256158","사료제조업","","0","000","0",
"140","사료제조업","02_04_05_P","6530000","642000050220170011","2017-06-16","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 석사동  695번지 5호","강원특별자치도 춘천시 벌말길 106 (석사동)","24383","럽망고","2017-06-16 14:23:46","I","2023-06-13 00:00:00","사료제조업(단미)","265080.338685397","484643.959899768","사료제조업","","0","000","0",
"141","사료제조업","02_04_05_P","6530000","642000050220170012","2017-06-16","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 석사동  695번지 5호","강원특별자치도 춘천시 벌말길 106 (석사동)","24383","럽망고","2017-06-16 14:27:26","I","2023-06-13 00:00:00","사료제조업(단미)","265080.338685397","484643.959899768","사료제조업","","0","000","0",
"142","사료제조업","02_04_05_P","6530000","642000050220110003","2011-08-18","","01","영업/정상","0000","정상","","","","","0332614907","","200-883","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 동내면 거두단지1길 39","24398","(주)애드바이오텍","2015-07-02 15:02:23","I","2023-06-13 00:00:00","사료제조업(보조)","268610.125364766","485398.610453281","사료제조업","","0","L00","0",
"143","사료제조업","02_04_05_P","6530000","642000050220110005","2011-11-16","","01","영업/정상","0000","정상","","","","","","","215-801","강원특별자치도 양양군 양양읍 조산리 585번지 1호","강원특별자치도 양양군 양양읍 서원길 96","25014","SY하나로유통","2015-06-18 15:41:33","I","2023-06-13 00:00:00","사료제조업(단미)","342434.155796141","513238.84223948","사료제조업","","0","000","0",
"144","사료제조업","02_04_05_P","6530000","642000050220110006","2011-12-13","","01","영업/정상","0000","정상","","","","","0335357272","0","","강원특별자치도 동해시 구호동  247번지 동해자유무역지역 중공업동 2층","강원특별자치도 동해시 공단1로 177, 2층 (구호동,동해자유무역지역중공업동2층)","","삼경MSM","2020-06-25 14:38:58","I","2023-06-13 00:00:00","사료제조업(보조)","390383.088494513","444244.968160992","사료제조업","","0","000","0",
"145","사료제조업","02_04_05_P","6530000","642000050220110007","2011-12-21","","01","영업/정상","0000","정상","","","","","0333438930","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 9번지 9호","강원특별자치도 횡성군 횡성읍 청용1길 33","25241","(주)신성 오앤에프","2011-12-21 10:33:58","I","2023-06-13 00:00:00","사료제조업(수입)","287042.123162991","441645.458720642","사료제조업","","0","L00","0",
"146","사료제조업","02_04_05_P","6530000","642000050220110008","2011-12-21","","01","영업/정상","0000","정상","","","","","0333438930","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 9번지 9호","강원특별자치도 횡성군 횡성읍 청용1길 33","25241","(주)신성 오앤에프","2015-07-02 15:41:41","I","2023-06-13 00:00:00","사료제조업(단미)","287042.123162991","441645.458720642","사료제조업","","0","L00","0",
"147","사료제조업","02_04_05_P","6530000","642000050220110009","2011-12-21","","01","영업/정상","0000","정상","","","","","0333438930","0","","강원특별자치도 횡성군 횡성읍 묵계리 9번지 9호","강원특별자치도 횡성군 횡성읍 청용1길 33","","(주)신성 오앤에프","2024-12-10 09:45:40","U","2024-12-12 02:40:00","사료제조업(단미)","287042.123162991","441645.458720642","사료제조업","","0","L00","0",
"148","사료제조업","02_04_05_P","6530000","642000050220110010","2011-12-21","","01","영업/정상","0000","정상","","","","","0333438930","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 9번지 9호","강원특별자치도 횡성군 횡성읍 청용1길 33","25241","(주)신성 오앤에프","2015-06-18 17:57:07","I","2023-06-13 00:00:00","사료제조업(단미)","287042.123162991","441645.458720642","사료제조업","","0","L00","0",
"149","사료제조업","02_04_05_P","6530000","642000050220210044","2021-06-16","","01","영업/정상","0000","정상","","","","","0336715811","0","","강원특별자치도 양양군 강현면 침교리 80번지 3호","강원특별자치도 양양군 강현면 안골로 368","","강현농업협동조합","2023-11-28 09:13:55","U","2023-11-30 02:40:00","사료제조업(단미)","339430.213706152","513709.652803153","사료제조업","","0","000","0",
"150","사료제조업","02_04_05_P","6530000","642000050220210045","2021-06-21","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 홍천군 홍천읍 상오안리 612번지 2호","강원특별자치도 홍천군 홍천읍 양지말길 11","25117","농업회사법인(주) 바농","2021-06-21 19:41:55","I","2023-06-13 00:00:00","사료제조업(단미)","273174.160157799","462173.621601451","사료제조업","","0","000","0",
"151","사료제조업","02_04_05_P","6530000","642000050220210047","2021-06-21","","01","영업/정상","0000","정상","","","","","0334559012","","","강원특별자치도 철원군 철원읍 대마리 226번지 13호","강원특별자치도 철원군 철원읍 묘장로 392","24000","농업회사법인 철원미곡(주)","2021-06-21 19:42:38","I","2023-06-13 00:00:00","사료제조업(단미)","213951.703903293","528924.960232037","사료제조업","","0","000","0",
"152","사료제조업","02_04_05_P","6530000","642000050220210048","2021-06-24","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 521번지 9호","강원특별자치도 강릉시 주문진읍 공시내길 42","25421","태성물산","2021-06-24 11:07:44","I","2023-06-13 00:00:00","사료제조업(단미)","359728.633132002","487224.365509535","사료제조업","","0","000","0",
"153","사료제조업","02_04_05_P","6530000","642000050220210049","2021-06-29","","01","영업/정상","0000","정상","","","","","0333432887","","","강원특별자치도 횡성군 횡성읍 읍상리 195번지 34호","강원특별자치도 횡성군 횡성읍 횡성로 352","","농업회사법인 횡성농산 주식회사","2021-06-29 16:57:36","I","2023-06-13 00:00:00","사료제조업(단미)","286940.023130866","442929.805982542","사료제조업","","0","000","0",
"154","사료제조업","02_04_05_P","6530000","642000050220110012","2011-12-26","","01","영업/정상","0000","정상","","","","","0335732211","","245-140","강원특별자치도 삼척시 정하동  41번지 7호","강원특별자치도 삼척시 이사부길 18 (정하동)","25925","동남수산","2015-06-18 14:26:05","I","2023-06-13 00:00:00","사료제조업(단미)","393919.118998873","439655.658247814","사료제조업","","0","000","0",
"155","사료제조업","02_04_05_P","6530000","642000050220110013","2011-12-26","","01","영업/정상","0000","정상","","","","","0335732211","","245-140","강원특별자치도 삼척시 정하동  41번지 7호","강원특별자치도 삼척시 이사부길 18 (정하동)","25925","동남수산","2015-06-18 14:27:55","I","2023-06-13 00:00:00","사료제조업(단미)","393919.118998873","439655.658247814","사료제조업","","0","000","0",
"156","사료제조업","02_04_05_P","6530000","642000050220130009","2013-11-29","","01","영업/정상","0000","정상","","","","","0336723061","","","강원특별자치도 양양군 양양읍 청곡리 106번지","강원특별자치도 양양군 양양읍 청곡길 68-10","25017","청곡사료","2015-07-07 14:07:00","I","2023-06-13 00:00:00","사료제조업(단미)","342569.707363771","510939.295593465","사료제조업","","0","000","0",
"157","사료제조업","02_04_05_P","6530000","642000050220130010","2013-12-02","","01","영업/정상","0000","정상","","","","","0334339911","0","","강원특별자치도 홍천군 북방면 화동리 117번지 1호","강원특별자치도 홍천군 북방면 성동로 162-12","","파란마을영농조합법인","2021-10-07 10:02:30","I","2023-06-13 00:00:00","사료제조업(단미)","275955.86573128","468920.441012416","사료제조업","","0","L00","0",
"158","사료제조업","02_04_05_P","6530000","642000050220130011","2013-12-11","","01","영업/정상","0000","정상","","","","","0335732211","","","강원특별자치도 삼척시 근덕면 동막리 950번지 1호","강원특별자치도 삼척시 근덕면 본동길 21-132","25936","동남바이오","2015-07-02 11:33:37","I","2023-06-13 00:00:00","사료제조업(수입)","397670.330597914","428572.841619648","사료제조업","","0","000","0",
"159","사료제조업","02_04_05_P","6530000","642000050220140001","2014-01-07","","01","영업/정상","0000","정상","","","","","0336429635","0","","강원특별자치도 강릉시 대전동  916번지 3호","강원특별자치도 강릉시 과학단지로 24-20 (대전동)","","(주)바이오피이드","2024-08-26 17:01:42","U","2024-08-28 02:40:00","사료제조업(단미)","363170.302881958","478582.818720932","사료제조업","","0","000","0",
"160","사료제조업","02_04_05_P","6530000","642000050220140004","2014-03-12","","01","영업/정상","0000","정상","","","","","0334613980","0","","강원특별자치도 인제군 북면 원통리 1708번지 1호","강원특별자치도 인제군 북면 원통로74번길 10-41","24621","제이나인바이오 영농조합법인","2018-04-19 08:55:16","I","2023-06-13 00:00:00","사료제조업(보조)","305368.232596298","513363.732335475","사료제조업","","0","L00","0",
"161","사료제조업","02_04_05_P","6530000","642000050220140006","2014-04-14","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 동내면 거두단지1길 39","","(주)애드바이오텍","2021-05-11 13:38:26","I","2023-06-13 00:00:00","사료제조업(수입)","268610.125364766","485398.610453281","사료제조업","","0","L00","0",
"162","사료제조업","02_04_05_P","6530000","642000050220140008","2014-04-21","","01","영업/정상","0000","정상","","","","","0332614907","","","강원특별자치도 춘천시 동내면 거두리 1144번지","강원특별자치도 춘천시 동내면 거두단지1길 39","24398","(주)애드바이오텍","2015-07-02 15:03:08","I","2023-06-13 00:00:00","사료제조업(보조)","268610.125364766","485398.610453281","사료제조업","","0","L00","0",
"163","사료제조업","02_04_05_P","6530000","642000050220140011","2014-06-12","","01","영업/정상","0000","정상","","","","","0332586258","","","강원특별자치도 춘천시 후평동  198번지 53호 301호","강원특별자치도 춘천시 소양강로 32, 301호 (후평동)","24232","(주)메디언스","2014-06-12 13:42:51","I","2023-06-13 00:00:00","사료제조업(수입)","265331.3469315","487999.802568208","사료제조업","","0","L00","0",
"164","사료제조업","02_04_05_P","6530000","642000050220160010","2016-04-28","","01","영업/정상","0000","정상","","","","","07040330244","0","","강원특별자치도 홍천군 홍천읍 연봉리 100번지","강원특별자치도 홍천군 홍천읍 생명과학관길 94","","(주)씨티씨바이오","2025-05-01 10:59:19","U","2025-05-03 02:40:00","사료제조업(보조)","","","사료제조업","","0","000","0",
"165","사료제조업","02_04_05_P","6530000","642000050220160013","2016-05-18","","01","영업/정상","0000","정상","","","","","0336429635","0","","강원특별자치도 강릉시 대전동  916번지 3호","강원특별자치도 강릉시 과학단지로 24-20 (대전동)","","(주)바이오피이드","2024-08-26 17:02:21","U","2024-08-28 02:40:00","사료제조업(단미)","363170.302881958","478582.818720932","사료제조업","","0","000","0",
"166","사료제조업","02_04_05_P","6530000","642000050220120001","2012-03-13","","01","영업/정상","0000","정상","","","","","0335602551","0","","강원특별자치도 정선군 북평면 남평리 412번지 1호","강원특별자치도 정선군 북평면 송석길 146-7","","정선군농업기술센터","2020-12-02 15:48:22","I","2023-06-13 00:00:00","사료제조업(보조)","347290.189996008","437753.676902034","사료제조업","","0","P00","0",
"167","사료제조업","02_04_05_P","6530000","642000050220120002","2012-03-16","","01","영업/정상","0000","정상","","","","","0334504478","0","","강원특별자치도 철원군 동송읍 장흥리 761번지","강원특별자치도 철원군 동송읍 장흥로 311","","철원군농업기술센터","2025-07-23 18:07:42","U","2025-07-25 02:40:00","사료제조업(보조)","221925.909236033","522362.020917402","사료제조업","","0","000","0",
"168","사료제조업","02_04_05_P","6530000","642000050220120003","2012-04-10","","01","영업/정상","0000","정상","","","","","0332586404","0","","강원특별자치도 춘천시 후평동  198번지 60호 바이오프라자 4-1","강원특별자치도 춘천시 소양강로 56, 4층 1호 (후평동,바이오프라자)","","(주)에코비즈넷","2018-04-09 14:24:32","I","2023-06-13 00:00:00","사료제조업(보조)","265531.579503655","488113.88506095","사료제조업","","0","000","0",
"169","사료제조업","02_04_05_P","6530000","642000050220120004","2012-04-17","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 동해시 구미동  509번지 7호 A-4, A-9","강원특별자치도 동해시 오일장길 1, A동 4,9호 (구미동)","25813","로렌이랑 도도네집","2015-07-07 13:23:31","I","2023-06-13 00:00:00","사료제조업(단미)","388079.993171832","444098.281339439","사료제조업","","0","000","0",
"170","사료제조업","02_04_05_P","6530000","642000050220120006","2012-05-09","","01","영업/정상","0000","정상","","","","","0336603134","","","강원특별자치도 강릉시 사천면 미노리 440번지 1호","강원특별자치도 강릉시 사천면 동해대로 3738-17","","강릉시농업기술센터","2015-09-16 10:22:44","I","2023-06-13 00:00:00","사료제조업(보조)","363181.902977081","481152.757872232","사료제조업","","0","O00","0",
"171","사료제조업","02_04_05_P","6530000","642000050220120008","2012-07-31","","01","영업/정상","0000","정상","","","","","0336311419","","","강원특별자치도 고성군 토성면 청간리 210번지 6호","강원특별자치도 고성군 토성면 청간골길 31","24758","세종영어조합법인","2015-07-07 13:40:07","I","2023-06-13 00:00:00","사료제조업(단미)","335695.642406061","530504.941134056","사료제조업","","0","L00","0",
"172","사료제조업","02_04_05_P","6530000","642000050220120009","2012-11-30","","01","영업/정상","0000","정상","","","","","0337493056","0","","강원특별자치도 원주시 우산동  429번지 1호","강원특별자치도 원주시 우산공단길 167 (우산동)","","엠플러스 에프앤씨(주)","2025-05-26 18:13:34","U","2025-05-28 02:40:00","사료제조업(단미)","283111.853661094","431499.173080307","사료제조업","","0","000","0",
"173","사료제조업","02_04_05_P","6530000","642000050220130001","2013-01-24","","01","영업/정상","0000","정상","","","","","0332432983","","","강원특별자치도 춘천시 서면 신매리 566번지 1호","강원특별자치도 춘천시 서면 박사로 1379","24460","서춘천 친환경 영농조합법인","2015-07-07 13:48:54","I","2023-06-13 00:00:00","사료제조업(보조)","261713.83729434","492033.498812312","사료제조업","","0","L00","0",
"174","사료제조업","02_04_05_P","6530000","642000050220130002","2013-05-08","","01","영업/정상","0000","정상","","","","","0332586400","0","","","강원특별자치도 춘천시 소양강로 56 (후평동)","","(주)에코비즈넷","2018-04-09 14:22:31","I","2023-06-13 00:00:00","사료제조업(보조)","265531.579503655","488113.88506095","사료제조업","","0","000","0",
"175","사료제조업","02_04_05_P","6530000","642000050220130003","2013-05-24","","01","영업/정상","0000","정상","","","","","0336702438","","","강원특별자치도 양양군 손양면 송현리 280번지","강원특별자치도 양양군 손양면 동해대로 2558","25041","양양군농업기술센터","2015-07-07 13:49:52","I","2023-06-13 00:00:00","사료제조업(보조)","343346.364493509","509239.669401792","사료제조업","","0","O00","0",
"176","사료제조업","02_04_05_P","6530000","642000050220130004","2013-08-05","","01","영업/정상","0000","정상","","","","","0334354962","0","","강원특별자치도 홍천군 홍천읍 상오안리 688번지 1호","강원특별자치도 홍천군 홍천읍 농공단지길 23-16","","(주)비피도","2024-11-26 17:09:31","U","2024-11-28 02:40:00","사료제조업(보조)","272951.644379974","461691.147958264","사료제조업","","0","000","0",
