"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"70","분뇨수집운반업","09_30_10_P","4201000","420100053199800006","1998-05-18","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","","","210-100","강원특별자치도 강릉시 교동 723-7","","","강일환경","2014-02-26 13:32:22","I","2023-06-13 00:00:00","","366678.684068832","475654.262415356","분뇨등관련영업관리","","","","","0","","0",
"71","분뇨수집운반업","09_30_10_P","4201000","420100053199800009","1998-09-30","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","","","210-100","강원특별자치도 강릉시 교동 1741","강원특별자치도 강릉시 원대로 15  (교동)","","(합)대관령산업","2014-02-26 13:28:34","I","2023-06-13 00:00:00","","365731.027953666","474281.228303643","분뇨등관련영업관리","","","","","0","","0",
"72","분뇨수집운반업","09_30_10_P","4201000","420100053199800013","2006-03-20","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","","","210-270","강원특별자치도 강릉시 두산동 19-5","","","강동환경","2014-03-12 08:35:28","I","2023-06-13 00:00:00","","370389.717569644","475760.349664911","분뇨등관련영업관리","","","","","0","","0",
"73","분뇨수집운반업","09_30_10_P","4211000","421100053197900001","1979-04-03","","01","영업/정상","11","영업","","","","","033 521 7707","","240-200","강원특별자치도 동해시 북평동 204-2 영성산업합자회사","강원특별자치도 동해시 전천로 217-6 (북평동)","25815","영성에코(주)","2024-12-17 13:11:49","U","2024-12-19 02:40:00","폐기물 수집운반업","387053.952760891","444224.389348433","분뇨등관련영업관리","폐기물 수집운반업","","","","0","","0",
"74","분뇨수집운반업","09_30_10_P","4211000","421100053199500004","1995-01-18","","01","영업/정상","11","영업","","","","","033-534-3908","","240-070","강원특별자치도 동해시 대진동 109 호정실업","강원특별자치도 동해시 봉수로 150 (대진동)","25707","호정실업","2025-07-23 19:32:00","U","2025-07-25 02:40:00","","386303.462038716","454806.818633641","분뇨등관련영업관리","","","","","0","","0",
"75","분뇨수집운반업","09_30_10_P","4211000","421100053198300001","1983-07-01","","03","폐업","2","폐업","2019-07-09","","","","5325084","","240-804","강원특별자치도 동해시 발한동 376-4","강원특별자치도 동해시 동해대로 5835 (발한동)","25740","반석실업(주)","2019-07-09 15:15:58","I","2023-06-13 00:00:00","","385492.954297324","452940.557114499","분뇨등관련영업관리","","","","","0","","0",
"76","분뇨수집운반업","09_30_10_P","4211000","421100053199300003","1993-03-08","","03","폐업","2","폐업","2014-03-27","","","","","","240-041","강원특별자치도 동해시 발한동 519-4","강원특별자치도 동해시 동해대로 5685  (발한동)","","(합)도경환경","2014-03-27 15:36:03","I","2023-06-13 00:00:00","","385290.238547891","451546.464955671","분뇨등관련영업관리","","","","","0","","0",
"77","분뇨수집운반업","09_30_10_P","4211000","421100053199500005","2003-01-06","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","0335343908","","","강원특별자치도 동해시 대진동 109 호정실업","강원특별자치도 동해시 봉수로 150, 호정실업 (대진동)","25707","호정실업","2023-11-14 11:16:14","U","2023-11-16 02:40:00","분뇨 처리업","386303.462038716","454806.818633641","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"78","분뇨수집운반업","09_30_10_P","4221000","422100053199700002","2007-03-02","","01","영업/정상","11","영업","","","","","033 5534523","","235-010","강원특별자치도 태백시 황지동 193-16","","","(주)한일기업","2021-07-27 09:29:59","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"79","분뇨수집운반업","09_30_10_P","4221000","422100053199900005","2007-04-12","","01","영업/정상","11","영업","","","","","033 552 8424","","235-100","강원특별자치도 태백시 장성동 6-33 6통4반","강원특별자치도 태백시 태백로 2154  (장성동)","","황지위생사","2021-02-04 10:45:53","I","2023-06-13 00:00:00","","380459.521901514","401260.498629395","분뇨등관련영업관리","","","","","0","","0",
"80","분뇨수집운반업","09_30_10_P","4221000","422100053199700001","2007-04-12","","01","영업/정상","11","영업","","","","","033 5816564","","235-100","강원특별자치도 태백시 장성동 65-12","강원특별자치도 태백시 하장성4길 18 (장성동)","","(합)태백환경공사","2021-10-11 09:18:53","I","2023-06-13 00:00:00","","379662.746523231","401993.08285731","분뇨등관련영업관리","","","","","0","","0",
"81","분뇨수집운반업","09_30_10_P","4231000","423100053000000001","2001-08-23","","01","영업/정상","11","영업","","","","","0336323460","","","강원특별자치도 속초시 조양동 456-3","강원특별자치도 속초시 청대마을길 45, 1동 1호 (조양동)","24868","대청정화(주)","2025-04-14 11:26:25","U","2025-04-16 02:40:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"82","분뇨수집운반업","09_30_10_P","4231000","423100053202400002","2024-01-24","","01","영업/정상","11","영업","","","","","033-632-3460","","","강원특별자치도 속초시 조양동 456-3","강원특별자치도 속초시 청대마을길 45, 1동 1호 (조양동)","24868","주식회사 설악정화","2025-04-25 18:36:46","U","2025-04-27 02:40:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"83","분뇨수집운반업","09_30_10_P","4231000","423100053202400003","2024-01-24","","01","영업/정상","11","영업","","","","","033-632-3460","","","강원특별자치도 속초시 조양동 456-3","강원특별자치도 속초시 청대마을길 45, 1동 1호 (조양동)","24868","주식회사 성진정화","2025-04-14 11:25:22","U","2025-04-16 02:40:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"84","분뇨수집운반업","09_30_10_P","4231000","423100053202400001","2024-01-24","","01","영업/정상","11","영업","","","","","033-632-3460","","","강원특별자치도 속초시 조양동 456-3","강원특별자치도 속초시 청대마을길 45, 1동 1호 (조양동)","24868","주식회사 속초정화","2025-04-14 11:26:24","U","2025-04-16 02:40:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"85","분뇨수집운반업","09_30_10_P","4231000","423100053200800001","2008-12-17","","03","폐업","2","폐업","2023-11-30","","","","0336358738","","217-811","강원특별자치도 속초시 조양동 1288-2","강원특별자치도 속초시 청대로 2  (조양동)","","성진정화공사","2024-01-23 10:36:03","U","2024-01-25 02:40:00","분뇨 처리업","340149.321741889","521321.947563766","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"86","분뇨수집운반업","09_30_10_P","4231000","423100053199600001","1996-07-20","","03","폐업","2","폐업","2023-11-30","","","","632-4114","","217-811","강원특별자치도 속초시 조양동 1288-2","강원특별자치도 속초시 청대로 2  (조양동)","","(합명)설악정화공사","2024-01-23 10:58:06","U","2024-01-25 02:40:00","분뇨 처리업","340149.321741889","521321.947563766","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"87","분뇨수집운반업","09_30_10_P","4231000","423100053200000001","2000-07-19","","03","폐업","2","폐업","2023-11-30","","","","0336377373","","217-811","강원특별자치도 속초시 조양동 1288-2","강원특별자치도 속초시 청대로 2  (조양동)","","강원정화","2024-01-23 10:31:02","U","2024-01-25 02:40:00","분뇨 처리업","340149.321741889","521321.947563766","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"88","분뇨수집운반업","09_30_10_P","4231000","423100053199500001","1995-04-01","","03","폐업","2","폐업","2023-11-30","","","","0336312371","","217-811","강원특별자치도 속초시 조양동 1288-2","강원특별자치도 속초시 청대로 2  (조양동)","","(합명)속초정화공사","2024-01-23 10:55:10","U","2024-01-25 02:40:00","분뇨 처리업","340149.321741889","521321.947563766","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"89","분뇨수집운반업","09_30_10_P","4231000","423100053200100003","2001-05-02","","03","폐업","2","폐업","2023-11-30","","","","0336363767","","217-811","강원특별자치도 속초시 조양동 1288-2","강원특별자치도 속초시 청대로 2  (조양동)","","영북정화공사","2024-01-23 10:47:46","U","2024-01-25 02:40:00","분뇨 처리업","340149.321741889","521321.947563766","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"90","분뇨수집운반업","09_30_10_P","4241000","424100053199900001","1999-04-20","","01","영업/정상","11","영업","","","","","033-574-1515","","","강원특별자치도 삼척시 남양동 160-10","강원특별자치도 삼척시 남산길 21, 1층 (남양동)","25930","신성산업공사","2025-10-22 15:52:33","U","2025-10-24 02:40:00","","391672.226375985","439343.905349461","분뇨등관련영업관리","","","","","0","","0",
"91","분뇨수집운반업","09_30_10_P","4241000","424100053199900006","1999-11-01","","01","영업/정상","11","영업","","","","","033-576-0308","","","강원특별자치도 삼척시 남양동 160-10","강원특별자치도 삼척시 남산길 21 (남양동)","25930","동진환경","2024-04-16 17:53:40","U","2024-04-18 02:40:00","","391672.226375985","439343.905349461","분뇨등관련영업관리","","","","","0","","0",
"92","분뇨수집운반업","09_30_10_P","4241000","424100053199700003","2001-12-11","","01","영업/정상","11","영업","","","","","033-574-2354","","","강원특별자치도 삼척시 남양동 160-10","강원특별자치도 삼척시 남산길 21, 1층 (남양동)","25930","합명회사 도계제일위생","2025-09-02 15:36:40","U","2025-09-04 02:40:00","","391672.226375985","439343.905349461","분뇨등관련영업관리","","","","","0","","0",
"93","분뇨수집운반업","09_30_10_P","4241000","424100053199400001","1994-05-14","","01","영업/정상","11","영업","","","","","033 5738984","","","강원특별자치도 삼척시 남양동 160-10","강원특별자치도 삼척시 남산길 21, 1층 (남양동)","25930","(합명)원덕환경공사","2024-02-15 10:38:29","U","2024-02-17 02:40:00","","391672.226375985","439343.905349461","분뇨등관련영업관리","","","","","0","","0",
"94","분뇨수집운반업","09_30_10_P","4241000","424100053202500001","2025-10-22","","01","영업/정상","11","영업","","","","","033-574-1515","","","강원특별자치도 삼척시 남양동 160-10","강원특별자치도 삼척시 남산길 21, 1층 (남양동)","25930","신성산업공사","2025-10-22 17:19:46","I","2025-10-24 00:20:42","","391672.226375985","439343.905349461","분뇨등관련영업관리","","","","","0","","0",
"95","분뇨수집운반업","09_30_10_P","4241000","424100053199900007","1999-11-11","","03","폐업","2","폐업","2001-02-01","","","","033 5741417","","245-810","강원특별자치도 삼척시 가곡면 동활리 641-7","","","삼척환경용역","2001-02-01 17:13:34","I","2023-06-13 00:00:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"96","분뇨수집운반업","09_30_10_P","4241000","424100053199900008","1999-11-11","","03","폐업","2","폐업","2001-02-01","","","","033 5741417","","245-080","강원특별자치도 삼척시 교동 641-7","","","(합명)삼척환경용역","2001-02-01 17:15:09","I","2023-06-13 00:00:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"97","분뇨수집운반업","09_30_10_P","4241000","424100053199900004","1999-10-04","","03","폐업","2","폐업","2004-02-04","","","","033 5738984","","","강원특별자치도 삼척시 근덕면 교가리 718-1","강원특별자치도 삼척시 근덕면 교가안길 53","25933","(합명)원덕환경공사","2020-12-30 16:16:39","I","2023-06-13 00:00:00","","397001.239757587","433076.473725628","분뇨등관련영업관리","","","","","0","","0",
"98","분뇨수집운반업","09_30_10_P","4241000","424100053199900005","1999-10-04","","03","폐업","2","폐업","2007-11-05","","","","033 5738984","","","강원특별자치도 삼척시 근덕면 교가리 718-1","강원특별자치도 삼척시 근덕면 교가안길 53","25933","(합명)원덕환경공사","2020-12-30 16:39:41","I","2023-06-13 00:00:00","","397001.239757587","433076.473725628","분뇨등관련영업관리","","","","","0","","0",
"99","분뇨수집운반업","09_30_10_P","4251000","425100053199900004","1999-01-13","","01","영업/정상","11","영업","","","","","0334348998","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","한서위생","2025-08-19 15:22:11","U","2025-08-21 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"100","분뇨수집운반업","09_30_10_P","4251000","425100053200000001","2000-09-18","","01","영업/정상","11","영업","","","","","0334348998","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","준명실업","2024-06-03 16:21:44","U","2024-06-05 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"101","분뇨수집운반업","09_30_10_P","4251000","425100053200800001","2008-03-31","","01","영업/정상","11","영업","","","","","0334348998","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","홍천위생공사","2024-09-03 08:58:20","U","2024-09-05 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"102","분뇨수집운반업","09_30_10_P","4251000","425100053199900002","2000-12-08","","01","영업/정상","11","영업","","","","","033-434-8998","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","한솔위생산업","2025-06-17 16:33:28","U","2025-06-19 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"103","분뇨수집운반업","09_30_10_P","4251000","425100053199700002","1997-12-31","","01","영업/정상","11","영업","","","","","033-434-8998","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","영풍실업","2025-07-25 10:20:35","U","2025-07-27 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"104","분뇨수집운반업","09_30_10_P","4251000","425100053199900001","1999-10-18","","03","폐업","2","폐업","2002-05-02","","","","033434 0474","","250-800","강원특별자치도 홍천군 홍천읍 연봉리 473-19","","","강원위생","2001-07-18 10:01:31","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"105","분뇨수집운반업","09_30_10_P","4251000","425100053199900003","2000-12-08","","03","폐업","2","폐업","2008-04-23","","","","","","250-800","강원특별자치도 홍천군 홍천읍 희망리 93-3","","","한솔위생산업","2008-06-26 15:26:35","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"106","분뇨수집운반업","09_30_10_P","4251000","425100053199900005","1999-10-28","","03","폐업","2","폐업","2008-04-23","","","","","","250-809","강원특별자치도 홍천군 홍천읍 희망리 109-7","강원특별자치도 홍천군 홍천읍 석화로 76-11","","홍천위생공사","2008-06-26 15:49:43","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","278186.80565059","466295.338801219","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"107","분뇨수집운반업","09_30_10_P","4251000","425100053199900006","1999-10-28","","03","폐업","2","폐업","2008-04-23","","","","","","250-800","강원특별자치도 홍천군 홍천읍 희망리 311-35","","","홍천위생공사","2008-06-26 15:50:47","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"108","분뇨수집운반업","09_30_10_P","4251000","425100053200000002","2000-09-18","","03","폐업","2","폐업","2008-04-23","","","","","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 주공2차@ 206-405호","","","준명실업","2008-06-26 16:10:26","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"109","분뇨수집운반업","09_30_10_P","4251000","425100053200100001","2001-11-07","","03","폐업","2","폐업","2008-04-23","","","","","","250-809","강원특별자치도 홍천군 홍천읍 희망리 378-5","","","한서위생","2008-06-26 15:41:59","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"110","분뇨수집운반업","09_30_10_P","4251000","425100053199700003","1997-12-31","","03","폐업","2","폐업","2008-04-23","","","","","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 주공@102-301호","","","영풍실업","2008-06-26 14:59:59","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"111","분뇨수집운반업","09_30_10_P","4251000","425100053199700001","1997-03-31","","01","영업/정상","3","재개업","","","","2021-07-22","033-432-1413","","","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","25112","내면위생","2024-03-21 15:57:57","U","2024-03-23 02:40:00","","273528.121853212","467634.083108977","분뇨등관련영업관리","","","","","0","","0",
"112","분뇨수집운반업","09_30_10_P","4261000","426100053201900001","2019-12-23","","01","영업/정상","11","영업","","","","","","","225-800","강원특별자치도 횡성군 횡성읍 조곡리 296","강원특별자치도 횡성군 횡성읍 한우로조곡2길 20-19","","(합)횡성정화조","2019-12-23 13:17:14","I","2023-06-13 00:00:00","","289902.09201426","443395.20388127","분뇨등관련영업관리","","","","","0","","0",
"113","분뇨수집운반업","09_30_10_P","4261000","426100053199500005","1995-05-12","","01","영업/정상","11","영업","","","","","0333432160","","","강원특별자치도 횡성군 횡성읍 영영포리 537-4","강원특별자치도 횡성군 횡성읍 영영포남길 35","25212","(합)선미환경","2024-11-14 09:29:26","U","2024-11-16 02:40:00","","292200.866876811","443454.306384989","분뇨등관련영업관리","","","","","0","","0",
"114","분뇨수집운반업","09_30_10_P","4261000","426100053199500006","1995-12-01","","01","영업/정상","11","영업","","","","","","","225-800","강원특별자치도 횡성군 횡성읍 조곡리 296","강원특별자치도 횡성군 횡성읍 한우로조곡2길 20-19","","(합)횡성정화조","2006-01-25 17:17:31","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","289902.09201426","443395.20388127","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"115","분뇨수집운반업","09_30_10_P","4261000","426100053199900008","1999-06-29","","01","영업/정상","11","영업","","","","","033-343-5888","","","강원특별자치도 횡성군 횡성읍 학곡리 876-1","강원특별자치도 횡성군 횡성읍 경강로 1620","25210","(합)동아위생공사","2025-06-16 10:44:49","U","2025-06-18 02:40:00","","284392.713959808","445201.057797313","분뇨등관련영업관리","","","","","0","","0",
"116","분뇨수집운반업","09_30_10_P","4261000","426100053199500001","1995-05-10","","01","영업/정상","11","영업","","","","","0333432160","","","강원특별자치도 횡성군 횡성읍 영영포리 537-4","강원특별자치도 횡성군 횡성읍 영영포남길 35","25212","(합)선미환경","2024-11-15 08:45:08","U","2024-11-17 02:40:00","","292200.866876811","443454.306384989","분뇨등관련영업관리","","","","","0","","0",
"117","분뇨수집운반업","09_30_10_P","4261000","426100053199900004","1999-06-29","","01","영업/정상","11","영업","","","","","","","225-800","강원특별자치도 횡성군 횡성읍 북천리 115-65","","","(합)동아위생공사","2007-07-02 18:19:13","I","2023-06-13 00:00:00","분뇨 처리업","","","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"118","분뇨수집운반업","09_30_10_P","4261000","426100053202200001","2022-11-16","","01","영업/정상","11","영업","","","","","0333450666","","","강원특별자치도 횡성군 횡성읍 학곡리 881-4","강원특별자치도 횡성군 횡성읍 경강로 1642-6","25210","그린환경","2024-03-27 09:37:27","U","2024-03-29 02:40:00","분뇨 처리업","284498.09322902","445022.562494627","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"119","분뇨수집운반업","09_30_10_P","4261000","426100053202000001","2020-02-26","","01","영업/정상","11","영업","","","","","033-343-2426","","","강원특별자치도 횡성군 횡성읍 읍상리 225-1","강원특별자치도 횡성군 횡성읍 읍상로 1","25231","(합)횡성환경","2022-12-19 11:07:57","I","2023-06-13 00:00:00","","287494.866748494","443124.342533096","분뇨등관련영업관리","","","","","0","","0",
"120","분뇨수집운반업","09_30_10_P","4261000","426100053199500002","1995-12-02","","01","영업/정상","11","영업","","","","","033-343-3311","","","강원특별자치도 횡성군 횡성읍 개전리 231","강원특별자치도 횡성군 횡성읍 태기로 289-20","25212","(합)횡성정화조","2025-06-12 09:42:09","U","2025-06-15 02:40:00","","284498.09322902","445022.562494627","분뇨등관련영업관리","","","","","0","","0",
"121","분뇨수집운반업","09_30_10_P","4261000","426100053199900003","1999-05-03","","01","영업/정상","11","영업","","","","","033-343-2426","","","강원특별자치도 횡성군 횡성읍 학곡리 881-4","강원특별자치도 횡성군 횡성읍 경강로 1642-6","25210","(합)횡성환경","2025-06-12 10:09:51","U","2025-06-15 02:40:00","","284498.09322902","445022.562494627","분뇨등관련영업관리","","","","","0","","0",
"122","분뇨수집운반업","09_30_10_P","4261000","426100053199900007","1999-05-03","","01","영업/정상","11","영업","","","","","","","225-800","강원특별자치도 횡성군 횡성읍 읍상리 324-20","","","(합)횡성환경","2003-09-25 16:24:26","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"123","분뇨수집운반업","09_30_10_P","4271000","427100053200010002","1996-06-06","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 연하리 457","강원특별자치도 영월군 영월읍 뒷골길 154","","금강","2008-05-21 12:08:38","I","2023-06-13 00:00:00","","337298.636852823","412164.813450372","분뇨등관련영업관리","","","","","0","","0",
"124","분뇨수집운반업","09_30_10_P","4271000","427100053200010004","1998-08-09","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 덕포리 621-1","","","새마을","2008-05-21 12:06:57","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"125","분뇨수집운반업","09_30_10_P","4271000","427100053200010005","2003-08-07","","01","영업/정상","11","영업","","","","","","","230-843","강원특별자치도 영월군 한반도면 쌍용리 1","","","영월위생사","2003-08-07 14:56:24","I","2023-06-13 00:00:00","분뇨 처리업","319679.327493597","409156.330585486","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"126","분뇨수집운반업","09_30_10_P","4271000","427100053200010003","1997-10-25","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 덕포리 671-7","","","강원","2008-05-21 12:07:32","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"127","분뇨수집운반업","09_30_10_P","4271000","427100053200010001","1996-06-06","","01","영업/정상","11","영업","","","","","","","230-800","강원특별자치도 영월군 영월읍 영흥리 457","강원특별자치도 영월군 영월읍 봉래산로 435","","합자회사 영월위생사","2000-09-27 13:22:09","I","2023-06-13 00:00:00","","330112.855387923","413718.610453798","분뇨등관련영업관리","","","","","0","","0",
"128","분뇨수집운반업","09_30_10_P","4271000","427100053200000002","1997-09-04","","01","영업/정상","11","영업","","","","","374-2790","","230-835","강원특별자치도 영월군 한반도면 쌍용리 121-2","강원특별자치도 영월군 한반도면 영월로 49","","금강위생사","2016-01-28 16:46:49","I","2023-06-13 00:00:00","","318514.61484675","408099.073066418","분뇨등관련영업관리","","","","","0","","0",
"129","분뇨수집운반업","09_30_10_P","4271000","427100053200000003","1997-10-25","","03","폐업","2","폐업","2015-11-04","","","","373-1212","","230-812","강원특별자치도 영월군 산솔면 녹전리 907-4","강원특별자치도 영월군 산솔면 응고개길 82-19","","강원위생사","2015-11-04 11:22:18","I","2023-06-13 00:00:00","","349660.590171995","405404.669832662","분뇨등관련영업관리","","","","","0","","0",
"130","분뇨수집운반업","09_30_10_P","4271000","427100053200000004","1998-08-06","","03","폐업","2","폐업","2015-11-04","","","","373-9966","","230-887","강원특별자치도 영월군 영월읍 방절리 482-1 신아@905","강원특별자치도 영월군 영월읍 청령포로 213  (신아@905)","","새마을위생사","2015-11-04 11:23:56","I","2023-06-13 00:00:00","","327872.573885405","409937.503250992","분뇨등관련영업관리","","","","","0","","0",
"131","분뇨수집운반업","09_30_10_P","4271000","427100053200000001","1996-06-06","","01","영업/정상","3","재개업","","","","2002-11-12","033-374-3181","","","강원특별자치도 영월군 주천면 용석리 426","강원특별자치도 영월군 주천면 송학산로 230-28","26207","영월위생사","2019-06-17 11:04:36","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","314894.091438522","413843.488133636","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"132","분뇨수집운반업","09_30_10_P","4281000","428100053200000007","2000-08-07","","01","영업/정상","11","영업","","","","","033-333-0433","","","강원특별자치도 평창군 대화면 하안미리 1152","강원특별자치도 평창군 대화면 덕전길 70","25361","보람환경","2019-09-06 13:02:00","I","2023-06-13 00:00:00","","328143.165292636","441626.962199018","분뇨등관련영업관리","","","","","0","","0",
"133","분뇨수집운반업","09_30_10_P","4281000","428100053200000004","1999-08-03","","01","영업/정상","11","영업","","","","","332-9402","","","강원특별자치도 평창군 평창읍 상리 261-5 환경위생공사","강원특별자치도 평창군 평창읍 서동로 2698, 환경위생공사","","환경위생공사","2019-10-01 12:27:03","I","2023-06-13 00:00:00","","325183.999324918","430140.605555736","분뇨등관련영업관리","","","","","0","","0",
"134","분뇨수집운반업","09_30_10_P","4281000","428100053201600001","2016-09-21","","01","영업/정상","11","영업","","","","","332-9402","","","강원특별자치도 평창군 평창읍 상리 261-5 환경위생공사","강원특별자치도 평창군 평창읍 서동로 2698, 환경위생공사","","환경위생공사","2020-01-29 14:08:46","I","2023-06-13 00:00:00","","325183.999324918","430140.605555736","분뇨등관련영업관리","","","","","0","","0",
"135","분뇨수집운반업","09_30_10_P","4281000","428100053200900001","2009-01-14","","01","영업/정상","11","영업","","","","","0333367900","","","강원특별자치도 평창군 대관령면 횡계리 343-4","강원특별자치도 평창군 대관령면 눈마을길 25","","무지개환경","2020-12-31 13:00:49","I","2023-06-13 00:00:00","분뇨 처리업","350787.65752846","464499.806909717","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"136","분뇨수집운반업","09_30_10_P","4281000","428100053200000003","1999-08-03","","01","영업/정상","11","영업","","","","","","","232-800","강원특별자치도 평창군 평창읍 상리 261-5","강원특별자치도 평창군 평창읍 서동로 2698","232-802","(합)환경위생공사","2016-03-29 10:06:27","I","2023-06-13 00:00:00","","325183.999324918","430140.605555736","분뇨등관련영업관리","","","","","0","","0",
"137","분뇨수집운반업","09_30_10_P","4281000","428100053200000006","2000-08-07","","01","영업/정상","11","영업","","","","","","","232-804","강원특별자치도 평창군 평창읍 마지리","강원특별자치도 평창군 평창읍 평창강로 812","232-804","보람환경","2016-03-29 10:07:12","I","2023-06-13 00:00:00","","321387.35021597","425250.413795921","분뇨등관련영업관리","","","","","0","","0",
"138","분뇨수집운반업","09_30_10_P","4281000","428100053200000001","1999-08-03","","03","폐업","2","폐업","2024-10-17","","","","","","232-948","강원특별자치도 평창군 진부면 하진부리 129-1","강원특별자치도 평창군 진부면 진부중앙로 39-2","232-948","(합)태백산업","2024-10-17 10:06:34","U","2024-10-19 02:40:00","","337348.910178986","460379.888693299","분뇨등관련영업관리","","","","","0","","0",
"139","분뇨수집운반업","09_30_10_P","4281000","428100053200000002","1999-08-03","","03","폐업","2","폐업","2024-10-17","","","","","","232-948","강원특별자치도 평창군 진부면 하진부리 129-1","강원특별자치도 평창군 진부면 진부중앙로 39-2","232-948","(합)태백산업","2024-10-17 10:05:38","U","2024-10-19 02:40:00","","337348.910178986","460379.888693299","분뇨등관련영업관리","","","","","0","","0",
