"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"68","수영장업","10_35_01_P","4231000","CDFH3301012024000001","2024-05-29","","01","영업/정상","13","영업중","","","","","033-638-8888","","","강원특별자치도 속초시 대포동 937","강원특별자치도 속초시 대포항희망길 120, 카시아속초 4층 (대포동)","24901","Cassia Sokcho Pool","2024-12-20 14:32:10","U","2024-12-22 02:40:00","","341006.503840998","520449.969876936","수영장업","사립","Y","1","0","4208.6","0","","",
"69","수영장업","10_35_01_P","4231000","CDFH3301012024000002","2024-11-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 동명동 62 속초아이파크스위트","강원특별자치도 속초시 중앙로 266, 속초아이파크스위트 6층 (동명동)","24811","속초아이파크스위트호텔 실외수영장","2024-11-22 15:51:22","I","2024-11-24 00:12:14","","339750.036838169","524573.81786821","수영장업","사립","","0","0","0","0","","",
"70","수영장업","10_35_01_P","4241000","CDFH3301012005000001","2005-01-25","","03","폐업","03","폐업","2011-07-11","","","","573-9696","","245-130","강원특별자치도 삼척시 정상동 351-1 (4층)","강원특별자치도 삼척시 동해대로 4098  (정상동,(4층))","","삼척온천 수영장","2011-07-11 15:39:19","I","2023-06-13 00:00:00","","392858.542440982","440481.46963145","수영장업","사립","","0","0","1018.89","0","","",
"71","수영장업","10_35_01_P","4241000","CDFH3301012003000001","2003-04-22","","01","영업/정상","13","영업중","","","","","573-6168","","","강원특별자치도 삼척시 원당동 62 삼척종합사회복지관","강원특별자치도 삼척시 원당로2길 72-6, 삼척종합사회복지관 (원당동)","25918","삼척종합사회복지관웰빙센터","2018-02-07 19:28:44","I","2023-06-13 00:00:00","","390441.748162833","439428.188616439","수영장업","사립","","0","0","1510.09","0","","",
"72","수영장업","10_35_01_P","4241000","CDFH3301012013000001","2013-03-08","","01","영업/정상","13","영업중","","","","","541-0193","","245-905","강원특별자치도 삼척시 도계읍 도계리 287-5","강원특별자치도 삼척시 도계읍 도계느티로 25-18","25948","삼척시광산근로자복지센터","2024-12-20 13:37:02","U","2024-12-22 02:40:00","","381829.699148754","416465.286827775","수영장업","사립","Y","1","1","4745","0","","",
"73","수영장업","10_35_01_P","4251000","CDFH3301011998000001","1998-03-07","","03","폐업","03","폐업","2006-03-07","","","","","","250-883","강원특별자치도 홍천군 북방면 소매곡리 산 34","강원특별자치도 홍천군 북방면 온천길 183","","홍천스파지움실내온천수영장","2006-03-23 09:28:19","I","2023-06-13 00:00:00","","273789.496455895","466226.934730527","수영장업","사립","0","0","0","404.83","0","","",
"74","수영장업","10_35_01_P","4251000","CDFH3301011999000001","1999-04-28","","03","폐업","03","폐업","2014-03-18","","","","434-8311","","250-856","강원특별자치도 홍천군 서면 팔봉리 산 125-1","강원특별자치도 홍천군 서면 한치골길 262","","대명비발디파크수영장","2014-03-18 15:38:25","I","2023-06-13 00:00:00","","260852.84865267","459659.84534683","수영장업","사립","0","0","0","0","0","","",
"75","수영장업","10_35_01_P","4251000","CDFH3301012005000001","2005-07-29","","03","폐업","03","폐업","2025-06-25","","","","","","","강원특별자치도 홍천군 서면 팔봉리 1289 대명비발디파크","강원특별자치도 홍천군 서면 한치골길 264","25102","비발디파크오션월드","2025-06-25 16:57:55","U","2025-06-27 02:40:00","","260132.088814104","460528.355366015","수영장업","사립","","0","0","0","0","","",
"76","수영장업","10_35_01_P","4251000","CDFH3301012023000001","2023-06-19","","01","영업/정상","13","영업중","","","","","033-439-8307","","","강원특별자치도 홍천군 서면 팔봉리 1290-2 대명비발디파크","강원특별자치도 홍천군 서면 한치골길 262, 대명비발디파크","25102","코나세르스파","2025-05-09 10:42:43","U","2025-05-11 02:40:00","","260030.280736472","460691.714032464","수영장업","사립","","0","2","133715.36","0","","",
"77","수영장업","10_35_01_P","4251000","CDFH3301012015000001","2015-05-15","","01","영업/정상","13","영업중","","","","","033-439-7508","","250-751","강원특별자치도 홍천군 서면 팔봉리 1276-1","강원특별자치도 홍천군 서면 한치골길 262","25102","인피니티풀","2025-05-09 10:37:00","U","2025-05-11 02:40:00","","260618.512065839","461377.597190806","수영장업","사립","Y","1","0","0","0","","",
"78","수영장업","10_35_01_P","4261000","CDFH3301011996000001","1996-12-07","","03","폐업","03","폐업","2020-07-21","","","","033-340-3000","","225-834","강원특별자치도 횡성군 둔내면 두원리 204","강원특별자치도 횡성군 둔내면 고원로 451","","웰리힐리수영장","2020-07-22 20:16:34","I","2023-06-13 00:00:00","","310506.755038668","443916.785022628","수영장업","사립","","0","0","0","0","","",
"79","수영장업","10_35_01_P","4261000","CDFH3301011994000001","1994-12-06","","01","영업/정상","13","영업중","","","","","343-6488","","225-834","강원특별자치도 횡성군 둔내면 삽교리 1140","강원특별자치도 횡성군 둔내면 청태산로466번길 55","","둔내유스호스텔 수영장","2005-05-19 10:46:01","I","2023-06-13 00:00:00","","","","수영장업","사립","0","0","0","428.62","0","","",
"80","수영장업","10_35_01_P","4261000","CDFH3301012001000001","2001-11-10","","01","영업/정상","13","영업중","","","","","342-5663","","225-805","강원특별자치도 횡성군 횡성읍 북천리 184","강원특별자치도 횡성군 횡성읍 문화체육로 57","25216","횡성실내수영장","2023-12-29 08:39:18","U","2023-12-31 02:40:00","","287397.157429471","444268.875096423","수영장업","사립","Y","0","1","4980","0","","",
"81","수영장업","10_35_01_P","4261000","CDFH3301011995000001","1995-08-11","","04","취소/말소/만료/정지/중지","35","직권말소","2010-05-26","","","","343-8073","","225-812","강원특별자치도 횡성군 우천면 오원리 5391","","","(주)코레스코 야외수영장","2010-05-26 13:44:10","I","2023-06-13 00:00:00","","","","수영장업","사립","","0","0","492","0","","",
"82","수영장업","10_35_01_P","4281000","CDFH3301011989000001","1989-12-11","","03","폐업","03","폐업","2014-12-31","","","","033-335-5757","","232-951","강원특별자치도 평창군 대관령면 용산리 132","강원특별자치도 평창군 대관령면 올림픽로 715","232-951","용평리조트수영장","2014-12-31 10:26:01","I","2023-06-13 00:00:00","","348164.878267833","461681.485181209","수영장업","사립","","0","0","0","0","","",
"83","수영장업","10_35_01_P","4281000","CDFH3301011996000001","1996-07-18","","03","폐업","03","폐업","2009-07-23","","","","033-330-6000","","232-922","강원특별자치도 평창군 봉평면 면온리 1095","","","스위밍풀","2009-07-27 09:51:02","I","2023-06-13 00:00:00","","","","수영장업","사립","0","0","0","0","0","","",
"84","수영장업","10_35_01_P","4281000","CDFH3301011997000001","1997-01-14","","03","폐업","03","폐업","2021-02-08","","","","033-330-5440","","","강원특별자치도 평창군 진부면 간평리 221-1","강원특별자치도 평창군 진부면 진고개로 231 (켄싱턴플로라호텔)","25322","켄싱턴호텔평창 수영장","2021-02-09 10:12:33","I","2023-06-13 00:00:00","","340818.137507753","466311.107992923","수영장업","사립","","1","0","0","0","","",
"85","수영장업","10_35_01_P","4281000","CDFH3301012019000001","2019-07-02","","01","영업/정상","13","영업중","","","","","033-330-5440","","","강원특별자치도 평창군 진부면 간평리 221-1 켄싱턴플로라호텔","강원특별자치도 평창군 진부면 진고개로 231, 켄싱턴플로라호텔","25322","켄싱턴호텔평창 실외수영장","2024-05-23 11:38:16","U","2024-05-25 02:40:00","","340818.137507753","466311.107992923","수영장업","사립","Y","0","1","32837.04","0","","",
"86","수영장업","10_35_01_P","4281000","CDFH3301012019000002","2019-07-08","","01","영업/정상","13","영업중","","","","","033-335-8001","","","강원특별자치도 평창군 봉평면 평촌리 550-1","강원특별자치도 평창군 봉평면 평온길 14-13","25310","베리온리조트 수영장","2022-07-06 10:49:15","I","2023-06-13 00:00:00","","321933.091035672","456364.671433837","수영장업","사립","Y","0","0","0","0","","",
"87","수영장업","10_35_01_P","4281000","CDFH3301012019000003","2019-07-17","","01","영업/정상","13","영업중","","","","","033-330-5706","","","강원특별자치도 평창군 대관령면 횡계리 245-66","강원특별자치도 평창군 대관령면 오목길 107","25342","라마다호텔&스위트평창 수영장","2024-06-25 13:46:44","U","2024-06-27 02:40:00","","351538.034311284","463340.257858173","수영장업","사립","Y","0","0","0","0","","",
"88","수영장업","10_35_01_P","4291000","CDFH3301012011000001","2011-07-29","","03","폐업","03","폐업","2018-01-29","","","","590-7911","","233-901","강원특별자치도 정선군 사북읍 사북리 하이원길 265","강원특별자치도 정선군 사북읍 하이원길 265 (마운틴콘도 야외수영장)","26154","마운틴콘도 조립식 수영장","2018-01-30 16:34:12","I","2023-06-13 00:00:00","","361518.513221455","413851.267613498","수영장업","사립","Y","1","0","0","0","","",
"89","수영장업","10_35_01_P","4291000","CDFH3301012023000001","2023-09-12","","01","영업/정상","13","영업중","","","","","033-560-3440","","","강원특별자치도 정선군 정선읍 애산리 432-198 정선국민체육센터","강원특별자치도 정선군 정선읍 녹송4길 51, 정선국민체육센터","26122","정선국민체육센터","2023-09-12 09:05:08","I","2023-09-14 00:18:06","","348029.747886352","432674.321056862","수영장업","사립","","2","0","2935.32","0","","",
"90","수영장업","10_35_01_P","4291000","CDFH3301012003000001","2003-03-05","","01","영업/정상","13","영업중","","","","","590-7700","","","강원특별자치도 정선군 사북읍 사북리 424 강원랜드","강원특별자치도 정선군 사북읍 하이원길 265, 강원랜드","26154","(주)강원랜드수영장","2021-05-09 15:53:50","I","2023-06-13 00:00:00","","361518.513221455","413851.267613498","수영장업","사립","","1","0","0","0","","",
"91","수영장업","10_35_01_P","4301000","CDFH3301011997000001","1997-09-27","","03","폐업","03","폐업","2014-04-17","","","","033-455-4343","","269-815","강원특별자치도 철원군 동송읍 이평리 836","강원특별자치도 철원군 동송읍 금학로187번길 16-13","269-819","철원학생수영장","2014-04-21 16:55:34","I","2023-06-13 00:00:00","","218920.646098873","522284.488671696","수영장업","사립","","0","0","0","0","","",
"92","수영장업","10_35_01_P","4301000","CDFH3301012022000001","2022-11-02","","01","영업/정상","13","영업중","","","","","033-455-5007","","","강원특별자치도 철원군 동송읍 이평리 861-148 청강수영사우나","강원특별자치도 철원군 동송읍 이평로111번길 28-1, 청강수영사우나","24013","플레이미 금학산 수영장","2024-12-23 15:54:24","U","2024-12-25 02:40:00","","218331.08078075","522606.945929736","수영장업","사립","Y","1","1","1498.48","0","","",
"93","수영장업","10_35_01_P","4301000","CDFH3301012006000001","2006-01-13","","04","취소/말소/만료/정지/중지","35","직권말소","2022-12-22","","","","456-1920","","269-815","강원특별자치도 철원군 동송읍 이평리 861-148 학산빌라D동 지하층","강원특별자치도 철원군 동송읍 이평로111번길 28","269-810","청강수영장","2022-12-22 09:26:53","I","2023-06-13 00:00:00","","218331.08078075","522606.945929736","수영장업","사립","","0","0","0","0","","",
"94","수영장업","10_35_01_P","4331000","CDFH3301012007000001","2007-06-28","","03","폐업","03","폐업","2018-06-01","","","","033-463-3311","","252-821","강원특별자치도 인제군 북면 용대리","강원특별자치도 인제군 북면 십이선녀탕길 165","24606","(주)미리내 캠프","2018-06-01 17:46:45","I","2023-06-13 00:00:00","","312891.341455063","520476.435901066","수영장업","사립","Y","0","0","0","0","","",
"95","수영장업","10_35_01_P","4341000","CDFH3301011990000001","1990-09-10","","02","휴업","02","휴업","","2006-04-01","2010-12-31","","033-681-5030","","219-804","강원특별자치도 고성군 간성읍 흘리 1통","","","알프스리조트실내수영장","2008-05-21 10:30:37","I","2023-06-13 00:00:00","","","","수영장업","사립","1","1","0","1820","0","","",
"96","수영장업","10_35_01_P","4341000","CDFH3301011995000001","1995-07-21","","02","휴업","02","휴업","","2025-03-17","2027-03-31","","033-636-0013","","219-832","강원특별자치도 고성군 토성면 원암리 331-1","강원특별자치도 고성군 토성면 고성대로 47-24","24768","일성수영장","2025-03-26 11:50:56","U","2025-03-28 02:40:00","","331895.152643828","523859.782848513","수영장업","사립","","1","0","765","0","","",
"97","수영장업","10_35_01_P","4341000","CDFH3301012010000001","2010-07-20","","02","휴업","02","휴업","","2024-07-04","2027-10-01","","","","","강원특별자치도 고성군 토성면 원암리 362-1","강원특별자치도 고성군 토성면 고성대로 75-16","24768","아이파크콘도 수영장","2025-04-18 09:34:50","U","2025-04-20 02:40:00","","331792.603314893","524101.034298754","수영장업","사립","Y","1","0","0","0","","",
"98","수영장업","10_35_01_P","4341000","CDFH3301011991000001","2015-01-29","","03","폐업","03","폐업","2024-06-01","","","","","","","강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트","강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트","24768","(주)소노호텔앤리조트 설악지점 아쿠아월드 실내수영장","2024-06-04 16:42:45","U","2024-06-06 02:40:00","","331116.910496187","524073.824015649","수영장업","사립","","0","0","1490.33","0","","",
"99","수영장업","10_35_01_P","4341000","CDFH3301011991000002","1991-08-01","","03","폐업","03","폐업","2018-12-20","","","","033-685-8311","","219-832","강원특별자치도 고성군 토성면 원암리 403-1","강원특별자치도 고성군 토성면 미시령옛길 1153","","(주)대명호텔앤리조트 설악지점 아쿠아월드 실외수영장","2018-12-20 15:29:29","I","2023-06-13 00:00:00","","330773.968639857","524312.561018691","수영장업","사립","","0","0","62944.63","0","","",
"100","수영장업","10_35_01_P","4341000","CDFH3301011992000001","1992-07-22","","03","폐업","03","폐업","2009-07-03","","","","033-635-9300","","219-832","강원특별자치도 고성군 토성면 원암리","","","현대콘도실외수영장","2009-07-03 16:45:10","I","2023-06-13 00:00:00","","","","수영장업","사립","0","1","0","357.6","0","","",
"101","수영장업","10_35_01_P","4341000","CDFH3301012009000001","2009-07-07","","03","폐업","03","폐업","2010-07-16","","","","","","219-832","강원특별자치도 고성군 토성면 원암리 362-1","강원특별자치도 고성군 토성면 고성대로 75-16","","현대아이파크온천수영장","2010-07-16 17:40:49","I","2023-06-13 00:00:00","","331792.603314893","524101.034298754","수영장업","사립","Y","1","0","35580.26","0","","",
"102","수영장업","10_35_01_P","4341000","CDFH3301012019000001","2019-04-30","","03","폐업","03","폐업","2024-06-01","","","","","","","강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트","강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트","24768","(주)소노인터내셔널 설악지점 아쿠아월드 실외수영장","2024-06-04 16:42:33","U","2024-06-06 02:40:00","","331116.910496187","524073.824015649","수영장업","사립","","0","0","15012","0","","",
"103","수영장업","10_35_01_P","4341000","CDFH3301012021000001","2021-10-20","","03","폐업","03","폐업","2025-07-30","","","","033-639-8451","","","강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트","강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트","24768","인피니티풀","2025-08-01 13:17:24","U","2025-08-03 02:40:00","","331116.910496187","524073.824015649","수영장업","사립","","0","0","19643","0","","",
"104","수영장업","10_35_01_P","4341000","CDFH3301011992000002","1992-07-24","","01","영업/정상","13","영업중","","","","","033-633-9100","","219-832","강원특별자치도 고성군 토성면 신평리","","","(주)포유레저 실외수영장","2021-11-18 10:30:18","I","2023-06-13 00:00:00","","","","수영장업","사립","Y","0","0","396.4","0","","",
"105","수영장업","10_35_01_P","4351000","CDFH3301012009000001","2009-07-06","","02","휴업","02","휴업","","2014-01-06","2017-01-05","","670-1000","","215-814","강원특별자치도 양양군 서면 오색리 511","","","오색그린야드호텔 수영장","2014-04-22 13:04:50","I","2023-06-13 00:00:00","","326960.975344781","509635.532131066","수영장업","사립","","1","0","4824","0","","",
"106","수영장업","10_35_01_P","4351000","CDFH3301012022000001","2022-09-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 손양면 오산리 23-4 대명쏠비치호텔&리조트","강원특별자치도 양양군 손양면 선사유적로 678, 대명쏠비치호텔&리조트","25042","오션플레이","2025-05-23 11:23:40","U","2025-05-25 02:40:00","","346081.821183714","510801.113602134","수영장업","사립","","0","0","0","0","","",
"107","수영장업","10_35_01_P","4351000","CDFH3301012005000001","2005-01-04","","01","영업/정상","13","영업중","","","","","","","215-803","강원특별자치도 양양군 양양읍 연창리 203-19","강원특별자치도 양양군 양양읍 일출로 540","25031","양양군 문화복지회관 수영장","2016-03-03 13:54:09","I","2023-06-13 00:00:00","","342679.992175054","509490.616494924","수영장업","사립","Y","2","0","0","0","","",
"108","수영장업","10_35_01_P","4351000","CDFH3301012020000001","2020-08-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 손양면 동호리 510-28 설해원","강원특별자치도 양양군 손양면 공항로 230, 설해원","25042","설해수영장","2020-08-10 14:27:46","I","2023-06-13 00:00:00","","345916.543033054","506924.392178776","수영장업","사립","","0","0","0","0","","",
"109","수영장업","10_35_01_P","4351000","CDFH3301012023000001","2023-10-10","","01","영업/정상","13","영업중","","","","","033-670-3612","","","강원특별자치도 양양군 손양면 오산리 23-4 대명쏠비치호텔&리조트","강원특별자치도 양양군 손양면 선사유적로 678, 대명쏠비치호텔&리조트","25042","오션플레이","2023-10-10 17:50:33","I","2023-10-12 00:17:42","","346081.821183714","510801.113602134","수영장업","사립","","0","0","0","0","","",
