"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"59","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201400001","2014-02-27","","01","영업/정상","11","영업","","","","","070-4113-5672","","","강원특별자치도 원주시 흥업면 사제리 209-7","강원특별자치도 원주시 흥업면 원문로 780","26356","가람환경 주식회사","2023-05-18 18:04:16","U","2025-07-29 02:40:00","","279023.557377476","427430.940644019","분뇨등설계시공업관리","","","","","0","","0",
"60","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201600003","2016-10-13","","01","영업/정상","11","영업","","","","","732-5600","","","","강원특별자치도 원주시 가매기길 15 (태장동)","26323","국도건설(주)","2021-10-01 13:20:53","I","2023-06-13 00:00:00","","284771.283847228","428781.366297516","분뇨등설계시공업관리","","","","","0","","0",
"61","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200006","2002-03-06","","03","폐업","2","폐업","2021-09-03","","","","033-764-3744","","","강원특별자치도 원주시 관설동 1678-8","강원특별자치도 원주시 단관길 137 (관설동)","26471","남광건설(주)","2021-09-03 17:43:29","I","2023-06-13 00:00:00","","285082.521192255","424656.204520832","분뇨등설계시공업관리","","","","","0","","0",
"62","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200007","2002-03-14","","03","폐업","2","폐업","2008-12-17","","","","","","220-952","강원특별자치도 원주시 우산동 405-29","","","대상엔지니어링(주)","2010-02-16 17:58:41","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"63","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200008","2002-04-17","","03","폐업","2","폐업","2003-12-29","","","","","","220-957","강원특별자치도 원주시 일산동 189-27","","","(합)광일종합환경","2003-12-30 10:54:22","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"64","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200009","2002-06-04","","03","폐업","2","폐업","2010-02-19","","","","","","220-833","강원특별자치도 원주시 소초면 장양리 547-4","","","덕영건설(주)","2014-01-02 11:30:00","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"65","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200010","2002-06-04","","03","폐업","2","폐업","2003-12-29","","","","","","220-962","강원특별자치도 원주시 태장동 1720-38","","","녹색사람들(주)","2003-12-30 10:58:15","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","283509.787598439","433961.096678952","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"66","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200011","2002-08-28","","03","폐업","2","폐업","2004-04-01","","","","","","220-935","강원특별자치도 원주시 단계동 485-3","","","(합자)수정개발","2004-04-01 18:11:50","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"67","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200012","2002-09-02","","03","폐업","2","폐업","2005-04-07","","","","","","220-957","강원특별자치도 원주시 일산동 234-1","","","(주)신도건설","2005-04-07 14:15:38","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"68","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200013","2002-12-18","","03","폐업","2","폐업","2010-04-01","","","","","","220-170","강원특별자치도 원주시 반곡동 1548-4","","","(주)에스피씨","2014-01-02 11:30:20","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"69","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300001","2003-01-24","","03","폐업","2","폐업","2005-09-13","","","","","","220-833","강원특별자치도 원주시 소초면 수암리 1347","강원특별자치도 원주시 소초면 치악로 2455","","성우환경기계(주)","2005-09-14 08:33:16","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","286975.028757928","432705.784433948","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"70","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300002","2003-03-25","","03","폐업","2","폐업","2009-05-06","","","","","","220-926","강원특별자치도 원주시 호저면 주산리 113","","","아신환경플랜트","2010-02-19 10:45:20","I","2023-06-13 00:00:00","","282134.620274067","435580.416678042","분뇨등설계시공업관리","","","","","0","","0",
"71","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300003","2003-04-15","","03","폐업","2","폐업","2003-12-29","","","","","","220-932","강원특별자치도 원주시 개운동 442-3","","","(주)경천환경","2003-12-30 10:56:07","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"72","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300004","2003-04-15","","03","폐업","2","폐업","2003-09-18","","","","","","220-940","강원특별자치도 원주시 단구동 74-34","","","(주)대성메디아","2003-09-18 16:56:12","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"73","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300005","2003-05-15","","03","폐업","2","폐업","2010-02-19","","","","","","220-922","강원특별자치도 원주시 호저면 광격리 946-7","","","(주)맑은물","2010-02-19 13:36:21","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"74","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300006","2003-07-25","","03","폐업","2","폐업","2004-03-19","","","","","","220-020","강원특별자치도 원주시 평원동 144-21","","","뉴원주건설(주)","2004-03-19 14:17:57","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"75","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300007","2003-07-25","","03","폐업","2","폐업","2010-12-29","","","","744-2427","","220-962","강원특별자치도 원주시 태장동 1720-38","강원특별자치도 원주시 태장공단길 51  (태장동)","","(주)한국환경기술","2011-02-22 14:00:01","I","2023-06-13 00:00:00","","283625.699781089","433820.035230822","분뇨등설계시공업관리","","","","","0","","0",
"76","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300008","2003-11-21","","03","폐업","2","폐업","2004-10-22","","","","","","220-952","강원특별자치도 원주시 우산동 76-6","","","(주)우주건설환경사업부","2004-10-22 15:47:51","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"77","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200300009","2004-02-05","","03","폐업","2","폐업","2010-02-19","","","","","","220-939","강원특별자치도 원주시 단계동 895-6","","","(주)크린테크","2014-01-02 11:30:43","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"78","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200400001","2004-01-09","","03","폐업","2","폐업","2004-12-29","","","","","","220-957","강원특별자치도 원주시 일산동 189-27","","","광일종합환경","2004-12-29 14:31:43","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"79","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200400002","2004-02-20","","03","폐업","2","폐업","2010-02-19","","","","","","220-962","강원특별자치도 원주시 태장동 1379-4","","","지구환경엔지니어링","2014-01-02 11:30:57","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","283930.336891135","431834.400099925","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"80","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200400003","2004-06-11","","03","폐업","2","폐업","2008-11-11","","","","","","220-930","강원특별자치도 원주시 개운동 391-12","","","(주)정우환경산업","2008-11-11 17:56:28","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"81","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200500001","2005-04-14","","03","폐업","2","폐업","2010-05-06","","","","033 763 8700","","220-940","강원특별자치도 원주시 단구동 75-1","","","(주)영동환경건설","2010-05-22 14:38:32","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"82","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200500002","2005-05-13","","03","폐업","2","폐업","2009-01-22","","","","","","220-952","강원특별자치도 원주시 우산동 75-4","강원특별자치도 원주시 북원로 2531  (우산동)","","(주)중원건설","2009-01-23 10:08:26","U","2025-07-29 02:40:00","","283273.665091982","430245.004324131","분뇨등설계시공업관리","","","","","0","","0",
"83","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200500003","2005-09-11","","03","폐업","2","폐업","2008-12-31","","","","","","220-150","강원특별자치도 원주시 무실동 239","","","(주)청경","2010-02-19 11:49:56","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"84","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200600001","2006-09-07","","03","폐업","2","폐업","2006-12-29","","","","","","220-041","강원특별자치도 원주시 명륜동 394","강원특별자치도 원주시 남원로527번길 82-2  (명륜동)","","주식회사 을묘건설","2014-02-22 15:10:13","I","2023-06-13 00:00:00","","283425.770605812","426296.960248652","분뇨등설계시공업관리","","","","","0","","0",
"85","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200700001","2007-01-24","","03","폐업","2","폐업","2009-05-06","","","","","","220-120","강원특별자치도 원주시 태장동 1720-38","강원특별자치도 원주시 태장공단길 51  (태장동)","","(주)아신환경플랜트","2009-05-06 16:36:08","I","2023-06-13 00:00:00","","283625.699781089","433820.035230822","분뇨등설계시공업관리","","","","","0","","0",
"86","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200800001","2008-02-26","","03","폐업","2","폐업","2010-04-08","","","","7637335","","220-160","강원특별자치도 원주시 행구동 1117-11","강원특별자치도 원주시 운곡로 46  (행구동)","","(합)두손","2010-04-15 13:18:08","I","2023-06-13 00:00:00","","288302.226267779","427664.251705926","분뇨등설계시공업관리","","","","","0","","0",
"87","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200900001","2009-01-12","","03","폐업","2","폐업","2010-04-01","","","","7312360","","220-833","강원특별자치도 원주시 소초면 장양리 92-4","강원특별자치도 원주시 소초면 섬배로 36","","(주)메덱스이엔씨","2010-04-01 12:51:42","I","2023-06-13 00:00:00","","285515.492393187","435936.763112233","분뇨등설계시공업관리","","","","","0","","0",
"88","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200900002","2009-07-15","","03","폐업","2","폐업","2012-01-30","","","","033-731-5584","","220-957","강원특별자치도 원주시 일산동 189-27","강원특별자치도 원주시 천사로 175 (일산동)","220-957","광일종합환경","2012-01-30 14:41:31","U","2025-07-29 02:40:00","","283541.898373253","427981.990238698","분뇨등설계시공업관리","","","","","0","","0",
"89","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200900003","2009-12-17","","03","폐업","2","폐업","2010-04-01","","","","7632467","","220-934","강원특별자치도 원주시 관설동 1728-6","강원특별자치도 원주시 관설안길 15-8  (관설동)","","(주)지텍","2010-04-01 12:50:56","I","2023-06-13 00:00:00","건축설계 및 관련 서비스업","285196.557453058","424387.298703139","분뇨등설계시공업관리","건축설계 및 관련 서비스업","","","","0","","0",
"90","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201100001","2011-02-22","","03","폐업","2","폐업","2014-01-02","","","","0337456617","","220-962","강원특별자치도 원주시 태장동 1720-4","강원특별자치도 원주시 태장공단길 59 (태장동)","220-962","(주)태산수기","2014-01-02 13:44:37","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","283462.589256302","433927.581681106","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"91","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054199800001","1998-11-25","","03","폐업","2","폐업","2010-02-19","","","","","","220-120","강원특별자치도 원주시 태장동 1720-7","","","(주)수정환경기술","2014-01-02 11:28:06","I","2023-06-13 00:00:00","","283509.787598439","433961.096678952","분뇨등설계시공업관리","","","","","0","","0",
"92","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200000002","1999-03-24","","03","폐업","2","폐업","2004-03-10","","","","","","220-942","강원특별자치도 원주시 단구동 586-11","","","(주)신원","2014-01-02 11:28:33","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"93","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200000005","1999-02-25","","03","폐업","2","폐업","2002-12-11","","","","","","220-952","강원특별자치도 원주시 우산동 405-29","","","(주)우주건설","2002-12-11 13:49:00","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"94","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100001","2001-05-10","","03","폐업","2","폐업","2010-02-19","","","","","","220-951","강원특별자치도 원주시 봉산동 1057-4","","","(주)장산환경건설","2014-01-02 11:28:49","I","2023-06-13 00:00:00","폐기물 처리 및 오염방지시설 건설업","","","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"95","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100003","2000-11-02","","03","폐업","2","폐업","2010-02-19","","","","","","220-947","강원특별자치도 원주시 명륜동 311-22","","","(주)동해이엔씨","2014-01-02 11:29:07","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"96","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100007","1996-03-28","","03","폐업","2","폐업","2003-03-25","","","","","","220-150","강원특별자치도 원주시 무실동 448","","","경원환경(주)","2014-01-02 11:29:30","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"97","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100008","1997-05-15","","03","폐업","2","폐업","2004-01-13","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리 553-17","","","(합)성진환경플랜트","2004-01-13 13:45:56","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"98","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201100002","2011-05-23","","03","폐업","2","폐업","2013-04-22","","","","033-766-3930","","220-160","강원특별자치도 원주시 행구동 530-8","강원특별자치도 원주시 아랫거름터길 28 (행구동)","220-160","(자)동해ENG","2013-04-23 20:27:36","I","2023-06-13 00:00:00","환경상담 및 관련 엔지니어링 서비스업","288523.495872162","428297.138727407","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"99","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201200001","2012-06-15","","03","폐업","2","폐업","2013-02-18","","","","732-5600","","","","강원특별자치도 원주시 가매기길 15 (태장동)","220-966","국도건설(주)","2013-03-11 10:56:14","U","2024-10-18 02:40:00","","284771.283847228","428781.366297516","분뇨등설계시공업관리","","","","","0","","0",
"100","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201500001","2015-08-28","","03","폐업","2","폐업","2017-07-18","","","","0337632467","","","","강원특별자치도 원주시 무실로 106 (일산동)","26427","(주)지텍","2017-07-19 09:36:41","U","2025-07-29 02:40:00","하수 처리업","283545.657443427","427370.40082975","분뇨등설계시공업관리","하수 처리업","","","","0","","0",
"101","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201500002","2015-09-14","","03","폐업","2","폐업","2022-12-28","","","","033-733-4292","","","강원특별자치도 원주시 소초면 수암리 755-2","강원특별자치도 원주시 소초면 치악로 2554","26308","(주)혜성산업","2022-12-29 09:28:44","U","2024-10-18 02:40:00","환경컨설팅 및 관련 엔지니어링 서비스업","287586.80993373","433474.350879781","분뇨등설계시공업관리","환경컨설팅 및 관련 엔지니어링 서비스업","","","","0","","0",
"102","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201600004","2016-10-31","","03","폐업","2","폐업","2020-06-05","","","","0337667307","","","","강원특별자치도 원주시 흥업면 북원로 1389, 406호","26493","(주)위노텍","2020-06-24 10:57:40","U","2025-07-29 02:40:00","","280254.288140415","419626.869610252","분뇨등설계시공업관리","","","","","0","","0",
"103","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201700001","2017-06-19","","03","폐업","2","폐업","2018-05-21","","","","033-762-3376","","","","강원특별자치도 원주시 치악로1534번길 9 (단구동)","26452","(주)정우환경산업","2018-05-21 17:07:17","U","2024-10-18 02:40:00","","285514.960563809","424844.257737973","분뇨등설계시공업관리","","","","","0","","0",
"104","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201700004","2017-11-13","","03","폐업","2","폐업","2018-08-03","","","","033-763-2467","","","강원특별자치도 원주시 반곡동 1897-4 코아루시티 202호","강원특별자치도 원주시 양지로 58, 202호 (반곡동, 코아루시티)","26462","광명천지(주)","2018-08-03 11:56:32","U","2025-07-29 02:40:00","하수 처리업","287204.787804644","425408.708646717","분뇨등설계시공업관리","하수 처리업","","","","0","","0",
"105","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100009","1999-06-24","","03","폐업","2","폐업","2010-12-28","","","","","","220-100","강원특별자치도 원주시 단계동 888-1","강원특별자치도 원주시 이화6길 32  (단계동)","","(주)천맥","2010-12-29 09:21:23","I","2023-06-13 00:00:00","","282510.340432427","427087.924795734","분뇨등설계시공업관리","","","","","0","","0",
"106","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100010","1996-11-04","","03","폐업","2","폐업","2010-02-19","","","","","","220-939","강원특별자치도 원주시 단계동 888-1","","","(주)태성","2010-02-23 09:30:29","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"107","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100011","1999-01-14","","03","폐업","2","폐업","2010-02-19","","","","","","220-130","강원특별자치도 원주시 우산동 696-1","","","클린바이오텍(주)","2014-01-02 11:29:43","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"108","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100012","2001-06-25","","03","폐업","2","폐업","2003-05-12","","","","","","220-020","강원특별자치도 원주시 평원동 144-21","","","평원건설(주)","2003-05-12 14:58:56","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"109","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100013","1995-12-22","","03","폐업","2","폐업","2005-11-09","","","","","","220-962","강원특별자치도 원주시 태장동 1415","","","영그린환경(주)","2005-11-16 10:10:27","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","284177.29772025","431737.058686654","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"110","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100014","1997-08-18","","03","폐업","2","폐업","2004-06-24","","","","","","220-844","강원특별자치도 원주시 흥업면 흥업리 948-16","","","알켐코리아(주)","2004-06-24 11:05:18","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"111","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100015","2001-07-19","","03","폐업","2","폐업","2003-01-13","","","","","","220-831","강원특별자치도 원주시 소초면 학곡리 176-5","","","일우공영(주)","2003-01-13 15:42:00","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"112","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100016","1996-12-16","","03","폐업","2","폐업","2010-04-30","","","","0337663930","","220-160","강원특별자치도 원주시 행구동 530-8","강원특별자치도 원주시 아랫거름터길 28  (행구동)","","(자)동해ENG","2010-05-22 14:24:39","I","2023-06-13 00:00:00","","288523.495872162","428297.138727407","분뇨등설계시공업관리","","","","","0","","0",
"113","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100017","1996-06-16","","03","폐업","2","폐업","2002-08-10","","","","","","220-942","강원특별자치도 원주시 단구동 625-4","","","21세기환경(합)","2002-08-10 10:31:18","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"114","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100018","1999-05-11","","03","폐업","2","폐업","2010-02-19","","","","","","220-939","강원특별자치도 원주시 단계동 902-2","","","한국환경산업(주)","2010-02-19 14:42:33","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"115","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100019","2001-03-19","","03","폐업","2","폐업","2007-04-10","","","","","","220-090","강원특별자치도 원주시 단구동 1453-1","","","(주)녹색","2007-04-10 10:16:57","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"116","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100020","2001-10-06","","03","폐업","2","폐업","2010-04-15","","","","","","220-841","강원특별자치도 원주시 흥업면 대안리 1072","강원특별자치도 원주시 흥업면 대안은행정길 4-5","","(주)타오","2014-02-22 15:09:20","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","278453.52491505","422236.444855342","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"117","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100021","1995-07-19","","03","폐업","2","폐업","2005-05-20","","","","","","220-939","강원특별자치도 원주시 단계동 788-16","","","(주)동양기계","2005-05-20 11:12:36","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"118","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100022","2001-11-03","","03","폐업","2","폐업","2002-12-23","","","","","","220-836","강원특별자치도 원주시 소초면 흥양리 1613","강원특별자치도 원주시 소초면 치악로 2292-5","","대진건설(주)","2002-12-23 16:21:41","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","286105.310543093","431285.940432854","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"119","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100024","1998-06-27","","03","폐업","2","폐업","2002-03-11","","","","","","220-836","강원특별자치도 원주시 소초면 흥양리 1611-2","","","(합자)녹색환경","2002-03-11 15:45:50","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","286035.236759435","431240.170293504","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"120","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200100025","1997-07-21","","03","폐업","2","폐업","2004-11-16","","","","","","220-940","강원특별자치도 원주시 단구동 148-5","","","(합자)강원환경","2004-11-18 11:24:11","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"121","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200001","1998-02-17","","03","폐업","2","폐업","2004-01-13","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리 553-17","","","(합)성진환경플랜트","2004-01-13 13:47:35","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"122","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200002","1998-06-27","","03","폐업","2","폐업","2004-01-13","","","","","","220-937","강원특별자치도 원주시 단계동 788-16","","","동양기계(주)","2004-01-27 16:57:12","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"123","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200003","2002-01-31","","03","폐업","2","폐업","2003-10-28","","","","","","220-805","강원특별자치도 원주시 문막읍 반계리 5-2","","","(주)환경도우미","2003-10-28 19:30:19","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"124","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200004","2002-02-26","","03","폐업","2","폐업","2004-07-30","","","","","","220-948","강원특별자치도 원주시 명륜동 846-1","","","세방진흥(주)","2004-08-02 14:05:40","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"125","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054200200005","2002-02-26","","03","폐업","2","폐업","2004-05-13","","","","","","220-938","강원특별자치도 원주시 단계동 853-5","","","백강건설(주)","2004-05-13 16:51:53","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
