"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"76","축산물운반업","07_22_25_P","4221000","422000000820040001","2004-02-23","","03","폐업","0002","폐업","2005-03-10","","","","033-553-3371","0","","강원특별자치도 태백시 황지동 ***-* *통*반","강원특별자치도 태백시 감천로 ** (황지동)","","배달식육점","2005-03-10 15:18:14","I","2023-06-13 00:00:00","","376616.475868028","408256.020611931","축산물운반업","","0","000","0",
"77","축산물운반업","07_22_25_P","4221000","422000000820050001","2005-06-21","","03","폐업","0002","폐업","2009-10-30","","","","552-0066","0","","강원특별자치도 태백시 황지동 ***-** 국민주택 *호","","","교촌강원지사","2009-10-30 11:05:13","I","2023-06-13 00:00:00","","376060.305052548","407632.128750502","축산물운반업","","0","000","0",
"78","축산물운반업","07_22_25_P","4221000","422000000820070001","2007-05-25","","03","폐업","0002","폐업","2019-08-27","","","","552-5116","12","","강원특별자치도 태백시 황지동 **-**","강원특별자치도 태백시 문화로 ** (황지동)","26021","부래청정한우유통","2019-08-27 09:34:09","I","2023-06-13 00:00:00","","376979.811595611","409006.573820571","축산물운반업","","0","000","0",
"79","축산물운반업","07_22_25_P","4221000","422000000820120001","2012-12-13","","03","폐업","0002","폐업","2025-04-04","","","","5533218","14","","강원특별자치도 태백시 황지동 ***-***","강원특별자치도 태백시 광장로 ** (황지동)","26025","축산기업태백시지부","2025-04-04 14:50:02","U","2025-04-06 02:40:00","","376297.820398626","410294.589744677","축산물운반업","","0","L00","0",
"80","축산물운반업","07_22_25_P","4231000","423000000820090001","2009-03-18","","03","폐업","0002","폐업","2009-05-01","","","","","36","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 미시령로****번길 ** (교동)","","설악빌","2009-05-01 14:16:17","I","2023-06-13 00:00:00","","337846.12972941","523849.441926247","축산물운반업","","0","000","0",
"81","축산물운반업","07_22_25_P","4231000","423000000820140001","2014-10-01","","03","폐업","0002","폐업","2018-08-22","","","","","27","","강원특별자치도 속초시 대포동 ***-**","강원특별자치도 속초시 설악산로 *-** (대포동)","24902","재화유통","2023-08-17 10:02:24","U","2023-08-19 02:40:00","","340662.729894085","518897.612219703","축산물운반업","","0","000","0",
"82","축산물운반업","07_22_25_P","4251000","425000000820230001","2023-04-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 두촌면 원동리 ***-*","강원특별자치도 홍천군 두촌면 조덕골길 **","25160","개별화물","2023-04-17 12:30:37","I","2023-06-13 00:00:00","","288443.578854018","489617.585287675","축산물운반업","","0","000","0",
"83","축산물운반업","07_22_25_P","4251000","425000000819980001","1998-10-15","","01","영업/정상","0000","정상","","","","","4348618","0","","강원특별자치도 홍천군 홍천읍 희망리 ***-*","강원특별자치도 홍천군 홍천읍 홍천로*길 **","25136","홍천축산업협동조합","2023-04-12 09:15:23","I","2023-06-13 00:00:00","","277782.723552879","465735.153310181","축산물운반업","","0","L00","0",
"84","축산물운반업","07_22_25_P","4251000","425000000820020001","2002-06-17","","01","영업/정상","0000","정상","","","","","434-3844","0","","강원특별자치도 홍천군 홍천읍 갈마곡리 ***-**","강원특별자치도 홍천군 홍천읍 홍천로 ***","25124","제일축산","2011-10-30 16:52:24","I","2023-06-13 00:00:00","","278800.892720587","466304.286315839","축산물운반업","","0","000","0",
"85","축산물운반업","07_22_25_P","4251000","425000000820040001","2004-02-20","","01","영업/정상","0000","정상","","","","","4324127","56","","강원특별자치도 홍천군 홍천읍 장전평리 ***-*","강원특별자치도 홍천군 홍천읍 미루나무길 ***","25119","주식회사 한다운에프에스엘","2023-08-01 09:41:25","U","2023-08-03 02:40:00","","276608.61632573","461827.815075559","축산물운반업","","0","000","0",
"86","축산물운반업","07_22_25_P","4251000","425000000820090001","2009-11-10","","01","영업/정상","0000","정상","","","","","033-434-8618","1608.32","","강원특별자치도 홍천군 홍천읍 상오안리 ***-*","강원특별자치도 홍천군 홍천읍 농공단지길 **-**","25117","홍천축협육가공공장","2023-04-12 09:13:43","I","2023-06-13 00:00:00","","272917.326671394","461668.500473304","축산물운반업","","0","L00","0",
"87","축산물운반업","07_22_25_P","4251000","425000000820100001","2010-01-26","","03","폐업","0002","폐업","2012-02-09","","","","","50","","강원특별자치도 홍천군 북방면 하화계리 **-*","강원특별자치도 홍천군 북방면 송학정로 ***-**","25115","개별화물","2012-02-09 10:26:44","I","2023-06-13 00:00:00","","276144.485843766","465289.573994754","축산물운반업","","0","000","0",
"88","축산물운반업","07_22_25_P","4251000","425000000820120001","2012-02-10","","03","폐업","0002","폐업","2021-05-18","","","","432-0106","0","","강원특별자치도 홍천군 남면 신대리 ***","강원특별자치도 홍천군 남면 시동로 ***-*","25109","개별화물","2021-05-18 14:23:00","I","2023-06-13 00:00:00","","271252.510153589","455194.655850262","축산물운반업","","0","000","0",
"89","축산물운반업","07_22_25_P","4251000","425000000820050001","2005-07-11","","03","폐업","0002","폐업","2017-06-22","","","","","14.47","","강원특별자치도 홍천군 홍천읍 희망리 ***-**","강원특별자치도 홍천군 홍천읍 홍천로 ***","25136","홍천축산유통","2017-06-22 15:30:24","I","2023-06-13 00:00:00","","277703.179808032","465516.217650629","축산물운반업","","0","000","0",
"90","축산물운반업","07_22_25_P","4251000","425000000820030001","2003-04-23","","03","폐업","0002","폐업","2013-06-24","","","","433-0911","1331.98","","강원특별자치도 홍천군 홍천읍 장전평리","","","(주)제일산업","2013-06-24 17:13:01","I","2023-06-13 00:00:00","","","","축산물운반업","","0","L00","0",
"91","축산물운반업","07_22_25_P","4261000","426000000820100001","2010-03-08","","01","영업/정상","0000","정상","","","","","3442914","24","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 문정로 **","25231","횡성농협하나로마트","2023-03-31 14:19:33","I","2023-06-13 00:00:00","","287317.362925953","443404.39836269","축산물운반업","","0","L00","0",
"92","축산물운반업","07_22_25_P","4261000","426000000820200001","2020-11-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 청일면 유동리 ***-**","강원특별자치도 횡성군 청일면 청정로 ***","25254","김화성","2020-11-17 09:23:06","I","2023-06-13 00:00:00","","301592.679604699","453995.466329612","축산물운반업","","0","000","0",
"93","축산물운반업","07_22_25_P","4261000","426000000820210001","2021-07-15","","01","영업/정상","0000","정상","","","","","033-345-2917","665.64","","강원특별자치도 횡성군 횡성읍 묵계리 ***-**","강원특별자치도 횡성군 횡성읍 횡성로 ***, 횡성농협 로컬푸드직매장","25239","횡성농협 로컬푸드직매장","2023-04-04 16:25:54","I","2023-06-13 00:00:00","","286399.300122906","441659.532614267","축산물운반업","","0","L00","0",
"94","축산물운반업","07_22_25_P","4261000","426000000820040001","2004-08-06","","03","폐업","0002","폐업","2014-02-14","","","","","30.16","","강원특별자치도 횡성군 횡성읍 읍상리 ***","강원특별자치도 횡성군 횡성읍 북천로 * (*-***(중앙아파트))","25223","소비자식육점","2014-02-14 14:24:27","I","2023-06-13 00:00:00","","287547.960894091","443939.939303142","축산물운반업","","0","000","0",
"95","축산물운반업","07_22_25_P","4261000","426000000820090001","2009-04-09","","03","폐업","0002","폐업","2014-02-19","","","","342-7854","0","","강원특별자치도 횡성군 우천면 하대리 **","강원특별자치도 횡성군 우천면 하대*길 **","25246","범산목장","2014-02-21 17:17:22","I","2023-06-13 00:00:00","","296742.102373564","440102.436079538","축산물운반업","","0","000","0",
"96","축산물운반업","07_22_25_P","4261000","426000000820170001","2017-11-01","","03","폐업","0002","폐업","2023-07-31","","","","033-342-8656","72","","강원특별자치도 횡성군 공근면 학담리 **-*","강원특별자치도 횡성군 공근면 학담시장*길 *","25208","공근농협정육점","2023-08-01 09:33:49","U","2023-08-03 02:40:00","","","","축산물운반업","","0","L00","0",
"97","축산물운반업","07_22_25_P","4271000","427100000820240001","2024-11-06","","01","영업/정상","0000","정상","","","","","","150","","강원특별자치도 영월군 주천면 주천리 ***-*","강원특별자치도 영월군 주천면 송학주천로 ****","26203","주식회사 우담","2024-11-06 09:15:39","I","2024-11-08 00:12:40","","312569.9267027","419419.583024413","축산물운반업","","0","L00","0",
"98","축산물운반업","07_22_25_P","4271000","427000000819980001","1998-08-17","","03","폐업","0002","폐업","2004-05-12","","","","","0","","강원특별자치도 영월군 남면 북쌍리 ***-*","강원특별자치도 영월군 남면 갈골길 *","","영월축산기업","2004-05-12 18:17:21","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"99","축산물운반업","07_22_25_P","4281000","428000000819980001","1999-07-05","","01","영업/정상","0000","정상","","","","","3327604","24.5","","강원특별자치도 평창군 용평면 장평리 ***-*","강원특별자치도 평창군 용평면 평창대로 ****-**","25315","평창기업","2013-08-28 09:58:48","I","2023-06-13 00:00:00","","325194.409539174","454117.719288194","축산물운반업","","0","000","0",
"100","축산물운반업","07_22_25_P","4281000","428000000819980002","1998-12-04","","01","영업/정상","0000","정상","","","","","3342321","103.53","","강원특별자치도 평창군 용평면 장평리 ***-*","강원특별자치도 평창군 용평면 평창대로 ****-**","25315","대관령한우가공장","2022-08-20 10:31:08","I","2023-06-13 00:00:00","","325258.587313661","454167.367656887","축산물운반업","","0","L00","0",
"101","축산물운반업","07_22_25_P","4281000","428000000820130001","2013-08-28","","01","영업/정상","0000","정상","","","","","033-334-7604","130.71","","강원특별자치도 평창군 용평면 장평리 ***-*","강원특별자치도 평창군 용평면 평창대로 ****-**","25315","평창육가공영농조합법인","2025-05-23 17:14:32","U","2025-05-25 02:40:00","","325258.587313661","454167.367656887","축산물운반업","","0","L00","0",
"102","축산물운반업","07_22_25_P","4281000","428000000820190001","2019-07-05","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 평창읍 종부리 ***-*","강원특별자치도 평창군 평창읍 종부로 ***","25377","83유통","2022-08-09 15:33:12","I","2023-06-13 00:00:00","","323786.252545356","428858.762006875","축산물운반업","","0","000","0",
"103","축산물운반업","07_22_25_P","4281000","428000000820060001","2006-03-09","","03","폐업","0002","폐업","2014-05-01","","","","","0","","강원특별자치도 평창군 진부면 송정리","","","김남철","2014-05-01 11:18:13","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"104","축산물운반업","07_22_25_P","4281000","428000000820100001","2010-03-30","","03","폐업","0002","폐업","2019-06-01","","","","033-332-2530","0","","강원특별자치도 평창군 평창읍 하리 ***-**","","","평창농업협동조합","2019-06-18 15:39:21","I","2023-06-13 00:00:00","","323387.159691995","430407.223417863","축산물운반업","","0","L00","0",
"105","축산물운반업","07_22_25_P","4291000","429000000820190001","2019-02-13","","01","영업/정상","0000","정상","","","","","0335632572","39.36","","강원특별자치도 정선군 정선읍 봉양리 **-*","강원특별자치도 정선군 정선읍 녹송로 **","26127","정선농협 중부지점","2019-02-13 10:10:19","I","2023-06-13 00:00:00","","347948.647937877","432273.040085153","축산물운반업","","0","L00","0",
"106","축산물운반업","07_22_25_P","4291000","429000000819920001","1992-09-17","","03","폐업","0002","폐업","2013-07-04","","","","","0","","강원특별자치도 정선군 남면 문곡리","강원특별자치도 정선군 정선읍 정선로 ****-*","26131","낙원냉동","2013-07-04 17:59:32","I","2023-06-13 00:00:00","","347172.595330542","432095.499860867","축산물운반업","","0","000","0",
"107","축산물운반업","07_22_25_P","4291000","429000000820040001","2004-09-24","","03","폐업","0002","폐업","2005-03-14","","","","","0","","강원특별자치도 정선군 정선읍 봉양리","","","로쉬유통","2005-03-14 13:27:28","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"108","축산물운반업","07_22_25_P","4291000","429000000820040002","2004-11-19","","03","폐업","0002","폐업","2012-10-23","","","","","0","","강원특별자치도 정선군 남면 무릉리","","","부레청정","2012-10-23 14:07:08","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"109","축산물운반업","07_22_25_P","4291000","429000000820160001","2016-12-19","","03","폐업","0002","폐업","2020-05-13","","","","0335917800","1427.67","","강원특별자치도 정선군 남면 무릉리 ***-*","강원특별자치도 정선군 남면 무릉*로 **","26146","아리랑푸드","2020-10-30 13:12:14","I","2023-06-13 00:00:00","","357637.359788221","417889.694613408","축산물운반업","","0","L00","0",
"110","축산물운반업","07_22_25_P","4301000","430000000820090001","2009-02-12","","03","폐업","0002","폐업","2013-07-10","","","","","0","","강원특별자치도 철원군 갈말읍 군탄리 ****-**","강원특별자치도 철원군 갈말읍 동온동길 ***","","유성 축산","2013-07-12 10:03:40","I","2023-06-13 00:00:00","","224945.533470939","515080.463876871","축산물운반업","","0","000","0",
"111","축산물운반업","07_22_25_P","4301000","430000000819980001","1998-08-19","","03","폐업","0002","폐업","2009-09-21","","","","452-3411","10","","강원특별자치도 철원군 갈말읍 문혜리 ****-*","강원특별자치도 철원군 갈말읍 호국로 ****","","철원한양영농조합","2009-09-21 16:31:32","I","2023-06-13 00:00:00","","227330.893217265","518086.605513714","축산물운반업","","0","000","0",
"112","축산물운반업","07_22_25_P","4301000","430000000819980002","1998-08-28","","03","폐업","0002","폐업","2021-05-27","","","","452-3557","10","","강원특별자치도 철원군 갈말읍 신철원리 ***","강원특별자치도 철원군 갈말읍 명성로 ***","","철원축산기업조합","2021-05-27 10:11:26","I","2023-06-13 00:00:00","","226875.275275889","515539.08847728","축산물운반업","","0","000","0",
"113","축산물운반업","07_22_25_P","4301000","430000000820080001","2008-02-18","","03","폐업","0002","폐업","2009-09-21","","","","","0","","강원특별자치도 철원군 갈말읍 문혜리 ****-*","강원특별자치도 철원군 갈말읍 호국로 ****","","(주)한양육가공","2009-09-21 16:47:04","I","2023-06-13 00:00:00","","227330.893217265","518086.605513714","축산물운반업","","0","L00","0",
"114","축산물운반업","07_22_25_P","4301000","430000000820130001","2013-07-02","","03","폐업","0002","폐업","2021-03-08","","","","033-458-3435","0","","강원특별자치도 철원군 서면 와수리 ****-*** *통*반","강원특별자치도 철원군 서면 와수로***번길 *-**","24058","시장닭집","2021-03-08 10:39:50","I","2023-06-13 00:00:00","","238392.046072803","526306.891372023","축산물운반업","","0","000","0",
"115","축산물운반업","07_22_25_P","4331000","433000000820010001","2001-09-28","","03","폐업","0002","폐업","2004-06-08","","","","461-1222","0","","강원특별자치도 인제군 인제읍 남북리 ***","","","주식회사 봉산식품","2004-06-08 16:27:05","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"116","축산물운반업","07_22_25_P","4351000","435000000820040001","1998-07-09","","03","폐업","0002","폐업","2008-07-16","","","","","0","","강원특별자치도 양양군 양양읍 군행리 **","","","양양축산기업조합","2008-07-16 10:37:04","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
