"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"195","이용업","05_19_01_P","4191000","4191000-203-2023-00003","2023-10-16","","01","영업/정상","01","영업","","","","","","41.42","","강원특별자치도 원주시 개운동 380-21","강원특별자치도 원주시 치악로 1810-1, 2층 (개운동)","26443","리미티드바버샵","2023-11-15 10:02:14","U","2023-11-17 02:40:00","일반이용업","284561.886534662","427312.558275586","일반이용업","2","0","2","2","0","0","2","","","","임대","0","2","0","N",
"196","이용업","05_19_01_P","4191000","4191000-203-2023-00004","2023-11-23","","01","영업/정상","01","영업","","","","","","12.54","","강원특별자치도 원주시 태장동 1361","강원특별자치도 원주시 북원중길 34, 2층 (태장동)","26316","강남이용원","2024-02-16 11:29:14","U","2024-02-18 02:40:00","일반이용업","284150.458965792","432005.884807134","일반이용업","3","1","2","2","0","0","2","","","","임대","0","0","0","N",
"197","이용업","05_19_01_P","4191000","4191000-203-2025-00002","2025-01-14","","01","영업/정상","01","영업","","","","","","28.55","","강원특별자치도 원주시 단구동 837-16","강원특별자치도 원주시 우러리길 29, 1층 일부호 (단구동)","26400","워크룸바버샵","2025-02-06 15:28:59","U","2025-02-08 02:40:00","일반이용업","284634.645585122","424011.909938322","일반이용업","4","0","1","1","0","0","1","","","","","0","0","0","N",
"198","이용업","05_19_01_P","4201000","4201000-203-2023-00002","2023-08-30","","01","영업/정상","01","영업","","","","","","39.87","","강원특별자치도 강릉시 교동 1809-14","강원특별자치도 강릉시 하슬라로232번길 24, 1층 (교동)","25508","웨이브맨즈샵","2023-08-30 10:56:29","I","2023-09-01 00:18:42","일반이용업","365452.917859159","475859.052754355","일반이용업","3","0","1","0","0","0","2","","","","","0","0","0","N",
"199","이용업","05_19_01_P","4201000","4201000-203-2000-00002","2000-03-30","","01","영업/정상","01","영업","","","","","033 6425142","23.80","","강원특별자치도 강릉시 노암동 390 한라아파트상가동","강원특별자치도 강릉시 노암길42번길 24, 1층 (노암동, 한라아파트상가동)","25592","한라이용소","2017-07-18 16:14:45","I","2023-06-13 00:00:00","일반이용업","367565.639850681","473063.933064057","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"200","이용업","05_19_01_P","4201000","4201000-203-1975-00008","1975-03-21","","01","영업/정상","01","영업","","","","","033 6623066","47.00","","강원특별자치도 강릉시 주문진읍 교항리 130","강원특별자치도 강릉시 주문진읍 주문로 32","25419","손청규이발샾","2023-10-06 11:24:20","U","2023-10-08 02:40:00","일반이용업","360526.414454067","488683.180502806","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"201","이용업","05_19_01_P","4201000","4201000-203-2005-00001","2005-03-02","","01","영업/정상","01","영업","","","","","033 644 8730","31.00","","강원특별자치도 강릉시 옥천동 78-5","강원특별자치도 강릉시 수문길19번길 22-3 (옥천동)","25555","부영이용소","2017-08-08 09:50:00","I","2023-06-13 00:00:00","일반이용업","367426.803705998","474216.343478868","일반이용업","1","0","0","1","0","0","3","","","","임대","0","0","0","N",
"202","이용업","05_19_01_P","4201000","4201000-203-2005-00002","2005-03-04","","01","영업/정상","01","영업","","","","","033 642 2433","12.80","","강원특별자치도 강릉시 교동 1202","강원특별자치도 강릉시 경포로 72-24 (교동)","25493","송원이용소","2017-08-29 15:25:07","I","2023-06-13 00:00:00","일반이용업","365894.97336543","476000.659759225","일반이용업","2","1","0","2","0","0","0","","","","임대","0","0","0","N",
"203","이용업","05_19_01_P","4201000","4201000-203-1967-00005","1967-10-04","","01","영업/정상","01","영업","","","","","033 6611944","14.35","","강원특별자치도 강릉시 홍제동 137-7","강원특별자치도 강릉시 새냉이길 9 (홍제동)","25536","푸르지오이용원","2004-03-16 00:00:00","I","2023-06-13 00:00:00","일반이용업","366073.93716218","473812.168822459","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"204","이용업","05_19_01_P","4201000","4201000-203-2000-00011","2000-01-14","","01","영업/정상","01","영업","","","","","033 6622889","22.70","","강원특별자치도 강릉시 주문진읍 주문리 313-7","강원특별자치도 강릉시 주문진읍 주문로 114","25412","새시대이용소","2017-09-01 16:05:41","I","2023-06-13 00:00:00","일반이용업","360698.935933555","489462.820492715","일반이용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"205","이용업","05_19_01_P","4201000","4201000-203-1987-00001","1987-06-11","","01","영업/정상","01","영업","","","","","033 6436610","15.30","","강원특별자치도 강릉시 노암동 398-10","강원특별자치도 강릉시 노가니길 44-1, 1층 (노암동)","25592","청솔이용소","2019-04-22 14:40:22","I","2023-06-13 00:00:00","일반이용업","367590.460730401","473278.051101143","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"206","이용업","05_19_01_P","4201000","4201000-203-1967-00001","1967-10-11","","01","영업/정상","01","영업","","","","","033 6427836","22.80","","강원특별자치도 강릉시 노암동 661-2","강원특별자치도 강릉시 임영로 25 (노암동)","25595","동화이용소","2017-07-18 16:17:43","I","2023-06-13 00:00:00","일반이용업","367086.162429513","473065.814173055","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"207","이용업","05_19_01_P","4201000","4201000-203-1977-00001","1977-11-29","","01","영업/정상","01","영업","","","","","033 6445186","15.00","","강원특별자치도 강릉시 강동면 정동진리 200","강원특별자치도 강릉시 강동면 정동3길 19","25631","영진이용소","2003-10-10 00:00:00","I","2023-06-13 00:00:00","일반이용업","379399.572339787","466902.917952207","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"208","이용업","05_19_01_P","4201000","4201000-203-1973-00001","1973-03-10","","01","영업/정상","01","영업","","","","","033 6457135","23.10","","강원특별자치도 강릉시 강동면 모전리 430","강원특별자치도 강릉시 강동면 둔지길 17-2","25627","협동이용소","2017-09-06 16:13:31","I","2023-06-13 00:00:00","일반이용업","372792.104102269","470450.122907739","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"209","이용업","05_19_01_P","4201000","4201000-203-1962-00001","1962-12-25","","01","영업/정상","01","영업","","","","","033 6486983","26.20","","강원특별자치도 강릉시 죽헌동 193","강원특별자치도 강릉시 율곡로 3149 (죽헌동)","25465","죽헌이용소","2017-09-06 16:15:38","I","2023-06-13 00:00:00","일반이용업","365682.482535404","477025.641937465","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"210","이용업","05_19_01_P","4201000","4201000-203-2000-00008","2000-02-15","","01","영업/정상","01","영업","","","","","033 6448433","30.00","","강원특별자치도 강릉시 입암동 499-80","강원특별자치도 강릉시 용지로 52 (입암동)","25580","유성헤어샵","2017-07-18 16:36:58","I","2023-06-13 00:00:00","일반이용업","368259.974183898","474330.838516148","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"211","이용업","05_19_01_P","4201000","4201000-203-2003-00012","2003-09-29","","01","영업/정상","01","영업","","","","","033 6433420","24.75","","강원특별자치도 강릉시 교동 165-176","강원특별자치도 강릉시 강릉대로211번길 10 (교동)","25503","창영이용소","2017-08-31 16:59:17","I","2023-06-13 00:00:00","일반이용업","366832.183259988","474670.695981476","일반이용업","2","0","1","0","0","0","2","","","","","0","0","0","N",
"212","이용업","05_19_01_P","4201000","4201000-203-1975-00004","1975-10-20","","01","영업/정상","01","영업","","","","","033 6468485","11.30","","강원특별자치도 강릉시 교동 1882-5","강원특별자치도 강릉시 솔올로5번길 53 (교동)","25515","은하이용소","2017-08-24 10:28:22","I","2023-06-13 00:00:00","일반이용업","365354.310794684","475154.250945886","일반이용업","2","0","0","1","0","0","3","","","","","0","0","0","N",
"213","이용업","05_19_01_P","4201000","4201000-203-2003-00003","2003-04-03","","01","영업/정상","01","영업","","","","","","15.40","","강원특별자치도 강릉시 주문진읍 교항리 106-21","강원특별자치도 강릉시 주문진읍 신리천로 60","25420","드림이용소","2019-04-04 16:05:45","I","2023-06-13 00:00:00","일반이용업","360425.01219393","488373.888682255","일반이용업","2","0","0","1","0","0","5","","","","임대","0","0","0","N",
"214","이용업","05_19_01_P","4201000","4201000-203-1995-00003","1995-05-03","","01","영업/정상","01","영업","","","","","033 6518885","33.00","","강원특별자치도 강릉시 포남동 1284","강원특별자치도 강릉시 경강로 2324 (포남동)","25570","새동네이용소","2023-10-06 11:28:15","U","2023-10-08 02:40:00","일반이용업","368704.123287623","475701.754117676","일반이용업","4","1","0","1","0","0","3","","","","자가","0","0","0","N",
"215","이용업","05_19_01_P","4201000","4201000-203-1992-00001","1992-05-18","","01","영업/정상","01","영업","","","","","033 5341614","23.50","","강원특별자치도 강릉시 옥계면 현내리 414-5 1통5반","강원특별자치도 강릉시 옥계면 현내시장길 91","25634","서울이용소","2020-03-06 15:59:03","I","2023-06-13 00:00:00","일반이용업","379569.078167977","458116.654859388","일반이용업","1","0","0","0","0","0","3","","","","자가","0","0","0","N",
"216","이용업","05_19_01_P","4201000","4201000-203-1999-00001","1999-04-20","","01","영업/정상","01","영업","","","","","033 6442559","13.69","","강원특별자치도 강릉시 홍제동 571-1","강원특별자치도 강릉시 선수촌로 64-4, 2층 (홍제동)","25522","금강이용소","2021-12-27 13:47:41","I","2023-06-13 00:00:00","일반이용업","364831.782652052","474286.729350234","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"217","이용업","05_19_01_P","4201000","4201000-203-2008-00006","2008-07-10","","01","영업/정상","01","영업","","","","","","19.50","","강원특별자치도 강릉시 내곡동 461-5","강원특별자치도 강릉시 범일로 657 (내곡동)","25603","녹수사우나이용소","2017-07-18 16:34:10","I","2023-06-13 00:00:00","일반이용업","365987.295369488","473063.655198119","일반이용업","4","0","3","3","0","0","2","","","","임대","0","0","0","N",
"218","이용업","05_19_01_P","4201000","4201000-203-2001-00160","2001-07-03","","01","영업/정상","01","영업","","","","","033 6459053","32.20","","강원특별자치도 강릉시 교동 1900-6","강원특별자치도 강릉시 하슬라로 153 (교동)","25516","청솔이발관","2017-08-24 10:26:35","I","2023-06-13 00:00:00","일반이용업","365067.821440634","475105.490433844","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"219","이용업","05_19_01_P","4201000","4201000-203-2013-00003","2013-07-05","","01","영업/정상","01","영업","","","","","033 642 2524","30.00","","강원특별자치도 강릉시 교동 333-2","강원특별자치도 강릉시 가작로 186 (교동)","25490","편한이용소","2019-07-22 10:29:16","I","2023-06-13 00:00:00","일반이용업","366972.491654723","475816.092541715","일반이용업","0","0","1","0","0","0","3","","","","임대","0","0","0","N",
"220","이용업","05_19_01_P","4201000","4201000-203-1997-00003","1997-01-09","","01","영업/정상","01","영업","","","","","033 6435543","18.90","","강원특별자치도 강릉시 옥천동 113-11","강원특별자치도 강릉시 옥천로19번길 5 (옥천동)","25555","옥천이용원","2020-02-28 17:31:31","I","2023-06-13 00:00:00","일반이용업","367583.956058889","474453.047310386","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"221","이용업","05_19_01_P","4201000","4201000-203-1993-00001","1993-03-17","","01","영업/정상","01","영업","","","","","033 6478042","28.10","","강원특별자치도 강릉시 옥천동 173-2","강원특별자치도 강릉시 토성로 193 (옥천동)","25531","관동이용소","2017-08-08 10:58:57","I","2023-06-13 00:00:00","일반이용업","367086.979552637","474491.250269007","일반이용업","1","0","0","0","0","0","5","","","","","0","0","0","N",
"222","이용업","05_19_01_P","4201000","4201000-203-1982-00002","1982-10-11","","01","영업/정상","01","영업","","","","","033 6466019","20.70","","강원특별자치도 강릉시 옥천동 223-84","강원특별자치도 강릉시 옥천로 48 (옥천동)","25552","동부이용소","2017-08-08 09:55:35","I","2023-06-13 00:00:00","일반이용업","367443.601105971","474756.310270998","일반이용업","2","0","0","0","0","0","3","","","","","0","0","0","N",
"223","이용업","05_19_01_P","4201000","4201000-203-1983-00001","1983-06-09","","01","영업/정상","01","영업","","","","","033 6452856","23.20","","강원특별자치도 강릉시 노암동 279-134","강원특별자치도 강릉시 연화봉길 13 (노암동)","25587","성심이용소","2025-07-29 16:26:21","U","2025-07-31 02:40:00","일반이용업","367366.062326611","473549.783378745","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"224","이용업","05_19_01_P","4201000","4201000-203-1989-00002","1989-10-16","","01","영업/정상","01","영업","","","","","033 6415728","33.70","","강원특별자치도 강릉시 포남동 1133","강원특별자치도 강릉시 남구길 3 (포남동)","25549","샤론이용소","2017-08-11 11:05:56","I","2023-06-13 00:00:00","일반이용업","367949.432129891","475179.737165924","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"225","이용업","05_19_01_P","4201000","4201000-203-1963-00001","1963-10-04","","01","영업/정상","01","영업","","","","","033 6622779","13.38","","강원특별자치도 강릉시 주문진읍 주문리 607-2","강원특별자치도 강릉시 주문진읍 주문북로 61, 1층","25409","강릉이용소","2022-08-18 17:51:19","I","2023-06-13 00:00:00","일반이용업","360752.71368444","490131.453086699","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"226","이용업","05_19_01_P","4201000","4201000-203-1972-00006","1972-08-31","","01","영업/정상","01","영업","","","","","033 6612390","22.50","","강원특별자치도 강릉시 주문진읍 주문리 331-6","강원특별자치도 강릉시 주문진읍 연주로 455","25415","덕성이용소","2017-09-06 16:17:07","I","2023-06-13 00:00:00","일반이용업","360430.380246761","489367.404178914","일반이용업","1","0","0","0","0","0","3","","","","","0","0","0","N",
"227","이용업","05_19_01_P","4201000","4201000-203-1974-00006","1974-04-20","","01","영업/정상","01","영업","","","","","033 6621595","26.60","","강원특별자치도 강릉시 주문진읍 주문리 272-1","강원특별자치도 강릉시 주문진읍 주문북로 20-2","25408","달동네이용소","2017-09-06 16:19:23","I","2023-06-13 00:00:00","일반이용업","361006.377886929","489789.200737912","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"228","이용업","05_19_01_P","4201000","4201000-203-1997-00005","1997-11-17","","01","영업/정상","01","영업","","","","","033 653 9974","6.72","","강원특별자치도 강릉시 옥천동 280-2","강원특별자치도 강릉시 옥천로61번길 12 (옥천동)","25551","황실이용소","2017-08-07 09:27:11","I","2023-06-13 00:00:00","일반이용업","367231.571362825","474615.670780112","일반이용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"229","이용업","05_19_01_P","4201000","4201000-203-1994-00001","1994-12-06","","01","영업/정상","01","영업","","","","","033 6480336","24.70","","강원특별자치도 강릉시 명주동 46-1","강원특별자치도 강릉시 경강로 2029 (명주동)","25535","세영이용소","2017-08-03 09:14:54","I","2023-06-13 00:00:00","일반이용업","366595.70724874","473686.087198392","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"230","이용업","05_19_01_P","4201000","4201000-203-1969-00002","1969-04-10","","01","영업/정상","01","영업","","","","","033 6466556","35.00","","강원특별자치도 강릉시 용강동 36-2","강원특별자치도 강릉시 임영로 153-2 (용강동)","25528","영동이용소","2020-06-17 09:16:25","I","2023-06-13 00:00:00","일반이용업","366634.372428905","474166.470027253","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"231","이용업","05_19_01_P","4201000","4201000-203-1982-00003","1982-09-17","","01","영업/정상","01","영업","","","","","033 6485211","10.30","","강원특별자치도 강릉시 임당동 129-2","강원특별자치도 강릉시 경강로 2080 (임당동)","25539","동아장이용소","2017-07-28 14:51:43","I","2023-06-13 00:00:00","일반이용업","366932.86696548","474045.921477922","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"232","이용업","05_19_01_P","4201000","4201000-203-1987-00009","1987-11-19","","01","영업/정상","01","영업","","","","","","10.00","","강원특별자치도 강릉시 옥천동 135","강원특별자치도 강릉시 경강로 2157 (옥천동)","25552","초원이용소","2017-08-08 15:07:35","I","2023-06-13 00:00:00","일반이용업","367471.779111385","474631.614462624","일반이용업","3","0","2","2","0","0","2","","","","임대","0","0","0","N",
"233","이용업","05_19_01_P","4201000","4201000-203-2002-00001","2002-04-12","","01","영업/정상","01","영업","","","","","","29.80","","강원특별자치도 강릉시 노암동 346-1","강원특별자치도 강릉시 노암등길 22 (노암동)","25593","송익이용샵","2020-01-09 10:12:57","I","2023-06-13 00:00:00","일반이용업","367259.590364131","473226.017085032","일반이용업","1","0","0","0","0","0","3","","","","","0","0","0","N",
"234","이용업","05_19_01_P","4201000","4201000-203-1974-00005","1974-03-07","","01","영업/정상","01","영업","","","","","033 6623939","24.00","","강원특별자치도 강릉시 주문진읍 교항리 176-13","강원특별자치도 강릉시 주문진읍 주문로 48","25418","영동이용소","2017-08-29 15:24:24","I","2023-06-13 00:00:00","일반이용업","360539.58888174","488856.093144635","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"235","이용업","05_19_01_P","4201000","4201000-203-1969-00001","1969-09-03","","01","영업/정상","01","영업","","","","","033 6624009","17.10","","강원특별자치도 강릉시 주문진읍 주문리 산 2 12통10반","강원특별자치도 강릉시 주문진읍 주문북로 154","25404","향호이용소","2017-09-06 16:18:49","I","2023-06-13 00:00:00","일반이용업","360141.667329742","490798.485799372","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"236","이용업","05_19_01_P","4201000","4201000-203-2001-00163","2001-10-08","","01","영업/정상","01","영업","","","","","033 643 5957","9.90","","강원특별자치도 강릉시 노암동 619-2","강원특별자치도 강릉시 남부로125번길 18 (노암동)","25595","기린이용소","2020-01-09 10:11:29","I","2023-06-13 00:00:00","일반이용업","366824.28547034","472912.693262217","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"237","이용업","05_19_01_P","4201000","4201000-203-2001-00162","2001-08-01","","01","영업/정상","01","영업","","","","","033 6435861","23.10","","강원특별자치도 강릉시 노암동 261-10","강원특별자치도 강릉시 강중길 5, 1층 (노암동)","25584","용이용소","2019-04-22 14:04:13","I","2023-06-13 00:00:00","일반이용업","367853.250625751","473955.535409403","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"238","이용업","05_19_01_P","4201000","4201000-203-2001-00165","2001-01-19","","01","영업/정상","01","영업","","","","","033 6523407","23.10","","강원특별자치도 강릉시 송정동 186","강원특별자치도 강릉시 경강로 2495 (송정동)","25558","동명이용소","2017-09-01 16:04:52","I","2023-06-13 00:00:00","일반이용업","370182.058325092","476485.038547697","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"239","이용업","05_19_01_P","4201000","4201000-203-2001-00167","2001-07-03","","01","영업/정상","01","영업","","","","","033 662 4040","20.14","","강원특별자치도 강릉시 주문진읍 교항리 48-117","강원특별자치도 강릉시 주문진읍 연주로 299","25423","강남이용소","2017-09-08 09:13:07","I","2023-06-13 00:00:00","일반이용업","360638.936372108","487865.330785758","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"240","이용업","05_19_01_P","4201000","4201000-203-1999-00005","1999-03-19","","01","영업/정상","01","영업","","","","","033 662 0788","24.00","","강원특별자치도 강릉시 주문진읍 교항리 90-15","강원특별자치도 강릉시 주문진읍 연주로 375","25420","일성이발관","2017-08-29 15:27:41","I","2023-06-13 00:00:00","일반이용업","360400.900894186","488570.48257512","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"241","이용업","05_19_01_P","4201000","4201000-203-1971-00003","1971-07-30","","01","영업/정상","01","영업","","","","","033 6481115","27.30","","강원특별자치도 강릉시 입암동 639-26 5통4반","강원특별자치도 강릉시 강변로 346 (입암동)","25584","부림이용원","2017-07-18 16:36:02","I","2023-06-13 00:00:00","일반이용업","367807.873782555","474057.702324301","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"242","이용업","05_19_01_P","4201000","4201000-203-1991-00002","1991-09-19","","01","영업/정상","01","영업","","","","","033 6511016","31.50","","강원특별자치도 강릉시 포남동 1185-4","강원특별자치도 강릉시 경강로2301번길 32 (포남동)","25568","목화이용소","2017-08-10 17:08:03","I","2023-06-13 00:00:00","일반이용업","368336.685631333","475886.085241445","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"243","이용업","05_19_01_P","4201000","4201000-203-1999-00006","1999-07-06","","01","영업/정상","01","영업","","","","","033 6538400","45.00","","강원특별자치도 강릉시 포남동 1166-4","강원특별자치도 강릉시 성덕포남로 188, 1층 (포남동)","25572","윤이발타운","2022-02-18 14:34:01","I","2023-06-13 00:00:00","일반이용업","368090.700386555","475724.976491152","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"244","이용업","05_19_01_P","4201000","4201000-203-2008-00008","2008-10-13","","01","영업/정상","01","영업","","","","","","23.94","","강원특별자치도 강릉시 포남동 1187-9","강원특별자치도 강릉시 하평길 48-7 (포남동)","25568","명인이용소","2022-08-05 11:01:54","I","2023-06-13 00:00:00","일반이용업","368526.590689969","475863.149007545","일반이용업","3","1","1","0","0","0","2","","","","임대","0","0","0","N",
"245","이용업","05_19_01_P","4201000","4201000-203-2023-00001","2023-05-09","","01","영업/정상","01","영업","","","","","","58.30","","강원특별자치도 강릉시 교동 242-4","강원특별자치도 강릉시 화부산로 142 (교동)","25490","오지바버샵","2023-05-09 13:09:37","I","2023-06-13 00:00:00","일반이용업","366774.262868707","475361.280798702","일반이용업","1","0","1","0","0","0","2","","","","","0","0","0","N",
"246","이용업","05_19_01_P","4201000","4201000-203-2022-00004","2022-09-30","","01","영업/정상","01","영업","","","","","","64.37","","강원특별자치도 강릉시 홍제동 637-10","강원특별자치도 강릉시 사임당로 133, 유천메타폴리스2 1동 207호 (홍제동)","25520","리버도스바버샵","2022-09-30 13:56:31","I","2023-06-13 00:00:00","일반이용업","364303.565986948","474340.628143827","일반이용업","2","0","2","0","0","0","2","","","","","0","0","0","N",
"247","이용업","05_19_01_P","4201000","4201000-203-2022-00003","2022-09-19","","01","영업/정상","01","영업","","","","","","42.04","","강원특별자치도 강릉시 포남동 1124-16","강원특별자치도 강릉시 남구길17번길 5, 1층 (포남동)","25549","역전이용소","2022-09-19 21:32:19","I","2023-06-13 00:00:00","일반이용업","367838.885001391","475241.624481642","일반이용업","4","0","1","0","0","0","2","","","","","0","0","0","N",
"248","이용업","05_19_01_P","4201000","4201000-203-2005-00007","2005-08-24","","01","영업/정상","01","영업","","","","","","18.30","","강원특별자치도 강릉시 포남동 1291","강원특별자치도 강릉시 하평1길 20, 2층 (포남동)","25566","고려이용소","2022-11-03 09:21:49","I","2023-06-13 00:00:00","일반이용업","368396.287151892","476070.867280176","일반이용업","4","1","0","3","0","0","0","","","","임대","0","0","0","N",
"249","이용업","05_19_01_P","4201000","4201000-203-2001-00170","2001-07-11","","01","영업/정상","01","영업","","","","","033 6522897","20.90","","강원특별자치도 강릉시 포남동 1056-15","강원특별자치도 강릉시 강릉대로 459, 1층 (포남동)","25480","아빠이용소","2019-04-22 14:20:26","I","2023-06-13 00:00:00","일반이용업","368488.988330074","476359.363262744","일반이용업","0","0","0","0","0","0","5","","","","","0","0","0","N",
"250","이용업","05_19_01_P","4201000","4201000-203-2001-00171","2001-03-19","","01","영업/정상","01","영업","","","","","033 6520675","48.00","","강원특별자치도 강릉시 포남동 1293-1 일송아파트","강원특별자치도 강릉시 하평3길 37, 상가동 2층 205호 (포남동, 일송아파트)","25567","동네이용소","2019-05-27 16:25:21","I","2023-06-13 00:00:00","일반이용업","368638.024909925","476079.651464047","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"251","이용업","05_19_01_P","4201000","4201000-203-2001-00173","2001-05-02","","01","영업/정상","01","영업","","","","","033 6489255","25.00","","강원특별자치도 강릉시 포남동 1138-10","강원특별자치도 강릉시 용지각길 7 (포남동)","25548","용지이용소","2023-10-06 11:29:34","U","2023-10-08 02:40:00","일반이용업","367770.320358553","474834.423904667","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"252","이용업","05_19_01_P","4201000","4201000-203-1987-00008","1987-11-19","","01","영업/정상","01","영업","","","","","033 6451737","24.00","","강원특별자치도 강릉시 홍제동 62-4","강원특별자치도 강릉시 토성로 92 (홍제동)","25535","새시대이용소","2010-12-10 17:11:53","I","2023-06-13 00:00:00","일반이용업","366283.062732342","473873.537650147","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"253","이용업","05_19_01_P","4201000","4201000-203-1988-00001","1988-07-05","","01","영업/정상","01","영업","","","","","033 6460221","30.40","","강원특별자치도 강릉시 성남동 40-1","강원특별자치도 강릉시 금성로 7 (성남동)","25542","형제이용소","2018-08-22 14:57:43","I","2023-06-13 00:00:00","일반이용업","367340.73818627","474162.673050026","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"254","이용업","05_19_01_P","4201000","4201000-203-2018-00002","2018-09-19","","01","영업/정상","01","영업","","","","","","26.40","","강원특별자치도 강릉시 용강동 29 서부시장","강원특별자치도 강릉시 임영로155번길 6, 서부시장 1층 65호 (용강동)","25528","성홍이용소","2018-09-19 15:48:36","I","2023-06-13 00:00:00","일반이용업","366564.34266928","474192.135182166","일반이용업","0","0","1","0","0","0","3","","","","","1","1","0","N",
"255","이용업","05_19_01_P","4201000","4201000-203-1995-00006","1995-12-08","","01","영업/정상","01","영업","","","","","033 6453171","33.00","","강원특별자치도 강릉시 입암동 594-1","강원특별자치도 강릉시 성덕포남로 102 (입암동)","25576","주공 이용소","2017-07-18 16:45:55","I","2023-06-13 00:00:00","일반이용업","368723.901238152","475116.563574855","일반이용업","1","0","0","0","0","0","2","","","","","0","0","0","N",
"256","이용업","05_19_01_P","4201000","4201000-203-2008-00003","2008-02-19","","01","영업/정상","01","영업","","","","","","33.00","","강원특별자치도 강릉시 포남동 1005-296","강원특별자치도 강릉시 경강로2246번길 4 (포남동)","25547","종로이용소","2017-08-11 11:04:23","I","2023-06-13 00:00:00","일반이용업","368093.868938557","475204.101979768","일반이용업","4","1","1","1","0","0","2","","","","임대","0","0","0","N",
"257","이용업","05_19_01_P","4201000","4201000-203-2013-00004","2013-09-26","","01","영업/정상","01","영업","","","","","","16.50","","강원특별자치도 강릉시 교동 1890-1","강원특별자치도 강릉시 정원로 56 (교동)","25515","대륙이용소","2017-03-13 13:30:02","I","2023-06-13 00:00:00","일반이용업","365215.540885583","475012.642374049","일반이용업","4","0","3","3","0","0","2","","","","임대","0","0","0","N",
"258","이용업","05_19_01_P","4201000","4201000-203-2016-00001","2016-03-07","","01","영업/정상","01","영업","","","","","033 662 5255","36.00","","강원특별자치도 강릉시 연곡면 동덕리 440","강원특별자치도 강릉시 연곡면 진고개로 2720, 103호","25428","희망이용소","2017-09-05 13:57:01","I","2023-06-13 00:00:00","일반이용업","361543.213632933","485630.008927043","일반이용업","0","0","1","0","0","0","2","","","","","0","1","0","N",
"259","이용업","05_19_01_P","4201000","4201000-203-1974-00004","1974-08-17","","01","영업/정상","01","영업","","","","","033 6627803","27.70","","강원특별자치도 강릉시 주문진읍 교항리 163-1","강원특별자치도 강릉시 주문진읍 주문로 34","25419","오복이용소","2017-08-29 15:26:17","I","2023-06-13 00:00:00","일반이용업","360529.633671877","488704.866662544","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
