"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"232","석유판매업","09_28_08_P","4191000","1999419007901500001","1999-01-05","","01","영업/정상","01","신규등록","","","","","","1397","","강원특별자치도 원주시 지정면 간현리 919-9","강원특별자치도 원주시 지정면 간현로 110","","지정주유소","2023-11-06 10:21:31","U","2023-11-08 02:40:00","주유소","274435.589","429135.458","","",
"233","석유판매업","09_28_08_P","4191000","1999419007901500004","1999-06-18","","01","영업/정상","01","신규등록","","","","","033 7348400","1868","","강원특별자치도 원주시 문막읍 건등리 1471-5","강원특별자치도 원주시 문막읍 건등로 76","","(주)월인톨게이트주유소","2024-07-03 11:14:29","U","2024-07-05 02:40:00","주유소","272947.700621809","424017.358827371","","",
"234","석유판매업","09_28_08_P","4191000","2000419007901200187","2005-12-08","","01","영업/정상","01","신규등록","","","","","033732 5171","","","강원특별자치도 원주시 우산동 524-2","강원특별자치도 원주시 우산공단길 151 (우산동)","26335","강원에너지석유판매","2018-04-05 15:00:09","I","2023-06-13 00:00:00","일반판매소","282958.522555316","431480.830133054","","",
"235","석유판매업","09_28_08_P","4191000","2000419007901200190","2000-10-02","","01","영업/정상","01","신규등록","","","","","","","","강원특별자치도 원주시 문막읍 건등리 1701-5","강원특별자치도 원주시 문막읍 건등로 60-4","","삼성에너지","2023-11-07 13:45:03","U","2023-11-09 02:40:00","일반판매소","272756.455142768","423856.279848536","","",
"236","석유판매업","09_28_08_P","4191000","1994419007901500007","1994-09-16","","01","영업/정상","01","신규등록","","","","","0319945185","4800","","강원특별자치도 원주시 문막읍 동화리 523","강원특별자치도 원주시 문막읍 원문로 1468","","주식회사 디오티디 원주꼬끼오주유소","2023-11-06 10:33:19","U","2023-11-08 02:40:00","주유소","274533.503363071","425103.515561365","","",
"237","석유판매업","09_28_08_P","4191000","1994419007901500008","2005-11-24","","01","영업/정상","01","신규등록","","","","","033 7355151","1500","","강원특별자치도 원주시 문막읍 동화리 520","강원특별자치도 원주시 문막읍 원문로 1449","","주식회사 디오티디 원주베짱이주유소","2023-11-06 10:32:43","U","2023-11-08 02:40:00","주유소","274693.995555737","425118.636792655","","",
"238","석유판매업","09_28_08_P","4191000","1994419007901500009","1994-12-06","","01","영업/정상","01","신규등록","","","","","033 7325545","950","","강원특별자치도 원주시 문막읍 동화리 71-3","강원특별자치도 원주시 문막읍 보통로 153","","만낭포주유소(금강개발직영점)","2024-01-24 10:16:45","U","2024-01-26 02:40:00","주유소","275490.623233067","426790.749488745","","",
"239","석유판매업","09_28_08_P","4191000","1995419007901500002","2005-11-11","","01","영업/정상","01","신규등록","","","","","033 7645133","450","","강원특별자치도 원주시 명륜동 268","강원특별자치도 원주시 남원로 629 (명륜동)","","진성주유소","2025-10-16 17:18:29","U","2025-10-18 02:40:00","주유소","284283.44290165","426785.730141949","","",
"240","석유판매업","09_28_08_P","4191000","1995419007901500004","1995-09-15","","01","영업/정상","01","신규등록","","","","","033 7472670","1762","","강원특별자치도 원주시 호저면 만종리 316","강원특별자치도 원주시 호저면 원문로 402","","(주)행복드림","2024-09-05 11:17:20","U","2024-09-07 02:40:00","주유소","280903.802033713","429239.07543798","","",
"241","석유판매업","09_28_08_P","4191000","1995419007901500005","1995-11-30","","01","영업/정상","01","신규등록","","","","","033 7462325","1236","","강원특별자치도 원주시 태장동 1350","강원특별자치도 원주시 북원로 2740 (태장동)","","행복한주유소","2023-11-06 10:27:04","U","2023-11-08 02:40:00","주유소","283948.328543685","432210.032697756","","",
"242","석유판매업","09_28_08_P","4191000","1995419007901500010","2010-09-06","","01","영업/정상","01","신규등록","","","","","033 744 5151","679","","강원특별자치도 원주시 학성동 327-1","강원특별자치도 원주시 평원로 111 (학성동)","","강동에너지","2024-09-26 16:34:01","U","2024-09-28 02:40:00","주유소","283879.195267238","428401.033679626","","",
"243","석유판매업","09_28_08_P","4191000","2005419011501500002","2005-06-08","","01","영업/정상","01","신규등록","","","","","033 7320051","1428","","강원특별자치도 원주시 지정면 보통리 450-13","강원특별자치도 원주시 지정면 원문로 1153","","희망주유소","2025-03-12 09:32:27","U","2025-03-14 02:40:00","주유소","276492.184589143","426266.399244277","","",
"244","석유판매업","09_28_08_P","4191000","2005419011501500004","2005-09-28","","01","영업/정상","01","신규등록","","","","","033 7487711","1200","","강원특별자치도 원주시 문막읍 동화리 342-2","강원특별자치도 원주시 문막읍 원문로 1387","","(주)동국","2025-07-24 16:22:20","U","2025-07-26 02:40:00","주유소","274975.60360989","425481.042486825","","",
"245","석유판매업","09_28_08_P","4191000","2005419011501500007","2005-11-29","","01","영업/정상","01","신규등록","","","","","033 7325190","960","","강원특별자치도 원주시 태장동 321","강원특별자치도 원주시 치악로 2215 (태장동)","","이오주유소","2024-10-09 11:45:06","U","2024-10-11 02:40:00","주유소","285772.251608434","430667.813235715","","",
"246","석유판매업","09_28_08_P","4191000","2005419011501500008","2005-12-08","","01","영업/정상","01","신규등록","","","","","033 7435185","449.76","","강원특별자치도 원주시 단계동 43-1","강원특별자치도 원주시 북원로 2400 (단계동)","","지에스칼텍스(주)신진주유소","2024-10-25 09:29:53","U","2024-10-27 02:40:00","주유소","283092.054888887","428953.582048188","","",
"247","석유판매업","09_28_08_P","4191000","2006419013301500001","2006-02-24","","01","영업/정상","01","신규등록","","","","","033 7342676","232","","강원특별자치도 원주시 태장동 2161","강원특별자치도 원주시 북원로 2820 (태장동)","","원주톨게이트주유소","2023-11-06 09:51:28","U","2023-11-08 02:40:00","주유소","284176.665781774","432957.667952324","","",
"248","석유판매업","09_28_08_P","4191000","2006419013301500002","2006-05-26","","01","영업/정상","01","신규등록","","","","","033 7618222","529","","강원특별자치도 원주시 판부면 서곡리 1279-4","강원특별자치도 원주시 판부면 용수골길 230","","가나주유소","2023-11-06 09:50:55","U","2023-11-08 02:40:00","주유소","283229.865261642","421595.089348296","","",
"249","석유판매업","09_28_08_P","4191000","2006419013301500003","2006-07-04","","01","영업/정상","01","신규등록","","","","","","1235","","강원특별자치도 원주시 학성동 63-2 14통2반","강원특별자치도 원주시 강변로 629 (학성동)","","학성주유소","2023-11-06 09:50:24","U","2023-11-08 02:40:00","주유소","284051.515201602","429030.975245921","","",
"250","석유판매업","09_28_08_P","4191000","2006419013301500004","2006-09-05","","01","영업/정상","01","신규등록","","","","","033 7338951","1261","","강원특별자치도 원주시 학성동 1-15","강원특별자치도 원주시 강변로 685 (학성동)","","(주)강인산업개발","2025-07-07 14:22:26","U","2025-07-09 02:40:00","주유소","283977.865759258","429621.26120998","","",
"251","석유판매업","09_28_08_P","4191000","2006419013301500006","2006-11-20","","01","영업/정상","01","신규등록","","","","","033 7618222","","","강원특별자치도 원주시 판부면 서곡리 1279-2","강원특별자치도 원주시 판부면 용수골길 230","","화성세탁기","2015-10-01 16:43:07","I","2023-06-13 00:00:00","용제판매소","283231.043687473","421613.177081841","","",
"252","석유판매업","09_28_08_P","4191000","2007419015301500001","2007-05-09","","01","영업/정상","01","신규등록","","","","","033 734 3614","1207","","강원특별자치도 원주시 학성동 751-5","강원특별자치도 원주시 강변로 745 (학성동)","","정지뜰주유소","2023-11-08 12:51:09","U","2023-11-10 02:40:00","주유소","283797.414688563","430169.910168256","","",
"253","석유판매업","09_28_08_P","4191000","2007419015301500003","2007-08-30","","01","영업/정상","01","신규등록","","","","","0337480027","1374","","강원특별자치도 원주시 문막읍 동화리 371-10","강원특별자치도 원주시 문막읍 원문로 1320","","진운주유소","2024-09-02 14:16:02","U","2024-09-04 02:40:00","주유소","275285.835360018","425851.762907573","","",
"254","석유판매업","09_28_08_P","4191000","2007419015301500004","2007-09-21","","01","영업/정상","01","신규등록","","","","","","769","","강원특별자치도 원주시 행구동 1537-4","강원특별자치도 원주시 행구로 253 (행구동)","","행운주유소","2023-11-06 09:47:35","U","2023-11-08 02:40:00","주유소","287086.375779898","427251.98939606","","",
"255","석유판매업","09_28_08_P","4191000","2007419015301500006","2007-12-14","","01","영업/정상","01","신규등록","","","","","7646504","606","","강원특별자치도 원주시 명륜동 635-16","강원특별자치도 원주시 한지공원길 42 (명륜동)","","주식회사 에스케이지 정상주유소","2025-10-22 13:50:41","U","2025-10-24 02:40:00","주유소","283455.879562899","425816.542566689","","",
"256","석유판매업","09_28_08_P","4191000","2001419007901200017","2004-09-03","","01","영업/정상","01","신규등록","","","","","033-763-9032","","","강원특별자치도 원주시 단구동 644-3","강원특별자치도 원주시 관후길 21-1 (단구동)","26450","북원석유","2024-01-19 12:58:55","U","2024-01-21 02:40:00","일반판매소","284725.559516925","425499.79197814","","",
"257","석유판매업","09_28_08_P","4191000","2001419007901200021","2007-03-19","","01","영업/정상","01","신규등록","","","","","033-766-5149","","","강원특별자치도 원주시 무실동 1159-2","강원특별자치도 원주시 송삼길 165 (무실동)","","현대에너지","2024-01-19 16:40:19","U","2024-01-21 02:40:00","일반판매소","281333.210509517","425502.333794389","","",
"258","석유판매업","09_28_08_P","4191000","2001419007901500004","2001-10-11","","01","영업/정상","01","신규등록","","","","","033 7463003","374","","강원특별자치도 원주시 태장동 1039-5 2통5반","강원특별자치도 원주시 현충로 288 (태장동)","","고구려주유소","2024-11-01 17:04:46","U","2024-11-03 02:40:00","주유소","284027.934333096","431210.378982896","","",
"259","석유판매업","09_28_08_P","4191000","2001419007901500005","2006-04-11","","01","영업/정상","01","신규등록","","","","","033 7441300","","","강원특별자치도 원주시 무실동 643-3","강원특별자치도 원주시 만대로 196-13 (무실동)","","한국종합기계","2015-10-01 16:49:19","I","2023-06-13 00:00:00","용제판매소","281750.330143479","425906.280314826","","",
"260","석유판매업","09_28_08_P","4191000","2001419007901500006","2005-04-22","","01","영업/정상","01","신규등록","","","","","033 7638603","1380","","강원특별자치도 원주시 신림면 금창리 550","강원특별자치도 원주시 신림면 치악로 416","","(주)비지에프휴먼넷 치악(부산방향)주유소","2025-01-24 11:07:28","U","2025-01-26 02:40:00","주유소","292870.872186918","417469.700403025","","",
"261","석유판매업","09_28_08_P","4191000","2001419007901500007","2005-04-22","","01","영업/정상","01","신규등록","","","","","03 7620349","1640","","강원특별자치도 원주시 신림면 금창리 500","강원특별자치도 원주시 신림면 다리실2길 32","","(주)비지에프휴먼넷 치악(춘천방향)주유소","2025-01-24 11:01:51","U","2025-01-26 02:40:00","주유소","292905.48414173","417738.338303914","","",
"262","석유판매업","09_28_08_P","4191000","2002419007901500001","2002-01-16","","01","영업/정상","01","신규등록","","","","","033 7634811","839.68","","강원특별자치도 원주시 흥업면 흥업리 593-3","강원특별자치도 원주시 흥업면 사제로 5","","남원주농협주유소","2023-11-06 10:11:41","U","2023-11-08 02:40:00","주유소","281429.882919974","422713.058689045","","",
"263","석유판매업","09_28_08_P","4191000","1996419007901500004","1996-05-31","","01","영업/정상","01","신규등록","","","","","033 7645125","1960","","강원특별자치도 원주시 신림면 신림리 116-42","강원특별자치도 원주시 신림면 신림황둔로 99","","신림농협주유소","2023-11-06 10:24:39","U","2023-11-08 02:40:00","주유소","296386.810279017","415638.905514484","","",
"264","석유판매업","09_28_08_P","4191000","1996419007901500005","1996-08-26","","01","영업/정상","01","신규등록","","","","","033 7474300","1285","","강원특별자치도 원주시 소초면 의관리 53","강원특별자치도 원주시 소초면 북원로 3370","","보라매주유소","2024-10-09 11:46:18","U","2024-10-11 02:40:00","주유소","286522.857974473","437724.536252159","","",
"265","석유판매업","09_28_08_P","4191000","1996419007901500006","2004-07-14","","01","영업/정상","01","신규등록","","","","","033 7340767","1232.79","","강원특별자치도 원주시 문막읍 포진리 938-7","강원특별자치도 원주시 문막읍 개나루길 13","","한국도로공사 문막(인천)주유소","2023-11-06 10:23:32","U","2023-11-08 02:40:00","주유소","272421.764436124","422113.869349602","","",
"266","석유판매업","09_28_08_P","4191000","1996419007901500007","2004-07-14","","01","영업/정상","01","신규등록","","","","","033 7340764","1797.29","","강원특별자치도 원주시 문막읍 동화리 114","강원특별자치도 원주시 문막읍 원문로 1234","","문막(하)주유소(주.대현유통)","2025-05-22 09:54:54","U","2025-05-24 02:40:00","주유소","275994.383805003","426302.575595956","","",
"267","석유판매업","09_28_08_P","4191000","1997419007901200001","1997-01-22","","01","영업/정상","01","신규등록","","","","","033 746 9097","","","강원특별자치도 원주시 소초면 흥양리 1639","강원특별자치도 원주시 소초면 송문1길 32","","혜진석유판매소","2000-11-27 00:00:00","I","2023-06-13 00:00:00","일반판매소","286422.509519444","431413.950518586","","",
"268","석유판매업","09_28_08_P","4191000","1998419007901200004","1998-09-10","","01","영업/정상","01","신규등록","","","","","000 000 0000","","","강원특별자치도 원주시 개운동 381-29","강원특별자치도 원주시 개봉길 35 (개운동)","","쌍용석유판매소","2018-04-05 15:35:57","I","2023-06-13 00:00:00","일반판매소","284606.370908752","427274.235697985","","",
"269","석유판매업","09_28_08_P","4191000","1998419007901500001","1998-05-18","","01","영업/정상","01","신규등록","","","","","033 7325155","994","","강원특별자치도 원주시 호저면 만종리 375-1","강원특별자치도 원주시 호저면 원문로 437","","다문주유소","2023-11-06 10:21:56","U","2023-11-08 02:40:00","주유소","280655.199287995","429160.951420414","","",
"270","석유판매업","09_28_08_P","4191000","2003419011501500001","2003-01-04","","01","영업/정상","01","신규등록","","","","","033 7316425","1200","","강원특별자치도 원주시 호저면 옥산리 219","강원특별자치도 원주시 호저면 마근거리길 110","","(주)대청산업개발 원주(춘천)주유소","2023-12-26 10:38:49","U","2023-12-28 02:40:00","주유소","282461.749806175","437289.151762055","","",
"271","석유판매업","09_28_08_P","4191000","2003419011501500002","2003-01-27","","01","영업/정상","01","신규등록","","","","","033 731 0736","1350","","강원특별자치도 원주시 호저면 옥산리 211","강원특별자치도 원주시 호저면 마근거리길 120","","대보건설(주)원주(부산방향)주유소","2024-10-18 15:44:00","U","2024-10-20 02:40:00","주유소","282202.447369153","437243.320843798","","",
"272","석유판매업","09_28_08_P","4191000","2004419011501500001","2004-02-25","","01","영업/정상","01","신규등록","","","","","033 7610082","890","","강원특별자치도 원주시 단구동 211-6","강원특별자치도 원주시 강변로 283 (단구동)","","강변주유소","2025-08-19 14:30:50","U","2025-08-21 02:40:00","주유소","285080.302107875","426084.923432245","","",
"273","석유판매업","09_28_08_P","4191000","2004419011501500002","2007-06-04","","01","영업/정상","01","신규등록","","","","","033 7639963","1280","","강원특별자치도 원주시 소초면 흥양리 1719","강원특별자치도 원주시 소초면 치악로 2327","","원주103주유소","2023-11-06 09:59:25","U","2023-11-08 02:40:00","주유소","286260.759522491","431679.771727773","","",
"274","석유판매업","09_28_08_P","4191000","2004419011501500004","2007-05-02","","01","영업/정상","01","신규등록","","","","","033 7314411","1124.3","","강원특별자치도 원주시 태장동 800-5","강원특별자치도 원주시 현충로 40 (태장동)","","두원일공오주유소","2023-11-06 09:58:15","U","2023-11-08 02:40:00","주유소","284513.4534975","429019.7002784","","",
"275","석유판매업","09_28_08_P","4191000","2004419011501500005","2006-12-28","","01","영업/정상","01","신규등록","","","","","033 7315257","751","","강원특별자치도 원주시 단계동 455-16","강원특별자치도 원주시 봉화로 87 (단계동)","","유원주유소","2025-08-27 13:40:50","U","2025-08-29 02:40:00","주유소","282170.482946202","428211.13990536","","",
"276","석유판매업","09_28_08_P","4191000","2004419011501500007","2004-09-08","","01","영업/정상","01","신규등록","","","","","033 7475189","565","","강원특별자치도 원주시 문막읍 문막리 242-7","강원특별자치도 원주시 문막읍 원문로 1895","","동진주유소","2025-04-04 09:23:34","U","2025-04-06 02:40:00","주유소","272175.941382321","423019.934979133","","",
"277","석유판매업","09_28_08_P","4191000","2004419011501500009","2005-12-29","","01","영업/정상","01","신규등록","","","","","033 7355808","778.38","","강원특별자치도 원주시 문막읍 동화리 371-2","강원특별자치도 원주시 문막읍 원문로 1342","26365","주식회사 삼웅","2025-08-08 15:24:15","U","2025-08-10 02:40:00","주유소","275180.602076767","425752.644015215","","",
"278","석유판매업","09_28_08_P","4191000","2005419011501500001","2005-01-25","","01","영업/정상","01","신규등록","","","","","033 7475109","1000","","강원특별자치도 원주시 호저면 만종리 592","강원특별자치도 원주시 호저면 원문로 545","","SK만종주유소","2025-04-21 15:34:46","U","2025-04-23 02:40:00","주유소","279953.683422362","428865.24566369","","",
"279","석유판매업","09_28_08_P","4191000","2020419024501500002","2020-10-16","2023-07-10","04","취소/말소/만료/정지/중지","02","등록취소","","","","","","1292","","강원특별자치도 원주시 문막읍 반계리 779","강원특별자치도 원주시 문막읍 여원로 1479","26361","DH문막주유소","2023-07-11 14:17:07","U","2023-07-13 02:40:00","주유소","268613.104335415","419930.69604469","","",
"280","석유판매업","09_28_08_P","4191000","1990419007901500004","2005-04-21","2021-10-01","04","취소/말소/만료/정지/중지","02","등록취소","","","","","033 746 5189","1122","","강원특별자치도 원주시 소초면 장양리 949-4","강원특별자치도 원주시 소초면 북원로 3110","","아우토반주유소","2021-10-06 13:40:16","I","2023-06-13 00:00:00","주유소","","","","",
"281","석유판매업","09_28_08_P","4191000","2000419007901500001","2000-06-28","","04","취소/말소/만료/정지/중지","02","등록취소","","","","","033 7485185","800","","강원특별자치도 원주시 태장동 698-25","","","원주에너지주유소","2000-11-08 00:00:00","I","2023-06-13 00:00:00","주유소","","","","",
"282","석유판매업","09_28_08_P","4191000","1995419007901500003","2009-11-19","2020-10-16","04","취소/말소/만료/정지/중지","02","등록취소","","","","","033 731 6384","1292","","강원특별자치도 원주시 문막읍 반계리 779","강원특별자치도 원주시 문막읍 여원로 1479","","문막주유소","2020-10-16 09:32:51","I","2023-06-13 00:00:00","주유소","268613.104335415","419930.69604469","","",
"283","석유판매업","09_28_08_P","4191000","2019419024501500001","2019-09-20","","03","폐업","03","폐지","2021-10-05","","","","033-763-9399","1860","","강원특별자치도 원주시 신림면 금창리 544-1","강원특별자치도 원주시 신림면 치악로 447, 가리파주유소","26506","가리파주유소","2021-10-25 10:03:16","I","2023-06-13 00:00:00","주유소","292686.419418824","417567.669848456","","",
"284","석유판매업","09_28_08_P","4191000","2022419024501500001","2022-06-28","","03","폐업","03","폐지","2023-10-02","","","","","1860","","강원특별자치도 원주시 신림면 금창리 544-1","강원특별자치도 원주시 신림면 치악로 447","26506","태강주유소","2023-10-30 16:23:45","U","2023-11-01 02:40:00","주유소","292686.419418824","417567.669848456","","",
"285","석유판매업","09_28_08_P","4191000","2014419024501200002","2014-12-09","","03","폐업","03","폐지","2020-10-16","","","","033 732 6420","","","강원특별자치도 원주시 호저면 주산리 524-2","강원특별자치도 원주시 호저면 호저로 437","","원주농협호저지점","2020-10-16 16:07:22","I","2023-06-13 00:00:00","일반판매소","281837.023899534","434686.431265626","","",
"286","석유판매업","09_28_08_P","4191000","2015419024501200001","2015-10-27","","03","폐업","03","폐지","2021-02-24","","","","033 743 1010","","","강원특별자치도 원주시 태장동 603-14","강원특별자치도 원주시 한배미길 70-1 (태장동)","26322","일광석유","2021-02-24 14:44:34","I","2023-06-13 00:00:00","일반판매소","284620.598762342","430213.761065829","","",
"287","석유판매업","09_28_08_P","4191000","2015419024501500001","2015-06-08","","03","폐업","03","폐지","2019-07-30","2015-07-15","2016-01-15","","033 762 0082","1860","","강원특별자치도 원주시 신림면 금창리 544","강원특별자치도 원주시 신림면 치악로 447","","(주)성일상사 가리파주유소","2019-09-11 16:25:02","I","2023-06-13 00:00:00","주유소","292681.24944179","417522.78478938","","",
"288","석유판매업","09_28_08_P","4191000","2008419015301200001","2008-01-15","","03","폐업","03","폐지","2017-04-05","","","","761 9091","47.01","","강원특별자치도 원주시 반곡동 668-9","강원특별자치도 원주시 섭재삼보길 177 (반곡동)","","극동에너지","2017-11-21 10:08:09","I","2023-06-13 00:00:00","일반판매소","287361.913961396","423970.83702065","","",
"289","석유판매업","09_28_08_P","4191000","2008419015301200003","2008-08-26","","03","폐업","03","폐지","","","","","","0","","강원특별자치도 원주시 호저면 만종리 1148","강원특별자치도 원주시 호저면 굴미실길 62-5","","일광석유","2015-10-13 15:25:31","I","2023-06-13 00:00:00","일반판매소","278980.022053571","428644.193398838","","",
"290","석유판매업","09_28_08_P","4191000","2008419015301200004","2008-08-26","","03","폐업","03","폐지","2018-04-04","","","","033 761 1123","0","","강원특별자치도 원주시 호저면 만종리 1148","강원특별자치도 원주시 호저면 굴미실길 62-5","","제일한국석유","2018-04-04 14:26:24","I","2023-06-13 00:00:00","일반판매소","278980.022053571","428644.193398838","","",
"291","석유판매업","09_28_08_P","4191000","2008419015301200005","2008-11-26","","03","폐업","03","폐지","2009-07-24","","","","7634445","","","강원특별자치도 원주시 태장동 1366-21","강원특별자치도 원주시 북원로2718번길 10  (태장동)","","쌍용석유","2009-08-14 16:41:39","I","2023-06-13 00:00:00","일반판매소","283957.548189556","431951.052346204","","",
"292","석유판매업","09_28_08_P","4191000","2008419015301500003","2008-12-15","","03","폐업","03","폐지","2018-01-05","2017-12-08","2020-12-08","","0337641519","803","","강원특별자치도 원주시 흥업면 사제리 786-3","강원특별자치도 원주시 흥업면 사제로 287","","나눔주유소","2019-09-11 16:26:54","I","2023-06-13 00:00:00","주유소","279461.665198758","424424.219550362","","",
"293","석유판매업","09_28_08_P","4191000","2009419017401200001","2009-02-11","","03","폐업","03","폐지","2018-12-27","","","","","","","강원특별자치도 원주시 가현동 128-9","강원특별자치도 원주시 가현로 47 (가현동)","","한국에너지","2018-12-27 11:14:45","I","2023-06-13 00:00:00","일반판매소","283402.462984756","432032.316888941","","",
"294","석유판매업","09_28_08_P","4191000","2010419019801200001","2011-06-24","","03","폐업","03","폐지","2012-02-23","","","","","0","","강원특별자치도 원주시 단계동 819-3","강원특별자치도 원주시 봉화로 60  (단계동)","","그린석유","2012-02-23 17:03:59","I","2023-06-13 00:00:00","일반판매소","282260.874465777","427936.281672885","","",
"295","석유판매업","09_28_08_P","4191000","2012419019801500004","2012-07-27","","03","폐업","03","폐지","2022-01-20","","","","033 765 7484","611.47","","강원특별자치도 원주시 원동 268-2","강원특별자치도 원주시 무실로 77 (원동)","","원동주유소","2022-01-20 15:24:03","I","2023-06-13 00:00:00","주유소","283745.10308878","427468.233966649","","",
"296","석유판매업","09_28_08_P","4191000","1980419007901500001","1980-07-14","","03","폐업","03","폐지","","","","","033 7317155","1310","","강원특별자치도 원주시 문막읍 문막리 483-9","","","문막주유소","2014-10-24 09:12:17","I","2023-06-13 00:00:00","주유소","","","","",
"297","석유판매업","09_28_08_P","4191000","1985419007901500001","1985-09-05","","03","폐업","03","폐지","2018-11-05","2018-06-15","2019-06-14","2018-06-15","033 7472265","825","","강원특별자치도 원주시 지정면 보통리 7-9","강원특별자치도 원주시 지정면 보통로 587","","광터주유소","2018-11-07 16:12:45","I","2023-06-13 00:00:00","주유소","278778.231688895","427663.694054981","","",
"298","석유판매업","09_28_08_P","4191000","1993419007901200004","1993-10-29","","03","폐업","03","폐지","","","","","033 743 4917","","","강원특별자치도 원주시 일산동 184-30","강원특별자치도 원주시 갈머리2길 10-13  (일산동)","","현대석유판매소","2004-02-27 00:00:00","I","2023-06-13 00:00:00","일반판매소","283739.826717599","428171.44960951","","",
"299","석유판매업","09_28_08_P","4191000","1993419007901200006","1993-12-24","","03","폐업","03","폐지","","","","","033743 5489","","","강원특별자치도 원주시 단구동 648-23","","","제일석유판매소","2004-05-30 00:00:00","I","2023-06-13 00:00:00","일반판매소","284618.120621921","425472.436958737","","",
"300","석유판매업","09_28_08_P","4191000","1993419007901500001","1993-01-15","","03","폐업","03","폐지","2018-04-27","2017-06-26","2030-12-31","2017-06-17","033 763 6838","699","","강원특별자치도 원주시 신림면 신림리 221","강원특별자치도 원주시 신림면 신림황둔로 187","","성남주유소","2018-05-10 16:33:54","I","2023-06-13 00:00:00","주유소","296419.200042164","416444.724025198","","",
"301","석유판매업","09_28_08_P","4191000","1993419007901500006","1993-03-02","","03","폐업","03","폐지","2014-06-10","","","","033 7485771","1089","","강원특별자치도 원주시 태장동 546-18","","","북원주유소","2014-06-10 12:01:08","I","2023-06-13 00:00:00","주유소","","","","",
"302","석유판매업","09_28_08_P","4191000","1993419007901500009","1993-11-18","","03","폐업","03","폐지","2020-11-19","","","","033 7435189","525","","강원특별자치도 원주시 일산동 186-19","강원특별자치도 원주시 천사로 181 (일산동)","","일산주유소","2020-11-18 10:46:13","I","2023-06-13 00:00:00","주유소","283592.099526754","428010.719718971","","",
"303","석유판매업","09_28_08_P","4191000","1994419007901200001","1994-07-14","","03","폐업","03","폐지","2020-06-02","","","","0337452141","","","강원특별자치도 원주시 학성동 1060-5","강원특별자치도 원주시 동진골1길 17 (학성동)","","동양석유판매소","2020-06-15 12:58:24","I","2023-06-13 00:00:00","일반판매소","283359.957490384","428133.440532213","","",
"304","석유판매업","09_28_08_P","4191000","1994419007901200002","1994-12-01","","03","폐업","03","폐지","2018-11-28","","","","033 744 3776","","","강원특별자치도 원주시 봉산동 1082-19 17통6반","","26329","대성석유판매소","2018-12-27 11:16:28","I","2023-06-13 00:00:00","일반판매소","284688.560579544","427947.462969096","","",
"305","석유판매업","09_28_08_P","4191000","1991419007901200001","1991-01-23","","03","폐업","03","폐지","","","","","033 761 5227","","","강원특별자치도 원주시 개운동 316","","","개운석유판매소","2001-07-02 00:00:00","I","2023-06-13 00:00:00","일반판매소","284166.513477587","426437.369162321","","",
"306","석유판매업","09_28_08_P","4191000","1991419007901500001","2005-11-10","","03","폐업","03","폐지","2018-10-30","2017-08-30","2030-12-31","2016-10-24","0337655104","850","","강원특별자치도 원주시 인동 25-23","강원특별자치도 원주시 중앙로 30 (인동)","","동국주유소","2018-10-30 13:31:59","I","2023-06-13 00:00:00","주유소","284448.885781836","427599.150100283","","",
"307","석유판매업","09_28_08_P","4191000","1991419007901500003","1991-08-16","","03","폐업","03","폐지","","2013-11-04","2014-04-30","","033 7620082","1860","","강원특별자치도 원주시 신림면 금창리 544-1","강원특별자치도 원주시 신림면 치악로 447","","치악파크주유소","2015-02-13 17:21:03","I","2023-06-13 00:00:00","주유소","292686.419418824","417567.669848456","","",
"308","석유판매업","09_28_08_P","4191000","1991419007901500005","1991-09-02","","03","폐업","03","폐지","2020-12-09","","","","0337665182","1842","","강원특별자치도 원주시 흥업면 사제리 797-3","강원특별자치도 원주시 흥업면 사제로 307","","흥업주유소","2020-12-17 13:21:11","I","2023-06-13 00:00:00","주유소","279318.360318901","424595.899330008","","",
"309","석유판매업","09_28_08_P","4191000","1991419007901500007","1991-12-09","","03","폐업","03","폐지","","","","","033 7444585","2272","","강원특별자치도 원주시 명륜동 290-1","강원특별자치도 원주시 남원로 588 (명륜동)","","두성주유소","2018-01-30 10:08:02","I","2023-06-13 00:00:00","주유소","284110.141303143","426411.175051274","","",
"310","석유판매업","09_28_08_P","4191000","1992419007901200001","1992-09-24","","03","폐업","03","폐지","2007-07-23","","","","033 731 0535","","","강원특별자치도 원주시 태장동 1336-21","","","우정석유판매소","2007-07-23 15:17:13","I","2023-06-13 00:00:00","일반판매소","","","","",
"311","석유판매업","09_28_08_P","4191000","1992419007901500003","1992-02-24","","03","폐업","03","폐지","","","","","033 7632882","1394","","강원특별자치도 원주시 판부면 금대리 1135","강원특별자치도 원주시 판부면 치악로 1125","","서원주유소","2024-01-09 15:53:04","U","2024-01-11 02:40:00","주유소","287884.643425157","421600.028134643","","",
