"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"74","동물판매업","02_03_07_P","4191000","419000004520150004","2015-08-06","","01","영업/정상","0000","정상","","","","","033-761-8066","0","","강원특별자치도 원주시 관설동 ****-**","강원특별자치도 원주시 단관길 *** (관설동)","26472","와우펫","2024-11-11 09:30:53","U","2024-11-13 02:40:00","","285249.975624993","424332.076948414","동물판매업","동물판매업(일반)","000","0",
"75","동물판매업","02_03_07_P","4191000","419000004520150005","2015-10-06","","01","영업/정상","0000","정상","","","","","033-761-8886","0","","강원특별자치도 원주시 단구동 ****-* *층","강원특별자치도 원주시 천매봉길 **-*, *층 (단구동)","26483","똥강아지","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","283512.972753302","424924.116384763","동물판매업","동물판매업(일반)","000","0",
"76","동물판매업","02_03_07_P","4191000","419000004520170002","2017-09-21","","01","영업/정상","0000","정상","","","","","033-731-6543","0","","","강원특별자치도 원주시 무실로 *** (단계동)","26475","착한애견분양(원주점)","2025-06-16 14:39:15","U","2025-06-18 02:40:00","","283018.343822684","426823.481290164","동물판매업","동물판매업(일반)","000","0",
"77","동물판매업","02_03_07_P","4191000","419000004520190004","2019-03-29","","01","영업/정상","0000","정상","","","","","033-732-2299","0","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 서원대로 **, *층 (단계동)","26409","월드펫(애완동물할인매장)","2022-04-28 18:08:01","I","2023-06-13 00:00:00","","281728.455376944","428264.449404539","동물판매업","동물판매업(일반)","000","0",
"78","동물판매업","02_03_07_P","4191000","419000004520190010","2019-07-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 소초면 교항리 ***","강원특별자치도 원주시 소초면 다리목길 **-*","26304","박순호의 아이슬란드","2022-04-28 18:08:01","I","2023-06-13 00:00:00","","289605.489869701","437657.747923176","동물판매업","동물판매업(일반)","000","0",
"79","동물판매업","02_03_07_P","4191000","419000004520200030","2020-11-12","","01","영업/정상","0000","정상","","","","","033-763-5551","0","","강원특별자치도 원주시 개운동 ***-**","강원특별자치도 원주시 치악로 **** (개운동)","26443","시계박사 엔젤수족관","2022-04-28 18:08:03","I","2023-06-13 00:00:00","","284639.964850951","427031.020502879","동물판매업","동물판매업(일반)","000","0",
"80","동물판매업","02_03_07_P","4191000","419000004520210024","2021-07-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 남원로***번길 **, *층 (단구동)","26483","미앤유펫 강아지 고양이 원주점","2024-08-07 08:52:46","U","2024-08-10 02:40:00","","283644.018439959","425045.053906276","동물판매업","동물판매업(일반)","000","0",
"81","동물판매업","02_03_07_P","4191000","419000004520210038","2021-12-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단계동 ***-**","강원특별자치도 원주시 금불*길 *, *층 (단계동)","26423","오독 강아지 안심분양센터 원주점","2022-08-10 15:57:30","I","2023-06-13 00:00:00","","282655.66962406","427720.628730444","동물판매업","동물판매업(일반)","000","0",
"82","동물판매업","02_03_07_P","4191000","419000004520220001","2022-11-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 반곡동 ****-*","강원특별자치도 원주시 황금로 *, 메가박스 *층 ***호 (반곡동)","26462","늘 함께하 개","2024-01-02 10:43:30","U","2024-01-04 02:40:00","","287371.668467947","425538.294351337","동물판매업","동물판매업(일반)","000","0",
"83","동물판매업","02_03_07_P","4191000","419000004520220003","2022-12-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 무실동 ****-* 휴먼타워","강원특별자치도 원주시 능라동길 **, 휴먼타워 ***호 (무실동)","26392","원주강아지분양 고양이분양 도그마루","2025-05-26 15:50:01","U","2025-05-28 02:40:00","","282412.949162386","426126.146047135","동물판매업","동물판매업(일반)","000","0",
"84","동물판매업","02_03_07_P","4191000","419000004520230002","2023-03-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 개운동 ***-**","강원특별자치도 원주시 행구로 **(개운동)","26443","해피캣","2025-06-11 16:00:02","U","2025-06-13 02:40:00","","284967.186654765","427042.918316113","동물판매업","동물판매업(일반)","F00","0",
"85","동물판매업","02_03_07_P","4191000","419000004520230003","2023-06-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 호저면 만종리 ***-*","강원특별자치도 원주시 호저면 원문로 ***","26348","대형애견","2023-06-08 10:17:02","I","2023-06-13 00:00:00","","279429.376500351","427918.897405819","동물판매업","동물판매업(일반)","000","0",
"86","동물판매업","02_03_07_P","4191000","419000004520190013","2019-08-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 반곡동 ****-*","강원특별자치도 원주시 양지로 **, ***호 (반곡동)","26465","해피주 동물카페 원주점","2022-12-13 16:22:46","I","2023-06-13 00:00:00","","286882.134009462","425165.486704147","동물판매업","동물판매업(일반)","000","0",
"87","동물판매업","02_03_07_P","4191000","419100004520240002","2024-08-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 행구동 ***","강원특별자치도 원주시 행구로 ***, *층 (행구동)","26455","강아지분양 고양이분양 컴투펫 원주점","2024-08-09 11:14:12","U","2024-08-11 02:40:00","","289108.131778362","427453.666172006","동물판매업","동물판매업(일반)","L00","0",
"88","동물판매업","02_03_07_P","4191000","419100004520240001","2024-05-24","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 이화*길 **-** (단계동)","26474","루다펫","2024-05-24 09:36:39","I","2024-05-26 00:14:47","","282761.623145571","427019.803355519","동물판매업","동물판매업(일반)","000","0",
"89","동물판매업","02_03_07_P","4191000","419100004520250001","2025-04-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 라옹정길 **-**, *층 (관설동)","26471","슈퍼멍","2025-04-08 13:46:26","I","2025-04-10 00:11:01","","285204.795732067","424783.579379052","동물판매업","동물판매업(일반)","000","0",
"90","동물판매업","02_03_07_P","4191000","419100004520230001","2023-10-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 평원동 ***-**","강원특별자치도 원주시 평원안길 **-*, *층 (평원동)","26430","로던트 클럽","2023-10-13 14:09:02","I","2023-10-15 00:17:39","","284397.117621542","427988.877003571","동물판매업","동물판매업(일반)","000","0",
"91","동물판매업","02_03_07_P","4191000","419100004520240004","2024-12-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 호저면 만종리 ***-*","강원특별자치도 원주시 호저면 우무개로 ***, ***호","26349","위아더햄","2024-12-20 09:42:00","I","2024-12-22 00:12:14","","280997.364897135","429432.403939127","동물판매업","동물판매업(일반)","000","0",
"92","동물판매업","02_03_07_P","4191000","419000004520140005","2014-07-23","","02","휴업","0001","휴업","","2024-06-24","2025-12-31","","033-764-0075","0","","강원특별자치도 원주시 명륜동 ***-*","강원특별자치도 원주시 서원대로 *** (명륜동)","26447","야옹아 멍멍해봐","2024-06-25 10:51:13","U","2024-06-27 02:40:00","","283142.533012727","426790.764149347","동물판매업","동물판매업(일반)","000","0",
"93","동물판매업","02_03_07_P","4191000","419000004520140006","2014-12-22","","03","폐업","0002","폐업","2021-12-01","","","","","0","","강원특별자치도 원주시 무실동 ****-* *층","강원특별자치도 원주시 시청로 ***, *층 (무실동)","26391","브링펫(bringpet)","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","282254.443918893","426376.476189579","동물판매업","동물판매업(일반)","L00","0",
"94","동물판매업","02_03_07_P","4191000","419100004520240003","2024-11-12","","03","폐업","0002","폐업","2025-01-13","","","","","0","","강원특별자치도 원주시 우산동 ***-**","강원특별자치도 원주시 상지대길 **, *층 (우산동)","26340","퍼피 비비드(puppy vivid)","2025-01-13 15:54:59","U","2025-01-15 02:40:00","","282796.727292393","430167.520486701","동물판매업","동물판매업(일반)","000","0",
"95","동물판매업","02_03_07_P","4191000","419000004520080005","2008-03-26","","03","폐업","0002","폐업","2021-07-28","","","","033-743-9769","0","","강원특별자치도 원주시 평원동 ***-*","강원특별자치도 원주시 강변로 *** (평원동)","","참피온애견","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","284424.473257796","428038.402733156","동물판매업","동물판매업(일반)","000","0",
"96","동물판매업","02_03_07_P","4191000","419000004520080006","2008-04-07","","03","폐업","0002","폐업","2023-09-20","","","","","0","","강원특별자치도 원주시 흥업면 대안리 ***","강원특별자치도 원주시 흥업면 승안동길 **-**","26492","위너스밸리","2023-09-20 16:53:25","U","2023-09-22 02:40:00","","279308.537445995","423534.11145786","동물판매업","동물판매업(일반)","000","0",
"97","동물판매업","02_03_07_P","4191000","419000004520080007","2008-04-07","","03","폐업","0002","폐업","2020-12-30","","","","033-746-0725","0","","강원특별자치도 원주시 학성동 ****-*","강원특별자치도 원주시 남산로 *** (학성동)","26417","강아지 꿈","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","283256.230335869","428174.226136151","동물판매업","동물판매업(일반)","000","0",
"98","동물판매업","02_03_07_P","4191000","419000004520080008","2008-04-07","","03","폐업","0002","폐업","2021-11-24","","","2011-06-16","033-735-0045","0","","강원특별자치도 원주시 문막읍 동화리 ****","강원특별자치도 원주시 문막읍 원문로 ****","26368","강아지멋네기","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","273833.786834045","424754.751318329","동물판매업","동물판매업(일반)","000","0",
"99","동물판매업","02_03_07_P","4191000","419000004520080009","2008-06-20","","03","폐업","0002","폐업","2012-05-31","","","","033-745-6680","","","강원특별자치도 원주시 학성동 ***-*","","","복기애견","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","283710.759582478","428360.721008805","동물판매업","동물판매업(일반)","000","0",
"100","동물판매업","02_03_07_P","4191000","419000004520100001","2010-04-23","","03","폐업","0002","폐업","2020-03-09","","","","","0","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 천매봉길 *** (단구동)","26483","애니펫 살롱","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","283453.429102918","425232.34398635","동물판매업","동물판매업(일반)","000","0",
"101","동물판매업","02_03_07_P","4191000","419000004520110001","2011-01-25","","03","폐업","0002","폐업","2014-10-10","","","","","","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 ** (단구동)","","낭만고양이","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","284156.874690489","425004.463380761","동물판매업","동물판매업(일반)","000","0",
"102","동물판매업","02_03_07_P","4191000","419000004520110003","2011-12-23","","03","폐업","0002","폐업","2020-06-23","","","","033-742-8475","0","","강원특별자치도 원주시 단계동 ****-*","강원특별자치도 원주시 봉화로 * (단계동)","","러브펫 동물병원","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","282120.73395865","427477.545400161","동물판매업","동물판매업(일반)","000","0",
"103","동물판매업","02_03_07_P","4191000","419000004520120001","2012-01-25","","03","폐업","0002","폐업","2020-12-01","","","","033-764-0379","","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 치악고교길 ** (관설동)","","행복한 강아지","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","285088.9","424139.865","동물판매업","동물판매업(일반)","000","0",
"104","동물판매업","02_03_07_P","4191000","419000004520120004","2012-06-01","","03","폐업","0002","폐업","2021-01-11","","","","033-900-0006","0","","강원특별자치도 원주시 문막읍 건등리 ***-*","강원특별자치도 원주시 문막읍 원문로 ****-*","","바우스토리(문막점)","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","273667.757720838","424522.087507988","동물판매업","동물판매업(일반)","000","0",
"105","동물판매업","02_03_07_P","4191000","419000004520120007","2012-09-11","","03","폐업","0002","폐업","2020-10-23","","","","033-749-2500","0","","강원특별자치도 원주시 단계동 ****","강원특별자치도 원주시 봉화로 * (단계동)","","(주) 롯데마트(원주점)","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","282120.73395865","427477.545400161","동물판매업","동물판매업(일반)","L00","0",
"106","동물판매업","02_03_07_P","4191000","419000004520150003","2015-06-08","","03","폐업","0002","폐업","2019-12-30","","","","7440958","0","","강원특별자치도 원주시 무실동 ****-* ***호","강원특별자치도 원주시 만대공원길 *-**, ***호 (무실동)","26383","스타애견샵","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","282244.483569865","426532.014396408","동물판매업","동물판매업(일반)","000","0",
"107","동물판매업","02_03_07_P","4191000","419000004520160002","2016-10-18","","03","폐업","0002","폐업","2021-12-17","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 ** (단구동)","26486","퀸펫살롱","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","284108.541317057","424856.922449948","동물판매업","동물판매업(일반)","000","0",
"108","동물판매업","02_03_07_P","4191000","419000004520170001","2017-02-07","","03","폐업","0002","폐업","2021-07-28","","","","","0","","강원특별자치도 원주시 무실동 ***-*","강원특별자치도 원주시 로아노크로 ** (무실동)","26383","펫타운 애견 분양","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","281962.138873963","427068.792999864","동물판매업","동물판매업(일반)","000","0",
"109","동물판매업","02_03_07_P","4191000","419000004520170004","2017-12-28","","03","폐업","0002","폐업","2019-03-30","","","","033-761-3375","0","","강원특별자치도 원주시 단구동 ***-**","강원특별자치도 원주시 서원대로 ***, ***호 (단구동)","26450","팻월드 애완용품 할인매장","2022-04-28 18:08:00","I","2023-06-13 00:00:00","","285110.94620458","425127.970796466","동물판매업","동물판매업(일반)","000","0",
"110","동물판매업","02_03_07_P","4191000","419000004520180001","2018-03-09","","03","폐업","0002","폐업","2019-08-19","","","","033-742-0955","0","","강원특별자치도 원주시 무실동 ****-*","강원특별자치도 원주시 만대공원길 **, ***호 (무실동)","26383","리버티벨수","2022-04-28 18:08:00","I","2023-06-13 00:00:00","","281967.033478038","426766.621642491","동물판매업","동물판매업(일반)","000","0",
"111","동물판매업","02_03_07_P","4191000","419000004520180009","2018-06-15","","03","폐업","0002","폐업","2022-06-09","","","","","0","","강원특별자치도 원주시 호저면 대덕리 ***","강원특별자치도 원주시 호저면 쇠절이길 ***","26302","원주브리딩","2022-06-09 15:49:16","I","2023-06-13 00:00:00","","283655.80093745","437204.626923799","동물판매업","동물판매업(일반)","000","0",
"112","동물판매업","02_03_07_P","4191000","419000004520180011","2018-06-25","","03","폐업","0002","폐업","2023-08-22","","","","","0","","강원특별자치도 원주시 단구동 ***-*","강원특별자치도 원주시 개운*길 **, ***호 (단구동)","26444","요술곰 동물원","2023-08-23 10:48:05","U","2023-08-25 02:40:00","","285135.876873429","426500.062998518","동물판매업","동물판매업(일반)","000","0",
"113","동물판매업","02_03_07_P","4191000","419000004520190006","2019-05-23","","03","폐업","0002","폐업","2025-02-27","","","","","0","","강원특별자치도 원주시 무실동 ****-*","강원특별자치도 원주시 무실본동길 * (무실동)","26477","미스터앤 미세스멍 원주점","2025-02-27 10:15:15","U","2025-03-01 02:40:00","","282536.668575739","426588.471459155","동물판매업","동물판매업(일반)","000","0",
"114","동물판매업","02_03_07_P","4191000","419000004520190007","2019-05-24","","03","폐업","0002","폐업","","","","","","0","","강원특별자치도 원주시 관설동 ****-**","강원특별자치도 원주시 치악로 ****-** (관설동)","26471","캣드림","2022-04-28 18:08:01","I","2023-06-13 00:00:00","","285233.281078138","424902.446851183","동물판매업","동물판매업(일반)","000","0",
"115","동물판매업","02_03_07_P","4191000","419000004520190011","2019-07-26","","03","폐업","0002","폐업","","","","","","0","","강원특별자치도 원주시 무실동 ****-**","강원특별자치도 원주시 능라동길 **, 시네시티타워 ***호 (무실동)","26392","러블릿 캔넬","2022-04-28 18:08:01","I","2023-06-13 00:00:00","","282361.656343235","426273.540502002","동물판매업","동물판매업(일반)","000","0",
"116","동물판매업","02_03_07_P","4191000","419000004520210006","2021-03-05","","03","폐업","0002","폐업","2022-06-03","","","","","0","","강원특별자치도 원주시 일산동 ***-**","강원특별자치도 원주시 천사로 ***, *층 (일산동)","26425","드림강아지","2022-08-05 16:01:05","I","2023-06-13 00:00:00","","283515.844568596","427931.619270791","동물판매업","동물판매업(일반)","000","0",
"117","동물판매업","02_03_07_P","4191000","419000004520210016","2021-04-16","","03","폐업","0002","폐업","2024-12-09","","","","031-527-4244","0","","강원특별자치도 원주시 단계동 **** AK플라자","강원특별자치도 원주시 봉화로 *, AK플라자 롯데마트 (단계동)","26437","롯데마트 원주점 (한강아쿠아)","2024-12-18 15:07:47","U","2024-12-20 02:40:00","","282120.73395865","427477.545400161","동물판매업","동물판매업(일반)","L00","0",
"118","동물판매업","02_03_07_P","4191000","419000004520210027","2021-07-21","","03","폐업","0002","폐업","2024-02-20","","","","","0","","강원특별자치도 원주시 개운동 ***-*","강원특별자치도 원주시 남원로 ***(개운동)","26448","펫타운(펫분양)","2024-02-21 11:17:47","U","2024-02-23 02:40:00","","284054.080981647","426344.393743353","동물판매업","동물판매업(일반)","000","0",
"119","동물판매업","02_03_07_P","4191000","419000004520210043","2021-12-17","","03","폐업","0002","폐업","2021-12-17","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 **(단구동)","26486","퀸펫살롱","2022-04-28 18:08:06","I","2023-06-13 00:00:00","","284108.541317057","424856.922449948","동물판매업","동물판매업(일반)","000","0",
"120","동물판매업","02_03_07_P","4191000","419000004520220002","2022-12-19","","03","폐업","0002","폐업","2024-04-04","","","","","0","","강원특별자치도 원주시 지정면 가곡리 **** 원주 롯데캐슬 골드파크 *차","강원특별자치도 원주시 지정면 신지정로 ***, 후문 상가동 B***호 (원주 롯데캐슬 골드파크 *차)","26353","얼라이브돌스(ALIVE DOLLS)","2024-04-08 14:34:14","U","2024-04-10 02:40:00","","277128.323670704","431333.541772589","동물판매업","동물판매업(일반)","000","0",
"121","동물판매업","02_03_07_P","4191000","419000004520230001","2023-01-19","","03","폐업","0002","폐업","2023-07-18","","","","","0","","강원특별자치도 원주시 반곡동 ****-*","강원특별자치도 원주시 배울로 **, 팰렉스골드 *층 ***호 (반곡동)","26465","베스트멍 강아지분양 원주점","2023-07-18 14:56:04","U","2023-07-20 02:40:00","","286636.67985905","425181.395398497","동물판매업","동물판매업(일반)","000","0",
"122","동물판매업","02_03_07_P","4191000","419000004520140003","2014-04-17","","03","폐업","0002","폐업","2015-11-02","","","","033-735-7588","0","","강원특별자치도 원주시 학성동 **통*반","강원특별자치도 원주시 원일로 *** (학성동)","26415","하이동물백화점","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","283748.311638137","428371.942857293","동물판매업","동물판매업(일반)","000","0",
"123","동물판매업","02_03_07_P","4191000","419000004520140004","2014-06-13","","03","폐업","0002","폐업","2017-02-28","","","","033-764-1148","0","","강원특별자치도 원주시 개운동 ***-*","강원특별자치도 원주시 치악로 **** (개운동)","26442","에이플코리아(주) 원주점","2022-04-28 18:07:59","I","2023-06-13 00:00:00","","284548.772950682","427027.162385187","동물판매업","동물판매업(일반)","L00","0",
"124","동물판매업","02_03_07_P","4191000","419000004520200011","2020-03-19","","03","폐업","0002","폐업","2020-08-11","","","","02-6212-8587","0","","강원특별자치도 원주시 단구동 ****-* 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 ***, 원주프리미엄아울렛 *동 *층 F***_라호 (단구동)","26487","㈜코스모스 이펙트","2022-04-28 18:08:02","I","2023-06-13 00:00:00","","284818.874360771","425225.032426821","동물판매업","동물판매업(일반)","L00","0",
"125","동물판매업","02_03_07_P","4191000","419000004520200024","2020-07-29","","03","폐업","0002","폐업","2024-10-18","","","","","0","","강원특별자치도 원주시 판부면 금대리 ***-*","강원특별자치도 원주시 판부면 치악로 ****","26504","펫타운","2024-12-17 10:22:31","U","2024-12-19 02:40:00","","288145.265874588","421168.917637481","동물판매업","동물판매업(일반)","000","0",
"126","동물판매업","02_03_07_P","4191000","419000004520080002","2008-03-26","","03","폐업","0002","폐업","2021-01-11","","","","766-6665","0","","강원특별자치도 원주시 명륜동 ***-**","강원특별자치도 원주시 단구로 *** (명륜동)","","도그매니저","2022-04-28 18:07:57","I","2023-06-13 00:00:00","","283429.948074072","426873.443278813","동물판매업","동물판매업(일반)","000","0",
"127","동물판매업","02_03_07_P","4191000","419000004520080003","2008-03-26","","03","폐업","0002","폐업","2020-01-20","","","","033-742-3288","0","","강원특별자치도 원주시 단계동 ***","강원특별자치도 원주시 이화*길 ** (단계동)","26474","강이랑아지랑","2022-04-28 18:07:57","I","2023-06-13 00:00:00","","282712.177692955","426917.102429654","동물판매업","동물판매업(일반)","000","0",
"128","동물판매업","02_03_07_P","4191000","419000004520120003","2012-05-31","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","","","강원특별자치도 원주시 학성동 ***-*","강원특별자치도 원주시 원일로 *** (중앙동)","","강아지와 고양이","2025-03-18 19:14:31","U","2025-03-20 02:40:00","","283710.759582478","428360.721008805","동물판매업","동물판매업(일반)","000","0",
"129","동물판매업","02_03_07_P","4191000","419000004520120008","2012-09-24","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","","","강원특별자치도 원주시 학성동 ***-*","강원특별자치도 원주시 원일로 *** (명륜동)","","강아지와고양이","2025-03-18 19:14:48","U","2025-03-20 02:40:00","","283710.759582478","428360.721008805","동물판매업","동물판매업(일반)","000","0",
"130","동물판매업","02_03_07_P","4191000","419000004520140001","2014-02-13","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","070-4794-6316","0","","강원특별자치도 원주시 단계동 ***-**","강원특별자치도 원주시 무실로 *** (단계동)","26476","애견목욕탕","2025-03-18 19:15:24","U","2025-03-20 02:40:00","","282828.62","426584.68","동물판매업","동물판매업(일반)","000","0",
"131","동물판매업","02_03_07_P","4191000","419000004520140002","2014-03-12","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","033-734-1277","0","","강원특별자치도 원주시 우산동 ***-*","강원특별자치도 원주시 우산로 ** (우산동)","26342","몽이애견","2025-03-18 19:15:38","U","2025-03-20 02:40:00","","282916.417414759","430023.692999317","동물판매업","동물판매업(일반)","000","0",
"132","동물판매업","02_03_07_P","4191000","419000004520150001","2015-02-10","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","033-766-0170","0","","강원특별자치도 원주시 단구동 ****-* *층","강원특별자치도 원주시 단관길 ***, *층 (단구동)","26490","왈왈이","2025-03-18 19:15:58","U","2025-03-20 02:40:00","","284918.079672292","424725.302896497","동물판매업","동물판매업(일반)","000","0",
"133","동물판매업","02_03_07_P","4191000","419000004520150002","2015-03-06","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","0","","강원특별자치도 원주시 중앙동 ***","강원특별자치도 원주시 평원로 ** (중앙동)","26429","이리오개 어서오개","2025-03-18 19:16:27","U","2025-03-20 02:40:00","","284411.88398116","427752.873538861","동물판매업","동물판매업(일반)","000","0",
"134","동물판매업","02_03_07_P","4191000","419000004520170003","2017-10-18","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","0","","강원특별자치도 원주시 관설동 ****","강원특별자치도 원주시 나비허리길 *** (관설동)","26471","개이쁘개","2025-03-18 19:16:41","U","2025-03-20 02:40:00","","285469.666845043","424582.668183497","동물판매업","동물판매업(일반)","000","0",
"135","동물판매업","02_03_07_P","4191000","419000004520080001","2008-03-26","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","763-0808","0","","강원특별자치도 원주시 단구동 ***-**","강원특별자치도 원주시 치악로 **** (단구동)","26451","JOY 애견","2025-03-18 19:15:06","U","2025-03-20 02:40:00","","285163.554114152","425141.5385425","동물판매업","동물판매업(일반)","000","0",
"136","동물판매업","02_03_07_P","4201000","420000004520180009","2018-08-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 임당동 ***-*","강원특별자치도 강릉시 경강로 **** (임당동)","25539","꿈꾸는 고양이","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","366864.662638138","473996.361320887","동물판매업","동물판매업(일반)","000","0",
"137","동물판매업","02_03_07_P","4201000","420000004520080005","2008-07-07","","01","영업/정상","0000","정상","","","","","647-0072","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 ****-* (옥천동)","25554","나라애견","2024-12-13 11:02:05","U","2024-12-15 02:40:00","","367378.135612313","474435.907784127","동물판매업","동물판매업(일반)","000","0",
"138","동물판매업","02_03_07_P","4201000","420000004520100001","2010-02-26","","01","영업/정상","0000","정상","","","","","645-7989","","","강원특별자치도 강릉시 임당동 ***-*","","","꿈꾸는고양이","2022-04-28 18:08:28","I","2023-06-13 00:00:00","","","","동물판매업","동물판매업(일반)","000","0",
"139","동물판매업","02_03_07_P","4201000","420000004520110001","2011-09-23","","01","영업/정상","0000","정상","","","","","643-3040","0","","강원특별자치도 강릉시 옥천동 ***","강원특별자치도 강릉시 옥가로 ** (옥천동)","25552","꼬리치는 강아지","2022-04-28 18:08:28","I","2023-06-13 00:00:00","","367324.204409461","474530.449407538","동물판매업","동물판매업(일반)","000","0",
"140","동물판매업","02_03_07_P","4201000","420000004520120001","2012-08-16","","01","영업/정상","0000","정상","","","","","033-649-1052","","","강원특별자치도 강릉시 송정동 ****-*","강원특별자치도 강릉시 경강로 ****-** (견소동)","","(주)밀레펫 강릉점","2022-04-28 18:08:28","I","2023-06-13 00:00:00","","369334.629080122","475954.381315576","동물판매업","동물판매업(일반)","L00","0",
"141","동물판매업","02_03_07_P","4201000","420000004520130001","2013-03-13","","01","영업/정상","0000","정상","","","","","033-647-0787","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 솔올로*번길 **, *동 *층 (교동)","25515","강릉애견하우스","2022-04-28 18:08:28","I","2023-06-13 00:00:00","","365148.383147453","475145.096057942","동물판매업","동물판매업(일반)","000","0",
"142","동물판매업","02_03_07_P","4201000","420000004520170004","2017-11-29","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥천동 **-*","강원특별자치도 강릉시 옥천로**번길 ** (옥천동)","25553","MODERN CAT","2024-11-29 13:24:52","U","2024-12-01 02:40:00","","367773.117222025","474465.548909996","동물판매업","동물판매업(일반)","000","0",
"143","동물판매업","02_03_07_P","4201000","420000004520180006","2018-08-13","","01","영업/정상","0000","정상","","","","","647-0072","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 ****-* (옥천동)","25554","나라애견","2022-04-28 18:08:29","I","2023-06-13 00:00:00","","367378.135612313","474435.907784127","동물판매업","동물판매업(일반)","000","0",
"144","동물판매업","02_03_07_P","4201000","420000004520180030","2018-10-28","","01","영업/정상","0000","정상","","","","","647-0787","0","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 솔올로*번길 ** (교동)","25515","강릉애견하우스","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","365148.383147453","475145.096057942","동물판매업","동물판매업(일반)","000","0",
"145","동물판매업","02_03_07_P","4201000","420000004520180032","2018-10-29","","01","영업/정상","0000","정상","","","","","655-5482","0","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 경강로 **** (포남동)","25546","리본매는 아롱이","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","368095.400890876","475300.150438605","동물판매업","동물판매업(일반)","000","0",
