"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"68","개인하수처리시설관리업(사업장)","09_30_03_P","4211000","421100053200900001","2009-08-06","","03","폐업","2","폐업","2011-01-01","","","","0335338763","","240-010","강원특별자치도 동해시 천곡동 813-8","","","화성이엔씨","2011-01-07 17:39:11","I","2023-06-13 00:00:00","","387028.611921368","449172.70075128","분뇨등관련영업관리","","","","","0","","0",
"69","개인하수처리시설관리업(사업장)","09_30_03_P","4211000","421100053200900002","2009-08-06","","03","폐업","2","폐업","2019-11-01","","","","5316873","","240-010","강원특별자치도 동해시 천곡동 1078-13","강원특별자치도 동해시 샘실1길 94  (천곡동)","","(주)우진","2020-12-02 14:51:50","I","2023-06-13 00:00:00","","386567.888751879","448724.097362653","분뇨등관련영업관리","","","","","0","","0",
"70","개인하수처리시설관리업(사업장)","09_30_03_P","4211000","421100053200900003","2009-08-31","","03","폐업","2","폐업","2020-01-06","","","","","","","강원특별자치도 동해시 묵호진동 85-69","강원특별자치도 동해시 덕장길 6 (묵호진동)","25711","대양환경","2020-01-06 15:15:15","I","2023-06-13 00:00:00","","386423.385960032","452725.033846943","분뇨등관련영업관리","","","","","0","","0",
"71","개인하수처리시설관리업(사업장)","09_30_03_P","4221000","422100053200200001","2002-08-27","","01","영업/정상","11","영업","","","","","","","235-711","강원특별자치도 태백시 황지동 439","강원특별자치도 태백시 대학길 97  (황지동)","","(주)녹색엔지니어링","2002-08-28 18:58:50","I","2023-06-13 00:00:00","","375366.896553026","408426.548493144","분뇨등관련영업관리","","","","","0","","0",
"72","개인하수처리시설관리업(사업장)","09_30_03_P","4221000","422100053200500001","2006-11-01","","03","폐업","2","폐업","2011-03-31","","","","","","235-010","강원특별자치도 태백시 황지동 439 강원관광대학 창업보육센터 411호","강원특별자치도 태백시 대학길 97,  411호 (황지동,강원관광대학 창업보육센터)","","상록엔비텍","2019-01-02 18:08:16","I","2023-06-13 00:00:00","","375366.896553026","408426.548493144","분뇨등관련영업관리","","","","","0","","0",
"73","개인하수처리시설관리업(사업장)","09_30_03_P","4221000","422100053200900001","2009-11-26","","03","폐업","2","폐업","2015-01-02","","","","0335539910","","","강원특별자치도 태백시 화전동 67-2","","","그린환경엔지니어링","2015-01-02 14:59:06","I","2023-06-13 00:00:00","기타 토목시설물 건설업","374477.206067792","410987.637921769","분뇨등관련영업관리","기타 토목시설물 건설업","","","","0","","0",
"74","개인하수처리시설관리업(사업장)","09_30_03_P","4221000","422100053201200001","2012-11-27","","03","폐업","2","폐업","2020-07-16","","","","553-0078","","235-800","강원특별자치도 태백시 황지동 94-2","강원특별자치도 태백시 황지로 22 (황지동)","235-800","하이에스앤씨 주식회사","2013-07-17 09:35:30","I","2023-06-13 00:00:00","기타 사회서비스 관리 행정","376757.524407209","408411.537712161","분뇨등관련영업관리","기타 사회서비스 관리 행정","","","","0","","0",
"75","개인하수처리시설관리업(사업장)","09_30_03_P","4221000","422100053201200002","2012-12-28","","03","폐업","2","폐업","2020-01-07","","","","","","","강원특별자치도 태백시 황지동 274-688","강원특별자치도 태백시 연지로33번길 17 (황지동, 공인중개사 강원사무소)","26026","주식회사 물사랑","2020-01-07 13:34:21","I","2023-06-13 00:00:00","","376656.414761988","410202.986926699","분뇨등관련영업관리","","","","","0","","0",
"76","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053200000002","2000-08-09","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 속초시 동명동 514-17","강원특별자치도 속초시 번영로129번길 5 (동명동)","24828","(주)정일환경","2020-09-14 19:51:44","I","2023-06-13 00:00:00","","339020.506796611","524244.544310328","분뇨등관련영업관리","","","","","0","","0",
"77","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053201600001","2016-12-20","","01","영업/정상","11","영업","","","","","033-636-4981","","","강원특별자치도 속초시 교동 949-11","강원특별자치도 속초시 동해대로 4293, 지하1층 (교동)","24862","주식회사 청수이앤씨","2023-10-23 15:14:50","U","2023-10-25 02:40:00","","337569.318545551","522952.587017943","분뇨등관련영업관리","","","","","0","","0",
"78","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053200000003","2000-08-09","","03","폐업","2","폐업","2018-08-16","","","","0336367020","","217-050","강원특별자치도 속초시 청학동 633-27","강원특별자치도 속초시 번영로43번길 18-10  (청학동)","","대윤환경","2020-09-14 19:53:46","I","2023-06-13 00:00:00","","338501.998614388","523716.993340934","분뇨등관련영업관리","","","","","0","","0",
"79","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053200000004","2000-12-11","","03","폐업","2","폐업","2015-06-09","","","","0336373235","","217-050","강원특별자치도 속초시 청학동","강원특별자치도 속초시 번영로 56 (청학동)","217-050","(주)이지","2020-09-14 19:41:32","I","2023-06-13 00:00:00","","338687.661593729","523622.336826043","분뇨등관련영업관리","","","","","0","","0",
"80","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053201200001","2012-02-06","","03","폐업","2","폐업","2014-04-27","","","","631-1539","","","강원특별자치도 속초시 동명동 466-42 설악 센트리움 1동 712호","강원특별자치도 속초시 중앙로 190, 설악 센트리움 1동 712호 (동명동)","24824","(주)정엔지니어링","2020-09-14 20:01:41","I","2023-06-13 00:00:00","","339470.15928513","523908.757554044","분뇨등관련영업관리","","","","","0","","0",
"81","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053201800001","2018-10-05","","03","폐업","2","폐업","2020-06-26","","","","","","","강원특별자치도 속초시 대포동 934-2","강원특별자치도 속초시 농공단지길 90, D동 (대포동)","24899","주식회사 호반이에스티","2020-09-14 20:03:57","I","2023-06-13 00:00:00","","339594.383889487","520308.668067863","분뇨등관련영업관리","","","","","0","","0",
"82","개인하수처리시설관리업(사업장)","09_30_03_P","4231000","423100053200100001","2001-08-23","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","","","217-010","강원특별자치도 속초시 영랑동","","","대청정화주식회사","2008-12-18 18:10:17","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"83","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053199900010","1999-10-02","","01","영업/정상","11","영업","","","","","0335748206","","","강원특별자치도 삼척시 당저동 7-3","강원특별자치도 삼척시 당저동2길 58 (당저동)","25922","삼원주식회사","2020-12-30 20:23:51","I","2023-06-13 00:00:00","","391913.622269562","440696.05185162","분뇨등관련영업관리","","","","","0","","0",
"84","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053200500001","2005-08-08","","01","영업/정상","11","영업","","","","","","","245-090","강원특별자치도 삼척시 갈천동 49-7","강원특별자치도 삼척시 새천년도로 601-59 (갈천동)","245-090","백두환경","2013-04-30 13:18:02","I","2023-06-13 00:00:00","","391471.875909727","442560.754048063","분뇨등관련영업관리","","","","","0","","0",
"85","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053201500001","2015-01-02","","01","영업/정상","11","영업","","","","","575-5681","","","강원특별자치도 삼척시 교동 220-5 상록환경","강원특별자치도 삼척시 동해대로 4195-21, 상록환경 (교동)","25911","상록환경","2021-02-27 15:49:45","I","2023-06-13 00:00:00","","392315.243514704","441310.773024534","분뇨등관련영업관리","","","","","0","","0",
"86","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053200500002","2005-08-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 삼척시 갈천동 49-7","강원특별자치도 삼척시 새천년도로 601-59 (갈천동)","25909","백두환경","2020-12-31 14:14:32","I","2023-06-13 00:00:00","","391471.875909727","442560.754048063","분뇨등관련영업관리","","","","","0","","0",
"87","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053200200001","2002-01-03","","03","폐업","2","폐업","2023-04-12","","","","0335749777","","","강원특별자치도 삼척시 남양동 7-14 드라마미용실","강원특별자치도 삼척시 척주로 65, 드라마미용실 (남양동)","25922","(주)한국환경엔지니어링","2024-01-19 14:36:23","U","2024-01-21 02:40:00","","392074.203412676","440243.730407057","분뇨등관련영업관리","","","","","0","","0",
"88","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053200600001","2006-06-28","","03","폐업","2","폐업","2012-03-31","","","","","","245-939","강원특별자치도 삼척시 당저동 39-9 2층","","","(주)상록이앤씨","2012-03-29 11:06:27","I","2023-06-13 00:00:00","","391450.918915876","440483.822605526","분뇨등관련영업관리","","","","","0","","0",
"89","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053201100001","2011-04-06","","03","폐업","2","폐업","2015-04-13","","","","033-572-3326","","245-839","강원특별자치도 삼척시 근덕면 동막리 818-0","강원특별자치도 삼척시 근덕면 본동길 21-271","245-839","상록엔비텍(주)","2015-04-13 16:33:47","I","2023-06-13 00:00:00","","397773.637999869","428574.402394296","분뇨등관련영업관리","","","","","0","","0",
"90","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053201300001","2013-03-25","","03","폐업","2","폐업","2014-12-29","","","","5749040","","245-939","강원특별자치도 삼척시 당저동 39-9 2층","강원특별자치도 삼척시 교동로 13 (당저동)","245-939","(주)동인건설","2014-12-30 15:39:57","I","2023-06-13 00:00:00","하수 및 폐수 처리업","391450.918915876","440483.822605526","분뇨등관련영업관리","하수 및 폐수 처리업","","","","0","","0",
"91","개인하수처리시설관리업(사업장)","09_30_03_P","4241000","424100053201600001","2016-07-13","","03","폐업","2","폐업","2023-04-14","","","","033-574-9777","","","강원특별자치도 삼척시 남양동 7-14","강원특별자치도 삼척시 척주로 65 (남양동)","25922","(주)한국환경엔지니어링","2023-04-14 13:04:13","I","2023-06-13 00:00:00","","392074.203412676","440243.730407057","분뇨등관련영업관리","","","","","0","","0",
"92","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053202100001","2021-04-22","","01","영업/정상","11","영업","","","","","0334397614","","250-856","강원특별자치도 홍천군 서면 팔봉리 1290-2 대명비발디파크","강원특별자치도 홍천군 서면 한치골길 262, 대명비발디파크 1층","25102","(주)소노인터내셔널","2021-11-08 09:01:17","I","2023-06-13 00:00:00","","260030.280736472","460691.714032464","분뇨등관련영업관리","","","","","0","","0",
"93","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053200200002","2002-04-02","","01","영업/정상","11","영업","","","","","","","250-809","강원특별자치도 홍천군 홍천읍 희망리 36-25","","","(주)금강환경개발","2002-04-02 17:37:25","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"94","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053200500001","2005-03-31","","01","영업/정상","11","영업","","","","","","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 274-5","강원특별자치도 홍천군 홍천읍 큰골길 48","","그린존환경","2021-08-30 14:57:55","I","2023-06-13 00:00:00","","278971.893998216","466907.676915699","분뇨등관련영업관리","","","","","0","","0",
"95","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053201200001","2012-12-26","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 홍천군 홍천읍 연봉리 457-2","강원특별자치도 홍천군 홍천읍 남산강변로3길 7-6","","(합)청수환경","2022-01-02 12:10:32","I","2023-06-13 00:00:00","","277637.88740944","465127.162227796","분뇨등관련영업관리","","","","","0","","0",
"96","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053200000632","2000-10-09","","03","폐업","2","폐업","2006-03-24","","","","","","250-800","강원특별자치도 홍천군 홍천읍 갈마곡리 445-1","강원특별자치도 홍천군 홍천읍 홍천로 486","","(주)한서환경건설","2006-03-23 09:53:46","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","278876.027956808","466372.542655786","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"97","개인하수처리시설관리업(사업장)","09_30_03_P","4251000","425100053200900003","2009-10-16","","03","폐업","2","폐업","2020-12-15","","","","4346955","","250-883","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","","(주)맑은물환경","2020-12-23 11:48:08","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","273528.121853212","467634.083108977","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"98","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053200100001","2002-02-28","","01","영업/정상","11","영업","","","","","","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 43-4","","","삼안기업(주)","2006-03-14 10:14:15","I","2023-06-13 00:00:00","환경상담 및 관련 엔지니어링 서비스업","","","분뇨등관련영업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"99","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053200600001","2006-03-08","","01","영업/정상","11","영업","","","","","","","225-808","강원특별자치도 횡성군 횡성읍 읍하리 385-10","","","한환경","2024-08-07 11:24:40","U","2024-08-09 02:40:00","","","","분뇨등관련영업관리","","","","","0","","0",
"100","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053201000001","2010-10-14","","01","영업/정상","11","영업","","","","","344-1989","","225-802","강원특별자치도 횡성군 횡성읍 학곡리 879-5번지","","","새한환경","2022-10-21 14:16:28","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"101","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053202500002","2025-06-17","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 횡성군 우천면 양적리 37-11","강원특별자치도 횡성군 우천면 수남로266번길 56","25249","주식회사 이앤에이","2025-06-17 09:46:09","I","2025-06-19 00:20:02","축산 관련 서비스업","293716.374704997","439710.421022806","분뇨등관련영업관리","축산 관련 서비스업","","","","0","","0",
"102","개인하수처리시설관리업(사업장)","09_30_03_P","4261000","426100053200200001","2002-02-28","","03","폐업","2","폐업","2008-02-12","","","","","","225-802","강원특별자치도 횡성군 횡성읍 묵계리 43-4","","","삼안기업(주)","2008-02-12 11:28:36","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"103","개인하수처리시설관리업(사업장)","09_30_03_P","4271000","427100053200200001","2002-01-31","","01","영업/정상","11","영업","","","","","033-373-2280","","","강원특별자치도 영월군 영월읍 하송리 247-3","강원특별자치도 영월군 영월읍 하송로 35, 2층","26234","동강환경(주)","2021-04-26 17:19:03","I","2023-06-13 00:00:00","","329947.228486293","410197.196451909","분뇨등관련영업관리","","","","","0","","0",
"104","개인하수처리시설관리업(사업장)","09_30_03_P","4271000","427100053200700001","2007-05-07","","01","영업/정상","11","영업","","","","","033 373 2281","","230-808","강원특별자치도 영월군 영월읍 하송리 161-8","강원특별자치도 영월군 영월읍 분수대길 8-5","","강원환경","2007-05-08 10:03:27","I","2023-06-13 00:00:00","","329809.080165424","409647.447196878","분뇨등관련영업관리","","","","","0","","0",
"105","개인하수처리시설관리업(사업장)","09_30_03_P","4271000","427100053201000001","2010-06-10","","03","폐업","2","폐업","2017-05-18","","","","033-374-6868","","","강원특별자치도 영월군 영월읍 팔괴리 750-1","강원특별자치도 영월군 영월읍 팔괴로 217, 2층","26240","동림환경건설(주)","2017-05-29 09:12:05","I","2023-06-13 00:00:00","","330582.615502256","407671.794347554","분뇨등관련영업관리","","","","","0","","0",
"106","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200000005","1999-11-17","","01","영업/정상","11","영업","","","","","3332082","","232-807","강원특별자치도 평창군 평창읍 하리 227-6","강원특별자치도 평창군 평창읍 군청길 88","","(주)청솔환경엔지니어링","2014-01-08 16:30:38","I","2023-06-13 00:00:00","","323156.622344641","430656.950997282","분뇨등관련영업관리","","","","","0","","0",
"107","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200100001","2001-11-22","","01","영업/정상","11","영업","","","","","","","232-807","강원특별자치도 평창군 평창읍 하리 277-1","강원특별자치도 평창군 평창읍 백오로 24","","동성환경건설(주)","2001-11-22 17:17:35","I","2023-06-13 00:00:00","","323161.384485377","430421.331623861","분뇨등관련영업관리","","","","","0","","0",
"108","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200400001","2004-04-20","","01","영업/정상","11","영업","","","","","033-332-2223","","","강원특별자치도 평창군 대화면 대화리 1431-2","강원특별자치도 평창군 대화면 평창대로 1218","25356","강원용평정화조","2022-08-23 09:16:09","I","2023-06-13 00:00:00","","328331.425962771","448088.087340292","분뇨등관련영업관리","","","","","0","","0",
"109","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200300002","2003-03-07","","01","영업/정상","11","영업","","","","","3332082","","232-807","강원특별자치도 평창군 평창읍 하리 227-6","강원특별자치도 평창군 평창읍 군청길 88","","(주)청솔환경엔지니어링","2011-04-26 11:22:12","I","2023-06-13 00:00:00","","323156.622344641","430656.950997282","분뇨등관련영업관리","","","","","0","","0",
"110","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200300001","2003-07-26","","03","폐업","2","폐업","2008-10-07","","","","","","232-807","강원특별자치도 평창군 평창읍 하리 266-1","강원특별자치도 평창군 평창읍 군청길 32","232-807","(주)대신정화조공사","2014-01-08 16:30:14","I","2023-06-13 00:00:00","","323070.0232689","430414.050296217","분뇨등관련영업관리","","","","","0","","0",
"111","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200800002","2008-10-16","","03","폐업","2","폐업","2018-07-04","","","","033-334-4417","","232-807","강원특별자치도 평창군 평창읍 하리 266-1","강원특별자치도 평창군 평창읍 군청길 32","","(주)대신이앤지","2018-07-04 16:24:02","I","2023-06-13 00:00:00","","323070.0232689","430414.050296217","분뇨등관련영업관리","","","","","0","","0",
"112","개인하수처리시설관리업(사업장)","09_30_03_P","4281000","428100053200800001","2008-05-20","","01","영업/정상","3","재개업","","2013-01-02","2020-01-06","2020-01-06","","","232-952","강원특별자치도 평창군 대관령면 용산리 1","","","(주)물사랑","2020-05-06 16:58:48","I","2023-06-13 00:00:00","","349227.166678194","462255.031089324","분뇨등관련영업관리","","","","","0","","0",
"113","개인하수처리시설관리업(사업장)","09_30_03_P","4291000","429100053200300001","2003-01-03","","01","영업/정상","11","영업","","","","","033-591-9111","","","강원특별자치도 정선군 고한읍 고한리 373","강원특별자치도 정선군 고한읍 고한로 309","26156","나라환경개발(주)","2024-05-02 08:43:35","U","2024-05-04 02:40:00","","365869.460410372","411992.588534895","분뇨등관련영업관리","","","","","0","","0",
"114","개인하수처리시설관리업(사업장)","09_30_03_P","4291000","429100053202000001","2020-07-08","","01","영업/정상","11","영업","","","","","0335929394","","","강원특별자치도 정선군 사북읍 사북리 424 강원랜드","강원특별자치도 정선군 사북읍 하이원길 265","26154","(주)하이원파트너스","2024-03-29 13:55:45","U","2024-03-31 02:40:00","","361518.513221455","413851.267613498","분뇨등관련영업관리","","","","","0","","0",
"115","개인하수처리시설관리업(사업장)","09_30_03_P","4291000","429100053200100001","2001-05-03","","03","폐업","2","폐업","2009-03-04","","","","033-592-1137","","233-834","강원특별자치도 정선군 남면 무릉리 822-2","강원특별자치도 정선군 남면 무릉2로 37","","(주)안성E&C","2012-06-22 10:17:29","I","2023-06-13 00:00:00","","357432.005985419","417791.377595689","분뇨등관련영업관리","","","","","0","","0",
"116","개인하수처리시설관리업(사업장)","09_30_03_P","4301000","430100053201200002","2012-08-03","","02","휴업","1","휴업","","2013-05-07","","","0334554567","","269-803","강원특별자치도 철원군 갈말읍 내대리 414","강원특별자치도 철원군 갈말읍 두루미로 302","269-800","(주)신환경","2013-05-07 11:37:48","I","2023-06-13 00:00:00","폐기물 수집운반업","226852.113860833","521757.320577832","분뇨등관련영업관리","폐기물 수집운반업","","","","0","","0",
"117","개인하수처리시설관리업(사업장)","09_30_03_P","4301000","430100053200100003","2001-11-12","","01","영업/정상","11","영업","","","","","0334528472","","269-802","강원특별자치도 철원군 갈말읍 군탄리 779-3","강원특별자치도 철원군 갈말읍 풍전길 44 (갈말농공단지)","269-802","(주)에코이에스","2025-07-24 14:10:27","U","2025-07-26 02:40:00","","226835.565989817","517739.00304739","분뇨등관련영업관리","","","","","0","","0",
"118","개인하수처리시설관리업(사업장)","09_30_03_P","4301000","430100053200100002","2001-08-01","","01","영업/정상","11","영업","","","","","033-452-7738","","","강원특별자치도 철원군 갈말읍 신철원리 645-1","강원특별자치도 철원군 갈말읍 삼부연로 40-2","24049","성원환경산업","2025-04-14 14:16:37","U","2025-04-16 02:40:00","","227315.022785647","515913.088511638","분뇨등관련영업관리","","","","","0","","0",
"119","개인하수처리시설관리업(사업장)","09_30_03_P","4301000","430100053201300004","2013-11-19","","03","폐업","2","폐업","2017-06-12","","","","033-455-2886","","","강원특별자치도 철원군 철원읍 화지리 28-100 2통4반","강원특별자치도 철원군 철원읍 금학로 264","269-823","(주)오존크린웍스엔지니어링","2017-06-12 17:32:33","I","2023-06-13 00:00:00","","218844.319624979","523228.572675232","분뇨등관련영업관리","","","","","0","","0",
"120","개인하수처리시설관리업(사업장)","09_30_03_P","4311000","431100053200100001","2001-09-15","","01","영업/정상","11","영업","","","","","","","209-804","강원특별자치도 화천군 화천읍 하리 62-11","","","주)희대종합건설","2001-09-15 10:04:37","I","2023-06-13 00:00:00","종합 건설업","","","분뇨등관련영업관리","종합 건설업","","","","0","","0",
"121","개인하수처리시설관리업(사업장)","09_30_03_P","4331000","433100053200900001","2009-01-15","","01","영업/정상","11","영업","","","","","4611122","","252-808","강원특별자치도 인제군 인제읍 합강리 306-9","강원특별자치도 인제군 인제읍 인제로295번길 8-6","","(주)이십일세기환경건설","2023-07-07 15:11:11","U","2023-07-09 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","303538.098443718","508698.229458285","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"122","개인하수처리시설관리업(사업장)","09_30_03_P","4331000","433100053201900004","2019-12-31","","01","영업/정상","11","영업","","","","","0365461 3773","","","강원특별자치도 인제군 인제읍 상동리 362-10","강원특별자치도 인제군 인제읍 인제로205번길 3","24631","용화위생사","2019-12-31 11:14:32","I","2023-06-13 00:00:00","","302834.201147955","508076.546380137","분뇨등관련영업관리","","","","","0","","0",
"123","개인하수처리시설관리업(사업장)","09_30_03_P","4331000","433100053201900002","2019-12-31","","01","영업/정상","11","영업","","","","","0334610013","","252-806","강원특별자치도 인제군 인제읍 상동리 45-2","강원특별자치도 인제군 인제읍 비봉로15번길 17","","인제위생공사","2019-12-31 11:14:22","I","2023-06-13 00:00:00","하수, 분뇨 및 축산폐기물 처리업","","","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"124","개인하수처리시설관리업(사업장)","09_30_03_P","4331000","433100053200800001","2008-09-08","","03","폐업","2","폐업","2024-01-02","","","","4623553","","252-806","강원특별자치도 인제군 인제읍 상동리 32-18","강원특별자치도 인제군 인제읍 인제로 229","","(주)내린천환경","2024-01-02 14:46:26","U","2024-01-04 02:40:00","하수, 분뇨 및 축산폐기물 처리업","303052.660071349","508203.466274659","분뇨등관련영업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"125","개인하수처리시설관리업(사업장)","09_30_03_P","4341000","434100053200900001","2009-02-04","","02","휴업","1","휴업","","2009-03-27","","","0336811833","","","강원특별자치도 고성군 간성읍 하리 12","강원특별자치도 고성군 간성읍 고성중앙길 9","","현대환경개발","2009-03-02 12:42:24","I","2023-06-13 00:00:00","","328178.301986439","542947.141554398","분뇨등관련영업관리","","","","","0","","0",
"126","개인하수처리시설관리업(사업장)","09_30_03_P","4341000","434100053200300001","2003-02-22","","01","영업/정상","11","영업","","","","","0336811833","","219-803","강원특별자치도 고성군 간성읍 신안리 134","강원특별자치도 고성군 간성읍 탑동길 4-15","219-803","(주)정일환경","2013-05-20 18:05:10","I","2023-06-13 00:00:00","","328909.204306511","542646.6228761","분뇨등관련영업관리","","","","","0","","0",
"127","개인하수처리시설관리업(사업장)","09_30_03_P","4341000","434100053201100001","2011-03-15","","01","영업/정상","11","영업","","","","","033-661-7848","","219-821","강원특별자치도 고성군 죽왕면 향목리 235-9","강원특별자치도 고성군 죽왕면 향목서길 26","219-821","(주)재능이씨엠","2014-12-08 13:32:54","I","2023-06-13 00:00:00","","329395.843679559","542377.307556444","분뇨등관련영업관리","","","","","0","","0",
"128","개인하수처리시설관리업(사업장)","09_30_03_P","4351000","435100053200200001","2002-03-21","","01","영업/정상","11","영업","","","","","033-671-1038","","","강원특별자치도 양양군 양양읍 포월리 71-19","강원특별자치도 양양군 양양읍 동해대로 2849","25013","신화환경건설(주)","2022-12-26 09:59:49","I","2023-06-13 00:00:00","","342807.560576084","511902.901673276","분뇨등관련영업관리","","","","","0","","0",
"129","개인하수처리시설관리업(사업장)","09_30_03_P","4351000","435100053200700001","2007-04-02","","03","폐업","2","폐업","2007-10-15","","","","033 6734700","","215-822","강원특별자치도 양양군 손양면 하왕도리 303-3","","","이앤건설주식회사","2007-10-15 13:35:47","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"130","개인하수처리시설관리업(사업장)","09_30_03_P","4351000","435100053200100002","2001-04-28","","03","폐업","2","폐업","2011-01-31","","","","0336725563","","215-801","강원특별자치도 양양군 양양읍 포월리 254","","","(주)재능이씨엠","2011-01-31 14:25:16","I","2023-06-13 00:00:00","","342580.715416823","511950.938562367","분뇨등관련영업관리","","","","","0","","0",
