"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"65","건설폐기물처리업","09_30_05_P","4201000","420100092200700005","2007-08-13","","03","폐업","2","폐업","2007-12-28","","","","06430818","","210-160","강원특별자치도 강릉시 내곡동 364-15","강원특별자치도 강릉시 남부로 58  (내곡동)","","관동종합중기환경","2007-12-31 10:25:58","I","2023-06-13 00:00:00","","366233.933158794","472483.865895241","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"66","건설폐기물처리업","09_30_05_P","4201000","420100092200700008","2007-09-12","","03","폐업","2","폐업","2008-01-25","","","","0336446555","","210-100","강원특별자치도 강릉시 교동 332-6","강원특별자치도 강릉시 가작로 178 (교동)","","일양중기","2014-08-14 10:20:26","I","2023-06-13 00:00:00","","366917.818358283","475786.552262277","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"67","건설폐기물처리업","09_30_05_P","4201000","420100092200700009","2007-09-17","","03","폐업","2","폐업","2009-03-23","","","","0336489491","","210-811","강원특별자치도 강릉시 구정면 금광리 800-13","강원특별자치도 강릉시 구정면 범일로 23","","(주)봉화대","2009-03-26 12:55:36","U","2025-02-28 18:26:33","","368620.594327423","469197.376148801","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"68","건설폐기물처리업","09_30_05_P","4201000","420100092200700010","2007-10-05","","03","폐업","2","폐업","2009-07-29","","","","0336472082","","210-100","강원특별자치도 강릉시 교동 941-2","강원특별자치도 강릉시 원대로8번길 46  (교동)","","일송환경","2009-07-30 11:10:04","U","2025-02-28 18:26:33","","366150.342008084","474447.282434483","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"69","건설폐기물처리업","09_30_05_P","4201000","420100092200700017","2007-10-18","","03","폐업","2","폐업","2008-01-31","","","","0336518241","","210-110","강원특별자치도 강릉시 포남동 1171-4","","","신화폐기물","2008-01-02 16:43:39","I","2023-06-13 00:00:00","","368371.243032505","475550.74866716","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"70","건설폐기물처리업","09_30_05_P","4201000","420100092200700018","2007-10-19","","03","폐업","2","폐업","2007-12-31","","","","0336480113","","210-110","강원특별자치도 강릉시 포남동 1164-2","강원특별자치도 강릉시 강릉대로 362  (포남동)","","동일산업환경","2008-01-16 11:54:11","I","2023-06-13 00:00:00","","367906.083256455","475565.546740673","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"71","건설폐기물처리업","09_30_05_P","4201000","420100092200700019","2007-10-19","","03","폐업","2","폐업","2008-01-04","","","","0336616485","","210-862","강원특별자치도 강릉시 연곡면 송림리 522-3","강원특별자치도 강릉시 연곡면 진고개로 2418-49","","천지개발(주)","2008-01-04 14:43:50","I","2023-06-13 00:00:00","","359405.813229553","484477.343834111","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"72","건설폐기물처리업","09_30_05_P","4201000","420100092200700022","2007-10-19","","03","폐업","2","폐업","2007-10-19","","","","0336470500","","210-100","강원특별자치도 강릉시 교동 1842-3","강원특별자치도 강릉시 솔올로 54  (교동)","","장평건설중기환경","2007-10-22 16:15:07","I","2023-06-13 00:00:00","","365470.669206173","475447.935131456","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"73","건설폐기물처리업","09_30_05_P","4201000","420100092200700023","2007-10-22","","03","폐업","2","폐업","2007-10-22","","","","0336430737","","210-100","강원특별자치도 강릉시 교동 468-15","강원특별자치도 강릉시 수리골길 106  (교동)","","조은환경","2007-10-24 09:43:29","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"74","건설폐기물처리업","09_30_05_P","4201000","420100092200700024","2007-10-24","","03","폐업","2","폐업","2009-07-28","","","","0336416081","","210-170","강원특별자치도 강릉시 회산동 9","강원특별자치도 강릉시 강변로 70  (회산동)","","대일환경","2009-07-30 11:10:02","U","2025-02-28 18:26:33","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"75","건설폐기물처리업","09_30_05_P","4201000","420100092200700025","2007-10-30","","03","폐업","2","폐업","2007-10-30","","","","0336413346","","210-100","강원특별자치도 강릉시 교동 332-6","강원특별자치도 강릉시 가작로 178  (교동)","","일양운수(주)","2007-10-31 09:34:03","I","2023-06-13 00:00:00","","366917.818358283","475786.552262277","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"76","건설폐기물처리업","09_30_05_P","4201000","420100092200700026","2007-10-30","","03","폐업","2","폐업","2007-10-30","","","","0336530882","","210-110","강원특별자치도 강릉시 포남동 1005-379","강원특별자치도 강릉시 성덕포남로146번길 1  (포남동)","","강일중기환경","2007-10-31 09:34:03","I","2023-06-13 00:00:00","","368388.453792113","475433.236569367","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"77","건설폐기물처리업","09_30_05_P","4201000","420100092200700027","2007-11-08","","03","폐업","2","폐업","2008-04-10","","","","0336453921","","210-100","강원특별자치도 강릉시 교동 1434-1","","","강릉건설중기","2008-04-11 14:36:24","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"78","건설폐기물처리업","09_30_05_P","4201000","420100092202400003","2024-02-05","","03","폐업","2","폐업","2024-02-14","","","","","","","강원특별자치도 강릉시 연곡면 방내리 7-1","강원특별자치도 강릉시 연곡면 연주로 147-17","25428","당김","2024-02-15 09:29:32","U","2024-02-17 02:40:00","","361516.967077147","486757.834166411","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"79","건설폐기물처리업","09_30_05_P","4201000","420100092202300011","2023-07-27","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 두산동 240-3","강원특별자치도 강릉시 강변로648번길 28 (두산동)","25573","강릉환경산업","2025-03-13 11:17:51","U","2025-03-15 02:40:00","","370042.970019047","475592.245549041","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"80","건설폐기물처리업","09_30_05_P","4201000","420100092200700030","2002-07-23","","01","영업/정상","BBBB","영업","","","","","0336448689","","210-822","강원특별자치도 강릉시 강동면 산성우리 293-5","강원특별자치도 강릉시 강동면 율곡로 786","25630","우리이엔티(주)","2025-10-30 14:17:36","U","2025-11-01 02:40:00","","378041.965615446","464387.473559737","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16005","",
"81","건설폐기물처리업","09_30_05_P","4201000","420100092200800003","2008-01-07","","01","영업/정상","BBBB","영업","","","","","","","210-250","강원특별자치도 강릉시 입암동 60-8","강원특별자치도 강릉시 성덕포남로104번길 30  (입암동)","","(주)삼용환경","2008-01-07 10:20:08","I","2023-06-13 00:00:00","","368961.041020937","475182.763564982","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"82","건설폐기물처리업","09_30_05_P","4201000","420100092200800009","2004-02-26","","01","영업/정상","BBBB","영업","","","","","0336445882","","","강원특별자치도 강릉시 사천면 산대월리 544-3","강원특별자치도 강릉시 사천면 지재길 20","","(주)강릉산업","2025-07-18 08:49:24","U","2025-07-20 02:40:00","","363979.880190304","479761.382321867","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19956","",
"83","건설폐기물처리업","09_30_05_P","4201000","420100092200800010","2008-06-11","","01","영업/정상","BBBB","영업","","","","","0336530073","","210-110","강원특별자치도 강릉시 포남동 1103-4","강원특별자치도 강릉시 가작로274번길 9 (포남동)","","삼미운송(주)","2025-09-22 16:18:58","U","2025-09-24 02:40:00","","367760.800372636","475821.870145453","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"84","건설폐기물처리업","09_30_05_P","4201000","420100092200800012","2008-08-29","","01","영업/정상","BBBB","영업","","","","","033-655-6969","","210-340","강원특별자치도 강릉시 대전동 745","강원특별자치도 강릉시 대송길 139-2 (대전동)","210-340","(주)기성환경","2025-10-30 11:14:24","U","2025-11-01 02:40:00","","362258.749960987","477289.85373527","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","36374","",
"85","건설폐기물처리업","09_30_05_P","4201000","420100092201000002","2010-06-16","","01","영업/정상","BBBB","영업","","","","","0336479611","","","강원특별자치도 강릉시 구정면 금광리 350-1","","","금강레미콘(주)","2012-01-17 08:24:13","I","2023-06-13 00:00:00","","368904.181962109","469299.203104423","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","4732","",
"86","건설폐기물처리업","09_30_05_P","4201000","420100092201100001","2011-02-07","","01","영업/정상","BBBB","영업","","","","","6556969","","210-340","강원특별자치도 강릉시 대전동 745","강원특별자치도 강릉시 대송길 139-2 (대전동)","","(주)기성환경","2024-07-18 11:15:42","U","2024-07-20 02:40:00","","362258.749960987","477289.85373527","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"87","건설폐기물처리업","09_30_05_P","4201000","420100092201100002","2011-07-25","","01","영업/정상","BBBB","영업","","","","","0336611106","","","강원특별자치도 강릉시 주문진읍 교항리 699","강원특별자치도 강릉시 주문진읍 공시내길 49","25421","명주환경산업","2025-07-01 18:20:39","U","2025-07-03 02:40:00","","359728.422411012","487144.428449073","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"88","건설폐기물처리업","09_30_05_P","4201000","420100092201200001","2012-05-29","","01","영업/정상","BBBB","영업","","","","","033-653-6865","","","강원특별자치도 강릉시 병산동 560-22","강원특별자치도 강릉시 강변로692번길 11-16 (병산동)","25573","종합환경","2024-07-01 18:45:49","U","2024-07-03 02:40:00","","370622.303636429","475800.452560675","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"89","건설폐기물처리업","09_30_05_P","4201000","420100092201600001","2016-10-28","","01","영업/정상","BBBB","영업","","","","","033-641-2593","","","강원특별자치도 강릉시 월호평동 256-1 강릉 교동(1)주공아파트 101동 703호","강원특별자치도 강릉시 월호평길58번길 71-27 (월호평동)","25619","남일환경산업","2020-01-22 08:59:40","I","2023-06-13 00:00:00","","371239.47745902","473009.589720832","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"90","건설폐기물처리업","09_30_05_P","4201000","420100092201600002","2023-05-01","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 두산동 228-4","강원특별자치도 강릉시 강변로648번길 8 (두산동)","25573","대신산업","2023-08-22 14:52:21","U","2023-08-24 02:40:00","","369982.894315281","475791.13897246","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"91","건설폐기물처리업","09_30_05_P","4201000","420100092201800002","2019-05-07","","01","영업/정상","BBBB","영업","","","","","033-641-7990","","","강원특별자치도 강릉시 강동면 임곡리 8-2","강원특별자치도 강릉시 강동면 임곡로 493","25629","주식회사 강원환경산업","2025-08-13 09:40:54","U","2025-08-15 02:40:00","","375532.916529699","468047.632427636","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"92","건설폐기물처리업","09_30_05_P","4201000","420100092201900001","2019-11-19","","01","영업/정상","BBBB","영업","","","","","033-651-1337","","","강원특별자치도 강릉시 구정면 덕현리 237-1","강원특별자치도 강릉시 구정면 와천로 126-9, 가동 1호","25625","주식회사 관동이앤씨","2025-05-26 14:45:46","U","2025-05-28 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"93","건설폐기물처리업","09_30_05_P","4201000","420100092202000001","2020-11-10","","01","영업/정상","BBBB","영업","","","","","033-653-3867","","","강원특별자치도 강릉시 입암동 21-15","강원특별자치도 강릉시 강변로534번길 69 (입암동)","25573","(주)율곡자원개발","2024-02-26 09:05:30","U","2024-02-28 02:40:00","","369500.371243747","475516.676300632","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"94","건설폐기물처리업","09_30_05_P","4201000","420100092202100001","2021-03-30","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 성산면 보광리 834-3","강원특별자치도 강릉시 성산면 삼왕길 190-11","25442","보광환경개발주식회사","2025-10-29 18:24:39","U","2025-10-31 02:40:00","","358088.144398715","474487.924740726","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"95","건설폐기물처리업","09_30_05_P","4201000","420100092202200001","2022-03-15","","01","영업/정상","BBBB","영업","","","","","0336433737","","","강원특별자치도 강릉시 강동면 산성우리 246-11","","","관동환경","2024-07-02 10:50:03","U","2024-07-04 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"96","건설폐기물처리업","09_30_05_P","4201000","420100092202300001","2023-05-03","","01","영업/정상","BBBB","영업","","","","","0336473800","","","강원특별자치도 강릉시 유산동 385-6","강원특별자치도 강릉시 칠성로 571 (유산동)","25612","서림건설(주)","2023-06-02 15:35:45","I","2023-06-13 00:00:00","","368297.739205889","472277.84621009","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"97","건설폐기물처리업","09_30_05_P","4201000","420100092202300002","2023-06-23","","01","영업/정상","BBBB","영업","","","","","0336452653","","","강원특별자치도 강릉시 포남동 1155-17","강원특별자치도 강릉시 남구길18번길 11, 1층 3호 (포남동)","25545","강릉철거","2025-04-07 18:32:28","U","2025-04-09 02:40:00","","367940.311399682","475393.31538265","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"98","건설폐기물처리업","09_30_05_P","4201000","420100092202300003","2023-06-23","","01","영업/정상","BBBB","영업","","","","","6428124","","","강원특별자치도 강릉시 포남동 1155-17","강원특별자치도 강릉시 남구길18번길 11, 1층 1호 (포남동)","25545","우길건설(주)","2025-04-07 18:32:34","U","2025-04-09 02:40:00","","367940.311399682","475393.31538265","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"99","건설폐기물처리업","09_30_05_P","4201000","420100092202300004","2023-07-07","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 교동 159-112","강원특별자치도 강릉시 강릉대로 223 (교동)","25503","(주)제일컷팅","2025-06-02 17:39:17","U","2025-06-04 02:40:00","","366919.492646831","474617.068184698","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"100","건설폐기물처리업","09_30_05_P","4201000","420100092202300005","2023-07-18","","01","영업/정상","BBBB","영업","","","","","0336528950","","","강원특별자치도 강릉시 내곡동 471-3 한라아파트","강원특별자치도 강릉시 강변로114번길 16, 한라아파트 한라상가동 203호 (내곡동)","25603","(주)정산건설","2023-07-18 19:16:35","U","2023-07-20 02:40:00","","365810.006020089","472917.287233425","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"101","건설폐기물처리업","09_30_05_P","4201000","420100092199700001","1997-01-07","","01","영업/정상","BBBB","영업","","","","","033-652-1964","","","강원특별자치도 강릉시 두산동 220-4","강원특별자치도 강릉시 강변로648번길 47 (두산동)","25575","영동환경(주)","2022-11-09 10:24:42","I","2023-06-13 00:00:00","","370165.708880997","475424.194843594","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"102","건설폐기물처리업","09_30_05_P","4201000","420100092202300009","2023-07-07","","01","영업/정상","BBBB","영업","","","","","0336521988","","","강원특별자치도 강릉시 입암동 64-6","강원특별자치도 강릉시 강변로534번길 12-5 (입암동)","25576","(주)거광","2023-07-07 18:05:05","U","2023-07-09 02:40:00","","368984.820277177","475296.665864316","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"103","건설폐기물처리업","09_30_05_P","4201000","420100092200900003","2009-04-01","","01","영업/정상","BBBB","영업","","","","","0336411100","","210-852","강원특별자치도 강릉시 사천면 산대월리 544-3","강원특별자치도 강릉시 사천면 지재길 20","","강릉산업운송(합)","2025-01-02 13:40:50","U","2025-01-04 02:40:00","","363979.880190304","479761.382321867","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"104","건설폐기물처리업","09_30_05_P","4201000","420100092200700003","2019-08-30","","01","영업/정상","BBBB","영업","","","","","6443636","","","강원특별자치도 강릉시 강동면 산성우리 259-1","강원특별자치도 강릉시 강동면 오이골말길 91","","(주)삼성산업","2025-08-25 20:53:23","U","2025-08-27 02:40:00","","376292.34300904","466328.415663341","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"105","건설폐기물처리업","09_30_05_P","4201000","420100092200700007","2007-08-27","","01","영업/정상","BBBB","영업","","","","","","","210-220","강원특별자치도 강릉시 유산동 81-3","","","도시환경산업","2014-09-15 17:12:59","I","2023-06-13 00:00:00","","369306.325461627","472316.582787595","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"106","건설폐기물처리업","09_30_05_P","4201000","420100092200700011","2007-10-05","","01","영업/정상","BBBB","영업","","","","","0336528700","","210-120","강원특별자치도 강릉시 초당동 326","","","(주)대한산업","2008-02-22 09:33:30","I","2023-06-13 00:00:00","","368426.900092527","478250.550564551","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"107","건설폐기물처리업","09_30_05_P","4201000","420100092200700012","2007-10-12","","01","영업/정상","BBBB","영업","","","","","0336526528","","210-270","강원특별자치도 강릉시 두산동 63-3","강원특별자치도 강릉시 성덕로176번길 22-3  (두산동)","","성우종합환경","2008-01-09 16:57:52","I","2023-06-13 00:00:00","","370359.777174043","475157.217333312","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"108","건설폐기물처리업","09_30_05_P","4201000","420100092202400009","2024-07-31","","01","영업/정상","BBBB","영업","","","","","6411929","","210-100","강원특별자치도 강릉시 교동 866-2","강원특별자치도 강릉시 강릉대로 175-1 (교동)","25504","(주)지인데코","2025-03-07 10:13:37","U","2025-03-09 02:40:00","","366461.102118592","474486.50404149","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"109","건설폐기물처리업","09_30_05_P","4201000","420100092202400008","2024-07-19","","01","영업/정상","BBBB","영업","","","","","6481196","","210-020","강원특별자치도 강릉시 홍제동 160-3 2층","강원특별자치도 강릉시 홍제로53번길 9-12 (홍제동)","25526","(주)태운건설","2024-10-08 16:47:23","U","2024-10-10 02:40:00","","365987.809222962","473920.960142865","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"110","건설폐기물처리업","09_30_05_P","4201000","420100092202400010","2024-09-24","","01","영업/정상","BBBB","영업","","","","","0336451999","","","강원특별자치도 강릉시 대전동 13-2","강원특별자치도 강릉시 한밭골길 76-29, 2층 (대전동)","25453","(주)도시건설","2025-08-13 19:59:42","U","2025-08-15 02:40:00","","364247.671320621","478033.900506963","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"111","건설폐기물처리업","09_30_05_P","4201000","420100092202400001","2024-02-05","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 사천면 석교리 473-11","강원특별자치도 강릉시 사천면 중앙서로 92-20","25434","조은환경","2024-08-19 13:07:14","U","2024-08-21 02:40:00","","361883.607248642","481616.147804307","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"112","건설폐기물처리업","09_30_05_P","4201000","420100092202400002","2024-02-22","","01","영업/정상","BBBB","영업","","","","","0336443366","","","강원특별자치도 강릉시 구정면 학산리 652","강원특별자치도 강릉시 구정면 오독떼기길 24-8","25623","(주)민중환경건설","2025-09-03 13:31:22","U","2025-09-05 02:40:00","","366523.111770332","468452.525779228","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"113","건설폐기물처리업","09_30_05_P","4201000","420100092202400006","2024-06-09","","01","영업/정상","BBBB","영업","","","","","0336524631","","","강원특별자치도 강릉시 성산면 산북리 527","강원특별자치도 강릉시 성산면 칠봉로 194, 2층","25445","주식회사 가경건설","2024-06-09 20:23:10","U","2024-06-11 02:40:00","","362253.447269236","468289.579615675","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"114","건설폐기물처리업","09_30_05_P","4201000","420100092202400007","2024-06-09","","01","영업/정상","BBBB","영업","","","","","0336612155","","","강원특별자치도 강릉시 연곡면 방내리 7-8","강원특별자치도 강릉시 연곡면 연주로 147-21","25428","하늘자원","2025-06-12 11:01:50","U","2025-06-15 02:40:00","","361482.285782377","486750.564746632","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"115","건설폐기물처리업","09_30_05_P","4201000","420100092202400005","2024-04-09","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 송정동 821-20","강원특별자치도 강릉시 경강로 2389, 2층 203호 (송정동)","25562","주식회사 강릉건설산업","2025-06-02 11:12:33","U","2025-06-04 02:40:00","","369231.578567817","476087.566840446","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"116","건설폐기물처리업","09_30_05_P","4201000","420100092202400004","2024-02-22","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 노암동 312-10","강원특별자치도 강릉시 노가니길 24-1 (노암동)","25587","천호건설산업환경","2025-10-20 16:34:10","U","2025-10-23 02:40:00","","367466.951283854","473440.431718512","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"117","건설폐기물처리업","09_30_05_P","4201000","420100092202500004","2025-08-28","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 교동 165-68","강원특별자치도 강릉시 샘물터길2번길 16 (교동)","25503","도움철거","2025-08-28 09:43:14","I","2025-08-30 00:20:01","","366717.258218546","474729.203651134","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"118","건설폐기물처리업","09_30_05_P","4201000","420100092202500002","2025-05-14","","01","영업/정상","BBBB","영업","","","","","0336448689","","210-822","강원특별자치도 강릉시 강동면 산성우리 293-5","강원특별자치도 강릉시 강동면 율곡로 786","25630","우리이엔티(주)","2025-10-30 14:17:36","U","2025-11-01 02:40:00","","378041.965615446","464387.473559737","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"119","건설폐기물처리업","09_30_05_P","4201000","420100092202300013","2024-06-11","","01","영업/정상","BBBB","영업","","","","","0336524631","","","강원특별자치도 강릉시 성산면 산북리 527","강원특별자치도 강릉시 성산면 칠봉로 194","25445","(주)금성건설","2025-08-04 10:35:25","U","2025-08-06 02:40:00","","362253.447269236","468289.579615675","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"120","건설폐기물처리업","09_30_05_P","4201000","420100092202300012","2024-02-14","","01","영업/정상","BBBB","영업","","","","","0336430331","","","강원특별자치도 강릉시 포남동 1160-20","강원특별자치도 강릉시 경강로2245번길 24 (포남동)","25545","주식회사 한솔인테리어","2024-02-14 09:33:25","U","2024-02-16 02:40:00","","367889.114095833","475427.871808419","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"121","건설폐기물처리업","09_30_05_P","4201000","420100092202300014","2023-11-13","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 성산면 보광리 503-12","강원특별자치도 강릉시 성산면 삼왕길 16","25442","하나제일운송","2024-10-02 08:51:04","U","2024-10-04 02:40:00","","358591.179399232","472901.840991696","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"122","건설폐기물처리업","09_30_05_P","4201000","420100092202500001","2025-02-09","","01","영업/정상","BBBB","영업","","","","","","","","강원특별자치도 강릉시 연곡면 방내리 7-1","강원특별자치도 강릉시 연곡면 연주로 147-17","25428","다온","2025-09-16 15:40:15","U","2025-09-18 02:40:00","","361516.967077147","486757.834166411","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"123","건설폐기물처리업","09_30_05_P","4211000","421100092200900001","2010-10-27","","03","폐업","2","폐업","2010-10-28","","","","0335213721","","240-270","강원특별자치도 동해시 단봉동 696-1","강원특별자치도 동해시 단실가원1길 1  (단봉동)","","동방산업(주)","2011-10-30 16:38:55","U","2025-02-28 18:26:33","","387361.143440908","443660.837544033","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"124","건설폐기물처리업","09_30_05_P","4211000","421100092201100001","2013-02-04","","03","폐업","2","폐업","2013-02-04","","","","0335324252","","","강원특별자치도 동해시 지흥동 258-4","강원특별자치도 동해시 동해대로 5219-1 (지흥동)","240-150","주식회사 대경환경산업","2025-10-30 14:38:34","U","2025-11-01 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"125","건설폐기물처리업","09_30_05_P","4211000","421100092201400001","2014-11-24","","03","폐업","2","폐업","2023-12-05","","","","","","","","강원특별자치도 동해시 이원길 182, 202호 (이도동, 유한타워상사)","240-290","(합)온누리건설","2023-12-05 15:46:41","U","2025-02-28 18:26:33","","386792.689514567","444008.586269077","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"126","건설폐기물처리업","09_30_05_P","4211000","421100092200311111","2016-02-17","","03","폐업","2","폐업","2016-02-17","","","","033 5213721","","240-270","강원특별자치도 동해시 단봉동","","","경일운송(주)","2016-02-17 16:17:26","I","2023-06-13 00:00:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"127","건설폐기물처리업","09_30_05_P","4211000","421100092200600019","2010-10-21","","03","폐업","2","폐업","2010-10-21","","","","0335218461","","240-160","강원특별자치도 동해시 효가동 363-1","강원특별자치도 동해시 동해대로 5155  (효가동)","","(주)성일기업","2012-11-23 16:56:34","I","2023-06-13 00:00:00","","386072.88933093","446684.84576481","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"128","건설폐기물처리업","09_30_05_P","4211000","421100092200700005","2007-05-30","","03","폐업","2","폐업","2024-11-04","","","","033-522-1791","","240-290","강원특별자치도 동해시 이도동 296-12","강원특별자치도 동해시 전천로 177 (이도동)","","(주)중앙종합중기","2024-11-05 09:12:03","U","2025-02-28 18:26:33","","386735.857127988","444201.782244113","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"129","건설폐기물처리업","09_30_05_P","4211000","421100092200700009","2007-05-16","","01","영업/정상","BBBB","영업","","","","","033-532-5353","","240-150","","강원특별자치도 동해시 동해대로 5219 (지흥동)","240-150","주식회사 상보산업","2025-10-31 09:38:43","U","2025-11-02 02:40:00","","385852.225187155","447295.784648462","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"130","건설폐기물처리업","09_30_05_P","4211000","421100092200800001","2009-07-31","","01","영업/정상","BBBB","영업","","","","","0335324252","","","강원특별자치도 동해시 지흥동 258-4","강원특별자치도 동해시 동해대로 5219-1 (지흥동)","240-150","주식회사 대경환경산업","2025-10-30 14:38:34","U","2025-11-01 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
