"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"74","가축인공수정소","02_04_02_P","4241000","424000000320030001","1995-10-21","","01","영업/정상","0000","정상","","","","","572-7939","30","","강원특별자치도 삼척시 원덕읍 호산리 213","","","호산가축인공수정소","2003-04-30 10:44:30","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"75","가축인공수정소","02_04_02_P","4241000","424000000320030002","2002-04-09","","01","영업/정상","0000","정상","","","","","572-6588","18","","강원특별자치도 삼척시 근덕면 부남리 187-2","","","삼동가축인공수정소","2011-05-25 10:44:32","I","2023-06-13 00:00:00","","398288.064702774","430033.840349497","가축인공수정소","","0","000","0",
"76","가축인공수정소","02_04_02_P","4241000","424000000320170001","2017-01-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 미로면 하거노리 675","","","근사안 가축인공수정소","2017-01-09 16:07:06","I","2023-06-13 00:00:00","","384374.755196432","436811.902861357","가축인공수정소","","0","000","0",
"77","가축인공수정소","02_04_02_P","4241000","424000000320180001","2018-06-20","","01","영업/정상","0000","정상","","","","","","84","","강원특별자치도 삼척시 마달동 179 삼척마달세영리첼아파트","강원특별자치도 삼척시 마달길 215, 103동 1층 4호 (마달동, 삼척마달세영리첼아파트)","25908","미로 한우인공수정소","2018-06-20 17:22:10","I","2023-06-13 00:00:00","","390708.845204233","440880.971197845","가축인공수정소","","0","000","0",
"78","가축인공수정소","02_04_02_P","4241000","424000000320200001","2020-08-11","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 삼척시 근덕면 동막리 484","강원특별자치도 삼척시 근덕면 본동길 159-42","25936","삼척 한우리인공수정소","2020-08-11 09:40:00","I","2023-06-13 00:00:00","","398237.613337948","429438.633602877","가축인공수정소","","0","000","0",
"79","가축인공수정소","02_04_02_P","4241000","424000000320210001","2021-04-12","","01","영업/정상","0000","정상","","","","","","10","","강원특별자치도 삼척시 원덕읍 기곡리 35-2","강원특별자치도 삼척시 원덕읍 기곡4길 276","25959","예일가축인공수정소","2021-04-12 08:55:07","I","2023-06-13 00:00:00","","401055.76466741","408224.996706602","가축인공수정소","","0","000","0",
"80","가축인공수정소","02_04_02_P","4241000","424000000320210002","2021-04-12","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 삼척시 원덕읍 노경리 398-1","강원특별자치도 삼척시 원덕읍 가곡천로 2680-263","25960","새시대가축인공수정소","2021-04-12 08:56:17","I","2023-06-13 00:00:00","","405730.116373446","407617.521092867","가축인공수정소","","0","000","0",
"81","가축인공수정소","02_04_02_P","4241000","424100000320250004","2025-10-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 원덕읍 노경리 526","강원특별자치도 삼척시 원덕읍 노경산양길 58-15","25960","고을농장 인공수정소","2025-10-10 14:16:53","I","2025-10-12 00:20:08","","404924.911613638","407379.845858683","가축인공수정소","","0","000","0",
"82","가축인공수정소","02_04_02_P","4241000","424100000320250003","2025-09-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 근덕면 교곡리 652-1","강원특별자치도 삼척시 근덕면 미근로 1293","25933","미래가축인공수정소","2025-09-11 10:38:55","I","2025-09-13 00:20:01","","394475.732230849","430208.151497118","가축인공수정소","","0","000","0",
"83","가축인공수정소","02_04_02_P","4241000","424100000320250002","2025-03-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 정상동 316-3 유성아파트 102동 404호","강원특별자치도 삼척시 동해대로 4044-13 (정상동, 유성아파트)","25925","도원 가축인공수정소","2025-03-31 09:21:57","I","2025-04-02 00:10:23","","392768.907749068","440057.490908765","가축인공수정소","","0","000","0",
"84","가축인공수정소","02_04_02_P","4241000","424100000320250001","2025-02-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 삼척시 근덕면 용화리 14-21","강원특별자치도 삼척시 근덕면 용화해변길 38-5","25938","이형수 가축인공수정소","2025-02-10 09:27:51","I","2025-02-12 00:11:06","","","","가축인공수정소","","0","000","0",
"85","가축인공수정소","02_04_02_P","4241000","424000000320150001","2015-07-27","","03","폐업","0002","폐업","2023-12-08","","","","033-574-4893","0","","강원특별자치도 삼척시 미로면 동산리 85-1","강원특별자치도 삼척시 미로면 동산길 85-214","25905","미로가축인공수정소","2023-12-11 15:12:36","U","2023-12-13 02:40:00","","384301.957459866","434832.610149619","가축인공수정소","","0","000","0",
"86","가축인공수정소","02_04_02_P","4241000","424000000319900001","1990-03-10","","03","폐업","0002","폐업","2017-06-20","","","","","60","","강원특별자치도 삼척시 남양동 329-12","강원특별자치도 삼척시 중앙로 217 (남양동)","25920","동해삼척축협인공수정소","2017-06-20 13:09:49","I","2023-06-13 00:00:00","","391750.172534232","440027.155108403","가축인공수정소","","0","L00","0",
"87","가축인공수정소","02_04_02_P","4241000","424000000320070001","2007-08-07","","03","폐업","0002","폐업","2012-05-16","","","","","6","","강원특별자치도 삼척시 당저동 138-1 7통6반","","","김동기 가축인공수정소","2012-05-16 13:04:19","I","2023-06-13 00:00:00","","391430.243723298","440479.208122744","가축인공수정소","","0","000","0",
"88","가축인공수정소","02_04_02_P","4241000","424000000320090001","2009-10-20","","03","폐업","0002","폐업","2015-07-23","","","","","66","","강원특별자치도 삼척시 사직동 10-7","","","미로가축인공수정소","2015-07-23 17:36:41","I","2023-06-13 00:00:00","","392961.638876785","438674.375453765","가축인공수정소","","0","000","0",
"89","가축인공수정소","02_04_02_P","4241000","424000000320090002","2009-12-03","","03","폐업","0002","폐업","2016-11-21","","","","","10","","강원특별자치도 삼척시 미로면 고천리 149","","","신흥가축인공수정소","2016-11-21 15:27:27","I","2023-06-13 00:00:00","","383361.365799811","436991.853853367","가축인공수정소","","0","000","0",
"90","가축인공수정소","02_04_02_P","4241000","424000000320100001","2010-11-01","","03","폐업","0002","폐업","2015-01-23","","","","033-575-7582","29.7","","강원특별자치도 삼척시 남양동 41-2","","","성우가축병원인공수정소","2015-01-23 15:09:19","I","2023-06-13 00:00:00","","391681.957126693","439817.521327598","가축인공수정소","","0","000","0",
"91","가축인공수정소","02_04_02_P","4251000","425100000320250001","2025-05-02","","01","영업/정상","0000","정상","","","","","","99.73","","강원특별자치도 홍천군 남면 시동리 411-6","강원특별자치도 홍천군 남면 시동로 764-69","25109","신흥가축인공수정소","2025-05-02 14:16:50","I","2025-05-04 00:20:25","","274359.138517798","453921.020706048","가축인공수정소","","0","000","0",
"92","가축인공수정소","02_04_02_P","4251000","425000000319850001","1985-06-05","","01","영업/정상","0000","정상","","","","","","33","","강원특별자치도 홍천군 홍천읍 진리","강원특별자치도 홍천군 홍천읍 홍천로1길 462","25135","문수정소","2015-08-10 10:32:36","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"93","가축인공수정소","02_04_02_P","4251000","425000000319860001","1986-04-03","","01","영업/정상","0000","정상","","","","","","45","","강원특별자치도 홍천군 서면 어유포리","강원특별자치도 홍천군 서면 팔봉산로 1190","25101","서면수정소","2013-12-26 18:10:58","I","2023-06-13 00:00:00","","261186.314520734","467907.394740358","가축인공수정소","","0","000","0",
"94","가축인공수정소","02_04_02_P","4251000","425000000319870001","1987-04-10","","01","영업/정상","0000","정상","","","","","432-3090","16","","강원특별자치도 홍천군 화촌면 성산리","강원특별자치도 홍천군 화촌면 성산로134번길 9-3","25157","성산수정소","2013-12-26 18:09:20","I","2023-06-13 00:00:00","","285117.913247492","474600.265767039","가축인공수정소","","0","000","0",
"95","가축인공수정소","02_04_02_P","4251000","425000000319920001","1992-03-28","","01","영업/정상","0000","정상","","","","","432-6983","16","","강원특별자치도 홍천군 남면 시동리","강원특별자치도 홍천군 남면 양덕원로 1","25108","시동수정소","2015-08-10 10:39:01","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"96","가축인공수정소","02_04_02_P","4251000","425000000319920002","1992-09-21","","01","영업/정상","0000","정상","","","","","","20","","강원특별자치도 홍천군 영귀미면 월운리 162-4","강원특별자치도 홍천군 영귀미면 후동길 12","25153","홍천가축인공수정소","2020-07-13 15:09:44","I","2023-06-13 00:00:00","","281858.605552378","461923.872342029","가축인공수정소","","0","000","0",
"97","가축인공수정소","02_04_02_P","4251000","425000000319940001","1994-06-21","","01","영업/정상","0000","정상","","","","","433-4070","16","","강원특별자치도 홍천군 내촌면 도관리","강원특별자치도 홍천군 내촌면 도관길 22-8","25161","삼진수정소","2013-12-27 08:42:25","I","2023-06-13 00:00:00","","295906.515131425","479820.769427752","가축인공수정소","","0","000","0",
"98","가축인공수정소","02_04_02_P","4251000","425000000319940002","1994-06-27","","01","영업/정상","0000","정상","","","","","433-9393","20","","강원특별자치도 홍천군 홍천읍 진리","강원특별자치도 홍천군 홍천읍 진리로 121","25138","강정원수정소","2015-08-10 10:40:40","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"99","가축인공수정소","02_04_02_P","4251000","425000000320030001","2003-04-12","","01","영업/정상","0000","정상","","","","","433-4314","16","","강원특별자치도 홍천군 내촌면 도관리","강원특별자치도 홍천군 내촌면 도관길 1","25161","내촌수정소","2015-08-10 10:38:27","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"100","가축인공수정소","02_04_02_P","4251000","425000000320050001","2005-03-04","","01","영업/정상","0000","정상","","","","","033-433-6662","72.24","","강원특별자치도 홍천군 화촌면 외삼포리","강원특별자치도 홍천군 화촌면 산초울로 57-17","25158","서석가축인공수정소","2013-12-27 08:45:33","I","2023-06-13 00:00:00","","285912.50482545","473482.703168686","가축인공수정소","","0","000","0",
"101","가축인공수정소","02_04_02_P","4251000","425000000320050002","2005-12-21","","01","영업/정상","0000","정상","","","","","","32.2","","강원특별자치도 홍천군 남면 유치리","강원특별자치도 홍천군 남면 향화터길 207","25110","홍주영가축인공수정소","2013-12-27 09:01:57","I","2023-06-13 00:00:00","","275208.719107541","452756.906287937","가축인공수정소","","0","000","0",
"102","가축인공수정소","02_04_02_P","4251000","425000000320090001","2009-08-27","","01","영업/정상","0000","정상","","","","","","14.04","","강원특별자치도 홍천군 홍천읍 연봉리 485-21","강원특별자치도 홍천군 홍천읍 연봉로9길 17","","김근진 수정소","2009-08-27 14:59:02","I","2023-06-13 00:00:00","","277513.338220138","464780.248183132","가축인공수정소","","0","000","0",
"103","가축인공수정소","02_04_02_P","4251000","425000000320100001","2010-06-16","","01","영업/정상","0000","정상","","","","","033-433-6735","19","","강원특별자치도 홍천군 홍천읍 연봉리 334 2통8반","강원특별자치도 홍천군 홍천읍 설악로 1507","","제일가축인공수정소","2010-06-16 14:46:58","I","2023-06-13 00:00:00","","276538.590216972","464713.39905378","가축인공수정소","","0","000","0",
"104","가축인공수정소","02_04_02_P","4251000","425000000320110001","2011-04-01","","01","영업/정상","0000","정상","","","","","033-435-6995","89.75","","강원특별자치도 홍천군 홍천읍 신장대리 31-1 3통1반","강원특별자치도 홍천군 홍천읍 홍천로 381","25138","윤성철 동물병원","2011-10-30 14:56:09","I","2023-06-13 00:00:00","","278217.68918676","465649.689881047","가축인공수정소","","0","000","0",
"105","가축인공수정소","02_04_02_P","4251000","425000000320120001","2012-02-10","","01","영업/정상","0000","정상","","","","","","75","","강원특별자치도 홍천군 서면 두미리 207","강원특별자치도 홍천군 서면 두미길 170","25101","두메산골농장 가축인공수정소","2012-02-15 09:15:31","I","2023-06-13 00:00:00","","258969.772532402","463562.296655071","가축인공수정소","","0","000","0",
"106","가축인공수정소","02_04_02_P","4251000","425000000320120002","2012-09-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 화촌면 굴운리","강원특별자치도 홍천군 화촌면 굴운로 259","25158","굴운 가축인공수정소","2015-08-10 10:41:46","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"107","가축인공수정소","02_04_02_P","4251000","425000000320140001","2014-09-16","","01","영업/정상","0000","정상","","","","","","132.96","","","강원특별자치도 홍천군 화촌면 성산로 150-2","25157","용천수정소","2016-01-04 17:42:48","I","2023-06-13 00:00:00","","285208.174217011","474718.740977462","가축인공수정소","","0","000","0",
"108","가축인공수정소","02_04_02_P","4251000","425000000320170001","2017-12-13","","01","영업/정상","0000","정상","","","","","","99.55","","강원특별자치도 홍천군 남면 시동리 1252-4","강원특별자치도 홍천군 남면 시동안로 79-5","25109","자두가축인공수정소","2017-12-13 09:30:18","I","2023-06-13 00:00:00","","272133.959224236","455202.139022027","가축인공수정소","","0","000","0",
"109","가축인공수정소","02_04_02_P","4251000","425000000320180001","2018-11-13","","01","영업/정상","0000","정상","","","","","","636","","강원특별자치도 홍천군 내면 창촌리 1298-2","강원특별자치도 홍천군 내면 대한동길43번길 53","25171","내면 가축인공수정소","2018-12-05 20:06:39","I","2023-06-13 00:00:00","","323493.286554928","476014.926540294","가축인공수정소","","0","000","0",
"110","가축인공수정소","02_04_02_P","4251000","425000000320190001","2019-08-09","","01","영업/정상","0000","정상","","","","","","1699","","강원특별자치도 홍천군 북방면 본궁리 376","강원특별자치도 홍천군 북방면 굴지강변로 784-11","25111","홀인원 가축인공수정소","2019-08-09 09:59:00","I","2023-06-13 00:00:00","","270594.60394553","469204.032363054","가축인공수정소","","0","000","0",
"111","가축인공수정소","02_04_02_P","4251000","425000000320190002","2019-11-22","","01","영업/정상","0000","정상","","","","","","1019.09","","강원특별자치도 홍천군 서면 반곡리 221-2","강원특별자치도 홍천군 서면 감물악길 39-4","25101","다산수정","2019-11-22 09:33:59","I","2023-06-13 00:00:00","","258700.642550181","465933.371992468","가축인공수정소","","0","000","0",
"112","가축인공수정소","02_04_02_P","4251000","425000000320210002","2021-05-28","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 홍천읍 갈마곡리 73 신성미소지움아파트","강원특별자치도 홍천군 홍천읍 갈마로8길 15, 101동 601호 (신성미소지움아파트)","25129","성훈수정소","2021-05-28 15:14:32","I","2023-06-13 00:00:00","","279704.496057144","466150.971999351","가축인공수정소","","0","000","0",
"113","가축인공수정소","02_04_02_P","4251000","425000000320210003","2021-11-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 북방면 성동리 733","강원특별자치도 홍천군 북방면 무쇠막길 4","25113","성동가축인공수정소","2021-11-08 11:41:48","I","2023-06-13 00:00:00","","277318.876715464","471492.755229994","가축인공수정소","","0","000","0",
"114","가축인공수정소","02_04_02_P","4251000","425000000320220001","2022-03-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 서면 모곡리 836","강원특별자치도 홍천군 서면 모곡로 85-44","25100","홍천서면가축인공수정소","2022-03-27 13:31:31","I","2023-06-13 00:00:00","","252159.269352667","465668.678445986","가축인공수정소","","0","000","0",
"115","가축인공수정소","02_04_02_P","4251000","425000000320220002","2022-05-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 홍천군 남면 유치리 621","강원특별자치도 홍천군 남면 가두둑길 59","25110","정원가축인공수정소","2022-05-02 09:03:57","I","2023-06-13 00:00:00","","276388.446279366","454632.190190342","가축인공수정소","","0","000","0",
"116","가축인공수정소","02_04_02_P","4251000","425000000320230001","2023-01-18","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 홍천군 화촌면 주음치리 184","강원특별자치도 홍천군 화촌면 주음치로627번길 19","25157","주음치 인공 수정소","2023-01-18 10:34:09","I","2023-06-13 00:00:00","","291089.247543968","474724.743279787","가축인공수정소","","0","000","0",
"117","가축인공수정소","02_04_02_P","4251000","425000000320190003","2019-12-23","","01","영업/정상","0000","정상","","","","","","127","","강원특별자치도 홍천군 화촌면 외삼포리 504","강원특별자치도 홍천군 화촌면 삼포4길 9-7","25158","두산","2020-09-15 08:54:50","I","2023-06-13 00:00:00","","284512.365837619","472961.812919951","가축인공수정소","","0","000","0",
"118","가축인공수정소","02_04_02_P","4251000","425000000320210001","2021-01-08","","01","영업/정상","0000","정상","","","","","","2611","","강원특별자치도 홍천군 서면 모곡리 1490","강원특별자치도 홍천군 서면 밤벌길 66-42","25100","승종인공수정소","2021-01-08 09:26:19","I","2023-06-13 00:00:00","","253214.100367059","466451.201125528","가축인공수정소","","0","000","0",
"119","가축인공수정소","02_04_02_P","4251000","425000000319890001","1989-04-13","","03","폐업","0002","폐업","","","","","432-4106","16","","강원특별자치도 홍천군 남면 양덕원리","강원특별자치도 홍천군 남면 양덕원로 112","25108","남면수정소","2017-07-11 17:33:16","I","2023-06-13 00:00:00","","267766.739098384","457730.716879264","가축인공수정소","","0","000","0",
"120","가축인공수정소","02_04_02_P","4251000","425000000319890002","1989-06-03","","03","폐업","0002","폐업","","","","","","16","","강원특별자치도 홍천군 두촌면 자은리","강원특별자치도 홍천군 두촌면 자은장터길 19-1","25160","두성수정소","2017-08-02 09:07:42","I","2023-06-13 00:00:00","","289748.298150615","485638.319857766","가축인공수정소","","0","000","0",
"121","가축인공수정소","02_04_02_P","4251000","425000000319900001","1990-07-05","","03","폐업","0002","폐업","2018-12-24","","","","433-1649","16","","강원특별자치도 홍천군 홍천읍 진리","강원특별자치도 홍천군 홍천읍 연봉로3길 6-7","25145","홍천수정소","2019-01-15 13:52:28","I","2023-06-13 00:00:00","","277328.406915621","464910.14190445","가축인공수정소","","0","000","0",
"122","가축인공수정소","02_04_02_P","4251000","425000000319910001","1991-05-01","","03","폐업","0002","폐업","2004-03-10","","","","434-1596","16","","강원특별자치도 홍천군 서면 모곡리","","","모곡수정소","2004-03-26 09:36:20","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"123","가축인공수정소","02_04_02_P","4251000","425000000319960001","1996-05-11","","03","폐업","0002","폐업","2018-12-24","","","","434-1754","16","","강원특별자치도 홍천군 화촌면 외삼포리","강원특별자치도 홍천군 화촌면 삼포1길 21","25158","화촌수정소","2019-01-15 13:52:47","I","2023-06-13 00:00:00","","284476.600337301","472426.007157278","가축인공수정소","","0","000","0",
"124","가축인공수정소","02_04_02_P","4251000","425000000320010001","2001-03-31","","03","폐업","0002","폐업","2010-04-15","","","","433-4343","20","","강원특별자치도 홍천군 서석면 풍암리","","","서석봉의수정소","2010-04-15 16:24:59","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"125","가축인공수정소","02_04_02_P","4251000","425000000320040001","2004-01-16","","03","폐업","0002","폐업","2005-12-21","","","","033-434-8252","66.11","","강원특별자치도 홍천군 홍천읍 희망리 48-11","강원특별자치도 홍천군 홍천읍 희망로 80","","강원동물병원","2005-12-21 11:56:12","I","2023-06-13 00:00:00","","278567.138914188","466098.730783559","가축인공수정소","","0","000","0",
"126","가축인공수정소","02_04_02_P","4251000","425000000320050003","2005-12-21","","03","폐업","0002","폐업","2009-01-13","","","","","0","","강원특별자치도 홍천군 홍천읍 희망리 325-6번지","","","홍천축협동물병원","2009-01-13 14:31:20","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"127","가축인공수정소","02_04_02_P","4251000","425000000320060001","2006-11-30","","03","폐업","0002","폐업","2018-12-24","","","","435-0352","26","","강원특별자치도 홍천군 화촌면 구성포리 1710","강원특별자치도 홍천군 화촌면 도심리길 437","","산우리가축인공수정소","2018-12-26 09:57:22","I","2023-06-13 00:00:00","","277476.803061312","478104.344472418","가축인공수정소","","0","000","0",
"128","가축인공수정소","02_04_02_P","4251000","425000000320080001","2008-10-31","","03","폐업","0002","폐업","2020-12-12","","","","436-0428","77.62","","강원특별자치도 홍천군 영귀미면 속초리","강원특별자치도 홍천군 영귀미면 속초길 17","25154","신구가축인공수정소","2020-12-12 14:26:49","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"129","가축인공수정소","02_04_02_P","4251000","425000000320150001","2015-08-19","","03","폐업","0002","폐업","2016-02-11","","","","","99.5","","","강원특별자치도 홍천군 남면 시동안로 79-5","25109","자두가축인공수정소","2016-02-11 09:51:46","I","2023-06-13 00:00:00","","272133.959224236","455202.139022027","가축인공수정소","","0","000","0",
"130","가축인공수정소","02_04_02_P","4261000","426000000320140001","2014-05-13","","01","영업/정상","0000","정상","","","","","","84","","강원특별자치도 횡성군 횡성읍 읍상리 607 횡성석미모닝파크 103동 604호","강원특별자치도 횡성군 횡성읍 어사매로 68, 103동 6층 4호 (횡성석미모닝파크)","25228","우리수정소","2018-05-04 20:15:48","I","2023-06-13 00:00:00","","287976.927426144","443708.369735929","가축인공수정소","","0","000","0",
"131","가축인공수정소","02_04_02_P","4261000","426000000320170001","2017-07-03","","01","영업/정상","0000","정상","","","","","","33","","강원특별자치도 횡성군 청일면 갑천리 946","강원특별자치도 횡성군 청일면 봉덕로248번길 238-39","25256","금강가축인공수정소","2017-07-03 11:12:52","I","2023-06-13 00:00:00","","303038.77153226","451200.446694477","가축인공수정소","","0","000","0",
"132","가축인공수정소","02_04_02_P","4261000","426000000320180001","2018-12-28","","01","영업/정상","0000","정상","","","","","","67.6","","강원특별자치도 횡성군 청일면 유동리 881-6","강원특별자치도 횡성군 청일면 유동로 40-8","25254","횡성가축인공수정소","2021-02-16 08:47:01","I","2023-06-13 00:00:00","","301695.023932388","454129.572484593","가축인공수정소","","0","000","0",
"133","가축인공수정소","02_04_02_P","4261000","426000000320190001","2019-05-16","","01","영업/정상","0000","정상","","","","","","121.48","","강원특별자치도 횡성군 갑천면 전촌리 439-3","강원특별자치도 횡성군 갑천면 외갑천로341번길 66-27","25252","대원가축인공수정소","2021-01-22 16:06:31","I","2023-06-13 00:00:00","","292179.087967834","452447.195735346","가축인공수정소","","0","000","0",
"134","가축인공수정소","02_04_02_P","4261000","426000000320210001","2021-01-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 우천면 정금리 833","강원특별자치도 횡성군 우천면 하궁로정금2길 12-25, 1동 1층 1호","25245","우천가축인공수정소","2021-01-13 13:02:19","I","2023-06-13 00:00:00","","297407.862934558","444809.904316513","가축인공수정소","","0","000","0",
"135","가축인공수정소","02_04_02_P","4261000","426000000320220001","2022-01-07","","01","영업/정상","0000","정상","","","","","","50.37","","강원특별자치도 횡성군 둔내면 영랑리 356-22","강원특별자치도 횡성군 둔내면 강변로 679-3","25267","중부동물병원약품","2022-01-07 18:03:31","I","2023-06-13 00:00:00","","305376.496185563","441149.232467118","가축인공수정소","","0","000","0",
"136","가축인공수정소","02_04_02_P","4261000","426000000320220002","2022-01-18","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 횡성군 갑천면 전촌리 132-4","강원특별자치도 횡성군 갑천면 외갑천로 380","25252","갑천가축인공수정소","2022-01-18 13:56:16","I","2023-06-13 00:00:00","","292527.487945732","451947.917011408","가축인공수정소","","0","000","0",
"137","가축인공수정소","02_04_02_P","4261000","426000000320220003","2022-07-05","","01","영업/정상","0000","정상","","","","","","80","","강원특별자치도 횡성군 횡성읍 정암리 216","강원특별자치도 횡성군 횡성읍 덕고로 296","25243","다온가축인공수정소","2022-07-05 10:34:48","I","2023-06-13 00:00:00","","291010.348044762","440754.203109482","가축인공수정소","","0","000","0",
"138","가축인공수정소","02_04_02_P","4261000","426000000320220004","2022-09-01","","01","영업/정상","0000","정상","","","","","","237.2","","강원특별자치도 횡성군 갑천면 상대리 104-2","강원특별자치도 횡성군 갑천면 갑천로 896","25257","엘림가축인공수정소","2022-09-01 13:12:23","I","2023-06-13 00:00:00","","304396.950781429","447448.212757968","가축인공수정소","","0","000","0",
"139","가축인공수정소","02_04_02_P","4261000","426000000320230001","2023-01-16","","01","영업/정상","0000","정상","","","","","","20","","강원특별자치도 횡성군 갑천면 구방리 886","강원특별자치도 횡성군 갑천면 태기로구방2길 63","25259","대박가축인공수정소","2023-01-16 09:01:14","I","2023-06-13 00:00:00","","293373.893750652","447736.083069751","가축인공수정소","","0","000","0",
"140","가축인공수정소","02_04_02_P","4261000","426000000319850001","1985-11-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 둔내면 둔방내리","강원특별자치도 횡성군 둔내면 경강로둔방10길 19-6 (203(남서울아파트))","25265","둔내가축인공수정소","2021-01-22 16:04:25","I","2023-06-13 00:00:00","","307294.445085626","446353.123084038","가축인공수정소","","0","000","0",
"141","가축인공수정소","02_04_02_P","4261000","426000000319850002","1985-02-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 안흥면 안흥리","","","안흥가축인공수정소","2021-01-22 16:05:48","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"142","가축인공수정소","02_04_02_P","4261000","426000000319860001","1986-02-20","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 서원면 창촌리 588-1","강원특별자치도 횡성군 서원면 서원로 149-1","25201","서원가축인공수정소","2021-01-22 16:00:29","I","2023-06-13 00:00:00","","274995.649976376","443086.79275344","가축인공수정소","","0","000","0",
"143","가축인공수정소","02_04_02_P","4261000","426000000319870001","1987-06-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 갑천면 대관대리 469-4","강원특별자치도 횡성군 갑천면 외갑천로126번길 43","25252","대관령가축인공수정소","2021-02-15 15:55:11","I","2023-06-13 00:00:00","","290947.822431281","451011.702775224","가축인공수정소","","0","000","0",
"144","가축인공수정소","02_04_02_P","4261000","426000000319910001","1991-05-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 안흥면 안흥리","","","김정섭가축인공수정소","2021-01-22 15:59:23","I","2023-06-13 00:00:00","","","","가축인공수정소","","0","000","0",
"145","가축인공수정소","02_04_02_P","4261000","426000000319910002","1991-10-10","","01","영업/정상","0000","정상","","","","","","114","","강원특별자치도 횡성군 횡성읍 읍하리 72-2","강원특별자치도 횡성군 횡성읍 삼일로 16, 2층 (횡성읍하우체국)","25232","명품한우컨설팅가축인공수정소","2021-01-22 16:01:44","I","2023-06-13 00:00:00","","287188.207536367","443639.386635132","가축인공수정소","","0","000","0",
"146","가축인공수정소","02_04_02_P","4261000","426000000319910003","1991-12-24","","01","영업/정상","0000","정상","","","","","","19","","","강원특별자치도 횡성군 횡성읍 북천로 3","25223","박명순가축인공수정소","2021-01-22 16:01:00","I","2023-06-13 00:00:00","","287562.044467977","444012.568177805","가축인공수정소","","0","000","0",
"147","가축인공수정소","02_04_02_P","4261000","426000000319920001","1992-03-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 횡성읍 읍하리 533-4","강원특별자치도 횡성군 횡성읍 읍하남로21번길 11","25222","제일가축인공수정소","2021-02-15 15:46:12","I","2023-06-13 00:00:00","","287353.425","444004.595","가축인공수정소","","0","000","0",
"148","가축인공수정소","02_04_02_P","4261000","426000000319990001","1999-07-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 청일면 봉명리 365-1","강원특별자치도 횡성군 청일면 봉명로 443-11","25253","봉명가축인공수정소","2021-02-16 13:18:24","I","2023-06-13 00:00:00","","300386.247831452","461986.769285416","가축인공수정소","","0","000","0",
"149","가축인공수정소","02_04_02_P","4261000","426000000320040002","2007-12-12","","01","영업/정상","0000","정상","","","","","","17","","강원특별자치도 횡성군 우천면 법주리 91-1","강원특별자치도 횡성군 우천면 법주로 89","25249","열매가축인공수정소","2021-12-13 17:40:43","I","2023-06-13 00:00:00","","293077.528326404","438794.656056711","가축인공수정소","","0","000","0",
