"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"55","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002018000001","2018-02-14","","03","폐업","03","폐업","2020-01-31","","","","07077174948","","","강원특별자치도 원주시 반곡동 1903-3","강원특별자치도 원주시 황금로 2, 센트럴파크 6층 (반곡동)","26462","딸기가 좋아","2020-02-05 13:02:25","I","2023-06-13 00:00:00","","287371.668467947","425538.294351337","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"56","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002018000002","2018-11-16","","03","폐업","03","폐업","2019-11-06","","","","033-745-6070","","","강원특별자치도 원주시 단구동 1589-2 청솔1차아파트","강원특별자치도 원주시 늘품로 8, 청솔1차아파트 상가동 2층 (단구동)","26489","키즈스토리","2019-12-05 17:06:03","I","2023-06-13 00:00:00","","284148.862280891","424715.600173354","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"57","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002018000004","2018-12-19","","03","폐업","03","폐업","2020-02-29","","","","033-743-7779","","","강원특별자치도 원주시 무실동 1857-10","강원특별자치도 원주시 능라동길 51, 7층 701호 (무실동)","26392","코코몽어드벤처 원주점","2020-04-06 13:18:26","I","2023-06-13 00:00:00","","282361.656343235","426273.540502002","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","8","","","","","","","0","","","","0",
"58","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002019000002","2019-07-11","","03","폐업","03","폐업","2019-08-08","","","","","","","강원특별자치도 원주시 반곡동 1809-1 ㈜호텔인터불고원주컨벤션호텔","강원특별자치도 원주시 동부순환로 200, ㈜호텔인터불고원주컨벤션호텔 (반곡동)","26460","산타세븐스","2019-08-09 09:04:53","I","2023-06-13 00:00:00","","286272.710008855","426045.161207519","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"59","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002020000001","2020-03-27","","03","폐업","03","폐업","2022-06-21","","","","","","","강원특별자치도 원주시 단구동 997","강원특별자치도 원주시 서원대로 438 (단구동)","26485","지니키즈방방랜드","2022-06-21 17:48:27","I","2023-06-13 00:00:00","","284363.454805513","425572.252453457","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","방방뜀틀 2대","0","","","","","","","0","","","","0",
"60","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002016000004","2016-12-14","","03","폐업","03","폐업","2024-08-27","","","","","","","강원특별자치도 원주시 반곡동 1886-5 6층","강원특별자치도 원주시 입춘로 110, 6층 (반곡동)","26465","점프노리","2024-08-27 18:01:55","U","2024-08-29 02:40:00","","286941.601213414","425049.931613599","신고테마파크업","","","0","","","","근린생활시설","6","0","0","0","","","0","0","","0","0","","0","323","트램폴린 2대(베드 1대, 베드 2대)","1","","","","","","","0","","","","323",
"61","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002024000005","2024-07-01","","03","폐업","03","폐업","2024-09-01","","","","","","","강원특별자치도 원주시 명륜동 193","강원특별자치도 원주시 서원대로 291, 보물섬물놀이장 (명륜동)","26447","노리디어스","2024-09-06 11:19:20","U","2024-09-08 02:40:00","","283558.029901345","426616.043304968","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"62","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000004","2025-06-30","","03","폐업","03","폐업","2025-09-01","","","","","","","강원특별자치도 원주시 명륜동 193","강원특별자치도 원주시 서원대로 291, 보물섬 물놀이장 일원 (명륜동)","26447","향기나는 가구","2025-09-01 09:14:21","U","2025-09-03 02:40:00","","283558.029901345","426616.043304968","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"63","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000006","2025-07-18","","03","폐업","03","폐업","2025-08-18","","","","","","","강원특별자치도 원주시 지정면 가곡리 1526 샘마루공원","강원특별자치도 원주시 지정면 가곡로 87","26353","주식회사 내집처럼","2025-08-18 14:48:10","U","2025-08-20 02:40:00","","277377.906522595","431042.199021179","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"64","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000005","2025-07-18","","03","폐업","03","폐업","2025-08-18","","","","","","","강원특별자치도 원주시 반곡동 1910-4 (행복마당 물놀이장)","","","주식회사 내집처럼","2025-08-18 14:48:31","U","2025-08-20 02:40:00","","287517.800664178","425365.309262907","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"65","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000001","2025-01-15","","03","폐업","03","폐업","2025-02-24","","","","","","","강원특별자치도 원주시 지정면 판대리 577-2","강원특별자치도 원주시 지정면 오크밸리2길 64","26357","이로","2025-02-28 09:57:54","U","2025-03-02 02:40:00","","272000.036047268","434131.465949678","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"66","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002023000005","2023-07-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 흥업면 사제리 251-13 1층 101호","강원특별자치도 원주시 흥업면 원문로 865-6, 1층 101호","26356","육아휴직 키즈카페","2024-11-14 10:14:59","U","2024-11-16 02:40:00","","278445.947887941","427127.442417799","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","372.4","미니 에어바운스 3대, 회전형 라이더 1대","0","","","","","","","0","","","","372",
"67","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002023000003","2023-07-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1586-5","","","행복빌리지 캠핑장","2023-07-14 14:57:18","I","2023-07-16 00:19:09","","300756.952933962","417177.304090484","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"68","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002023000007","2023-08-23","","01","영업/정상","13","영업중","","","","","033-743-1118","","","강원특별자치도 원주시 소초면 흥양리 944-176","","","힐링 앤 버블버블","2024-04-05 11:03:06","U","2024-04-07 02:40:00","","288074.341740675","430896.926398183","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"69","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000004","2021-07-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1000","강원특별자치도 원주시 신림면 재사동길 50, 산노리캠핑장","26508","원주산노리캠핑장","2023-02-15 17:00:00","I","2023-06-13 00:00:00","","303322.623073764","416455.84323972","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 2대","0","","","","","","","0","","","","0",
"70","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000005","2021-10-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 573","강원특별자치도 원주시 신림면 신림황둔로 1072","26507","한스캠핑장","2024-04-11 10:51:15","U","2024-04-13 02:40:00","","304473.18249927","417660.19434714","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 2대","0","","","","","","","0","","","","0",
"71","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000007","2021-12-20","","01","영업/정상","13","영업중","","","","","033-764-5200","","","강원특별자치도 원주시 신림면 황둔리 1547","강원특별자치도 원주시 신림면 신림황둔로 714-2, 1층","26508","에코캠프","2025-08-19 09:35:54","U","2025-08-21 02:40:00","","301198.478513675","417034.839685176","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 1대","0","","","","","","","0","","","","0",
"72","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000001","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 성남리 405","강원특별자치도 원주시 신림면 성남로 194","26506","치악신림오토캠핑장","2024-04-11 10:56:29","U","2024-04-13 02:40:00","","296138.951740198","418362.69145413","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 2대","0","","","","","","","0","","","","0",
"73","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002015000001","2015-02-17","","01","영업/정상","13","영업중","","","","","033-904-7211","","","강원특별자치도 원주시 태장동 478-1 3층","강원특별자치도 원주시 흥양로51번길 101, 3층 (태장동)","26313","뉴해피점핑","2023-06-14 13:44:41","U","2023-06-16 02:40:00","","284610.986350549","432053.206736814","신고테마파크업","","","0","","","","","3","0","0","0","","","0","0","","0","0","","0","264","트램펄린 1대(베드수량 3대)","0","","","","","","","0","","","","264",
"74","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002016000002","2016-07-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 801-25 3층","강원특별자치도 원주시 단구로 81, 3층 (단계동)","26434","해피점핑","2023-06-14 13:45:15","U","2023-06-16 02:40:00","","283238.368675891","427068.907742757","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","273.04","트램펄린 3대","0","","","","","","","0","","","","273",
"75","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000002","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1281-24","강원특별자치도 원주시 신림면 신림황둔로 854-1","26508","아빠의캠핑장","2024-04-11 11:02:50","U","2024-04-13 02:40:00","","302580.194053219","416793.775614171","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 1대","0","","","","","","","0","","","","0",
"76","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000003","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1240","강원특별자치도 원주시 신림면 재사동길 10-38","26508","강원도힐링캠핑장","2024-04-11 11:14:45","U","2024-04-13 02:40:00","","302646.561524831","416608.48052006","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 1대","0","","","","","","","0","","","","0",
"77","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000004","2022-02-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 문막읍 취병리 358 문막취병분교","강원특별자치도 원주시 문막읍 취병로 106, 문막취병분교","26360","달콤이네 캠핑장","2023-02-01 14:00:15","I","2023-06-13 00:00:00","","270902.404636005","423544.7064458","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 2대","0","","","","","","","0","","","","0",
"78","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000005","2022-04-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 소초면 학곡리 103","강원특별자치도 원주시 소초면 백교길 84-15","26304","한다리골야영장","2022-04-01 13:12:39","I","2023-06-13 00:00:00","","294159.292292933","436520.39805689","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"79","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000006","2022-05-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 송계리 141-4","강원특별자치도 원주시 신림면 솔치로 88","26507","원주키즈캠핑장","2024-04-11 10:59:32","U","2024-04-13 02:40:00","","306597.014161637","418664.252213914","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"80","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002022000007","2022-06-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 919","강원특별자치도 원주시 신림면 소야1길 72","26507","피노키오관광농원","2023-06-14 13:48:35","U","2023-06-16 02:40:00","","303313.56801706","417983.973275688","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","329.2","","1","","Y","","","","","0","","","","329",
"81","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002023000001","2023-05-19","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 호저면 만종리 1092-4","강원특별자치도 원주시 호저면 굴미실길 42","26348","펀앤조이","2025-01-20 10:21:04","U","2025-01-22 02:40:00","","279272.38578305","428707.839483375","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","190","","0","","","","","","","0","","","","190",
"82","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002017000003","2017-07-04","","01","영업/정상","13","영업중","","","","","033-748-1279","","","강원특별자치도 원주시 문막읍 동화리 1542-12 , 2층","강원특별자치도 원주시 문막읍 왕건로 54, 2층","26368","키즈카페 다다다","2023-11-06 10:05:33","U","2023-11-08 02:40:00","","273431.43112982","425024.242078953","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","170.87","트램펄린 2대","0","","","","","","","0","","","","171",
"83","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002018000003","2018-11-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1857-25","강원특별자치도 원주시 능라동길 7, 2층 (무실동)","26392","쁘띠몽드 강원원주점","2024-04-11 11:10:50","U","2024-04-13 02:40:00","","282034.105458981","425931.651241046","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","408.93","트램펄린 3대(유아용 1대, 어린이용 2대), 미니기차 1대","0","","","","","","","0","","","","409",
"84","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002018000005","2018-12-20","","01","영업/정상","13","영업중","","","","","033-742-2484","","","강원특별자치도 원주시 무실동 1642-1 보네르 빌딩","강원특별자치도 원주시 시청로 94, 보네르 빌딩 6층 (무실동)","26391","키즈펀스","2025-01-20 10:18:09","U","2025-01-22 02:40:00","","282190.044209329","426388.415223633","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","392.37","","0","","","","","","","0","","","","392",
"85","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002019000001","2019-03-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 114-8","강원특별자치도 원주시 원문로 143, 5층 (단계동)","26410","띵크아이","2024-04-11 11:11:36","U","2024-04-13 02:40:00","","282570.604770215","428540.925581348","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","319.6","트램펄린 1대(베드 3대)","0","","","","","","","0","","","","320",
"86","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002019000003","2019-10-02","","01","영업/정상","13","영업중","","","","","033-748-0777","","","강원특별자치도 원주시 지정면 가곡리 1498-1","강원특별자치도 원주시 지정면 신지정로 316-1, 골드파크빌딩 7층","26353","슈슈봉봉 원주점","2023-06-14 13:35:32","U","2023-06-16 02:40:00","","277217.701894871","431483.205033936","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","555.39","트램펄린 2대","0","","","","","","","0","","","","555",
"87","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002020000002","2020-11-26","","01","영업/정상","13","영업중","","","","","033-766-3233","","","강원특별자치도 원주시 신림면 황둔리 1540-2","강원특별자치도 원주시 신림면 신림황둔로 714","26508","감악산 캠핑숲","2024-04-11 11:16:13","U","2024-04-13 02:40:00","","301096.882458995","417002.037944852","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 2대","0","","","","","","","0","","","","0",
"88","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000001","2021-04-30","","01","영업/정상","13","영업중","","","","","033-730-3536","","","강원특별자치도 원주시 지정면 월송리 1061-16 빌리지센터","강원특별자치도 원주시 지정면 오크밸리1길 70, 빌리지센터","26357","바운스 원주 오크밸리 센터","2024-04-11 11:18:12","U","2024-04-13 02:40:00","","272459.646983562","437204.631213169","신고테마파크업","","","0","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","1910.7","","0","","","","","","","0","","","","1911",
"89","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000002","2021-06-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 월송리 904-3","강원특별자치도 원주시 지정면 월송석화로 396-1","26357","장터추어탕 캠핑장","2024-04-11 10:58:54","U","2024-04-13 02:40:00","","274696.994155222","433418.531703492","신고테마파크업","","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 1대","0","","","","","","","0","","","","0",
"90","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002021000003","2021-07-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 525","강원특별자치도 원주시 신림면 신림황둔로 974","26508","원주두리캠핑장","2024-04-11 11:00:46","U","2024-04-13 02:40:00","","303657.759900813","416944.629832547","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","트램펄린 1종 2대","0","","","","","","","0","","","","0",
"91","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002024000004","2024-04-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 흥업면 흥업리 1420","강원특별자치도 원주시 흥업면 승안동길 7-15","26404","주식회사 스타키즈캠프닉","2024-04-30 09:17:20","I","2024-05-02 00:15:05","","279585.071708134","423639.888346062","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","379.5","","0","","","","","","","0","","","","380",
"92","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002024000002","2024-01-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 구학리 693-5","강원특별자치도 원주시 신림면 석동구미길 104","26506","캠핑 포에버","2024-01-25 16:16:49","I","2024-01-27 00:16:14","","293243.396147361","413299.819729941","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"93","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002024000003","2024-03-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 가곡리 1497-1","강원특별자치도 원주시 지정면 신지정로 322-1, 7층","26353","하이플라이 키즈카페","2025-10-16 09:49:36","U","2025-10-18 02:40:00","","277250.554294063","431515.699932934","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","붕붕뜀틀 1대","0","","","","","","","0","","","","0",
"94","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002024000001","2024-01-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 528-2","","","원주 우리 캠핑장","2025-09-19 17:05:44","U","2025-09-21 02:40:00","","303540.738052971","416950.683313421","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"95","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000002","2025-02-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1607-2","강원특별자치도 원주시 단구로 354-7, 2층 (단구동)","26487","모넬로 원주단구점","2025-09-10 17:03:18","U","2025-09-12 02:40:00","","284751.175","425209.735","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"96","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002025000003","2025-04-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1901-2","강원특별자치도 원주시 건강로 1, 5층 (반곡동)","26462","메가키즈","2025-04-07 11:14:23","I","2025-04-09 00:10:32","","287330.898595898","425475.705625894","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"97","테마파크업(기타)","03_07_08_P","4191000","CDFI5272002023000008","2023-09-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 1316-4","강원특별자치도 원주시 신림면 신림황둔로 806","26508","가자 GO캠핑 야영장","2025-08-05 11:25:01","U","2025-08-07 02:40:00","","302059.1551996","416943.485916628","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"98","테마파크업(기타)","03_07_08_P","4201000","CDFI5272001995000001","1995-12-11","","03","폐업","03","폐업","2003-12-15","","","","651-3053","","210-943","강원특별자치도 강릉시 포남동 1118-3","강원특별자치도 강릉시 강릉대로 334 (포남동)","210-955","붕붕랜드","2011-10-30 15:38:44","I","2023-06-13 00:00:00","","367721.391751132","475372.28307151","신고테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"99","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002002000001","2002-04-11","","03","폐업","03","폐업","2012-03-16","","","","643-5021","","210-948","강원특별자치도 강릉시 홍제동 21-1","","","봉봉어린이동산","2012-03-19 09:00:29","I","2023-06-13 00:00:00","","366388.449711536","474165.531877431","신고테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"100","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002016000001","2016-01-06","","03","폐업","03","폐업","2018-09-04","","","","0336520970","","","강원특별자치도 강릉시 송정동 1008-7","강원특별자치도 강릉시 경강로 2398-10 (송정동)","25563","구름빵(이마트강릉점)","2018-09-04 16:24:31","I","2023-06-13 00:00:00","","369334.629080122","475954.381315576","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"101","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002018000001","2018-09-17","","03","폐업","03","폐업","2019-05-20","","","","033-646-8820","","","강원특별자치도 강릉시 강문동 258-4 스카이베이 경포호텔","강원특별자치도 강릉시 해안로 476, 스카이베이 경포호텔 (강문동)","25460","미음치읓VR 인 스카이베이","2019-06-07 11:31:27","I","2023-06-13 00:00:00","","367974.951824714","479654.314242201","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"102","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002018000002","2018-11-28","","03","폐업","03","폐업","","","","","033-651-8878","","","강원특별자치도 강릉시 송정동 1008-7","강원특별자치도 강릉시 경강로 2398-10, 이마트 강릉점 3층 (송정동)","25563","베스트키즈 by 서울랜드 강릉점","2020-11-27 09:39:45","I","2023-06-13 00:00:00","","369334.629080122","475954.381315576","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"103","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002019000003","2019-12-26","","03","폐업","03","폐업","2021-09-10","","","","033-655-7779","","","강원특별자치도 강릉시 내곡동 421-2 2층","강원특별자치도 강릉시 남부로17번길 23, 제이알빌딩 2층 (내곡동)","25604","드리밍키즈","2022-12-02 13:09:44","I","2023-06-13 00:00:00","","365780.646857521","472720.919976059","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"104","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002020000003","2020-05-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 송정동 1008-7","강원특별자치도 강릉시 경강로 2398-10, 이마트 강릉점 (송정동)","25563","주식회사 케이커머스","2020-05-15 14:05:03","I","2023-06-13 00:00:00","","369334.629080122","475954.381315576","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"105","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002022000001","2022-04-15","","01","영업/정상","13","영업중","","","","","033-530-4848","","","강원특별자치도 강릉시 옥계면 금진리 92-1","강원특별자치도 강릉시 옥계면 헌화로 455-34","25633","탑스텐 vr zone","2025-02-26 17:41:27","U","2025-03-01 02:40:00","","381049.225414819","463380.102788036","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"106","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002012000001","2012-06-29","","01","영업/정상","13","영업중","","","","","644-3805","","210-380","강원특별자치도 강릉시 안현동 89-87","강원특별자치도 강릉시 해안로 536  (안현동)","","라카이샌드파인 야외풀장","2012-06-29 16:28:20","I","2023-06-13 00:00:00","","367621.813148505","479943.433565044","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","1","","","","","","","0","","","","0",
"107","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002017000001","2017-08-11","","01","영업/정상","13","영업중","","","","","033-653-3369","","","강원특별자치도 강릉시 포남동 1291-5","강원특별자치도 강릉시 하평2길 11 (포남동)","25566","킹콩점프","2019-05-07 14:05:23","I","2023-06-13 00:00:00","","368417.209372072","476028.213714532","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"108","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002019000001","2019-05-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 옥천동 189 씨네몰","강원특별자치도 강릉시 경강로 2120, 씨네몰 6층 619호 (옥천동)","25541","베이귄 맥스라이더","2019-05-13 17:20:31","I","2023-06-13 00:00:00","","367257.089561415","474274.357968797","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"109","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002019000004","2019-12-26","","01","영업/정상","13","영업중","","","","","033-641-6767","","","강원특별자치도 강릉시 홍제동 841-6","강원특별자치도 강릉시 사임당로 66, 키즈몬강릉점 (홍제동)","25522","키즈몬강릉점","2020-02-18 22:21:46","I","2023-06-13 00:00:00","","364135.861505895","473742.484334113","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
"110","테마파크업(기타)","03_07_08_P","4201000","CDFI5272002019000005","2019-12-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 지변동 677","강원특별자치도 강릉시 경포로15번길 6-10, 리틀비틀키즈카페강릉점 (지변동)","25465","리틀비틀키즈카페강릉점","2019-12-26 08:41:06","I","2023-06-13 00:00:00","","365316.21891918","476064.295209018","신고테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","2","","","","","","","0","","","","0",
